,WELL,RFP_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
21,D04,423.2882213390015,237.44436555175005,281.6610796991504,1737.065371024735,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2606,842.2007629617891,1633.7832998355564,241029_mACmChPOLR2A_ActivePolII
22,D05,417.6653572762071,238.5680745527271,303.64637014728146,1734.2818118948824,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2280,813.4917998521471,1670.5568102849202,241029_mACmChPOLR2A_ActivePolII
23,D06,410.60986904009064,237.18681618193017,297.42177388303594,1716.5505973295853,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2101,,,241029_mACmChPOLR2A_ActivePolII
24,D07,414.274270731192,234.99336571583189,280.6737331454271,1735.8500548245613,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,2925,797.417112405044,1689.782365907421,241029_mACmChPOLR2A_ActivePolII
25,D08,414.1230521973121,236.0635835494754,308.2719906496715,1677.2553444180523,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,3098,1051.830695272627,1616.8239395700175,241029_mACmChPOLR2A_ActivePolII
26,D09,421.2639703459905,237.7059589263945,323.91379038929585,1688.8790667104831,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2269,1220.8356801139842,1689.9942196531792,241029_mACmChPOLR2A_ActivePolII
27,D10,418.22939769827246,238.1928594579475,349.30199119851983,1666.1075845012367,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1872,1005.4765247886223,1626.86004784689,241029_mACmChPOLR2A_ActivePolII
28,D11,424.54748873411944,238.3476066266474,345.9264991722788,1658.7914132379249,HCT116 mChPOLR2A Clone 2,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,2738,1018.9213479396307,1628.1025073746312,241029_mACmChPOLR2A_ActivePolII
29,D12,428.4486770832704,239.30415316967495,384.2065886845132,1694.6043521266074,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,2090,886.4531840966321,1671.27842069435,241029_mACmChPOLR2A_ActivePolII
30,D13,420.49035857498285,238.09805525120638,388.26710596792356,1703.724384787472,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,2762,1038.0893562967276,1597.3758960573477,241029_mACmChPOLR2A_ActivePolII
31,D15,416.5202551975522,237.95390834083938,352.6866028910377,1740.4819460281262,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1912,573.7641047179604,1541.3022471910112,241029_mACmChPOLR2A_ActivePolII
32,D16,428.9889146672362,236.5525359940179,366.66065609006125,1671.3812441093307,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2670,597.0674014570228,1599.6498576657177,241029_mACmChPOLR2A_ActivePolII
33,D17,418.29134004104225,236.29550055751807,358.52215006785923,1676.234496124031,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,2393,600.6816302883357,1564.105112004595,241029_mACmChPOLR2A_ActivePolII
34,D18,422.8863760478896,236.53453606717005,351.1374236347691,1687.155226558995,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2675,649.4373829096592,1576.4,241029_mACmChPOLR2A_ActivePolII
35,D19,420.882341702738,237.91135899593442,359.482856039531,1686.1995412844037,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1961,770.483154682203,1593.3673300165838,241029_mACmChPOLR2A_ActivePolII
36,D20,437.59732792902844,241.82430721787418,415.68100869411984,1739.2202208018593,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2612,667.6843477387956,1565.4870883676854,241029_mACmChPOLR2A_ActivePolII
37,D21,277.9188577504278,392.41762294394346,264.87246576077155,2678.980769230769,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,2388,139.54531679432864,3016.1632653061224,241029_mACmChPOLR2A_ActivePolII
38,D22,418.56644314584884,239.2313879377307,349.8235842686429,1751.5484931506849,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,2346,594.9551984527034,1630.7662845960301,241029_mACmChPOLR2A_ActivePolII
39,E03,183.9582271917135,237.55327454334025,242.74355726885975,1709.2318442153494,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,1849,770.4678740447107,1677.779664829603,241029_mACmChPOLR2A_ActivePolII
40,E04,194.11406611682008,426.4916524344306,358.9899088047365,1984.9259868421052,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,695,447.70504692753747,1966.3676323676323,241029_mACmChPOLR2A_ActivePolII
41,E05,194.17788863282317,423.30156680212167,379.59718435813437,2018.939368770764,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,686,449.2928797079608,2002.0631983240223,241029_mACmChPOLR2A_ActivePolII
42,E06,193.36148731128367,422.7117171142383,351.247980499774,2040.5185891325073,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,589,445.5434471960056,1914.493298585257,241029_mACmChPOLR2A_ActivePolII
43,E07,191.13382060848923,402.53884281044975,384.5418186394478,1939.765792031098,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,586,431.3376227206027,1987.9413741598207,241029_mACmChPOLR2A_ActivePolII
44,E08,192.48812424430056,422.45770146851453,377.0033789060083,1859.1518010291595,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,914,933.9445362153583,1823.5250936329587,241029_mACmChPOLR2A_ActivePolII
45,E09,196.10577001565395,448.03229951182584,412.00191034643296,1878.7781774580335,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,772,918.5418987899623,1899.7403887688986,241029_mACmChPOLR2A_ActivePolII
46,E10,195.21694255124967,424.7668696258278,423.99911766663104,1967.2899287894202,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,639,908.3082930659255,2009.7388866639967,241029_mACmChPOLR2A_ActivePolII
47,E11,195.81037053437709,423.304808843644,428.3373922449627,1892.2763636363636,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,594,903.2283592383808,1981.1413612565445,241029_mACmChPOLR2A_ActivePolII
48,E12,193.91148925293135,883.8140067049611,420.79843703403697,1890.8715244487057,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,719,855.4334356006837,1912.4772462077012,241029_mACmChPOLR2A_ActivePolII
49,E13,191.19164216389612,844.2333953993971,418.206223912961,1952.633547008547,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,651,1218.6596149332393,1873.8077066965957,241029_mACmChPOLR2A_ActivePolII
50,E14,195.04286895374375,414.71723845169424,402.94312899566853,1950.256745707277,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,620,365.7056544703934,1852.3498704183635,241029_mACmChPOLR2A_ActivePolII
51,E15,198.10129066297262,904.0137792322482,460.7977937049311,1911.9375650364204,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,739,415.26762437488594,1863.9825174825176,241029_mACmChPOLR2A_ActivePolII
52,E16,194.28079775831193,434.55150596621587,427.5316473435537,1928.5141187926,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,640,356.93707893204305,1954.376811594203,241029_mACmChPOLR2A_ActivePolII
53,E17,191.67684691086814,505.67685921801814,407.31906833036186,1958.2396616541353,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,693,399.7807113272187,1870.7894736842106,241029_mACmChPOLR2A_ActivePolII
54,E18,195.19509584315767,412.95307158100445,428.64840365460833,1827.3595166163143,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,489,377.2567155626253,1820.1694444444445,241029_mACmChPOLR2A_ActivePolII
55,E19,194.62568919033083,830.7796654108434,416.42442623572276,1924.4091971940763,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,572,434.01567092417855,1879.4329473290998,241029_mACmChPOLR2A_ActivePolII
56,E20,194.26226318807636,411.5582617350514,419.3626546216138,2116.090981012658,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,601,354.9405902794236,1940.1461073586918,241029_mACmChPOLR2A_ActivePolII
57,E21,196.0327675582248,891.95057095461,458.9894568087709,2000.320618556701,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,581,445.620457100572,1919.3767387944358,241029_mACmChPOLR2A_ActivePolII
58,E22,193.76578150022058,840.4875692908863,436.0902347888059,2010.639024390244,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,685,428.94242787798044,1963.471038251366,241029_mACmChPOLR2A_ActivePolII
59,F03,183.96334297512806,237.92530737568956,238.20407221966008,1698.4039965247612,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,2237,942.135934794236,1655.9314459522695,241029_mACmChPOLR2A_ActivePolII
60,F04,321.83472021211765,270.5632344051194,294.17490353729926,1814.3257978723404,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,1522,671.4732829969156,1727.1450910530482,241029_mACmChPOLR2A_ActivePolII
61,F05,321.4700283905107,504.1350999112209,308.0776532876415,1781.8510726072607,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,956,793.6258311088466,1743.6884893492281,241029_mACmChPOLR2A_ActivePolII
62,F06,325.2933864391619,270.6715452325284,302.0154838195524,1786.5425721410759,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,1221,643.2692260772286,1749.730353879382,241029_mACmChPOLR2A_ActivePolII
63,F07,313.0751015141895,492.01716684688176,324.2879110615152,1796.3046692607004,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,1279,811.0052619688059,1731.2175667883914,241029_mACmChPOLR2A_ActivePolII
64,F08,332.2254106576875,273.68925590934526,317.99550325494033,1764.3591208791208,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,879,1054.4574732749138,1703.6412228057013,241029_mACmChPOLR2A_ActivePolII
65,F09,322.9066578556106,504.78525974157026,366.29155875780305,1763.2170542635658,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1029,1103.1675824321974,1690.260978956999,241029_mACmChPOLR2A_ActivePolII
66,F10,338.83874267753083,279.50860495445227,377.91449293498096,1805.2441220610306,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1085,1100.2896592004727,1733.396486825596,241029_mACmChPOLR2A_ActivePolII
67,F11,319.0734678643896,498.3245429830887,370.7228692523616,1733.0584415584415,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1572,1115.0073945875506,1730.0120526608566,241029_mACmChPOLR2A_ActivePolII
68,F12,417.44219645880946,240.88841811999495,332.2133891906061,1743.3826386712628,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,2421,707.8193449458958,1661.9022117123384,241029_mACmChPOLR2A_ActivePolII
69,F13,416.8917772600066,239.71060301469052,332.52495478948236,1678.7558927120022,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,2236,950.6620988473043,1646.1013522742794,241029_mACmChPOLR2A_ActivePolII
70,F14,340.5249379876054,274.96916339118616,358.31367072457255,1774.622641509434,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,1367,518.8437198286388,1674.745391705069,241029_mACmChPOLR2A_ActivePolII
71,F15,329.23176160770976,511.6516092912345,377.5218947392069,1805.2103646833013,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1298,532.7373168534255,1668.4490125673249,241029_mACmChPOLR2A_ActivePolII
72,F16,329.0906756150106,269.2607503161155,382.37512859736944,1797.5951765719208,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,1494,514.2464593681669,1703.533566586486,241029_mACmChPOLR2A_ActivePolII
73,F17,319.32841212733786,492.911500233064,369.30218257522375,1803.5224264705882,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1227,487.4618590494644,1681.1423317396102,241029_mACmChPOLR2A_ActivePolII
74,F18,342.35275944514154,274.2270993467078,405.41021424898906,1747.0389610389611,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,1060,499.0724451183995,1638.0841075794622,241029_mACmChPOLR2A_ActivePolII
75,F19,327.2756646180851,507.0953862573032,389.66539665890224,1784.731299623903,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,713,485.861569248158,1697.0238142488588,241029_mACmChPOLR2A_ActivePolII
76,F20,342.5966781308186,278.2578093649186,421.41834340949947,1797.4553039332538,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,829,416.03148974580307,1724.2604712041884,241029_mACmChPOLR2A_ActivePolII
77,F21,322.36109154080975,498.3104641415014,385.9115058462841,1830.2640159045725,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,685,499.1035983269294,1703.7564046895354,241029_mACmChPOLR2A_ActivePolII
78,F22,427.23580336800455,244.96988055512432,350.969410944082,1717.6986984214898,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1866,513.0350839397222,1616.5470230519022,241029_mACmChPOLR2A_ActivePolII
79,G03,188.990803475747,241.01283721750258,249.844625959986,1713.619913241066,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2371,682.6922271458662,1680.8032074495602,241029_mACmChPOLR2A_ActivePolII
80,G04,326.18344583807817,285.7000020101517,299.1580704443081,1753.0180897250361,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1115,636.1329659543075,1714.4016840019813,241029_mACmChPOLR2A_ActivePolII
81,G05,322.6450461748156,510.4919821306268,334.5835052231642,1784.1904301594973,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1193,833.7440875300213,1721.34507346586,241029_mACmChPOLR2A_ActivePolII
82,G07,320.952669924298,513.6828402002186,328.40884418297105,1772.997624703088,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1386,791.3071203442938,1697.8895038950388,241029_mACmChPOLR2A_ActivePolII
83,G08,328.9491621899394,281.64201210261336,316.1457467697053,1757.7590745911448,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1225,1038.2688778615006,1742.2273606470899,241029_mACmChPOLR2A_ActivePolII
84,G09,326.1460929013969,523.3240954555292,348.90804858833,1712.715600552232,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1260,1134.0655493873685,1672.616592403989,241029_mACmChPOLR2A_ActivePolII
85,G10,328.37604559408487,276.87756150068213,347.6178729550784,1763.477694235589,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1314,1119.0635972188447,1677.840208423795,241029_mACmChPOLR2A_ActivePolII
86,G11,319.9226863291306,502.14081858016516,374.33508301031503,1738.9468223086901,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1584,1087.0409423425888,1720.3534856242616,241029_mACmChPOLR2A_ActivePolII
87,G12,197.60655174215444,872.1294165170546,399.66540173207926,1891.619718309859,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,888,765.4477064360473,1860.7125044531529,241029_mACmChPOLR2A_ActivePolII
88,G13,196.1224973600994,586.6172075400787,442.30609702064595,2018.9477272727272,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,827,1080.410667415021,1936.786937901499,241029_mACmChPOLR2A_ActivePolII
89,G14,330.4178968267557,281.55093479879594,376.6948318818354,1827.9375351716376,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1766,491.31832897078544,1681.4425744826017,241029_mACmChPOLR2A_ActivePolII
90,G15,324.65991512421766,504.2119733471479,374.9539219778019,1797.7655963302752,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,1750,457.5364665991261,1697.9523521098324,241029_mACmChPOLR2A_ActivePolII
91,G16,328.9729701507742,278.71912023247944,381.12362465002496,1747.926073926074,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1584,523.6156162902003,1644.522483451267,241029_mACmChPOLR2A_ActivePolII
92,G17,314.9491425595217,483.82383896192664,377.6220435224755,1781.1273798730733,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,1432,456.17863787104034,1690.7526362038664,241029_mACmChPOLR2A_ActivePolII
93,G18,333.9926986132142,279.23749972417886,396.94688137761284,1777.867341202923,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1198,453.00797247021757,1695.1273125608568,241029_mACmChPOLR2A_ActivePolII
94,G19,325.7137738309372,504.5010755589593,411.83776626442597,1795.0896204846822,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,585,439.48973960191626,1667.8135474860335,241029_mACmChPOLR2A_ActivePolII
95,G20,332.9794614571562,283.064621836498,394.0715561933093,1852.9030860855441,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,794,442.2375245840684,1701.6809571286142,241029_mACmChPOLR2A_ActivePolII
96,G21,327.97608818351716,501.84660019306494,414.29167069731966,1729.0342465753424,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,909,461.40291689049496,1644.4229571052,241029_mACmChPOLR2A_ActivePolII
97,G22,198.53257192060715,873.8930309486905,443.867451857182,1990.5522260273972,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,428,384.30645982069456,1849.6687672311934,241029_mACmChPOLR2A_ActivePolII
98,H03,189.21749108201826,243.571207161839,250.29487186081818,1707.6676321506154,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,2291,910.6268908256774,1675.2251991310645,241029_mACmChPOLR2A_ActivePolII
