,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
223,250905_mACPOLR2A_Kinetic_pSer2,N17,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1779,257.13931617174006,-3.1030420775083485,-0.00486873378751981
224,250905_mACPOLR2A_Kinetic_pSer2,N18,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1065,258.77402784796135,-1.4683304012870622,-0.0023038391544239725
225,250905_mACPOLR2A_Kinetic_pSer2,N19,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1484,256.26875036627206,-3.973607882976353,-0.006234668584879988
226,250905_mACPOLR2A_Kinetic_pSer2,N20,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,797,255.4137619379133,-4.8285963113351045,-0.00757616217249877
227,250905_mACPOLR2A_Kinetic_pSer2,N21,HCT116 OsTIRF74G,Vehicle,0,480,0.0,No primary,Goat anti-rat Alexa647,1265,255.9966459051814,-4.245712344067016,-0.006661605813043764
228,250905_mACPOLR2A_Kinetic_pSer2,N22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,967,256.14458353168413,-4.097774717564278,-0.006429488779949026
0,250912_mACPOLR2A_Kinetic_pSer2,C03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2442,266.18944165846546,-3.638653185465216,-0.004924224493237443
1,250912_mACPOLR2A_Kinetic_pSer2,C04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2058,268.6085646476718,-1.2195301962588587,-0.0016504019912226794
2,250912_mACPOLR2A_Kinetic_pSer2,C05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1196,270.2889115225443,0.4608166786136394,0.000623627661131845
3,250912_mACPOLR2A_Kinetic_pSer2,C06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1429,270.3637726021786,0.535677758247914,0.0007249378831111794
4,250912_mACPOLR2A_Kinetic_pSer2,C07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1026,271.4922498329163,1.664154988985615,0.002252117016823776
5,250912_mACPOLR2A_Kinetic_pSer2,C08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2326,272.77649661873875,2.948401774808076,0.003990100593650949
6,250912_mACPOLR2A_Kinetic_pSer2,C09,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1512,269.6487183975268,-0.17937644640386452,-0.0002427518771011618
7,250912_mACPOLR2A_Kinetic_pSer2,C10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1928,276.30713288418116,6.479038040250487,0.008768144745935572
8,250912_mACPOLR2A_Kinetic_pSer2,C11,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2134,275.1707673217473,5.34267247781662,0.007230290256763378
9,250912_mACPOLR2A_Kinetic_pSer2,C12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2375,278.2623832224156,8.43428837848495,0.011414203909915486
10,250912_mACPOLR2A_Kinetic_pSer2,C13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1758,277.64059568395714,7.812500840026473,0.010572732829709861
11,250912_mACPOLR2A_Kinetic_pSer2,C14,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2150,279.4682961860097,9.640201342079024,0.013046177568675512
12,250912_mACPOLR2A_Kinetic_pSer2,C15,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1355,276.0765094856157,6.248414641685031,0.008456039873598177
13,250912_mACPOLR2A_Kinetic_pSer2,C16,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1979,273.53836651482294,3.7102716708922685,0.005021146481163415
14,250912_mACPOLR2A_Kinetic_pSer2,C17,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2255,272.368048135826,2.5399532918953014,0.003437343317464538
15,250912_mACPOLR2A_Kinetic_pSer2,C18,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2658,274.2561136986664,4.42801885473574,0.0059924806761211405
16,250912_mACPOLR2A_Kinetic_pSer2,C19,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1714,272.09847552113035,2.2703806771996824,0.0030725280948176704
17,250912_mACPOLR2A_Kinetic_pSer2,C20,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2511,271.9202459953812,2.092151151450537,0.0028313283565139977
18,250912_mACPOLR2A_Kinetic_pSer2,C21,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1291,270.1560060453142,0.3279112013835288,0.00044376539536928727
19,250912_mACPOLR2A_Kinetic_pSer2,C22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3156,269.9541370178551,0.12604217392441797,0.00017057409112216856
20,250912_mACPOLR2A_Kinetic_pSer2,D03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1719,269.77351682646923,-0.05457801746143787,-7.386095807358234e-05
21,250912_mACPOLR2A_Kinetic_pSer2,D04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1803,418.91582270622604,149.08772786229537,0.20176186181007805
22,250912_mACPOLR2A_Kinetic_pSer2,D05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1660,422.6303694099401,152.80227456600943,0.20678879373444187
23,250912_mACPOLR2A_Kinetic_pSer2,D06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1887,421.18227210752195,151.35417726359128,0.20482906967125203
24,250912_mACPOLR2A_Kinetic_pSer2,D07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2185,423.485839503009,153.65774465907833,0.20794650967240186
25,250912_mACPOLR2A_Kinetic_pSer2,D08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2094,425.647786200158,155.81969135622734,0.21087229301490357
26,250912_mACPOLR2A_Kinetic_pSer2,D09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1856,439.6169270255648,169.78883218163412,0.22977686618959497
27,250912_mACPOLR2A_Kinetic_pSer2,D10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1854,426.4014721123952,156.57337726846453,0.21189226343804568
28,250912_mACPOLR2A_Kinetic_pSer2,D11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2052,430.26700953242744,160.43891468849677,0.2171235325568735
29,250912_mACPOLR2A_Kinetic_pSer2,D12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1996,272.507710199085,2.67961535515434,0.0036263493363463033
30,250912_mACPOLR2A_Kinetic_pSer2,D13,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1759,276.9741052077842,7.14601036385352,0.009670764832212806
31,250912_mACPOLR2A_Kinetic_pSer2,D14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2073,430.11834070565385,160.29024586172318,0.21692233759795196
32,250912_mACPOLR2A_Kinetic_pSer2,D15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1569,434.42451471613214,164.59641987220147,0.22274992446972156
33,250912_mACPOLR2A_Kinetic_pSer2,D16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1813,425.2110841876466,155.3829893437159,0.2102812999642757
34,250912_mACPOLR2A_Kinetic_pSer2,D17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1683,432.5081654265951,162.68007058266443,0.22015651047059925
35,250912_mACPOLR2A_Kinetic_pSer2,D18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1494,443.5765884728545,173.74849362892382,0.2351355142634369
36,250912_mACPOLR2A_Kinetic_pSer2,D19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1749,423.12333912132016,153.2952442773895,0.20745593440530838
37,250912_mACPOLR2A_Kinetic_pSer2,D20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1695,420.1620200642492,150.33392522031852,0.20344835272883285
38,250912_mACPOLR2A_Kinetic_pSer2,D21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1761,424.0368894856973,154.20879464176664,0.20869225093529303
39,250912_mACPOLR2A_Kinetic_pSer2,D22,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2186,267.82611916507835,-2.001975678852318,-0.0027092930186502057
40,250912_mACPOLR2A_Kinetic_pSer2,E03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1965,268.5531018833232,-1.2749929606074488,-0.0017254602858023716
41,250912_mACPOLR2A_Kinetic_pSer2,E04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1960,427.78924467690257,157.9611498329719,0.21377034945088355
42,250912_mACPOLR2A_Kinetic_pSer2,E05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1981,423.62216433076804,153.79406948683737,0.20813099937825483
43,250912_mACPOLR2A_Kinetic_pSer2,E06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1702,453.09938969927595,183.27129485534527,0.24802281312189645
44,250912_mACPOLR2A_Kinetic_pSer2,E07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1792,576.7446072575224,306.9165124135917,0.4153530800470595
45,250912_mACPOLR2A_Kinetic_pSer2,E08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1622,431.8618145060808,162.03371966215013,0.21928179752825652
46,250912_mACPOLR2A_Kinetic_pSer2,E09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1921,428.24335117170773,158.41525632777706,0.2143848961554692
47,250912_mACPOLR2A_Kinetic_pSer2,E10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2093,454.4901450075934,184.66205016366274,0.24990493571073594
48,250912_mACPOLR2A_Kinetic_pSer2,E11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1976,580.4635798474778,310.63548500354716,0.4203860015660132
49,250912_mACPOLR2A_Kinetic_pSer2,E12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2784,271.21884116723936,1.39074632330869,0.0018821104293403504
50,250912_mACPOLR2A_Kinetic_pSer2,E13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2613,273.5050208104549,3.676925966524209,0.004976019417432976
51,250912_mACPOLR2A_Kinetic_pSer2,E14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1661,445.437968106641,175.60987326271032,0.23765453729660707
52,250912_mACPOLR2A_Kinetic_pSer2,E15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1666,427.82388154219393,157.99578669826326,0.21381722385515983
53,250912_mACPOLR2A_Kinetic_pSer2,E16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1661,469.7836614016713,199.9555665577406,0.2706017991315948
54,250912_mACPOLR2A_Kinetic_pSer2,E17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1905,578.1183539454662,308.2902591015355,0.4172121847057004
55,250912_mACPOLR2A_Kinetic_pSer2,E18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2010,447.76700304625206,177.9389082023214,0.2408064427711521
56,250912_mACPOLR2A_Kinetic_pSer2,E19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1801,424.2968756342021,154.4687807902714,0.2090440927006703
57,250912_mACPOLR2A_Kinetic_pSer2,E20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1881,482.7228299295194,212.8947350855887,0.28811250084987644
58,250912_mACPOLR2A_Kinetic_pSer2,E21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1565,581.9799590573833,312.15186421345265,0.4224381321939829
59,250912_mACPOLR2A_Kinetic_pSer2,E22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2054,272.55527371120985,2.7271788672791786,0.00369071749661096
60,250912_mACPOLR2A_Kinetic_pSer2,F03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2342,269.31560458643065,-0.5124902575000192,-0.000693558014434537
61,250912_mACPOLR2A_Kinetic_pSer2,F04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1780,503.2669878594353,233.43889301550462,0.31591510816500473
62,250912_mACPOLR2A_Kinetic_pSer2,F05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1936,477.8091712751921,207.98107643126144,0.28146279914329486
63,250912_mACPOLR2A_Kinetic_pSer2,F06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1678,528.3117495806916,258.48365473676097,0.3498084260518916
64,250912_mACPOLR2A_Kinetic_pSer2,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2182,631.634300564384,361.80620572045336,0.489635832052011
65,250912_mACPOLR2A_Kinetic_pSer2,F08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2092,499.7042135014776,229.87611865754695,0.3110935712217716
66,250912_mACPOLR2A_Kinetic_pSer2,F09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2053,491.3346569788972,221.50656213496654,0.2997669695575472
67,250912_mACPOLR2A_Kinetic_pSer2,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1696,531.194441588848,261.36634674491734,0.35370960098379395
68,250912_mACPOLR2A_Kinetic_pSer2,F11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1638,635.9014723546873,366.0733775107566,0.4954106368425853
69,250912_mACPOLR2A_Kinetic_pSer2,F12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3053,265.4299223289341,-4.398172514996588,-0.005952089336335283
70,250912_mACPOLR2A_Kinetic_pSer2,F13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2843,266.2794325352442,-3.5486623086864597,-0.004802438970678714
71,250912_mACPOLR2A_Kinetic_pSer2,F14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2018,523.7310942058778,253.90299936194708,0.3436093808991851
72,250912_mACPOLR2A_Kinetic_pSer2,F15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1986,482.5289237217595,212.70082887782883,0.2878500857064228
73,250912_mACPOLR2A_Kinetic_pSer2,F16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1755,525.610383670852,255.78228882692133,0.3461526414798513
74,250912_mACPOLR2A_Kinetic_pSer2,F17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1870,654.0069560717933,384.1788612278626,0.5199129627959961
75,250912_mACPOLR2A_Kinetic_pSer2,F18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1926,520.0390625768873,250.21096773295665,0.3386129188428659
76,250912_mACPOLR2A_Kinetic_pSer2,F19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,1743,481.52108580274586,211.6929909588152,0.28648616891824286
77,250912_mACPOLR2A_Kinetic_pSer2,F20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1567,553.0720972580306,283.2440024140999,0.38331684366664664
78,250912_mACPOLR2A_Kinetic_pSer2,F21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1712,659.4310870175474,389.6029921736167,0.5272534915840384
79,250912_mACPOLR2A_Kinetic_pSer2,F22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2036,272.01805126919766,2.1899564252669848,0.0029636891780450473
80,250912_mACPOLR2A_Kinetic_pSer2,G03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2755,268.8720033818839,-0.9560914620467429,-0.0012938878082671215
81,250912_mACPOLR2A_Kinetic_pSer2,G04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1877,685.8582109942829,416.0301161503522,0.5630175736603097
82,250912_mACPOLR2A_Kinetic_pSer2,G05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1571,710.4582912565446,440.63019641261394,0.5963090998345879
83,250912_mACPOLR2A_Kinetic_pSer2,G06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1917,690.6072040657724,420.77910922184174,0.5694444318435123
84,250912_mACPOLR2A_Kinetic_pSer2,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1983,758.6039196678337,488.775824823903,0.6614650436910141
85,250912_mACPOLR2A_Kinetic_pSer2,G08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2454,693.2596399859922,423.4315451420615,0.5730339989880983
86,250912_mACPOLR2A_Kinetic_pSer2,G09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1911,684.2967658558046,414.4686710118739,0.5609044548760146
87,250912_mACPOLR2A_Kinetic_pSer2,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2004,723.8090905285009,453.9809956845702,0.6143768654138617
88,250912_mACPOLR2A_Kinetic_pSer2,G11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2501,761.842024345381,492.0139295014503,0.6658472020205133
89,250912_mACPOLR2A_Kinetic_pSer2,G12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3143,264.35655525205567,-5.4715395918750005,-0.00740468736664841
90,250912_mACPOLR2A_Kinetic_pSer2,G13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2913,265.6865104399951,-4.141584403935553,-0.00560484616784443
91,250912_mACPOLR2A_Kinetic_pSer2,G14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2775,723.0987486726267,453.270653828696,0.6134155529207558
92,250912_mACPOLR2A_Kinetic_pSer2,G15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,2306,703.9435418464293,434.1154470024986,0.5874926265469606
93,250912_mACPOLR2A_Kinetic_pSer2,G16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,2029,751.3239515891105,481.4958567451798,0.65161299258968
94,250912_mACPOLR2A_Kinetic_pSer2,G17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,2307,796.2555328381334,526.4274379942027,0.712419335384353
95,250912_mACPOLR2A_Kinetic_pSer2,G18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,2371,737.7290737430573,467.9009788991266,0.6332149131190895
96,250912_mACPOLR2A_Kinetic_pSer2,G19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,2125,721.6233109267346,451.7952160828039,0.6114188287713944
97,250912_mACPOLR2A_Kinetic_pSer2,G20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,1828,767.5052784823032,497.6771836383725,0.6735113385323022
98,250912_mACPOLR2A_Kinetic_pSer2,G21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,1747,839.3268873319845,569.4987924880538,0.7707082153476181
99,250912_mACPOLR2A_Kinetic_pSer2,G22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1770,268.6791794530485,-1.1489153908821663,-0.0015548382932010867
100,250912_mACPOLR2A_Kinetic_pSer2,H03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2394,272.79116201167716,2.9630671677464875,0.00400994741153366
101,250912_mACPOLR2A_Kinetic_pSer2,H04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1911,957.0300126147752,687.2019177708445,0.9299969914154613
102,250912_mACPOLR2A_Kinetic_pSer2,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2017,429.3450263137986,159.51693146986793,0.21587580376379656
103,250912_mACPOLR2A_Kinetic_pSer2,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,478.9085226241685,209.0804277802378,0.28295056193996027
104,250912_mACPOLR2A_Kinetic_pSer2,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2231,579.9257523485725,310.0976575046418,0.41965815441811094
105,250912_mACPOLR2A_Kinetic_pSer2,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2088,981.0433856522363,711.2152908083057,0.9624945210367669
106,250912_mACPOLR2A_Kinetic_pSer2,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2119,415.17417859016143,145.34608374623076,0.1966982586959089
107,250912_mACPOLR2A_Kinetic_pSer2,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2568,466.82969245632773,197.00159761239706,0.2666041644322978
