,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
109,250905_mACPOLR2A_Kinetic_pSer2,I03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1621,268.9816918131845,8.7393335639361,0.013712185507103273
110,250905_mACPOLR2A_Kinetic_pSer2,I04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3759,951.7970641942187,691.5547059449702,1.0850628765743975
111,250905_mACPOLR2A_Kinetic_pSer2,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3934,967.9666361339459,707.7242778846976,1.1104332516019566
112,250905_mACPOLR2A_Kinetic_pSer2,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,4049,945.7018967267883,685.4595384775398,1.0754994394542994
113,250905_mACPOLR2A_Kinetic_pSer2,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,4156,952.4819296168647,692.2395713676162,1.0861374438344773
114,250905_mACPOLR2A_Kinetic_pSer2,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3749,946.2908956047756,686.0485373555273,1.0764235902284234
115,250905_mACPOLR2A_Kinetic_pSer2,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3918,955.0164285544475,694.7740703051991,1.0901141223014839
116,250905_mACPOLR2A_Kinetic_pSer2,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,4003,957.6234454335187,697.3810871842702,1.0942045828388287
117,250905_mACPOLR2A_Kinetic_pSer2,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,3963,965.1297689845712,704.8874107353229,1.105982151489271
118,250905_mACPOLR2A_Kinetic_pSer2,I12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2027,255.86431317652594,-4.378045072722472,-0.0068692384558201895
119,250905_mACPOLR2A_Kinetic_pSer2,I13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1950,253.5383919425712,-6.703966306677216,-0.01051865442118741
120,250905_mACPOLR2A_Kinetic_pSer2,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3917,922.379165655399,662.1368074061506,1.0389056176664588
121,250905_mACPOLR2A_Kinetic_pSer2,I15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3964,917.9058419844374,657.663483735189,1.0318868852241287
122,250905_mACPOLR2A_Kinetic_pSer2,I16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3441,911.4645376998986,651.2221794506502,1.0217803526594746
123,250905_mACPOLR2A_Kinetic_pSer2,I17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4185,904.9920033922119,644.7496451429636,1.0116248195769137
124,250905_mACPOLR2A_Kinetic_pSer2,I18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3636,920.4399876258872,660.1976293766388,1.035863009362584
125,250905_mACPOLR2A_Kinetic_pSer2,I19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4030,922.4027812163287,662.1604229670802,1.0389426709440288
126,250905_mACPOLR2A_Kinetic_pSer2,I20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3673,902.7616975500889,642.5193393008406,1.0081254260337986
127,250905_mACPOLR2A_Kinetic_pSer2,I21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3785,893.4835474891001,633.2411892398518,0.9935678268909963
128,250905_mACPOLR2A_Kinetic_pSer2,I22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1517,252.6262116179848,-7.616146631263604,-0.011949883213995354
129,250905_mACPOLR2A_Kinetic_pSer2,J03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1956,269.818524030839,9.57616578159059,0.01502519164456793
130,250905_mACPOLR2A_Kinetic_pSer2,J04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3641,798.4145109299888,538.1721526807403,0.8444026467610607
131,250905_mACPOLR2A_Kinetic_pSer2,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,4048,744.3569857898544,484.114627540606,0.7595853311896237
132,250905_mACPOLR2A_Kinetic_pSer2,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,4027,691.2355266850836,430.99316843583523,0.6762367215589656
133,250905_mACPOLR2A_Kinetic_pSer2,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,4176,700.5665299257718,440.32417167652335,0.6908772483757577
134,250905_mACPOLR2A_Kinetic_pSer2,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,4063,777.3242313425907,517.0818730933422,0.8113115850704452
135,250905_mACPOLR2A_Kinetic_pSer2,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,4335,706.151359194914,445.9090009456656,0.6996399548686184
136,250905_mACPOLR2A_Kinetic_pSer2,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,4481,683.9820239751009,423.7396657258525,0.664855833759237
137,250905_mACPOLR2A_Kinetic_pSer2,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,4501,685.1796702137773,424.9373119645289,0.6667349641616265
138,250905_mACPOLR2A_Kinetic_pSer2,J12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1911,255.81421112797506,-4.428147121273355,-0.006947849551161673
139,250905_mACPOLR2A_Kinetic_pSer2,J13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2455,255.54927552117854,-4.693082728069868,-0.00736353870654786
140,250905_mACPOLR2A_Kinetic_pSer2,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4307,761.0423143511094,500.799956101861,0.7857649384565938
141,250905_mACPOLR2A_Kinetic_pSer2,J15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3963,688.380086029872,428.1377277806236,0.6717564792518907
142,250905_mACPOLR2A_Kinetic_pSer2,J16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3905,645.7704156336785,385.52805738443004,0.604901071960859
143,250905_mACPOLR2A_Kinetic_pSer2,J17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3652,655.4907082987045,395.24835004945606,0.620152401508022
144,250905_mACPOLR2A_Kinetic_pSer2,J18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3457,753.9541134867784,493.71175523753,0.7746434124898538
145,250905_mACPOLR2A_Kinetic_pSer2,J19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2984,695.7615230001884,435.51916475094,0.6833380984114622
146,250905_mACPOLR2A_Kinetic_pSer2,J20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3785,642.4805055182292,382.23814726898075,0.5997391385623105
147,250905_mACPOLR2A_Kinetic_pSer2,J21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3594,633.79866004346,373.5563017942116,0.5861171529929187
148,250905_mACPOLR2A_Kinetic_pSer2,J22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1854,253.89547012069772,-6.346888128550688,-0.009958391766925685
149,250905_mACPOLR2A_Kinetic_pSer2,K03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1469,271.1839853301065,10.941627080858098,0.017167627163403247
150,250905_mACPOLR2A_Kinetic_pSer2,K04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3552,659.3649691113004,399.122610862052,0.6262311925939282
151,250905_mACPOLR2A_Kinetic_pSer2,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,3791,533.8747414592784,273.63238321003,0.42933456789087227
152,250905_mACPOLR2A_Kinetic_pSer2,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,3607,473.0097647547014,212.76740650545298,0.3338362275022273
153,250905_mACPOLR2A_Kinetic_pSer2,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,4109,482.2348114621934,221.992453212945,0.3483105064434525
154,250905_mACPOLR2A_Kinetic_pSer2,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3988,636.8454168718841,376.60305862263573,0.5908975741223725
155,250905_mACPOLR2A_Kinetic_pSer2,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,4275,528.4406525610458,268.1982943117974,0.4208083759919678
156,250905_mACPOLR2A_Kinetic_pSer2,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,4297,460.4662895652356,200.22393131598722,0.3141552692868922
157,250905_mACPOLR2A_Kinetic_pSer2,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,3659,473.8784133145439,213.63605506529547,0.335199154103655
158,250905_mACPOLR2A_Kinetic_pSer2,K12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,2534,258.6740097850609,-1.5683484641875225,-0.00246076945380192
159,250905_mACPOLR2A_Kinetic_pSer2,K13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2180,256.93868783391446,-3.3036704153339542,-0.0051835235785399215
160,250905_mACPOLR2A_Kinetic_pSer2,K14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4148,619.0168782712897,358.77452002204126,0.5629242479158149
161,250905_mACPOLR2A_Kinetic_pSer2,K15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3835,511.5013695039845,251.2590112547361,0.39423030914780194
162,250905_mACPOLR2A_Kinetic_pSer2,K16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3514,449.67054736758763,189.42818911833922,0.297216538362158
163,250905_mACPOLR2A_Kinetic_pSer2,K17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4358,461.4619859819154,201.219627732667,0.3157175364637182
164,250905_mACPOLR2A_Kinetic_pSer2,K18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3495,635.6792736784331,375.4369154291847,0.5890678726148763
165,250905_mACPOLR2A_Kinetic_pSer2,K19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3649,514.7811501005,254.53879185125157,0.39937634913277337
166,250905_mACPOLR2A_Kinetic_pSer2,K20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3586,456.62593835715256,196.38358010790415,0.30812968303452976
167,250905_mACPOLR2A_Kinetic_pSer2,K21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3619,460.3265115158637,200.08415326661526,0.3139359547901074
168,250905_mACPOLR2A_Kinetic_pSer2,K22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1780,253.30146537599998,-6.94089287324843,-0.010890396843949714
169,250905_mACPOLR2A_Kinetic_pSer2,L03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1131,271.91141105253496,11.669052803286547,0.018308972367314318
170,250905_mACPOLR2A_Kinetic_pSer2,L04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3427,604.6617882125873,344.4194299633389,0.5404008304931887
171,250905_mACPOLR2A_Kinetic_pSer2,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,4137,509.40856639647455,249.16620814722614,0.39094666008805673
172,250905_mACPOLR2A_Kinetic_pSer2,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,3817,410.4673243283287,150.22496607908027,0.2357059136837527
173,250905_mACPOLR2A_Kinetic_pSer2,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,4508,426.25131007956844,166.00895183032003,0.26047129643051165
174,250905_mACPOLR2A_Kinetic_pSer2,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3918,617.5481628038307,357.30580455458227,0.5606198045850262
175,250905_mACPOLR2A_Kinetic_pSer2,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,3947,473.14179456022305,212.89943631097464,0.33404338485267454
176,250905_mACPOLR2A_Kinetic_pSer2,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,4079,416.98672202744376,156.74436377819535,0.24593497634520645
177,250905_mACPOLR2A_Kinetic_pSer2,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,4075,422.216455569681,161.97409732043258,0.254140530688595
178,250905_mACPOLR2A_Kinetic_pSer2,L12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1629,261.34179057195746,1.099432322709049,0.0017250308448808099
179,250905_mACPOLR2A_Kinetic_pSer2,L13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2104,258.8127643518353,-1.429593897413099,-0.0022430608212558336
180,250905_mACPOLR2A_Kinetic_pSer2,L14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4389,608.0400815901781,347.79772334092974,0.545701438960876
181,250905_mACPOLR2A_Kinetic_pSer2,L15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4100,472.1338240600535,211.89146581080507,0.3324618593984856
182,250905_mACPOLR2A_Kinetic_pSer2,L16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3738,401.08801074001394,140.84565249076553,0.22098958698545682
183,250905_mACPOLR2A_Kinetic_pSer2,L17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3859,404.5941055482518,144.35174729900336,0.2264907184006074
184,250905_mACPOLR2A_Kinetic_pSer2,L18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3292,580.7391422057467,320.4967839564983,0.5028657304232904
185,250905_mACPOLR2A_Kinetic_pSer2,L19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3958,475.67105238103255,215.42869413178414,0.3380118399048252
186,250905_mACPOLR2A_Kinetic_pSer2,L20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3852,397.54821217567,137.3058539264216,0.21543557371694386
187,250905_mACPOLR2A_Kinetic_pSer2,L21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4002,404.46657146916056,144.22421321991214,0.2262906149329708
188,250905_mACPOLR2A_Kinetic_pSer2,L22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2029,254.46968094128957,-5.772677307958844,-0.009057443744454833
189,250905_mACPOLR2A_Kinetic_pSer2,M03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1343,267.5406119189377,7.298253669689302,0.011451102931881254
190,250905_mACPOLR2A_Kinetic_pSer2,M04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3680,621.0745758480133,360.8322175987649,0.566152815710273
191,250905_mACPOLR2A_Kinetic_pSer2,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,3564,489.16447649556,228.92211824631158,0.3591832865867491
192,250905_mACPOLR2A_Kinetic_pSer2,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,3580,415.616624450764,155.37426620151558,0.2437852664163175
193,250905_mACPOLR2A_Kinetic_pSer2,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,3763,418.2380384148871,157.9956801656387,0.24789831626205172
194,250905_mACPOLR2A_Kinetic_pSer2,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,Total Pol II (F12),Goat anti-mouse Alexa647,3664,608.8710050237577,348.62864677450926,0.5470051741004133
195,250905_mACPOLR2A_Kinetic_pSer2,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,Total Pol II (F12),Goat anti-mouse Alexa647,3468,473.90986106710784,213.66750281785943,0.3352484962432797
196,250905_mACPOLR2A_Kinetic_pSer2,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,Total Pol II (F12),Goat anti-mouse Alexa647,4028,409.11803173641516,148.87567348716675,0.23358884718339298
197,250905_mACPOLR2A_Kinetic_pSer2,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,3300,408.7497251051044,148.507366855856,0.23301096686619466
198,250905_mACPOLR2A_Kinetic_pSer2,M12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,Total Pol II (F12),Goat anti-mouse Alexa647,1579,262.1365392423895,1.8941809931411058,0.0029720070726173124
199,250905_mACPOLR2A_Kinetic_pSer2,M13,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1513,262.9171884130721,2.6748301638236853,0.004196860909131674
200,250905_mACPOLR2A_Kinetic_pSer2,M14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3303,595.4950941505217,335.2527359012733,0.5260181079953768
201,250905_mACPOLR2A_Kinetic_pSer2,M15,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3553,461.3075645159917,201.0652062667433,0.3154752461595968
202,250905_mACPOLR2A_Kinetic_pSer2,M16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3420,401.9890469985094,141.746688749261,0.22240333052033015
203,250905_mACPOLR2A_Kinetic_pSer2,M17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3607,404.9128340332043,144.6704757839559,0.2269908096352643
204,250905_mACPOLR2A_Kinetic_pSer2,M18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3406,569.2950108325496,309.05265258330115,0.4849096641844978
205,250905_mACPOLR2A_Kinetic_pSer2,M19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3037,472.4650438861509,212.2226856369025,0.33298154979202094
206,250905_mACPOLR2A_Kinetic_pSer2,M20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3733,395.2720176495563,135.02965940030788,0.2118641799299939
207,250905_mACPOLR2A_Kinetic_pSer2,M21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4109,394.0828960483575,133.8405377991091,0.2099984248507476
208,250905_mACPOLR2A_Kinetic_pSer2,M22,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1167,255.07245859376772,-5.169899655480691,-0.008111673803320556
209,250905_mACPOLR2A_Kinetic_pSer2,N03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1245,266.14811821018304,5.905759960934631,0.009266253033175877
210,250905_mACPOLR2A_Kinetic_pSer2,N04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1642,268.6405453096894,8.39818706044099,0.013176919962333545
211,250905_mACPOLR2A_Kinetic_pSer2,N05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1069,267.76636973803704,7.524011488788631,0.01180532137113886
212,250905_mACPOLR2A_Kinetic_pSer2,N06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1454,265.85304541188907,5.610687162640659,0.008803278034143491
213,250905_mACPOLR2A_Kinetic_pSer2,N07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1017,266.8623638827935,6.620005633545077,0.010386918480813183
214,250905_mACPOLR2A_Kinetic_pSer2,N08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1465,263.1639826711039,2.9216244218554834,0.004584085933037932
215,250905_mACPOLR2A_Kinetic_pSer2,N09,HCT116 OsTIRF74G,Vehicle,0,480,0.0,No primary,Goat anti-mouse Alexa647,1657,264.558363642808,4.316005393559578,0.006771896984269856
216,250905_mACPOLR2A_Kinetic_pSer2,N10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1975,268.48673376688464,8.244375517636229,0.012935586639530072
217,250905_mACPOLR2A_Kinetic_pSer2,N11,HCT116 OsTIRF74G,Vehicle,0,480,0.0,No primary,Goat anti-mouse Alexa647,1410,263.23550039979546,2.993142150547044,0.004696298649910554
218,250905_mACPOLR2A_Kinetic_pSer2,N12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,Total Pol II (F12),Goat anti-mouse Alexa647,1317,264.25091469954367,4.008556450295259,0.006289503571412816
219,250905_mACPOLR2A_Kinetic_pSer2,N13,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1232,262.73982357315083,2.497465323902418,0.003918572001900317
220,250905_mACPOLR2A_Kinetic_pSer2,N14,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1619,260.30690407779235,0.06454582854394175,0.00010127366900795895
221,250905_mACPOLR2A_Kinetic_pSer2,N15,HCT116 OsTIRF74G,Vehicle,0,480,0.0,No primary,Goat anti-rat Alexa647,1618,261.2106343656199,0.9682761163714986,0.0015192441886614071
222,250905_mACPOLR2A_Kinetic_pSer2,N16,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1422,258.06337948813723,-2.178978761111182,-0.0034188603478521556
