,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_561_Intensity,IF_561_Intensity_BGS,IF_561_Intensity_FC
208,250912_mACPOLR2A_Kinetic_pSer2,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2092,1345.7594889678169,1154.3841867068504,0.8465205745837703
209,250912_mACPOLR2A_Kinetic_pSer2,M12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2190,1753.621231446855,1562.2459291858886,1.145609353319589
220,250912_mACPOLR2A_Kinetic_pSer2,N03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1888,1790.3280276669047,1598.9527254059383,1.1725267856485686
221,250912_mACPOLR2A_Kinetic_pSer2,N04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2033,1761.315053455097,1569.9397511941306,1.1512513039822554
222,250912_mACPOLR2A_Kinetic_pSer2,N05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1142,1883.7137628383025,1692.338460577336,1.241007406836508
223,250912_mACPOLR2A_Kinetic_pSer2,N06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1490,1788.884451718996,1597.5091494580295,1.1714681980873813
224,250912_mACPOLR2A_Kinetic_pSer2,N07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1240,1851.9925401301273,1660.6172378691608,1.2177459415612188
225,250912_mACPOLR2A_Kinetic_pSer2,N08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1385,1790.830916322439,1599.4556140614725,1.172895558539376
227,250912_mACPOLR2A_Kinetic_pSer2,N10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1625,1811.7017947028496,1620.3264924418831,1.1882003662126814
229,250912_mACPOLR2A_Kinetic_pSer2,N12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1348,1837.8694822319765,1646.49417997101,1.2073893729036664
0,260522_mACPOLR2A_Kinetic_pSer2,C03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3030,1070.4114720201715,921.2512371656331,1.1175667738921813
1,260522_mACPOLR2A_Kinetic_pSer2,C04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2627,1156.2459991143344,1007.0857642597961,1.2216923496996177
2,260522_mACPOLR2A_Kinetic_pSer2,C05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2732,1155.9705829355019,1006.8103480809635,1.2213582432604204
3,260522_mACPOLR2A_Kinetic_pSer2,C06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2920,1095.9501664859706,946.7899316314323,1.14854767815818
4,260522_mACPOLR2A_Kinetic_pSer2,C07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2568,1141.2190655180439,992.0588306635055,1.2034632271506305
5,260522_mACPOLR2A_Kinetic_pSer2,C08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3145,1065.1891186230655,916.0288837685272,1.1112315545701592
6,260522_mACPOLR2A_Kinetic_pSer2,C09,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2603,1119.0368933591124,969.876658504574,1.176554108793462
7,260522_mACPOLR2A_Kinetic_pSer2,C10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2616,1086.1645900717417,937.0043552172034,1.1366768283587576
8,260522_mACPOLR2A_Kinetic_pSer2,C11,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2376,1071.0989349713268,921.9387001167885,1.1184007328834948
9,260522_mACPOLR2A_Kinetic_pSer2,C12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2450,1157.3096816876864,1008.1494468331481,1.2229826994478619
20,260522_mACPOLR2A_Kinetic_pSer2,D03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2844,1090.0022925662136,940.8420577116752,1.141332332333005
21,260522_mACPOLR2A_Kinetic_pSer2,D04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1774,1062.171673488191,913.0114386336526,1.1075711020369787
22,260522_mACPOLR2A_Kinetic_pSer2,D05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1635,1078.437339310299,929.2771044557607,1.1273029264782124
23,260522_mACPOLR2A_Kinetic_pSer2,D06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2348,973.5039223804209,824.3436875258826,1.000008551718287
24,260522_mACPOLR2A_Kinetic_pSer2,D07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1719,1052.7799797437053,903.619744889167,1.0961780699779933
25,260522_mACPOLR2A_Kinetic_pSer2,D08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1490,1085.700196045044,936.5399611905058,1.136113473528616
26,260522_mACPOLR2A_Kinetic_pSer2,D09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2148,943.7746322248832,794.6143973703449,0.9639440499310777
27,260522_mACPOLR2A_Kinetic_pSer2,D10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2142,981.3766784510437,832.2164435965054,1.0095589655994726
28,260522_mACPOLR2A_Kinetic_pSer2,D11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1936,1004.8748088968061,855.7145740422678,1.038064468523478
29,260522_mACPOLR2A_Kinetic_pSer2,D12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3854,1024.638684654177,875.4784497996387,1.0620399596584762
40,260522_mACPOLR2A_Kinetic_pSer2,E03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2491,1130.6703826161465,981.5101477616082,1.1906666554404473
41,260522_mACPOLR2A_Kinetic_pSer2,E04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2049,992.9139257871608,843.7536909326225,1.0235547614962464
42,260522_mACPOLR2A_Kinetic_pSer2,E05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2168,946.6504547350248,797.4902198804865,0.9674327005350472
43,260522_mACPOLR2A_Kinetic_pSer2,E06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1994,934.284087209932,785.1238523553936,0.952431101728729
44,260522_mACPOLR2A_Kinetic_pSer2,E07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1982,952.2814878536061,803.1212529990678,0.9742636878511396
45,260522_mACPOLR2A_Kinetic_pSer2,E08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2280,965.4158415578435,816.2556067033051,0.990196928105518
46,260522_mACPOLR2A_Kinetic_pSer2,E09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2074,911.8273746910107,762.6671398364724,0.9251889393852523
47,260522_mACPOLR2A_Kinetic_pSer2,E10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2080,913.4377154882492,764.2774806337109,0.9271424383842589
48,260522_mACPOLR2A_Kinetic_pSer2,E11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2084,920.8745052940079,771.7142704394696,0.936163983057465
49,260522_mACPOLR2A_Kinetic_pSer2,E12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3689,1022.1600133460131,872.9997784914748,1.0590330918403916
60,260522_mACPOLR2A_Kinetic_pSer2,F03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3092,1084.2047099789438,935.0444751244055,1.1342993044172296
61,260522_mACPOLR2A_Kinetic_pSer2,F04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2119,893.1314761656156,743.9712413110773,0.9025090078344142
62,260522_mACPOLR2A_Kinetic_pSer2,F05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1859,860.4627157084374,711.302480853899,0.8628786445216743
63,260522_mACPOLR2A_Kinetic_pSer2,F06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2084,802.1894056179507,653.0291707634124,0.792187488260969
64,260522_mACPOLR2A_Kinetic_pSer2,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2042,852.9636489804745,703.8034141259362,0.853781551923833
65,260522_mACPOLR2A_Kinetic_pSer2,F08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2581,871.6875415423738,722.5273066878354,0.8764954429460964
66,260522_mACPOLR2A_Kinetic_pSer2,F09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2409,795.2035822758038,646.0433474212655,0.7837130094863368
67,260522_mACPOLR2A_Kinetic_pSer2,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2444,753.6699752921538,604.5097404376155,0.7333287307008548
68,260522_mACPOLR2A_Kinetic_pSer2,F11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2388,790.2504602440599,641.0902253895216,0.7777043938271156
69,260522_mACPOLR2A_Kinetic_pSer2,F12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3483,1031.4978643899142,882.3376295353759,1.07036080750059
80,260522_mACPOLR2A_Kinetic_pSer2,G03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2900,1080.3755310703446,931.2152962158062,1.1296541403763047
81,260522_mACPOLR2A_Kinetic_pSer2,G04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2059,879.4900109947004,730.329776140162,0.8859605923672865
82,260522_mACPOLR2A_Kinetic_pSer2,G05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2338,789.4699317879646,640.3096969334263,0.776757537385117
83,260522_mACPOLR2A_Kinetic_pSer2,G06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2646,711.296651287471,562.1364164329327,0.6819257940245402
84,260522_mACPOLR2A_Kinetic_pSer2,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2223,735.7448111372241,586.5845762826858,0.7115837744197151
85,260522_mACPOLR2A_Kinetic_pSer2,G08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2256,869.3426659644649,720.1824311099266,0.8736508822778853
86,260522_mACPOLR2A_Kinetic_pSer2,G09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2192,755.2079896740582,606.0477548195199,0.7351944907689475
87,260522_mACPOLR2A_Kinetic_pSer2,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2284,692.2965922975849,543.1363574430466,0.6588768864383564
88,260522_mACPOLR2A_Kinetic_pSer2,G11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2511,719.6434131056191,570.4831782510807,0.6920512226820401
89,260522_mACPOLR2A_Kinetic_pSer2,G12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,4452,953.3702140843369,804.2099792297986,0.9755844179758263
100,260522_mACPOLR2A_Kinetic_pSer2,H03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2938,1069.2336349746574,920.0734001201191,1.116137943738123
101,260522_mACPOLR2A_Kinetic_pSer2,H04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1860,909.3951467287151,760.2349118741768,0.9222384118336627
102,260522_mACPOLR2A_Kinetic_pSer2,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1932,787.9784684253274,638.8182335707891,0.7749482482017569
103,260522_mACPOLR2A_Kinetic_pSer2,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2448,688.384804260373,539.2245694058347,0.654131509541662
104,260522_mACPOLR2A_Kinetic_pSer2,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2601,681.2068785905907,532.0466437360524,0.6454239920801964
105,260522_mACPOLR2A_Kinetic_pSer2,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2038,864.7122646597228,715.5520298051845,0.8680337580459682
106,260522_mACPOLR2A_Kinetic_pSer2,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2574,747.7853705135602,598.6251356590219,0.7261901364577938
107,260522_mACPOLR2A_Kinetic_pSer2,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2640,657.8143255215806,508.6540906670423,0.6170465647164436
108,260522_mACPOLR2A_Kinetic_pSer2,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2295,721.3476942322969,572.1874593777586,0.6941186803783865
109,260522_mACPOLR2A_Kinetic_pSer2,H12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3495,990.2771276163749,841.1168927618365,1.0203560705135386
120,260522_mACPOLR2A_Kinetic_pSer2,I03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2576,1075.4106071683163,926.250372313778,1.1236312079079793
121,260522_mACPOLR2A_Kinetic_pSer2,I04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2024,992.3727369234334,843.2125020688951,1.0228982471078771
122,260522_mACPOLR2A_Kinetic_pSer2,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2153,938.1492658730398,788.9890310185015,0.9571199369506346
123,260522_mACPOLR2A_Kinetic_pSer2,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2423,897.4749157774737,748.3146809229354,0.9077780198029127
124,260522_mACPOLR2A_Kinetic_pSer2,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2223,930.6567185971319,781.4964837425936,0.9480307530781297
125,260522_mACPOLR2A_Kinetic_pSer2,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2264,956.8885095591345,807.7282747045962,0.9798524503699713
126,260522_mACPOLR2A_Kinetic_pSer2,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2272,902.276373488444,753.1161386339057,0.9136026519852672
127,260522_mACPOLR2A_Kinetic_pSer2,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2377,915.9392548856857,766.7790200311474,0.9301770474044417
128,260522_mACPOLR2A_Kinetic_pSer2,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2868,859.5729605267624,710.412725672224,0.8617992855066485
129,260522_mACPOLR2A_Kinetic_pSer2,I12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3923,952.2576347467083,803.09739989217,0.9742347517274768
140,260522_mACPOLR2A_Kinetic_pSer2,J03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2567,1066.6443907936984,917.4841559391601,1.112996940340357
141,260522_mACPOLR2A_Kinetic_pSer2,J04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1896,939.7037952884659,790.5435604339276,0.9590057313502853
142,260522_mACPOLR2A_Kinetic_pSer2,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2683,857.2332179132507,708.0729830587123,0.8589609516202646
143,260522_mACPOLR2A_Kinetic_pSer2,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2313,883.4047677590662,734.2445329045279,0.8907095706168955
144,260522_mACPOLR2A_Kinetic_pSer2,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2264,890.6971038088947,741.5368689543564,0.8995558789251678
145,260522_mACPOLR2A_Kinetic_pSer2,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2285,906.5939564381589,757.4337215836206,0.9188402973239809
146,260522_mACPOLR2A_Kinetic_pSer2,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2138,885.4221160009052,736.2618811463669,0.8931568089765263
147,260522_mACPOLR2A_Kinetic_pSer2,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2331,883.8612188269823,734.700983972444,0.8912632898704838
148,260522_mACPOLR2A_Kinetic_pSer2,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2295,900.4390600171164,751.2788251625781,0.9113738131995548
149,260522_mACPOLR2A_Kinetic_pSer2,J12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3446,952.6943215165329,803.5340866619946,0.974764494977598
160,260522_mACPOLR2A_Kinetic_pSer2,K03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2992,1028.2393513374855,879.0791164829471,1.0664079162883162
161,260522_mACPOLR2A_Kinetic_pSer2,K04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1586,939.3614366588849,790.2012018043466,0.9585904172494846
162,260522_mACPOLR2A_Kinetic_pSer2,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2333,808.1119469852663,658.951712130728,0.7993721032520735
163,260522_mACPOLR2A_Kinetic_pSer2,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2052,751.386723674784,602.2264888202457,0.7305589258516816
164,260522_mACPOLR2A_Kinetic_pSer2,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2201,796.263802361466,647.1035675069277,0.7849991589024229
165,260522_mACPOLR2A_Kinetic_pSer2,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2503,862.2263972107548,713.0661623562165,0.8650181606137042
166,260522_mACPOLR2A_Kinetic_pSer2,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2180,790.6777295001287,641.5174946455904,0.778222712723009
167,260522_mACPOLR2A_Kinetic_pSer2,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2328,737.7649484041548,588.6047135496165,0.7140343961362937
168,260522_mACPOLR2A_Kinetic_pSer2,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2514,689.3516517906625,540.1914169361241,0.655304389025217
169,260522_mACPOLR2A_Kinetic_pSer2,K12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2931,1022.702030384949,873.5417955304107,1.059690610885318
180,260522_mACPOLR2A_Kinetic_pSer2,L03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2160,1100.5530560208397,951.3928211663014,1.1541314279546981
181,260522_mACPOLR2A_Kinetic_pSer2,L04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1794,916.7034740377527,767.5432391832144,0.9311041190846381
182,260522_mACPOLR2A_Kinetic_pSer2,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1996,788.5524574506215,639.3922225960832,0.7756445523556825
183,260522_mACPOLR2A_Kinetic_pSer2,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2505,657.7033138864753,508.54307903193694,0.6169118968756807
184,260522_mACPOLR2A_Kinetic_pSer2,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2253,714.7068040581338,565.5465692035955,0.6860626388684228
185,260522_mACPOLR2A_Kinetic_pSer2,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2138,819.4457544383879,670.2855195838496,0.813121106911781
186,260522_mACPOLR2A_Kinetic_pSer2,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2328,751.4158094245831,602.2555745700448,0.7305942096768293
187,260522_mACPOLR2A_Kinetic_pSer2,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2233,659.5774312440141,510.41719638947575,0.6191853823318347
188,260522_mACPOLR2A_Kinetic_pSer2,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2042,805.9252398269882,656.7650049724499,0.7967194161611532
189,260522_mACPOLR2A_Kinetic_pSer2,L12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3150,1004.5520753701602,855.3918405156219,1.0376729615689686
200,260522_mACPOLR2A_Kinetic_pSer2,M03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2416,1055.3049236070663,906.1446887525279,1.0992410708769844
201,260522_mACPOLR2A_Kinetic_pSer2,M04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1535,914.5652134435879,765.4049785890496,0.9285102023575207
202,260522_mACPOLR2A_Kinetic_pSer2,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1975,774.8857954868927,625.7255606323544,0.7590655707440318
