,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_561_Intensity,IF_561_Intensity_BGS,IF_561_Intensity_FC
225,250905_mACPOLR2A_Kinetic_pSer2,N19,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1484,2033.5724296173748,1852.847164303658,1.3402207257028813
226,250905_mACPOLR2A_Kinetic_pSer2,N20,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,797,2275.9224340667056,2095.197168752989,1.5155198572743982
228,250905_mACPOLR2A_Kinetic_pSer2,N22,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,967,2238.3104659359233,2057.5852006222067,1.4883139764038649
0,250912_mACPOLR2A_Kinetic_pSer2,C03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2442,1901.0469745240944,1709.671672263128,1.2537180108837591
1,250912_mACPOLR2A_Kinetic_pSer2,C04,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2058,1871.977518600805,1680.6022163398386,1.23240111065731
2,250912_mACPOLR2A_Kinetic_pSer2,C05,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1196,2017.6234812580374,1826.248178997071,1.339204638819045
3,250912_mACPOLR2A_Kinetic_pSer2,C06,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1429,2162.5840467041967,1971.2087444432302,1.4455055588823524
4,250912_mACPOLR2A_Kinetic_pSer2,C07,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1026,2182.5864942398757,1991.2111919789093,1.4601735382049803
5,250912_mACPOLR2A_Kinetic_pSer2,C08,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2326,1879.3626579630832,1687.9873557021167,1.237816701487752
6,250912_mACPOLR2A_Kinetic_pSer2,C09,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1512,2047.8174422083594,1856.442139947393,1.3613461489566203
7,250912_mACPOLR2A_Kinetic_pSer2,C10,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1928,1905.9617768088933,1714.5864745479269,1.2573220807436922
8,250912_mACPOLR2A_Kinetic_pSer2,C11,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2134,1890.7207883593192,1699.3454860983527,1.2461457232986344
9,250912_mACPOLR2A_Kinetic_pSer2,C12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2375,1837.6553452135902,1646.2800429526237,1.2072323442524326
20,250912_mACPOLR2A_Kinetic_pSer2,D03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1719,1817.6069239482372,1626.2316216872707,1.1925306519696763
21,250912_mACPOLR2A_Kinetic_pSer2,D04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1803,1274.4694483267879,1083.0941460658214,0.7942429300521847
22,250912_mACPOLR2A_Kinetic_pSer2,D05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1660,1372.7927162776973,1181.4174140167308,0.8663442895815442
23,250912_mACPOLR2A_Kinetic_pSer2,D06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1887,1303.440689107888,1112.0653868469215,0.815487808208723
24,250912_mACPOLR2A_Kinetic_pSer2,D07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2185,1305.012710041688,1113.6374077807216,0.8166405856631114
25,250912_mACPOLR2A_Kinetic_pSer2,D08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2094,1208.7822738528805,1017.406971591914,0.7460739189735903
26,250912_mACPOLR2A_Kinetic_pSer2,D09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1856,1324.6255377011819,1133.2502354402154,0.8310228531358582
27,250912_mACPOLR2A_Kinetic_pSer2,D10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1854,1353.469175710466,1162.0938734494996,0.8521741590025471
28,250912_mACPOLR2A_Kinetic_pSer2,D11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2052,1344.335563402269,1152.9602611413025,0.8454763968292648
29,250912_mACPOLR2A_Kinetic_pSer2,D12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1996,1764.6462166912258,1573.2709144302594,1.1536940767169759
40,250912_mACPOLR2A_Kinetic_pSer2,E03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1965,1774.161367954099,1582.7860656931325,1.160671624925841
41,250912_mACPOLR2A_Kinetic_pSer2,E04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1960,1291.0114975335248,1099.6361952725583,0.8063733673541953
42,250912_mACPOLR2A_Kinetic_pSer2,E05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1981,1232.907939363345,1041.5326371023784,0.7637654920783772
43,250912_mACPOLR2A_Kinetic_pSer2,E06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1702,1398.1976584594936,1206.8223561985271,0.8849739680721618
44,250912_mACPOLR2A_Kinetic_pSer2,E07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1792,1510.3482715284767,1318.9729692675103,0.9672150473491656
45,250912_mACPOLR2A_Kinetic_pSer2,E08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1622,1360.272229713662,1168.8969274526955,0.8571629012687926
46,250912_mACPOLR2A_Kinetic_pSer2,E09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1921,1326.131044528687,1134.7557422677205,0.8321268551824342
47,250912_mACPOLR2A_Kinetic_pSer2,E10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2093,1336.9011673162797,1145.5258650553133,0.8400246855888777
48,250912_mACPOLR2A_Kinetic_pSer2,E11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1976,1493.874609085965,1302.4993068249985,0.9551347586923049
49,250912_mACPOLR2A_Kinetic_pSer2,E12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2784,1759.948338834913,1568.5730365739466,1.1502490795418194
60,250912_mACPOLR2A_Kinetic_pSer2,F03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2342,1804.4000756639684,1613.024773403002,1.182845948275031
61,250912_mACPOLR2A_Kinetic_pSer2,F04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1780,1443.8393469316836,1252.4640446707172,0.9184434393239048
62,250912_mACPOLR2A_Kinetic_pSer2,F05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1936,1389.412182444957,1198.0368801839904,0.8785314974549632
63,250912_mACPOLR2A_Kinetic_pSer2,F06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1678,1477.960843530352,1286.5855412693854,0.9434650475882754
64,250912_mACPOLR2A_Kinetic_pSer2,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2182,1477.1475002862046,1285.7721980252381,0.9428686154833507
65,250912_mACPOLR2A_Kinetic_pSer2,F08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2092,1409.9593086231064,1218.58400636214,0.893598894651378
66,250912_mACPOLR2A_Kinetic_pSer2,F09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2053,1381.0445861666517,1189.6692839056852,0.8723954619037462
67,250912_mACPOLR2A_Kinetic_pSer2,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1696,1495.5844502026723,1304.2091479417059,0.9563886009583629
68,250912_mACPOLR2A_Kinetic_pSer2,F11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1638,1646.1051459343953,1454.7298436734288,1.0667668158584291
69,250912_mACPOLR2A_Kinetic_pSer2,F12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3053,1704.6550982793647,1513.2797960183982,1.1097020361011007
80,250912_mACPOLR2A_Kinetic_pSer2,G03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2755,1692.1114765007665,1500.7361742398,1.1005036825220622
81,250912_mACPOLR2A_Kinetic_pSer2,G04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1877,1538.2908743966532,1346.9155721356867,0.9877056158338339
82,250912_mACPOLR2A_Kinetic_pSer2,G05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1571,1707.8828733600833,1516.5075710991168,1.112068993347589
83,250912_mACPOLR2A_Kinetic_pSer2,G06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1917,1540.790120579205,1349.4148183182385,0.9895383361178111
84,250912_mACPOLR2A_Kinetic_pSer2,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1983,1712.0397728785051,1520.6644706175387,1.115117286116446
85,250912_mACPOLR2A_Kinetic_pSer2,G08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2454,1492.112199550738,1300.7368972897716,0.9538423675199447
86,250912_mACPOLR2A_Kinetic_pSer2,G09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1911,1614.6269384310456,1423.251636170079,1.043683555874923
87,250912_mACPOLR2A_Kinetic_pSer2,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2004,1565.6306018538999,1374.2552995929334,1.0077540902174746
88,250912_mACPOLR2A_Kinetic_pSer2,G11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2501,1704.4109854954597,1513.0356832344933,1.1095230259444526
89,250912_mACPOLR2A_Kinetic_pSer2,G12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3143,1644.8174891681601,1453.4421869071937,1.0658225652716904
100,250912_mACPOLR2A_Kinetic_pSer2,H03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2394,1632.2283907241494,1440.853088463183,1.0565908632343322
101,250912_mACPOLR2A_Kinetic_pSer2,H04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1911,1574.001698000008,1382.6263957390415,1.0138926922540417
102,250912_mACPOLR2A_Kinetic_pSer2,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2017,1212.0562014776694,1020.680899216703,0.7484747203064536
103,250912_mACPOLR2A_Kinetic_pSer2,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,1267.1862337495152,1075.8109314885487,0.7889020816069561
104,250912_mACPOLR2A_Kinetic_pSer2,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2231,1361.1900126720689,1169.8147104111024,0.8578359199797558
105,250912_mACPOLR2A_Kinetic_pSer2,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2088,1568.0300056736019,1376.6547034126354,1.0095135951756176
106,250912_mACPOLR2A_Kinetic_pSer2,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2119,1136.9159465319385,945.540644270972,0.6933736781027422
107,250912_mACPOLR2A_Kinetic_pSer2,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2568,1221.857756909526,1030.4824546485595,0.7556622913348298
108,250912_mACPOLR2A_Kinetic_pSer2,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2295,1422.9945485122475,1231.619246251281,0.9031577563265988
109,250912_mACPOLR2A_Kinetic_pSer2,H12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3224,1664.4403157791735,1473.065013518207,1.0802121650678378
120,250912_mACPOLR2A_Kinetic_pSer2,I03,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2520,1650.0814911350374,1458.706188874071,1.069682706480245
121,250912_mACPOLR2A_Kinetic_pSer2,I04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1939,1187.2439646720568,995.8686624110903,0.7302796781365545
122,250912_mACPOLR2A_Kinetic_pSer2,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1933,1237.8543541806232,1046.4790519196567,0.7673927437000381
123,250912_mACPOLR2A_Kinetic_pSer2,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1859,1332.314282563426,1140.9389803024596,0.8366610806805221
124,250912_mACPOLR2A_Kinetic_pSer2,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2023,1284.5900011701744,1093.214698909208,0.8016644248255401
125,250912_mACPOLR2A_Kinetic_pSer2,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,1257.4385619326524,1066.063259671686,0.7817540239305908
126,250912_mACPOLR2A_Kinetic_pSer2,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2211,1214.4474129068426,1023.0721106458761,0.7502282177090379
127,250912_mACPOLR2A_Kinetic_pSer2,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1800,1273.5236331293825,1082.148330868416,0.7935493550417354
128,250912_mACPOLR2A_Kinetic_pSer2,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2511,1253.8258326352475,1062.450530374281,0.7791047762053779
129,250912_mACPOLR2A_Kinetic_pSer2,I12,HCT116 OsTIRF74G,5PhIAA,10000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4061,1586.2862097566194,1394.910907495653,1.0229010380633805
140,250912_mACPOLR2A_Kinetic_pSer2,J03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2439,1685.1532978801085,1493.777995619142,1.0954011859426356
141,250912_mACPOLR2A_Kinetic_pSer2,J04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2224,1187.2098803940594,995.8345781330929,0.7302546838210338
142,250912_mACPOLR2A_Kinetic_pSer2,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1928,1198.9229843408384,1007.547682079872,0.7388440110115532
143,250912_mACPOLR2A_Kinetic_pSer2,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1890,1313.7912183001117,1122.4159160391453,0.8230779467604671
144,250912_mACPOLR2A_Kinetic_pSer2,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2822,1372.2327121742776,1180.8574099133111,0.865933633405849
145,250912_mACPOLR2A_Kinetic_pSer2,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2454,1163.1318156817972,971.7565134208307,0.7125980168207386
146,250912_mACPOLR2A_Kinetic_pSer2,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2645,1157.5775579370093,966.2022556760428,0.7085250283723112
147,250912_mACPOLR2A_Kinetic_pSer2,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2588,1245.661284318493,1054.2859820575266,0.7731176375977082
148,250912_mACPOLR2A_Kinetic_pSer2,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2649,1404.5526783327575,1213.177376071791,0.8896341627773174
149,250912_mACPOLR2A_Kinetic_pSer2,J12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3288,1540.7931925977446,1349.417890336778,0.9895405888573489
160,250912_mACPOLR2A_Kinetic_pSer2,K03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1799,1774.6097907926526,1583.234488531686,1.1610004575305495
161,250912_mACPOLR2A_Kinetic_pSer2,K04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1773,1335.9124942492074,1144.537191988241,0.8392996825071903
162,250912_mACPOLR2A_Kinetic_pSer2,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1644,1385.130228746997,1193.7549264860306,0.8753915013024878
163,250912_mACPOLR2A_Kinetic_pSer2,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1899,1380.5866587318285,1189.211356470862,0.872059659490903
164,250912_mACPOLR2A_Kinetic_pSer2,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1942,1511.8634078428306,1320.4881055818641,0.9683261107872906
165,250912_mACPOLR2A_Kinetic_pSer2,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2483,1282.9214976513947,1091.5461953904282,0.8004408958014275
166,250912_mACPOLR2A_Kinetic_pSer2,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1903,1331.4510393739363,1140.0757371129698,0.8360280564852954
167,250912_mACPOLR2A_Kinetic_pSer2,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1896,1404.1707055991235,1212.795403338157,0.8893540586476224
168,250912_mACPOLR2A_Kinetic_pSer2,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2403,1439.8000047637381,1248.4247025027717,0.9154813524447487
169,250912_mACPOLR2A_Kinetic_pSer2,K12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2919,1612.6156867087323,1421.2403844477658,1.0422086864309277
180,250912_mACPOLR2A_Kinetic_pSer2,L03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1954,1610.2528966192212,1418.8775943582548,1.0404760306589358
181,250912_mACPOLR2A_Kinetic_pSer2,L04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1505,1595.6133029109783,1404.2380006500118,1.0297406815262282
182,250912_mACPOLR2A_Kinetic_pSer2,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2028,1445.894897667103,1254.5195954061364,0.9199507936429181
183,250912_mACPOLR2A_Kinetic_pSer2,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2135,1463.7362188600744,1272.360916599108,0.9330339990796565
184,250912_mACPOLR2A_Kinetic_pSer2,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2139,1512.9545235281848,1321.5792212672184,0.9691262359861105
185,250912_mACPOLR2A_Kinetic_pSer2,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,8.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2255,1529.0425495386364,1337.66724727767,0.9809237338894187
186,250912_mACPOLR2A_Kinetic_pSer2,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2397,1391.2728183004401,1199.8975160394737,0.8798959188942139
187,250912_mACPOLR2A_Kinetic_pSer2,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2366,1453.132061542168,1261.7567592812015,0.9252578726833492
188,250912_mACPOLR2A_Kinetic_pSer2,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2133,1574.7999377913297,1383.4246355303633,1.0144780488576632
189,250912_mACPOLR2A_Kinetic_pSer2,L12,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2874,1605.8859695238784,1414.510667262912,1.0372737227301858
200,250912_mACPOLR2A_Kinetic_pSer2,M03,HCT116 OsTIRF74G,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1570,1773.1689304080735,1581.793628147107,1.159943861317006
201,250912_mACPOLR2A_Kinetic_pSer2,M04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1711,1496.0079610317803,1304.6326587708138,0.9566991653567039
202,250912_mACPOLR2A_Kinetic_pSer2,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1756,1136.18020886826,944.8049066072936,0.6928341548859727
203,250912_mACPOLR2A_Kinetic_pSer2,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2059,1293.3069775281203,1101.9316752671539,0.8080566640125755
204,250912_mACPOLR2A_Kinetic_pSer2,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,1.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1960,1316.5662675469732,1125.1909652860068,0.8251129159760909
205,250912_mACPOLR2A_Kinetic_pSer2,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,0.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1823,1582.186314729107,1390.8110124681405,1.0198945472136367
206,250912_mACPOLR2A_Kinetic_pSer2,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,4.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1577,1179.9188638912422,988.5435616302757,0.724908114151822
207,250912_mACPOLR2A_Kinetic_pSer2,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,2.0,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1986,1242.8282189280642,1051.4529166670977,0.7710401246087433
