,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,DRUG_AND_TIME,IF_647_Intensity_BGS,IF_647_Intensity_FC,DRUG_AND_TIME_LABEL
127,I21,1181.5491673925858,301.41039338181486,585.5922341206444,824.3113055251839,1632.6680040120361,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,997,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,977.1682084074196,0.8883917327358473,Vehicle
12,D06,3509.5741547952566,334.4286105255682,304.6453977083407,632.03606294181,1605.3488636363636,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,880,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,3305.1931958100904,0.7695193490956271,24 hrs
15,D09,3733.796782681758,325.4060112974604,293.77313636038724,648.5933186538923,1566.6543778801843,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,868,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,3529.415823696592,0.8217231509437191,24 hrs
18,D12,3345.365666353316,295.61944061718395,290.3573668872732,548.1832174503971,1607.322188449848,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,987,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,3140.98470736815,0.7312881167119939,4 hrs
21,D15,3146.89536167561,306.0202946044062,299.6103995423744,577.3229249224685,1633.5379146919431,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,1266,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,2942.5144026904436,0.685080004017097,4 hrs
24,D18,4484.747280858663,309.51676830488753,568.908773443453,719.1076155508661,1635.3019250253292,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,987,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,4280.366321873496,0.9965604159159092,Vehicle
27,D21,4232.446861842281,317.43711341077983,572.3163906654728,743.9397338457818,1592.331868131868,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,910,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,4028.0659028571145,0.9378195064694782,Vehicle
132,J06,3342.852637740686,314.8934798340712,295.78007775697165,571.2508905495898,1644.756157635468,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1218,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,3138.47167875552,0.7307030301443763,24 hrs
135,J09,3365.4457957561444,308.808137972074,294.79113791316075,575.4938490290104,1615.9953519256308,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1506,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,3161.064836770978,0.7359631983766327,24 hrs
138,J12,3885.3861616140384,306.1050015673992,300.2485310098671,669.2511725803047,1553.1602048280906,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,1367,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,3681.005202628872,0.8570163859514802,4 hrs
141,J15,4126.728090634946,317.6342311081246,308.8925939326464,704.5072051199535,1587.6699115044248,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer5,Goat anti-rat Alexa647,1130,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,3922.34713164978,0.9132059256023185,4 hrs
144,J18,4316.138173526806,297.0145575240761,564.0717064319856,690.1299406404703,1620.2865306122449,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,1225,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,4111.75721454164,0.9573046257581407,Vehicle
147,J21,4964.750785412983,310.15902956022,587.881355747037,770.9321140169434,1457.5005753739931,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer5,Goat anti-rat Alexa647,869,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,4760.369826427816,1.108315451856472,Vehicle
32,E06,1068.052826523574,309.63253876828946,293.6740841490941,531.4197500742688,1593.5611764705882,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,850,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,863.6718675384077,0.6443256535669116,24 hrs
35,E09,1293.3142020524692,313.6209174118474,290.72920464314643,644.3751968011994,1644.7422680412371,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1067,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1088.933243067303,0.8123775358456666,24 hrs
38,E12,1223.185356146456,297.899743099733,303.0505107983706,569.9841241442201,1503.375595805529,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,1049,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1018.8043971612897,0.7600592698807562,4 hrs
41,E15,1320.3718979686305,309.8205906633929,300.4793636819711,658.7503200394511,1525.7819314641745,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,963,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1115.9909389834643,0.8325634053413176,4 hrs
44,E18,1425.120392136047,296.81943936881964,562.7141327675706,739.0622007280735,1573.2955102040817,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,1225,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1220.7394331508808,0.9107089887524492,Vehicle
47,E21,1582.3289611091761,305.18082459613044,582.7082879389305,763.0643929064514,1546.8369152970922,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,791,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1377.94800212401,1.0279913939772851,Vehicle
152,K06,1454.9712569697904,319.78618432943557,298.5294713375009,673.5700059376057,1632.7760834670946,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1246,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1250.5902979846242,0.9329786477704719,24 hrs
155,K09,1415.3846707789505,315.3223333627445,300.2384819442534,672.4642157690749,1642.2860635696823,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1227,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1211.0037117937843,0.9034458425714401,24 hrs
158,K12,1272.9466610304214,282.93441900325314,288.35724899580396,544.1789241758827,1689.285116557083,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,1673,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1068.5657020452552,0.7971827267129051,4 hrs
161,K15,1505.9388128858607,308.2248768765484,301.91956550270896,710.1183723588232,1661.302780638517,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,pSer2,Goat anti-rat Alexa647,971,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1301.5578539006945,0.971002004800646,4 hrs
164,K18,1552.1438686330614,294.1241754191905,567.292498131313,726.0854429301947,1596.470464135021,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,948,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1347.7629096478952,1.0054723909060344,Vehicle
167,K21,1619.6408781639016,309.4040964732373,607.7238983096157,803.5522249970013,1444.1781857451404,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,pSer2,Goat anti-rat Alexa647,926,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1415.2599191787353,1.0558272263642319,Vehicle
52,F06,493.6810550863996,317.2499220447799,293.7907582293065,630.6607159371231,1638.9397810218977,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1096,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,289.3000961012334,0.9742071164272103,24 hrs
55,F09,515.888120211462,318.7637165098743,297.02654443163516,733.2355872029493,1650.5914742451155,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1126,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,311.5071612262958,1.0489885671469084,24 hrs
58,F12,473.6246392017897,312.13518172863513,308.2233490347311,702.9251078712791,1580.7910780669145,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1345,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,269.2436802166235,0.9066678955692486,4 hrs
61,F15,435.18960820959944,301.59850399030717,302.04644888297963,616.7945444368861,1626.8471615720523,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1145,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,230.80864922443322,0.7772393844235432,4 hrs
64,F18,518.4867738767795,299.9612745836268,572.4323919178648,794.0606042722632,1622.8941755537326,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,1219,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,314.10581489161325,1.0577394349412834,Vehicle
67,F21,487.5035881621749,301.72812518878436,586.0867133370886,738.4698443572694,1516.7024336283187,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,904,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,283.12262917700866,0.9534047305304301,Vehicle
172,L06,483.37999549333125,325.777687678863,306.220763460384,665.5724749981042,1610.2385321100917,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,872,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,278.99903650816503,0.9395186883984952,24 hrs
175,L09,488.54301046260264,319.96145312481616,304.29867163974626,732.2796833180515,1616.0108153078204,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1202,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,284.1620514774364,0.9569049457591714,24 hrs
178,L12,492.2533808585436,311.8283278645734,309.6435931932029,719.958060481247,1574.3037171350861,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1103,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,287.8724218733774,0.9693994775378324,4 hrs
181,L15,471.6916684858032,307.45091957218233,304.6115169629329,697.5838791823182,1603.7286973555338,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,1021,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,267.31070950063696,0.9001586898941129,4 hrs
184,L18,510.84229608892116,297.6182708137955,585.1572782551207,758.4774697050414,1579.5407894736843,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,760,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,306.46133710375494,1.0319969455240132,Vehicle
187,L21,488.5293334699044,301.46835409997135,587.7064365694416,796.9026791130327,1541.4846235418877,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,943,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,284.14837448473816,0.9568588890042738,Vehicle
72,G06,964.5881415009499,316.11727188469087,295.58519963395366,715.0527985056533,1634.0350291909924,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1199,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,760.2071825157836,0.9555282298115549,24 hrs
75,G09,935.8277170511009,316.0513906990629,295.82870758972894,727.4629562913337,1654.6777560339203,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1533,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,731.4467580659347,0.9193783510742246,24 hrs
78,G12,818.5931415108198,308.27071637813503,310.04667217575394,618.6618262204095,1684.6044776119404,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,1340,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,614.2121825256536,0.7720225393756315,4 hrs
81,G15,798.0773069613265,301.73059921849136,303.12710418303664,644.5021369494125,1650.9346622369878,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,1806,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,593.6963479761603,0.7462355440392949,4 hrs
84,G18,1028.8396222955917,295.5788425299092,587.8759384056344,692.9454914673618,1533.7187176835573,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,967,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,824.4586633104254,1.0362879294283112,Vehicle
87,G21,878.2617409019737,294.33327359381815,582.9181123486868,706.2501947376909,1605.6912251655629,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,1208,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,673.8807819168075,0.8470218717456336,Vehicle
192,M06,923.1937410896302,320.6130079570997,309.20764249503384,631.1027836023487,1477.1007751937984,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,903,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,718.812782104464,0.9034983107857402,24 hrs
195,M09,910.87355268299,315.6185543915808,305.02622862187417,608.7749590494366,1577.7674661105318,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,959,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,706.4925936978237,0.8880126799078744,24 hrs
198,M12,919.068655291871,307.8870182852365,310.40754570323134,595.0456016627245,1573.7895256916995,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,1012,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,714.6876963067048,0.8983133611814633,4 hrs
201,M15,903.5284761546502,301.7511156416896,308.190850436119,633.5320793875467,1610.3623623623623,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,999,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,699.147517169484,0.8787804230516204,4 hrs
204,M18,1076.0636452110582,305.0945355545624,608.4285046648241,759.4809488175234,1454.8970414201183,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,845,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,871.682686225892,1.0956452836585957,Vehicle
207,M21,1016.7124568568744,299.54920089258803,595.0532936224149,726.2763584280226,1617.2229199372057,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,637,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,812.3314978717082,1.02104491516746,Vehicle
92,H06,1787.451673055341,320.58572761620087,298.05788870415034,675.0062780275354,1535.9506048387098,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,992,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1583.0707140701747,0.9657997731936998,24 hrs
95,H09,1509.8268691019912,317.95167273818646,302.30443363235185,693.1981149378693,1684.9099678456591,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1244,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1305.445910116825,0.7964264342089166,24 hrs
98,H12,1567.974020320697,308.6859281938434,310.8119893342821,615.8386875648848,1566.6125412541255,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,1515,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1363.5930613355308,0.8319008479288815,4 hrs
101,H15,1531.3137805686563,303.4004466504052,303.7108749045604,704.2753871731305,1626.2729393468119,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,1286,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1326.93282158349,0.8095351690472886,4 hrs
104,H18,1675.5012936164621,295.84376872594856,582.5969426218772,753.7393809003959,1611.6472868217054,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,1032,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1471.120334631296,0.8975010862746359,Vehicle
107,H21,1715.9107447358474,295.82776398619933,584.3335295905973,669.6910900469411,1597.4557575757576,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,825,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1511.5297857506812,0.9221540840081623,Vehicle
212,N06,2079.472970958961,333.9612560624371,315.9926435799931,758.3389488239803,1533.9759036144578,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,913,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1875.0920119737948,1.1439561251344912,24 hrs
215,N09,1929.0612812677011,326.0114969543936,309.4675877073091,706.9117380296613,1623.3166869671134,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,821,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1724.680322282535,1.0521929622521409,24 hrs
218,N12,1827.1964698149022,306.63523330116743,313.0528112970196,541.1119641359579,1532.0756693830035,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,859,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1622.815510829736,0.9900472785987631,4 hrs
221,N15,2006.8073992948796,322.41057521474835,317.2768408763234,748.6963862089394,1546.4808806488993,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,863,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1802.4264403097134,1.099624313543004,4 hrs
224,N18,1993.5568277361967,293.3206196641061,586.852398104707,709.9945966134875,1551.1792452830189,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,848,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1789.1758687510305,1.0915404049138309,Vehicle
227,N21,1989.072202550559,293.7263393647499,579.9765455019709,729.2176627096014,1611.73178807947,HCT116 OsTIRF74G mAC/mChPOLR2A Clone 1,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,906,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1784.6912435653928,1.088804424803371,Vehicle
