,EXPERIMENT,WELL,CELL,DRUG,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,GFP_488_Intensity,RFP_561_Intensity,IF_647_Intensity,IF_647_Intensity_BGS,IF_647_Intensity_FC
159,251007_mACmChPOLR2A_PTEFB,K13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2194,384.26852415227484,186.34554951912003,875.6612740469359,671.2803150617697,0.7177847494528246
162,251007_mACmChPOLR2A_PTEFB,K16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2267,895.7541937077401,195.16306775439142,1182.289052259821,977.9080932746547,1.0456548478625471
165,251007_mACmChPOLR2A_PTEFB,K19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2241,895.6612161609116,199.33347648745908,1210.586022868493,1006.2050638833268,1.0759121539430192
50,251007_mACmChPOLR2A_PTEFB,F04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1090,416.851087337997,199.18670545537293,809.675482322991,605.2945233378248,2.178256464379419
53,251007_mACmChPOLR2A_PTEFB,F07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1226,388.135587536927,194.64915712479285,787.5556680135052,583.174709028339,2.098654507558775
56,251007_mACmChPOLR2A_PTEFB,F10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2968,401.4555251240641,193.64780758588714,579.9833959432864,375.60243695812017,1.351669980142974
59,251007_mACmChPOLR2A_PTEFB,F13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2623,410.6570317313671,194.5106194142004,576.4110072744303,372.0300482892641,1.3388141249994299
62,251007_mACmChPOLR2A_PTEFB,F16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,3179,860.4610784873253,190.94363300428074,483.3247517212941,278.9437927361279,1.0038272217884674
65,251007_mACmChPOLR2A_PTEFB,F19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2729,899.673442019416,197.5361916962931,472.53344021413335,268.15248122896713,0.9649928310195199
170,251007_mACmChPOLR2A_PTEFB,L04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1081,420.5909960480246,198.84098044458128,732.3803760163559,527.9994170311896,1.9000967281094228
173,251007_mACmChPOLR2A_PTEFB,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1240,410.42000924137113,199.9420552462646,737.5189222227801,533.1379632376139,1.9185886705607325
176,251007_mACmChPOLR2A_PTEFB,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2491,409.9151240684324,195.8997741280291,610.475030584726,406.0940715995598,1.4613993725401722
179,251007_mACmChPOLR2A_PTEFB,L13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2362,407.2103831340416,193.07789098011585,573.2229088460027,368.8419498608365,1.3273412043912842
182,251007_mACmChPOLR2A_PTEFB,L16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2549,887.9486871362069,194.1150475980428,493.470487104342,289.0895281191758,1.0403383958234467
185,251007_mACmChPOLR2A_PTEFB,L19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2614,907.4554222422688,196.69283170818719,479.71628994667213,275.3353309615059,0.9908415513685661
70,251007_mACmChPOLR2A_PTEFB,G04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1236,407.46910426343055,200.10331738046827,985.560118773328,781.1791597881618,1.1664900416702102
73,251007_mACmChPOLR2A_PTEFB,G07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1310,403.9985430719183,200.68783233170552,1007.5119842087619,803.1310252235957,1.1992695034692962
76,251007_mACmChPOLR2A_PTEFB,G10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,3257,413.13294379053104,193.18056194280356,838.8944885345476,634.5135295493814,0.9474826667484103
79,251007_mACmChPOLR2A_PTEFB,G13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2608,411.4249166736254,194.9119647104546,903.8618756434541,699.4809166582879,1.0444947402866036
82,251007_mACmChPOLR2A_PTEFB,G16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2798,869.907745286761,190.17970165803285,860.7421183565083,656.3611593713421,0.9801064794834112
85,251007_mACmChPOLR2A_PTEFB,G19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,3218,893.0074057816638,193.44429876287953,843.0096784056832,638.628719420517,0.9536276437925542
190,251007_mACmChPOLR2A_PTEFB,M04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1186,428.3507754265209,196.56537214789327,906.7998694761668,702.4189104910006,1.0488818779942675
193,251007_mACmChPOLR2A_PTEFB,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1115,419.81997282689423,197.840544483667,935.7339343967192,731.352975411553,1.0920874578820057
196,251007_mACmChPOLR2A_PTEFB,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2575,404.7246889380752,187.52584235317948,810.6082214164281,606.2272624312619,0.9052444061703151
199,251007_mACmChPOLR2A_PTEFB,M13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2222,417.28016994368943,194.66575348235372,879.2200058287929,674.8390468436266,1.0076984492094951
202,251007_mACmChPOLR2A_PTEFB,M16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2599,912.1998488506189,194.2349761167981,936.2968807606311,731.9159217754649,1.0929280734044113
205,251007_mACmChPOLR2A_PTEFB,M19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2512,920.9813190498998,195.4564946123497,856.2092474620981,651.8282884769319,0.973337803319623
90,251007_mACmChPOLR2A_PTEFB,H04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,957,419.39071694374906,201.01676241410257,1740.402495800121,1536.0215368149547,1.309220634696618
93,251007_mACmChPOLR2A_PTEFB,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1534,396.0810046775291,194.1119607692329,1583.6714868686868,1379.2905278835206,1.1756317063699095
96,251007_mACmChPOLR2A_PTEFB,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,3339,416.17087737660023,192.24948949751143,1053.131593066218,848.7506340810519,0.7234285569686115
99,251007_mACmChPOLR2A_PTEFB,H13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2780,408.2139359538404,191.9979389105446,960.3065718851115,755.9256128999452,0.6443095926613448
102,251007_mACmChPOLR2A_PTEFB,H16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,3154,870.8013095341977,192.88765772142227,1206.6122884876434,1002.2313295024771,0.8542470960692935
105,251007_mACmChPOLR2A_PTEFB,H19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2242,924.1019813970487,193.23738850581438,1266.1655660472297,1061.7846070620635,0.9050070483070064
210,251007_mACmChPOLR2A_PTEFB,N04,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1030,429.3924958688384,200.15840928908878,1742.692088164501,1538.3111291793348,1.311172157833921
213,251007_mACmChPOLR2A_PTEFB,N07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1137,427.9214016277126,202.6338813403209,1915.261558085631,1710.8805991004647,1.4582609228833259
216,251007_mACmChPOLR2A_PTEFB,N10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2328,410.0826382671707,191.9616988823728,1184.8778728017076,980.4969138165413,0.8357218704672458
219,251007_mACmChPOLR2A_PTEFB,N13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2085,404.59756522904024,197.54880058557376,1195.337451873279,990.9564928881127,0.8446370428281343
222,251007_mACmChPOLR2A_PTEFB,N16,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2357,913.7658516369526,195.8998029164384,1524.131635113143,1319.7506761279767,1.1248831975522715
225,251007_mACmChPOLR2A_PTEFB,N19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2329,898.0920699199748,196.4076927683328,1513.548435804285,1309.1674768191187,1.115862658071429
