,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,DRUG_AND_TIME,IF_647_Intensity_BGS,IF_647_Intensity_FC,DRUG_AND_TIME_LABEL
122,I16,911.4314001556654,195.46781460792374,856.3603458492231,611.8563405003513,1929.3735177865613,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,3036,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,707.0504411704992,0.7813990707234276,Vehicle
125,I19,1013.4125729399433,197.46735079702802,894.0744924870869,671.2201987295682,1952.1786206896552,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK7,Goat anti-mouse Alexa647,2900,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,809.0316139547771,0.8941038920555509,Vehicle
10,D04,2459.610452868555,214.35687932225994,420.8522613074429,850.1358626018379,1791.0112554112554,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1155,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,2255.229493883389,0.673817508683164,24 hrs
13,D07,1845.2603447686558,197.97388770615814,398.9898466015266,616.0814715347746,1762.1664086687306,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1292,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1640.8793857834896,0.4902619723522299,24 hrs
16,D10,1261.3908168135677,186.26891706484895,375.33528143503713,488.80433156692277,1938.9080074487895,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2685,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1057.0098578284014,0.3158134243043499,4 hrs
19,D13,1282.2325795519662,187.65704034792816,384.63166580187357,481.867394188301,1832.3973136915079,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2308,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1077.8516205668,0.32204052654961673,4 hrs
22,D16,3851.806877148939,202.14929930209965,883.4610594569219,588.3020414093121,1898.2399258916164,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2159,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,3647.4259181637726,1.089777981331507,Vehicle
25,D19,3254.367903272965,206.23606370420205,910.6832738007522,628.2324030984366,1873.6834975369459,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2436,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,3049.986944287799,0.9112751539876969,Vehicle
130,J04,1856.4678002223852,208.15235038724023,413.14973060353344,611.6702311845507,1599.0019379844962,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1032,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1652.086841237219,0.493610536093965,24 hrs
133,J07,1599.2462251346672,189.30645410253888,386.9591571644689,536.4939237367174,1751.170918367347,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer5,Goat anti-rat Alexa647,1568,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1394.865266149501,0.41675786926992625,24 hrs
136,J10,1317.8995097778143,187.2544828153004,381.10069786973344,511.28855334929233,1932.9581694672863,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2797,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1113.518550792648,0.3326970926030225,4 hrs
139,J13,1416.581020344854,186.59677862241048,377.2394542801375,510.7680878161655,1862.7369918699187,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer5,Goat anti-rat Alexa647,2460,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,1212.2000613596879,0.36218115610242096,4 hrs
142,J16,3386.785532082725,194.4618358679943,859.1196808385477,504.8006973156333,1798.9217801753202,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2966,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,3182.4045730975586,0.9508388955015075,Vehicle
145,J19,3712.339678381996,202.3805288103901,909.3557038684139,627.0803670818818,1865.646567381039,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer5,Goat anti-rat Alexa647,2753,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,3507.9587193968296,1.048107969179289,Vehicle
30,E04,1121.185218676811,208.11353875511648,424.4495784408219,803.9219562130651,1706.2074198988196,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1186,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,916.8042596916448,0.9803179105281759,24 hrs
33,E07,685.7517259141765,188.62876660844668,384.8177570104612,532.0282334435686,1628.0757717492984,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1069,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,481.3707669290103,0.5147187956826347,24 hrs
36,E10,745.0171461552927,190.01307401422295,390.40357460189955,543.0681947822227,1963.0551395507148,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2938,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,540.6361871701265,0.5780899595086908,4 hrs
39,E13,749.7099724458307,191.15642653140748,391.97073191305554,555.0436774307557,1931.0062111801242,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,3059,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,545.3290134606644,0.5831078917608371,4 hrs
42,E16,1134.1727628083106,197.2925150701911,871.515552154695,613.3681457905387,1839.9542225730072,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2534,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,929.7918038231444,0.9942051956179794,Vehicle
45,E19,1031.3206764316283,197.9282611703808,868.450602636571,646.4402631563157,1944.454979786843,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2721,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,826.939717446462,0.8842278025764541,Vehicle
150,K04,927.9311248615289,226.69653690919685,412.9744271859852,506.7030810228391,1526.4963302752294,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1090,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,723.5501658763627,0.7736757102468065,24 hrs
153,K07,995.1782916561616,200.21670433101693,404.4232352430241,686.5797789244444,1644.0113735783027,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,pSer2,Goat anti-rat Alexa647,1143,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,790.7973326709954,0.84558157384219,24 hrs
156,K10,817.8062040488732,187.97864726768532,383.90693502132785,515.4807381082337,2008.4335029069769,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2752,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,613.4252450637069,0.6559216410145653,4 hrs
159,K13,875.6612740469359,186.34554951912003,384.26852415227484,529.8047540622426,1911.9407474931631,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,pSer2,Goat anti-rat Alexa647,2194,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,671.2803150617697,0.7177847494528246,4 hrs
162,K16,1182.289052259821,195.16306775439142,895.7541937077401,582.5745861933294,1904.7609175121306,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2267,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,977.9080932746547,1.0456548478625471,Vehicle
165,K19,1210.586022868493,199.33347648745908,895.6612161609116,618.3797691102518,1920.9727800089245,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,pSer2,Goat anti-rat Alexa647,2241,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1006.2050638833268,1.0759121539430192,Vehicle
50,F04,809.675482322991,199.18670545537293,416.851087337997,698.8714472982138,1606.4908256880733,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1090,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,605.2945233378248,2.178256464379419,24 hrs
53,F07,787.5556680135052,194.64915712479285,388.135587536927,677.2620640733098,1589.7520391517128,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1226,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,583.174709028339,2.098654507558775,24 hrs
56,F10,579.9833959432864,193.64780758588714,401.4555251240641,553.1208377278806,1861.9080188679245,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2968,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,375.60243695812017,1.351669980142974,4 hrs
59,F13,576.4110072744303,194.5106194142004,410.6570317313671,587.5097766621477,1765.654593976363,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2623,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,372.0300482892641,1.3388141249994299,4 hrs
62,F16,483.3247517212941,190.94363300428074,860.4610784873253,555.9880780207092,1876.8442906574394,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,3179,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,278.9437927361279,1.0038272217884674,Vehicle
65,F19,472.53344021413335,197.5361916962931,899.673442019416,615.8336881441818,1834.2935141077319,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2729,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,268.15248122896713,0.9649928310195199,Vehicle
170,L04,732.3803760163559,198.84098044458128,420.5909960480246,673.2902965754758,1625.8593894542091,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1081,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,527.9994170311896,1.9000967281094228,24 hrs
173,L07,737.5189222227801,199.9420552462646,410.42000924137113,701.900696474952,1690.625,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CDK9,Goat anti-rabbit Alexa647,1240,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,533.1379632376139,1.9185886705607325,24 hrs
176,L10,610.475030584726,195.8997741280291,409.9151240684324,623.570539496406,1866.1870734644722,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2491,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,406.0940715995598,1.4613993725401722,4 hrs
179,L13,573.2229088460027,193.07789098011585,407.2103831340416,586.0829574408916,1922.3755292125318,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CDK9,Goat anti-rabbit Alexa647,2362,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,368.8419498608365,1.3273412043912842,4 hrs
182,L16,493.470487104342,194.1150475980428,887.9486871362069,620.82015921551,1904.8591604550804,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2549,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,289.0895281191758,1.0403383958234467,Vehicle
185,L19,479.71628994667213,196.69283170818719,907.4554222422688,647.6439736914233,1951.7616679418516,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CDK9,Goat anti-rabbit Alexa647,2614,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,275.3353309615059,0.9908415513685661,Vehicle
70,G04,985.560118773328,200.10331738046827,407.46910426343055,719.9463574154585,1717.3867313915857,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1236,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,781.1791597881618,1.1664900416702102,24 hrs
73,G07,1007.5119842087619,200.68783233170552,403.9985430719183,697.5388361639937,1602.7099236641222,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1310,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,803.1310252235957,1.1992695034692962,24 hrs
76,G10,838.8944885345476,193.18056194280356,413.13294379053104,544.6665452671558,1910.499846484495,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,3257,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,634.5135295493814,0.9474826667484103,4 hrs
79,G13,903.8618756434541,194.9119647104546,411.4249166736254,609.0472202009745,1883.0157208588957,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2608,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,699.4809166582879,1.0444947402866036,4 hrs
82,G16,860.7421183565083,190.17970165803285,869.907745286761,524.7039203838416,1925.786633309507,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2798,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,656.3611593713421,0.9801064794834112,Vehicle
85,G19,843.0096784056832,193.44429876287953,893.0074057816638,562.3153860520624,1863.8735239279056,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,3218,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,638.628719420517,0.9536276437925542,Vehicle
190,M04,906.7998694761668,196.56537214789327,428.3507754265209,609.9130175468482,1745.7824620573356,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1186,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,702.4189104910006,1.0488818779942675,24 hrs
193,M07,935.7339343967192,197.840544483667,419.81997282689423,639.5063137655233,1690.6771300448431,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,BRD4,Goat anti-rabbit Alexa647,1115,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,731.352975411553,1.0920874578820057,24 hrs
196,M10,810.6082214164281,187.52584235317948,404.7246889380752,489.3169334496884,1900.3328155339807,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2575,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,606.2272624312619,0.9052444061703151,4 hrs
199,M13,879.2200058287929,194.66575348235372,417.28016994368943,541.2714309524646,1894.6201620162017,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,BRD4,Goat anti-rabbit Alexa647,2222,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,674.8390468436266,1.0076984492094951,4 hrs
202,M16,936.2968807606311,194.2349761167981,912.1998488506189,588.4303886160939,1887.4040015390535,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2599,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,731.9159217754649,1.0929280734044113,Vehicle
205,M19,856.2092474620981,195.4564946123497,920.9813190498998,567.3438282240118,2004.8284235668789,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,BRD4,Goat anti-rabbit Alexa647,2512,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,651.8282884769319,0.973337803319623,Vehicle
90,H04,1740.402495800121,201.01676241410257,419.39071694374906,706.7140867770534,1628.851619644723,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,957,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1536.0215368149547,1.309220634696618,24 hrs
93,H07,1583.6714868686868,194.1119607692329,396.0810046775291,619.1323598247816,1611.238591916558,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1534,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1379.2905278835206,1.1756317063699095,24 hrs
96,H10,1053.131593066218,192.24948949751143,416.17087737660023,528.9288237786227,1853.6115603474093,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,3339,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,848.7506340810519,0.7234285569686115,4 hrs
99,H13,960.3065718851115,191.9979389105446,408.2139359538404,564.7098885090014,1886.461870503597,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2780,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,755.9256128999452,0.6443095926613448,4 hrs
102,H16,1206.6122884876434,192.88765772142227,870.8013095341977,563.6483822473128,1907.06055802156,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,3154,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1002.2313295024771,0.8542470960692935,Vehicle
105,H19,1266.1655660472297,193.23738850581438,924.1019813970487,573.0320043652036,1885.149866190901,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2242,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1061.7846070620635,0.9050070483070064,Vehicle
210,N04,1742.692088164501,200.15840928908878,429.3924958688384,685.1290217525191,1666.6058252427185,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1030,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1538.3111291793348,1.311172157833921,24 hrs
213,N07,1915.261558085631,202.6338813403209,427.9214016277126,733.5748379901166,1738.0114335971855,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1440,CCNT1,Goat anti-rabbit Alexa647,1137,251007_mACmChPOLR2A_PTEFB,5PhIAA_1440,1710.8805991004647,1.4582609228833259,24 hrs
216,N10,1184.8778728017076,191.9616988823728,410.0826382671707,571.5354878743176,1896.183848797251,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2328,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,980.4969138165413,0.8357218704672458,4 hrs
219,N13,1195.337451873279,197.54880058557376,404.59756522904024,593.5342072115072,1891.13860911271,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,240,CCNT1,Goat anti-rabbit Alexa647,2085,251007_mACmChPOLR2A_PTEFB,5PhIAA_240,990.9564928881127,0.8446370428281343,4 hrs
222,N16,1524.131635113143,195.8998029164384,913.7658516369526,614.4578476940185,1981.0203648705983,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2357,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1319.7506761279767,1.1248831975522715,Vehicle
225,N19,1513.548435804285,196.4076927683328,898.0920699199748,619.3226027543111,1945.6200085873766,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,1440,CCNT1,Goat anti-rabbit Alexa647,2329,251007_mACmChPOLR2A_PTEFB,Vehicle_1440,1309.1674768191187,1.115862658071429,Vehicle
