,WELL,IF_647_Intensity,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
98,G21,893.0006679633146,365.6678798739945,335.504224517391,382.1787820938344,2306.3930453108537,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,1898,260522_mACPOLR2A_Kinetic_pSer2,G,21
99,G22,2487.3805697958105,643.8847029803792,243.93862152061686,372.90614811839436,1718.4929706601467,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3272,260522_mACPOLR2A_Kinetic_pSer2,G,22
100,H03,2212.3678213493235,1069.2336349746574,245.3858560686873,405.93730991842517,1696.4557522123894,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2938,260522_mACPOLR2A_Kinetic_pSer2,H,03
101,H04,1015.977203375614,909.3951467287151,440.17100670028015,391.1917744242044,2339.0241935483873,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1860,260522_mACPOLR2A_Kinetic_pSer2,H,04
102,H05,743.2590506376953,787.9784684253274,370.2197330863646,377.8180042611373,2513.5797101449275,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1932,260522_mACPOLR2A_Kinetic_pSer2,H,05
103,H06,628.8098359257987,688.384804260373,320.51727806618595,366.2244229921291,2279.6033496732025,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2448,260522_mACPOLR2A_Kinetic_pSer2,H,06
104,H07,695.7932276871767,681.2068785905907,319.0700555145496,352.11427089290925,2481.029988465975,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2601,260522_mACPOLR2A_Kinetic_pSer2,H,07
105,H08,966.232530271434,864.7122646597228,416.24368007904053,368.14139097484787,2315.426889106968,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2038,260522_mACPOLR2A_Kinetic_pSer2,H,08
106,H09,736.952760508599,747.7853705135602,355.93231677154546,379.9784645508817,2338.818181818182,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2574,260522_mACPOLR2A_Kinetic_pSer2,H,09
107,H10,619.5101359654566,657.8143255215806,304.1603932298013,360.6847717627173,2384.2636363636366,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2640,260522_mACPOLR2A_Kinetic_pSer2,H,10
108,H11,751.1556111343887,721.3476942322969,312.49905864547935,368.76998741998176,2278.490631808279,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2295,260522_mACPOLR2A_Kinetic_pSer2,H,11
109,H12,2198.3162965317215,990.2771276163749,219.15049178963807,372.6730955928767,1648.7779685264663,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3495,260522_mACPOLR2A_Kinetic_pSer2,H,12
110,H13,2577.630201605798,658.4256794562469,219.34270407370673,367.8501273048888,1641.5272956768697,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,3169,260522_mACPOLR2A_Kinetic_pSer2,H,13
111,H14,1290.4412613092165,448.5131320788362,434.4768179850796,377.1274927519027,2361.149130832571,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2186,260522_mACPOLR2A_Kinetic_pSer2,H,14
112,H15,945.0097134291542,376.3774512870802,361.7360160445768,373.0798107302674,2257.6030701754385,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2280,260522_mACPOLR2A_Kinetic_pSer2,H,15
113,H16,762.7651427511817,319.15447112618426,301.1449051255427,358.80782785816336,2443.91217472119,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2152,260522_mACPOLR2A_Kinetic_pSer2,H,16
114,H17,848.019235453832,349.4678172316818,313.891153640002,349.68740721902776,2378.7858749437696,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2223,260522_mACPOLR2A_Kinetic_pSer2,H,17
115,H18,1154.770956748453,421.3811153984661,423.3222808763211,367.3811681875573,2380.409033877039,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2391,260522_mACPOLR2A_Kinetic_pSer2,H,18
116,H19,791.4345350477909,339.95814815023334,354.135326248228,361.81394349227304,2483.8277471361903,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2357,260522_mACPOLR2A_Kinetic_pSer2,H,19
117,H20,765.2901513100151,329.82838948961347,328.99149451905475,381.0063551232822,2257.417704011065,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2169,260522_mACPOLR2A_Kinetic_pSer2,H,20
118,H21,872.2980850147259,363.27731123571465,334.1560229155015,385.19315044318927,2278.548418972332,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2024,260522_mACPOLR2A_Kinetic_pSer2,H,21
119,H22,2681.164325631645,690.8150399331464,244.672371351176,387.89978376499016,1765.5215128383068,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2882,260522_mACPOLR2A_Kinetic_pSer2,H,22
120,I03,2132.079006472519,1075.4106071683163,246.13377213069532,396.02339080703996,1745.537655279503,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2576,260522_mACPOLR2A_Kinetic_pSer2,I,03
121,I04,2143.3557170243757,992.3727369234334,683.1526246905423,380.70462330844356,2408.3695652173915,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2024,260522_mACPOLR2A_Kinetic_pSer2,I,04
122,I05,1999.187673269954,938.1492658730398,661.1980466644941,386.1105959763424,2413.2210868555503,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2153,260522_mACPOLR2A_Kinetic_pSer2,I,05
123,I06,2025.6463221537524,897.4749157774737,674.5123454073382,364.5281235389016,2554.9104416013206,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2423,260522_mACPOLR2A_Kinetic_pSer2,I,06
124,I07,2113.548757705329,930.6567185971319,679.149232751101,362.54179073747827,2433.788124156545,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2223,260522_mACPOLR2A_Kinetic_pSer2,I,07
125,I08,2124.8575972402273,956.8885095591345,687.0055853168324,377.47147989920296,2376.3105123674914,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2264,260522_mACPOLR2A_Kinetic_pSer2,I,08
126,I09,1992.8983344998176,902.276373488444,664.9967966157981,359.53621255408393,2392.180897887324,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2272,260522_mACPOLR2A_Kinetic_pSer2,I,09
127,I10,2070.1158743802152,915.9392548856857,666.2292943691534,362.69000277907634,2366.3920908708455,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2377,260522_mACPOLR2A_Kinetic_pSer2,I,10
128,I11,2001.636055522205,859.5729605267624,673.662959934652,351.0319040566194,2145.5362622036264,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2868,260522_mACPOLR2A_Kinetic_pSer2,I,11
129,I12,2042.3453874926727,952.2576347467083,218.46766370795802,362.68389241179295,1677.0609227631915,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3923,260522_mACPOLR2A_Kinetic_pSer2,I,12
130,I13,2441.976869718104,624.7147792335351,218.53276828976985,348.4990905432338,1696.211520302172,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,4236,260522_mACPOLR2A_Kinetic_pSer2,I,13
131,I14,2514.913346471305,640.4191616560944,666.1919282809303,353.7461321470174,2268.4808492922566,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,2402,260522_mACPOLR2A_Kinetic_pSer2,I,14
132,I15,2456.6062327645764,647.1172806655335,665.0584298657742,350.12637058440174,2248.1871030776747,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,2047,260522_mACPOLR2A_Kinetic_pSer2,I,15
133,I16,2544.003978062512,665.8682775045752,665.9525693030685,353.8907805511944,2373.414075286416,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1833,260522_mACPOLR2A_Kinetic_pSer2,I,16
134,I17,2443.387820124794,658.5341585214991,661.1540465921213,356.14699512313746,2440.8118993135013,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2185,260522_mACPOLR2A_Kinetic_pSer2,I,17
135,I18,2475.856386882369,659.518562633751,662.3529690018594,369.0749383847841,2362.4129422718806,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,60,Total Pol II (F12),Goat anti-mouse Alexa568,2148,260522_mACPOLR2A_Kinetic_pSer2,I,18
136,I19,2388.437407154336,642.9229107816084,679.3509819158928,370.2813170832904,2363.918312387792,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,120,Total Pol II (F12),Goat anti-mouse Alexa568,2228,260522_mACPOLR2A_Kinetic_pSer2,I,19
137,I20,2479.8020118755567,659.033238159997,680.4395003996069,365.7488307380627,2314.674710910005,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,Total Pol II (F12),Goat anti-mouse Alexa568,1989,260522_mACPOLR2A_Kinetic_pSer2,I,20
138,I21,2454.066511846051,666.3956651005813,680.6914674537243,369.1091098341437,2276.2427536231885,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,1932,260522_mACPOLR2A_Kinetic_pSer2,I,21
139,I22,2441.6071650089293,606.0530910417575,247.28696039456528,372.1115946291729,1752.28313470567,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2769,260522_mACPOLR2A_Kinetic_pSer2,I,22
140,J03,2100.3842660446985,1066.6443907936984,246.27247639007018,386.4199611133059,1740.2154265679783,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2567,260522_mACPOLR2A_Kinetic_pSer2,J,03
141,J04,1361.1014496631476,939.7037952884659,536.6437595179023,369.0956283837951,2428.4583333333335,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1896,260522_mACPOLR2A_Kinetic_pSer2,J,04
142,J05,1150.5271906143153,857.2332179132507,483.23657436281843,369.3646966914034,2381.108460678345,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2683,260522_mACPOLR2A_Kinetic_pSer2,J,05
143,J06,1273.4701132771327,883.4047677590662,489.03866632613517,356.8993800154877,2447.8702983138783,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2313,260522_mACPOLR2A_Kinetic_pSer2,J,06
144,J07,1373.5746786426655,890.6971038088947,498.3798268908823,350.143343241279,2357.0388692579504,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2264,260522_mACPOLR2A_Kinetic_pSer2,J,07
145,J08,1304.6530765647233,906.5939564381589,510.01587699194033,357.40775041888696,2272.4271334792124,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2285,260522_mACPOLR2A_Kinetic_pSer2,J,08
146,J09,1204.5776146981254,885.4221160009052,491.79336385566086,359.96514074294544,2206.6487371375115,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2138,260522_mACPOLR2A_Kinetic_pSer2,J,09
147,J10,1277.0815627958368,883.8612188269823,483.41524882403695,353.6540206428136,2272.051051051051,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2331,260522_mACPOLR2A_Kinetic_pSer2,J,10
148,J11,1431.9743245993236,900.4390600171164,513.6161904579822,366.33139390711614,2284.287145969499,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2295,260522_mACPOLR2A_Kinetic_pSer2,J,11
149,J12,2040.2153150508627,952.6943215165329,220.62304383659938,346.54848169487855,1688.6938479396401,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3446,260522_mACPOLR2A_Kinetic_pSer2,J,12
150,J13,2474.8529505155257,616.1813093524235,218.91480660963845,351.2592954586665,1654.4683884853375,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,3717,260522_mACPOLR2A_Kinetic_pSer2,J,13
151,J14,1631.3456020223973,499.0064998382614,514.6024158000216,350.74176769992414,2367.25488372093,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,2150,260522_mACPOLR2A_Kinetic_pSer2,J,14
152,J15,1436.9873173168314,467.7754554051179,472.442458531066,345.8251858283501,2292.535618639529,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,1867,260522_mACPOLR2A_Kinetic_pSer2,J,15
153,J16,1488.8216719030777,491.27397815728534,459.844497486018,355.87554555691304,2267.0205410821645,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,1996,260522_mACPOLR2A_Kinetic_pSer2,J,16
154,J17,1614.8266350755348,512.0716542722114,485.12421199170643,341.9600003690288,2317.5905334335084,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,2662,260522_mACPOLR2A_Kinetic_pSer2,J,17
155,J18,1513.2181894690045,483.7307703177924,503.22875574563164,352.3730530731964,2520.1991426344507,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa568,2566,260522_mACPOLR2A_Kinetic_pSer2,J,18
156,J19,1368.0430820407728,464.55247919847824,477.51602350327477,353.7311548635986,2413.0191834727007,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa568,2033,260522_mACPOLR2A_Kinetic_pSer2,J,19
157,J20,1444.5627675344795,485.91969843560344,477.9839526009559,362.67283047464696,2507.7722197409557,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa568,2239,260522_mACPOLR2A_Kinetic_pSer2,J,20
158,J21,1642.9644694991243,531.5348841820888,514.7247782870573,373.4416135852091,2471.001050972149,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa568,1903,260522_mACPOLR2A_Kinetic_pSer2,J,21
159,J22,2445.5545156426915,607.1420321867089,248.87586748679402,371.22682594170624,1719.5089928057555,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2780,260522_mACPOLR2A_Kinetic_pSer2,J,22
160,K03,2145.906013012201,1028.2393513374855,244.70395159480668,398.43893273780816,1704.66878342246,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2992,260522_mACPOLR2A_Kinetic_pSer2,K,03
161,K04,1126.9537831615212,939.3614366588849,469.27164851343736,387.5018706007472,2508.8663303909207,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1586,260522_mACPOLR2A_Kinetic_pSer2,K,04
162,K05,849.6409246053298,808.1119469852663,401.8503922680844,376.6224325522783,2572.2661808829835,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2333,260522_mACPOLR2A_Kinetic_pSer2,K,05
163,K06,730.7618650565212,751.386723674784,349.8881238082741,360.72275216949754,2426.6301169590643,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2052,260522_mACPOLR2A_Kinetic_pSer2,K,06
164,K07,904.0959182335731,796.263802361466,369.7498022279538,359.41147346069494,2402.9545661063153,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2201,260522_mACPOLR2A_Kinetic_pSer2,K,07
165,K08,1073.2948976140422,862.2263972107548,449.50296573072603,365.4767170252618,2500.3635637235316,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2503,260522_mACPOLR2A_Kinetic_pSer2,K,08
166,K09,780.6941487237656,790.6777295001287,377.58982451261477,358.50399740753664,2314.931651376147,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2180,260522_mACPOLR2A_Kinetic_pSer2,K,09
167,K10,757.8363137295873,737.7649484041548,352.4050608109946,355.16811199524153,2414.6756872852234,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2328,260522_mACPOLR2A_Kinetic_pSer2,K,10
168,K11,709.6028026189421,689.3516517906625,318.62240772304017,345.1185376499213,2462.326173428799,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2514,260522_mACPOLR2A_Kinetic_pSer2,K,11
169,K12,2115.269135039199,1022.702030384949,223.91267066601057,364.8471385585303,1632.3916751961788,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2931,260522_mACPOLR2A_Kinetic_pSer2,K,12
170,K13,2555.3870419664177,648.2423633654593,222.14364426207626,362.94095936088894,1678.2146025247355,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2931,260522_mACPOLR2A_Kinetic_pSer2,K,13
171,K14,1214.8212749287654,413.9760817641095,434.00490257541014,339.5417512574201,2442.263565891473,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,2451,260522_mACPOLR2A_Kinetic_pSer2,K,14
172,K15,924.2959646650172,348.7007697375378,366.156007808564,341.53437439467865,2448.5610816030903,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,2071,260522_mACPOLR2A_Kinetic_pSer2,K,15
173,K16,906.6145412583321,351.9488126875255,346.0604327520331,353.0132766376001,2349.0412955465586,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,2470,260522_mACPOLR2A_Kinetic_pSer2,K,16
174,K17,1012.3523028290564,376.69140969983084,354.2256868385226,348.737256418376,2496.8911533117184,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,2159,260522_mACPOLR2A_Kinetic_pSer2,K,17
175,K18,1299.2859969801093,437.5379487762597,453.2015778624673,361.21902184250905,2416.461670235546,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa568,2335,260522_mACPOLR2A_Kinetic_pSer2,K,18
176,K19,964.2238932356751,370.4406543627492,397.87625851974707,367.7351076908349,2420.885151369534,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa568,2081,260522_mACPOLR2A_Kinetic_pSer2,K,19
177,K20,914.6524169485274,361.3601780631386,359.7648091273584,360.6365271110474,2076.9640625,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa568,1920,260522_mACPOLR2A_Kinetic_pSer2,K,20
178,K21,1084.4534359134839,401.07325108181936,384.8784884225817,374.1169761682971,2424.8225629791896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa568,1826,260522_mACPOLR2A_Kinetic_pSer2,K,21
179,K22,2594.1609125209607,637.6850957334743,247.517675437613,386.61045538981205,1717.0950280673617,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2494,260522_mACPOLR2A_Kinetic_pSer2,K,22
180,L03,2233.73300424942,1100.5530560208397,244.9345785680617,385.5574384539935,1710.6305555555555,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2160,260522_mACPOLR2A_Kinetic_pSer2,L,03
181,L04,1057.6672959719522,916.7034740377527,452.49386412357615,376.2218407931061,2417.4765886287623,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1794,260522_mACPOLR2A_Kinetic_pSer2,L,04
182,L05,770.0712308013507,788.5524574506215,381.4506387459046,369.98687346726405,2549.4539078156313,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,1996,260522_mACPOLR2A_Kinetic_pSer2,L,05
183,L06,614.6451924394706,657.7033138864753,323.24585004980264,339.53571913352096,2435.551696606786,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2505,260522_mACPOLR2A_Kinetic_pSer2,L,06
184,L07,740.6213420327774,714.7068040581338,336.98017235282356,333.4659752754192,2501.0204172214826,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2253,260522_mACPOLR2A_Kinetic_pSer2,L,07
185,L08,947.4498856647415,819.4457544383879,426.57495280840084,352.10720439551284,2437.0902712815714,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2138,260522_mACPOLR2A_Kinetic_pSer2,L,08
186,L09,729.6865936258125,751.4158094245831,367.3293819536694,350.1775461502099,2262.8384879725086,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2328,260522_mACPOLR2A_Kinetic_pSer2,L,09
187,L10,602.8624854382975,659.5774312440141,319.73572802941203,346.8186498282883,2464.947156291984,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2233,260522_mACPOLR2A_Kinetic_pSer2,L,10
188,L11,888.0083848326977,805.9252398269882,371.95653907518357,355.31237858875517,2296.8085210577865,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,2042,260522_mACPOLR2A_Kinetic_pSer2,L,11
189,L12,2065.905856362963,1004.5520753701602,233.47693810629772,363.87411790305384,1709.45873015873,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa568,3150,260522_mACPOLR2A_Kinetic_pSer2,L,12
190,L13,2541.268772717154,632.4496371554543,231.65554929659572,363.0290211670211,1676.6949389179756,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa568,2865,260522_mACPOLR2A_Kinetic_pSer2,L,13
191,L14,1165.6695493092818,403.35145464259296,432.5844433735193,348.99184760250336,2481.446207238473,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2017,260522_mACPOLR2A_Kinetic_pSer2,L,14
192,L15,870.8153286297373,344.59213225068055,364.53051022236247,346.3855253184502,2558.2834839769926,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,2434,260522_mACPOLR2A_Kinetic_pSer2,L,15
193,L16,741.2973378512544,311.5815296687293,316.5457126653337,350.41609500781414,2389.5726817042605,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,1596,260522_mACPOLR2A_Kinetic_pSer2,L,16
194,L17,840.3886263209364,325.06417646197167,324.9741151726347,338.2352330410663,2472.1463207145894,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa568,2351,260522_mACPOLR2A_Kinetic_pSer2,L,17
195,L18,1114.6394375870175,393.4937239256781,423.50586258429155,346.787110894899,2473.1242084754017,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa568,2053,260522_mACPOLR2A_Kinetic_pSer2,L,18
196,L19,891.9533238362892,351.092599107169,376.4266506565646,358.91678528328697,2537.7655502392345,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa568,1672,260522_mACPOLR2A_Kinetic_pSer2,L,19
197,L20,752.8477815258352,310.16111342113834,330.41567694880774,351.4038936064434,2420.8722249629996,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa568,2027,260522_mACPOLR2A_Kinetic_pSer2,L,20
