,WELL,Alexa647_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
27,D10,533.3607925133107,228.0109349681947,273.94750092057217,1695.8917313841937,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2189,250505_ARMC5mAC_PhosphoPolII
28,D11,517.5479862067127,213.03121494758386,277.35361343073663,1514.6669738863288,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3255,250505_ARMC5mAC_PhosphoPolII
29,D12,532.4669282987928,213.4331264612039,274.26577448608833,1604.2892483349192,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2102,250505_ARMC5mAC_PhosphoPolII
30,D13,244.61493254489153,228.36973004166606,275.83018736327693,1552.6159832385513,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3341,250505_ARMC5mAC_PhosphoPolII
31,D14,256.02011540815977,224.5513997200434,270.0577696280016,1693.9928857269897,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2249,250505_ARMC5mAC_PhosphoPolII
32,D15,247.41989131278308,208.90554088668844,271.5485916764827,1551.97261663286,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2958,250505_ARMC5mAC_PhosphoPolII
33,D16,251.80861345790728,208.25108415110728,269.04387150458416,1675.358187134503,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2736,250505_ARMC5mAC_PhosphoPolII
34,D17,243.14572879031962,225.44512072642902,267.54105442909935,1539.1193559677984,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2857,250505_ARMC5mAC_PhosphoPolII
35,D18,255.70233943924424,223.55226611195852,274.1524872924144,1673.1469517743403,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2198,250505_ARMC5mAC_PhosphoPolII
36,D19,244.24954339929812,209.2318417360315,267.3584019009538,1546.4831959416613,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3154,250505_ARMC5mAC_PhosphoPolII
37,D20,256.49187423339487,209.1685817333657,274.4265657757528,1640.4185089974294,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1945,250505_ARMC5mAC_PhosphoPolII
38,D21,244.16813107620203,225.5311017422488,271.57329380640914,1557.5779046339826,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2978,250505_ARMC5mAC_PhosphoPolII
39,D22,259.58205808908605,223.37808443861002,272.0203083807572,1738.8171475010158,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2461,250505_ARMC5mAC_PhosphoPolII
40,E03,527.604494158805,212.5648297585172,265.5948955236654,1570.5911534701856,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4092,250505_ARMC5mAC_PhosphoPolII
41,E04,585.0446566756862,211.9851399144003,266.50151474612915,1707.8126400717167,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2231,250505_ARMC5mAC_PhosphoPolII
42,E05,503.8937469268592,229.90595550321228,274.7163089047248,1529.0401905328968,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3359,250505_ARMC5mAC_PhosphoPolII
43,E06,540.7933943075509,229.09444245244734,280.54574507143434,1632.4044507241258,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2831,250505_ARMC5mAC_PhosphoPolII
44,E07,539.0355679423903,213.4727177107067,272.60975872604206,1558.5522048364153,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3515,250505_ARMC5mAC_PhosphoPolII
45,E08,570.6279211358348,210.5824598466217,268.72158676033916,1687.364640883978,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2534,250505_ARMC5mAC_PhosphoPolII
46,E09,480.09632980241963,228.30351622418522,261.93163083273583,1572.8600583090379,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3773,250505_ARMC5mAC_PhosphoPolII
47,E10,528.6196799163431,227.85018276082968,268.9289425717001,1728.9468775344687,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2466,250505_ARMC5mAC_PhosphoPolII
48,E11,548.1567624355969,212.27975565243676,269.50040311120836,1552.9183496826313,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3466,250505_ARMC5mAC_PhosphoPolII
49,E12,575.9195459212202,211.22126338910027,266.96472304527725,1634.002367797948,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2534,250505_ARMC5mAC_PhosphoPolII
50,E13,239.1504613633621,228.42529799192283,263.6978644907587,1565.683199169047,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3851,250505_ARMC5mAC_PhosphoPolII
51,E14,248.26198705307712,225.699774204995,267.14491344122564,1666.5680808080808,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2475,250505_ARMC5mAC_PhosphoPolII
52,E15,238.98607007896837,209.11490704218681,262.9516374726365,1526.3867403314916,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3620,250505_ARMC5mAC_PhosphoPolII
53,E16,253.54797190571614,208.68010575184096,270.35765607071414,1685.7624010004167,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2399,250505_ARMC5mAC_PhosphoPolII
54,E17,234.96812448408915,225.0385485463275,261.7629999289728,1567.377559607293,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3565,250505_ARMC5mAC_PhosphoPolII
55,E18,245.06142100928759,225.60167019369098,262.6785663262124,1670.4665611396913,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2527,250505_ARMC5mAC_PhosphoPolII
56,E19,237.06500691461756,208.51701127380272,254.8251563818022,1561.8026570716856,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3613,250505_ARMC5mAC_PhosphoPolII
57,E20,256.34321169780685,207.83614340708638,264.921724108502,1602.4458536585366,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2050,250505_ARMC5mAC_PhosphoPolII
58,E21,234.41212434832005,227.84768463815766,259.660124310733,1551.4010585122023,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3401,250505_ARMC5mAC_PhosphoPolII
59,E22,251.486237332969,225.17426562163027,257.16962380428225,1692.429917550059,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2547,250505_ARMC5mAC_PhosphoPolII
60,F03,659.962763422537,214.138860542768,266.5817941694967,1573.2464122137405,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3275,250505_ARMC5mAC_PhosphoPolII
61,F04,706.8071590619248,212.1979054455627,261.26973479063656,1666.0672020287404,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2366,250505_ARMC5mAC_PhosphoPolII
62,F05,500.2317098376106,230.9225038118991,262.4097394398861,1555.192069392813,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3228,250505_ARMC5mAC_PhosphoPolII
63,F06,530.109848018222,230.0289993406029,260.7731207760833,1640.0700374531834,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2670,250505_ARMC5mAC_PhosphoPolII
64,F07,649.4371091173621,214.8510861362971,261.6420891393736,1563.2497069167644,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3412,250505_ARMC5mAC_PhosphoPolII
65,F08,718.163255881678,215.53673817732286,266.4568666071336,1666.0417040358745,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2230,250505_ARMC5mAC_PhosphoPolII
66,F09,493.7485890622817,232.10309237931207,259.89878487341946,1554.3861082737487,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3916,250505_ARMC5mAC_PhosphoPolII
67,F10,540.6691091561896,229.6080607234499,263.13758307872575,1608.7013698630137,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2190,250505_ARMC5mAC_PhosphoPolII
68,F11,638.7903977512974,212.66125372590082,258.65216425300423,1541.1332296526698,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3858,250505_ARMC5mAC_PhosphoPolII
69,F12,538.0723056682383,225.95001795485902,263.9261758257154,1620.1949152542372,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2478,250505_ARMC5mAC_PhosphoPolII
70,F13,233.18212808621763,230.15733291784446,262.0032799226369,1548.114401076716,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3715,250505_ARMC5mAC_PhosphoPolII
71,F14,253.42264361783768,210.34686941874023,261.73678590766986,1637.5650630914827,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2536,250505_ARMC5mAC_PhosphoPolII
72,F15,245.6035137857,211.0966804087964,266.9007053102923,1533.7797369994023,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3346,250505_ARMC5mAC_PhosphoPolII
73,F16,242.47466968270294,225.01332164020403,255.14698297953348,1662.4849424269264,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2258,250505_ARMC5mAC_PhosphoPolII
74,F17,227.68687011141648,225.7633111356843,254.30761956377464,1537.8723804406234,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3722,250505_ARMC5mAC_PhosphoPolII
75,F18,251.4677911061537,208.69057866884074,259.2654854016336,1626.2683421159302,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2467,250505_ARMC5mAC_PhosphoPolII
76,F19,231.43899713762312,210.4381826130947,261.1379036941118,1523.8923996584117,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3513,250505_ARMC5mAC_PhosphoPolII
77,F20,245.08041258840572,227.4331081768722,265.2781581787034,1656.6076146076146,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2574,250505_ARMC5mAC_PhosphoPolII
78,F21,240.01058178979991,228.8165179882435,264.52991682323517,1502.797190201729,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2776,250505_ARMC5mAC_PhosphoPolII
79,F22,263.18720723609454,210.0633108654257,261.6035505222537,1652.5350877192982,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2280,250505_ARMC5mAC_PhosphoPolII
80,G03,700.0312899317415,213.30941431951896,252.85746498635817,1604.6360381861575,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3352,250505_ARMC5mAC_PhosphoPolII
81,G04,767.1625070021893,215.10504338627948,257.77313740065347,1683.3222222222223,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2610,250505_ARMC5mAC_PhosphoPolII
82,G05,486.0598394887844,230.89552373306552,256.68151389205053,1571.1040480708411,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3162,250505_ARMC5mAC_PhosphoPolII
83,G06,520.8849368951065,227.98615101161226,252.37071087127708,1714.0285821737496,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2659,250505_ARMC5mAC_PhosphoPolII
84,G07,650.2554035866272,214.64661677299642,244.27211519097915,1608.7552479815456,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4335,250505_ARMC5mAC_PhosphoPolII
85,G08,787.3610512605627,215.17536778975364,251.90419381940794,1711.114994757078,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2861,250505_ARMC5mAC_PhosphoPolII
86,G09,460.6457285951822,229.72006119831818,246.5103925916444,1568.8693399414283,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4439,250505_ARMC5mAC_PhosphoPolII
87,G10,491.0958002478222,228.71313226097382,250.99523740251178,1702.5047365304915,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3378,250505_ARMC5mAC_PhosphoPolII
88,G11,638.895753790413,212.58816338666873,244.49672327209768,1635.8675908221796,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4184,250505_ARMC5mAC_PhosphoPolII
89,G12,753.651845476382,210.85316204076855,247.66400680880565,1699.248443133399,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3051,250505_ARMC5mAC_PhosphoPolII
90,G13,217.30576479199576,225.8872655297158,242.82164799324565,1595.1621392190152,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4712,250505_ARMC5mAC_PhosphoPolII
91,G14,232.20473360501072,224.6830772008728,248.36189628333466,1746.3587935761848,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2553,250505_ARMC5mAC_PhosphoPolII
92,G15,231.85585614242342,208.56296938663738,245.35754312906542,1572.5126628964838,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4067,250505_ARMC5mAC_PhosphoPolII
93,G16,242.757823514087,209.20108503383574,247.13748391629514,1766.3915662650602,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2656,250505_ARMC5mAC_PhosphoPolII
94,G17,225.7849736701315,224.9065300557707,248.01962009180326,1566.185525560023,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3482,250505_ARMC5mAC_PhosphoPolII
95,G18,231.1131959125907,224.41319048167782,250.89621849419655,1694.7078095238096,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2625,250505_ARMC5mAC_PhosphoPolII
96,G19,232.48859504206126,208.94367328453183,245.8600088743554,1600.6083021223471,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3204,250505_ARMC5mAC_PhosphoPolII
97,G20,248.44434790708516,210.30665256934319,248.46047235433787,1733.7868852459017,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2440,250505_ARMC5mAC_PhosphoPolII
98,G21,225.25939769229447,229.0413057690732,250.29480629411412,1570.4522563767168,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3058,250505_ARMC5mAC_PhosphoPolII
99,G22,244.06629840664147,230.00994645018488,247.0241709082565,1693.0548841893253,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1986,250505_ARMC5mAC_PhosphoPolII
100,H03,724.861700759073,214.079128739365,256.90270829982524,1610.7322198275863,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3712,250505_ARMC5mAC_PhosphoPolII
101,H04,805.9133055425151,215.20219404110307,249.92375307843824,1776.2857707509881,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2530,250505_ARMC5mAC_PhosphoPolII
102,H05,479.11116156330417,229.98068100472253,255.45288104257554,1577.2204888195529,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3846,250505_ARMC5mAC_PhosphoPolII
103,H06,497.9248269458395,227.39854301922006,256.40259672338834,1729.9850570192687,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2543,250505_ARMC5mAC_PhosphoPolII
104,H07,697.8829003736577,214.72886034064823,249.78497972137794,1659.858583247156,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3868,250505_ARMC5mAC_PhosphoPolII
105,H08,820.7443944036919,214.1129732893906,256.42719980703663,1786.160214641625,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2609,250505_ARMC5mAC_PhosphoPolII
106,H09,467.33113408891023,230.8070238726866,249.70244020327976,1580.528310940499,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,4168,250505_ARMC5mAC_PhosphoPolII
