gene_id	hgnc_symbol	condition	coverage	dataset	target	treatment
ENSG00000166133	RPUSD2	WT	4.06696955	TSS	Ser5-P	UNT
ENSG00000166133	RPUSD2	ARMC5.KO	4.854459524	TSS	Ser5-P	UNT
ENSG00000137812	KNL1	WT	2.253573611	TSS	Ser5-P	UNT
ENSG00000137812	KNL1	ARMC5.KO	3.198823095	TSS	Ser5-P	UNT
ENSG00000051180	RAD51	WT	3.264546476	TSS	Ser5-P	UNT
ENSG00000051180	RAD51	ARMC5.KO	4.3058515	TSS	Ser5-P	UNT
ENSG00000245849	RAD51-AS1	WT	3.403356667	TSS	Ser5-P	UNT
ENSG00000245849	RAD51-AS1	ARMC5.KO	4.699071053	TSS	Ser5-P	UNT
ENSG00000137824	RMDN3	WT	1.98958305	TSS	Ser5-P	UNT
ENSG00000137824	RMDN3	ARMC5.KO	2.749027381	TSS	Ser5-P	UNT
ENSG00000137880	GCHFR	WT	2.686728	TSS	Ser5-P	UNT
ENSG00000137880	GCHFR	ARMC5.KO	3.203011	TSS	Ser5-P	UNT
ENSG00000166140	ZFYVE19	WT	3.37325219	TSS	Ser5-P	UNT
ENSG00000166140	ZFYVE19	ARMC5.KO	3.804135714	TSS	Ser5-P	UNT
ENSG00000104129	DNAJC17	WT	3.659569	TSS	Ser5-P	UNT
ENSG00000104129	DNAJC17	ARMC5.KO	4.227974	TSS	Ser5-P	UNT
ENSG00000104140	RHOV	WT	3.1591	TSS	Ser5-P	UNT
ENSG00000104140	RHOV	ARMC5.KO	4.603243476	TSS	Ser5-P	UNT
ENSG00000104142	VPS18	WT	1.73495995	TSS	Ser5-P	UNT
ENSG00000104142	VPS18	ARMC5.KO	2.84126015	TSS	Ser5-P	UNT
ENSG00000128917	DLL4	WT	1.1168368	TSS	Ser5-P	UNT
ENSG00000128917	DLL4	ARMC5.KO	1.62537155	TSS	Ser5-P	UNT
ENSG00000128965	CHAC1	WT	2.0176804	TSS	Ser5-P	UNT
ENSG00000128965	CHAC1	ARMC5.KO	2.600689524	TSS	Ser5-P	UNT
ENSG00000128908	INO80	WT	4.3286175	TSS	Ser5-P	UNT
ENSG00000128908	INO80	ARMC5.KO	5.524370476	TSS	Ser5-P	UNT
ENSG00000247556	OIP5-AS1	WT	3.445166667	TSS	Ser5-P	UNT
ENSG00000247556	OIP5-AS1	ARMC5.KO	4.189334762	TSS	Ser5-P	UNT
ENSG00000104147	OIP5	WT	6.174541905	TSS	Ser5-P	UNT
ENSG00000104147	OIP5	ARMC5.KO	7.986297619	TSS	Ser5-P	UNT
ENSG00000137825	ITPKA	WT	2.221841842	TSS	Ser5-P	UNT
ENSG00000137825	ITPKA	ARMC5.KO	3.3889098	TSS	Ser5-P	UNT
ENSG00000103932	RPAP1	WT	3.613913	TSS	Ser5-P	UNT
ENSG00000103932	RPAP1	ARMC5.KO	4.474166	TSS	Ser5-P	UNT
ENSG00000174197	MGA	WT	3.56558	TSS	Ser5-P	UNT
ENSG00000174197	MGA	ARMC5.KO	4.363631	TSS	Ser5-P	UNT
ENSG00000137802	MAPKBP1	WT	1.321205048	TSS	Ser5-P	UNT
ENSG00000137802	MAPKBP1	ARMC5.KO	2.2031695	TSS	Ser5-P	UNT
ENSG00000243789	JMJD7	WT	1.77359145	TSS	Ser5-P	UNT
ENSG00000243789	JMJD7	ARMC5.KO	2.055191667	TSS	Ser5-P	UNT
ENSG00000168970	JMJD7-PLA2G4B	WT	1.77359145	TSS	Ser5-P	UNT
ENSG00000168970	JMJD7-PLA2G4B	ARMC5.KO	2.055191667	TSS	Ser5-P	UNT
ENSG00000103966	EHD4	WT	2.515306286	TSS	Ser5-P	UNT
ENSG00000103966	EHD4	ARMC5.KO	3.402189524	TSS	Ser5-P	UNT
ENSG00000246740	PLA2G4E-AS1	WT	2.451754952	TSS	Ser5-P	UNT
ENSG00000246740	PLA2G4E-AS1	ARMC5.KO	3.342375857	TSS	Ser5-P	UNT
ENSG00000166887	VPS39	WT	2.3530826	TSS	Ser5-P	UNT
ENSG00000166887	VPS39	ARMC5.KO	2.882379474	TSS	Ser5-P	UNT
ENSG00000261002	VPS39-DT	WT	2.3337663	TSS	Ser5-P	UNT
ENSG00000261002	VPS39-DT	ARMC5.KO	2.72067515	TSS	Ser5-P	UNT
ENSG00000214013	GANC	WT	5.455404619	TSS	Ser5-P	UNT
ENSG00000214013	GANC	ARMC5.KO	7.262669	TSS	Ser5-P	UNT
ENSG00000103978	TMEM87A	WT	5.8897295	TSS	Ser5-P	UNT
ENSG00000103978	TMEM87A	ARMC5.KO	7.53649381	TSS	Ser5-P	UNT
ENSG00000103994	ZNF106	WT	3.530459524	TSS	Ser5-P	UNT
ENSG00000103994	ZNF106	ARMC5.KO	4.064921905	TSS	Ser5-P	UNT
ENSG00000092531	SNAP23	WT	3.522097143	TSS	Ser5-P	UNT
ENSG00000092531	SNAP23	ARMC5.KO	4.119950476	TSS	Ser5-P	UNT
ENSG00000180979	LRRC57	WT	3.5261112	TSS	Ser5-P	UNT
ENSG00000180979	LRRC57	ARMC5.KO	4.588888571	TSS	Ser5-P	UNT
ENSG00000137814	HAUS2	WT	3.5261112	TSS	Ser5-P	UNT
ENSG00000137814	HAUS2	ARMC5.KO	4.588888571	TSS	Ser5-P	UNT
ENSG00000159433	STARD9	WT	2.259427381	TSS	Ser5-P	UNT
ENSG00000159433	STARD9	ARMC5.KO	2.392539048	TSS	Ser5-P	UNT
ENSG00000140326	CDAN1	WT	1.988937526	TSS	Ser5-P	UNT
ENSG00000140326	CDAN1	ARMC5.KO	2.32375465	TSS	Ser5-P	UNT
ENSG00000128881	TTBK2	WT	2.556001111	TSS	Ser5-P	UNT
ENSG00000128881	TTBK2	ARMC5.KO	3.461499474	TSS	Ser5-P	UNT
ENSG00000159459	UBR1	WT	3.458544762	TSS	Ser5-P	UNT
ENSG00000159459	UBR1	ARMC5.KO	4.745481	TSS	Ser5-P	UNT
ENSG00000166946	CCNDBP1	WT	2.4110307	TSS	Ser5-P	UNT
ENSG00000166946	CCNDBP1	ARMC5.KO	2.7608694	TSS	Ser5-P	UNT
ENSG00000168806	LCMT2	WT	5.761457619	TSS	Ser5-P	UNT
ENSG00000168806	LCMT2	ARMC5.KO	6.8607235	TSS	Ser5-P	UNT
ENSG00000168803	MAPDA	WT	5.562440476	TSS	Ser5-P	UNT
ENSG00000168803	MAPDA	ARMC5.KO	6.536654	TSS	Ser5-P	UNT
ENSG00000140265	ZSCAN29	WT	3.436276316	TSS	Ser5-P	UNT
ENSG00000140265	ZSCAN29	ARMC5.KO	4.407454444	TSS	Ser5-P	UNT
ENSG00000167004	PDIA3	WT	5.358404762	TSS	Ser5-P	UNT
ENSG00000167004	PDIA3	ARMC5.KO	7.0968675	TSS	Ser5-P	UNT
ENSG00000205771	CATSPER2P1	WT	3.207684286	TSS	Ser5-P	UNT
ENSG00000205771	CATSPER2P1	ARMC5.KO	4.753016	TSS	Ser5-P	UNT
ENSG00000140264	SERF2	WT	3.384959048	TSS	Ser5-P	UNT
ENSG00000140264	SERF2	ARMC5.KO	4.501799	TSS	Ser5-P	UNT
ENSG00000128886	ELL3	WT	3.353183333	TSS	Ser5-P	UNT
ENSG00000128886	ELL3	ARMC5.KO	4.6098225	TSS	Ser5-P	UNT
ENSG00000242028	HYPK	WT	1.761577895	TSS	Ser5-P	UNT
ENSG00000242028	HYPK	ARMC5.KO	1.685942778	TSS	Ser5-P	UNT
ENSG00000184716	SERINC4	WT	3.18092581	TSS	Ser5-P	UNT
ENSG00000184716	SERINC4	ARMC5.KO	3.11006055	TSS	Ser5-P	UNT
ENSG00000140259	MFAP1	WT	2.2951333	TSS	Ser5-P	UNT
ENSG00000140259	MFAP1	ARMC5.KO	3.289740476	TSS	Ser5-P	UNT
ENSG00000092470	WDR76	WT	2.23434	TSS	Ser5-P	UNT
ENSG00000092470	WDR76	ARMC5.KO	2.961710526	TSS	Ser5-P	UNT
ENSG00000171877	FRMD5	WT	2.18977155	TSS	Ser5-P	UNT
ENSG00000171877	FRMD5	ARMC5.KO	2.826187	TSS	Ser5-P	UNT
ENSG00000166734	GOLM2	WT	2.266117143	TSS	Ser5-P	UNT
ENSG00000166734	GOLM2	ARMC5.KO	3.49310619	TSS	Ser5-P	UNT
ENSG00000259595	CTDSPL2-DT	WT	3.74737085	TSS	Ser5-P	UNT
ENSG00000259595	CTDSPL2-DT	ARMC5.KO	4.6449935	TSS	Ser5-P	UNT
ENSG00000137770	CTDSPL2	WT	4.6060705	TSS	Ser5-P	UNT
ENSG00000137770	CTDSPL2	ARMC5.KO	5.890429524	TSS	Ser5-P	UNT
ENSG00000179523	EIF3J-DT	WT	4.518852857	TSS	Ser5-P	UNT
ENSG00000179523	EIF3J-DT	ARMC5.KO	6.1020485	TSS	Ser5-P	UNT
ENSG00000104131	EIF3J	WT	4.570697619	TSS	Ser5-P	UNT
ENSG00000104131	EIF3J	ARMC5.KO	6.1020485	TSS	Ser5-P	UNT
ENSG00000104133	SPG11	WT	3.59986495	TSS	Ser5-P	UNT
ENSG00000104133	SPG11	ARMC5.KO	4.4339725	TSS	Ser5-P	UNT
ENSG00000229474	PATL2	WT	4.241232333	TSS	Ser5-P	UNT
ENSG00000229474	PATL2	ARMC5.KO	5.840181429	TSS	Ser5-P	UNT
ENSG00000166710	B2M	WT	4.604145238	TSS	Ser5-P	UNT
ENSG00000166710	B2M	ARMC5.KO	6.311510952	TSS	Ser5-P	UNT
ENSG00000140263	SORD	WT	2.766167476	TSS	Ser5-P	UNT
ENSG00000140263	SORD	ARMC5.KO	3.868735238	TSS	Ser5-P	UNT
ENSG00000259520	SLC28A2-AS1	WT	3.39834	TSS	Ser5-P	UNT
ENSG00000259520	SLC28A2-AS1	ARMC5.KO	4.526681905	TSS	Ser5-P	UNT
ENSG00000171766	GATM	WT	3.96863	TSS	Ser5-P	UNT
ENSG00000171766	GATM	ARMC5.KO	5.777980476	TSS	Ser5-P	UNT
ENSG00000171763	AFG2B	WT	3.96863	TSS	Ser5-P	UNT
ENSG00000171763	AFG2B	ARMC5.KO	5.777980476	TSS	Ser5-P	UNT
ENSG00000104164	BLOC1S6	WT	4.687767619	TSS	Ser5-P	UNT
ENSG00000104164	BLOC1S6	ARMC5.KO	6.220600476	TSS	Ser5-P	UNT
ENSG00000128951	DUT	WT	3.445518947	TSS	Ser5-P	UNT
ENSG00000128951	DUT	ARMC5.KO	4.2028525	TSS	Ser5-P	UNT
ENSG00000259488	DUT-AS1	WT	5.079110952	TSS	Ser5-P	UNT
ENSG00000259488	DUT-AS1	ARMC5.KO	6.433655	TSS	Ser5-P	UNT
ENSG00000103995	CEP152	WT	2.869856667	TSS	Ser5-P	UNT
ENSG00000103995	CEP152	ARMC5.KO	3.52899381	TSS	Ser5-P	UNT
ENSG00000255302	EID1	WT	3.3961645	TSS	Ser5-P	UNT
ENSG00000255302	EID1	ARMC5.KO	4.165409524	TSS	Ser5-P	UNT
ENSG00000138593	SECISBP2L	WT	1.740421667	TSS	Ser5-P	UNT
ENSG00000138593	SECISBP2L	ARMC5.KO	2.15041365	TSS	Ser5-P	UNT
ENSG00000156958	GALK2	WT	2.7481885	TSS	Ser5-P	UNT
ENSG00000156958	GALK2	ARMC5.KO	3.796958571	TSS	Ser5-P	UNT
ENSG00000166200	COPS2	WT	2.7481885	TSS	Ser5-P	UNT
ENSG00000166200	COPS2	ARMC5.KO	3.796958571	TSS	Ser5-P	UNT
ENSG00000166262	FAM227B	WT	3.647528095	TSS	Ser5-P	UNT
ENSG00000166262	FAM227B	ARMC5.KO	4.658272381	TSS	Ser5-P	UNT
ENSG00000104047	DTWD1	WT	3.679304286	TSS	Ser5-P	UNT
ENSG00000104047	DTWD1	ARMC5.KO	4.74679619	TSS	Ser5-P	UNT
ENSG00000285410	GABPB1-IT1	WT	7.156244286	TSS	Ser5-P	UNT
ENSG00000285410	GABPB1-IT1	ARMC5.KO	9.4834265	TSS	Ser5-P	UNT
ENSG00000244879	GABPB1-AS1	WT	7.800124286	TSS	Ser5-P	UNT
ENSG00000244879	GABPB1-AS1	ARMC5.KO	9.83573	TSS	Ser5-P	UNT
ENSG00000104064	GABPB1	WT	8.33195	TSS	Ser5-P	UNT
ENSG00000104064	GABPB1	ARMC5.KO	10.06062857	TSS	Ser5-P	UNT
ENSG00000138592	USP8	WT	4.37001	TSS	Ser5-P	UNT
ENSG00000138592	USP8	ARMC5.KO	5.531551429	TSS	Ser5-P	UNT
ENSG00000092439	TRPM7	WT	4.102424762	TSS	Ser5-P	UNT
ENSG00000092439	TRPM7	ARMC5.KO	4.799431429	TSS	Ser5-P	UNT
ENSG00000138600	SPPL2A	WT	3.762924286	TSS	Ser5-P	UNT
ENSG00000138600	SPPL2A	ARMC5.KO	4.76474	TSS	Ser5-P	UNT
ENSG00000081014	AP4E1	WT	2.911667143	TSS	Ser5-P	UNT
ENSG00000081014	AP4E1	ARMC5.KO	3.599933	TSS	Ser5-P	UNT
ENSG00000104093	DMXL2	WT	2.7639945	TSS	Ser5-P	UNT
ENSG00000104093	DMXL2	ARMC5.KO	3.648621429	TSS	Ser5-P	UNT
ENSG00000138594	TMOD3	WT	2.179151048	TSS	Ser5-P	UNT
ENSG00000138594	TMOD3	ARMC5.KO	3.0221355	TSS	Ser5-P	UNT
ENSG00000166477	LEO1	WT	3.032667	TSS	Ser5-P	UNT
ENSG00000166477	LEO1	ARMC5.KO	3.7933695	TSS	Ser5-P	UNT
ENSG00000259438	MAPK6-DT	WT	1.640635048	TSS	Ser5-P	UNT
ENSG00000259438	MAPK6-DT	ARMC5.KO	2.05495115	TSS	Ser5-P	UNT
ENSG00000128833	MYO5C	WT	2.024057526	TSS	Ser5-P	UNT
ENSG00000128833	MYO5C	ARMC5.KO	2.502596667	TSS	Ser5-P	UNT
ENSG00000137876	RSL24D1	WT	4.3848105	TSS	Ser5-P	UNT
ENSG00000137876	RSL24D1	ARMC5.KO	5.16070619	TSS	Ser5-P	UNT
ENSG00000069943	PIGB	WT	1.876445286	TSS	Ser5-P	UNT
ENSG00000069943	PIGB	ARMC5.KO	2.44433765	TSS	Ser5-P	UNT
ENSG00000069974	RAB27A	WT	1.96508281	TSS	Ser5-P	UNT
ENSG00000069974	RAB27A	ARMC5.KO	2.5925555	TSS	Ser5-P	UNT
ENSG00000225973	PIGBOS1	WT	1.950031095	TSS	Ser5-P	UNT
ENSG00000225973	PIGBOS1	ARMC5.KO	2.6076285	TSS	Ser5-P	UNT
ENSG00000069869	NEDD4	WT	2.092185714	TSS	Ser5-P	UNT
ENSG00000069869	NEDD4	ARMC5.KO	2.549848	TSS	Ser5-P	UNT
ENSG00000151575	TEX9	WT	2.254745	TSS	Ser5-P	UNT
ENSG00000151575	TEX9	ARMC5.KO	2.777738095	TSS	Ser5-P	UNT
ENSG00000276524	LINC03065	WT	2.449201947	TSS	Ser5-P	UNT
ENSG00000276524	LINC03065	ARMC5.KO	3.371087143	TSS	Ser5-P	UNT
ENSG00000255529	POLR2M	WT	2.55544319	TSS	Ser5-P	UNT
ENSG00000255529	POLR2M	ARMC5.KO	3.469180952	TSS	Ser5-P	UNT
ENSG00000137845	ADAM10	WT	1.954462	TSS	Ser5-P	UNT
ENSG00000137845	ADAM10	ARMC5.KO	2.770559048	TSS	Ser5-P	UNT
ENSG00000245975	MINDY2-DT	WT	2.310937	TSS	Ser5-P	UNT
ENSG00000245975	MINDY2-DT	ARMC5.KO	3.48832	TSS	Ser5-P	UNT
ENSG00000128923	MINDY2	WT	2.444395	TSS	Ser5-P	UNT
ENSG00000128923	MINDY2	ARMC5.KO	3.698863333	TSS	Ser5-P	UNT
ENSG00000137776	SLTM	WT	3.965287143	TSS	Ser5-P	UNT
ENSG00000137776	SLTM	ARMC5.KO	4.856016	TSS	Ser5-P	UNT
ENSG00000157456	CCNB2	WT	3.680976	TSS	Ser5-P	UNT
ENSG00000157456	CCNB2	ARMC5.KO	4.426196619	TSS	Ser5-P	UNT
ENSG00000157470	FAM81A	WT	2.692582238	TSS	Ser5-P	UNT
ENSG00000157470	FAM81A	ARMC5.KO	3.725182381	TSS	Ser5-P	UNT
ENSG00000157483	MYO1E	WT	2.818013333	TSS	Ser5-P	UNT
ENSG00000157483	MYO1E	ARMC5.KO	3.782602857	TSS	Ser5-P	UNT
ENSG00000140307	GTF2A2	WT	2.978564524	TSS	Ser5-P	UNT
ENSG00000140307	GTF2A2	ARMC5.KO	3.762959263	TSS	Ser5-P	UNT
ENSG00000140299	BNIP2	WT	2.473495143	TSS	Ser5-P	UNT
ENSG00000140299	BNIP2	ARMC5.KO	3.220355714	TSS	Ser5-P	UNT
ENSG00000171956	FOXB1	WT	3.685909	TSS	Ser5-P	UNT
ENSG00000171956	FOXB1	ARMC5.KO	4.753016	TSS	Ser5-P	UNT
ENSG00000245534	RORA-AS1	WT	4.6130945	TSS	Ser5-P	UNT
ENSG00000245534	RORA-AS1	ARMC5.KO	5.9161465	TSS	Ser5-P	UNT
ENSG00000128915	ICE2	WT	4.6130945	TSS	Ser5-P	UNT
ENSG00000128915	ICE2	ARMC5.KO	5.9161465	TSS	Ser5-P	UNT
ENSG00000129003	VPS13C	WT	1.735962667	TSS	Ser5-P	UNT
ENSG00000129003	VPS13C	ARMC5.KO	1.885446368	TSS	Ser5-P	UNT
ENSG00000171914	TLN2	WT	4.29140619	TSS	Ser5-P	UNT
ENSG00000171914	TLN2	ARMC5.KO	4.2254625	TSS	Ser5-P	UNT
ENSG00000140416	TPM1	WT	2.37984	TSS	Ser5-P	UNT
ENSG00000140416	TPM1	ARMC5.KO	2.421727	TSS	Ser5-P	UNT
ENSG00000185088	RPS27L	WT	2.772857381	TSS	Ser5-P	UNT
ENSG00000185088	RPS27L	ARMC5.KO	3.284326842	TSS	Ser5-P	UNT
ENSG00000166128	RAB8B	WT	1.93865905	TSS	Ser5-P	UNT
ENSG00000166128	RAB8B	ARMC5.KO	2.7859915	TSS	Ser5-P	UNT
ENSG00000074410	CA12	WT	1.610003105	TSS	Ser5-P	UNT
ENSG00000074410	CA12	ARMC5.KO	1.99717175	TSS	Ser5-P	UNT
ENSG00000140455	USP3	WT	2.56882319	TSS	Ser5-P	UNT
ENSG00000140455	USP3	ARMC5.KO	3.1351825	TSS	Ser5-P	UNT
ENSG00000103657	HERC1	WT	3.150822286	TSS	Ser5-P	UNT
ENSG00000103657	HERC1	ARMC5.KO	4.469262857	TSS	Ser5-P	UNT
ENSG00000166797	CIAO2A	WT	2.96685619	TSS	Ser5-P	UNT
ENSG00000166797	CIAO2A	ARMC5.KO	3.778297	TSS	Ser5-P	UNT
ENSG00000028528	SNX1	WT	2.6955075	TSS	Ser5-P	UNT
ENSG00000028528	SNX1	ARMC5.KO	3.347161429	TSS	Ser5-P	UNT
ENSG00000157734	SNX22	WT	2.995287714	TSS	Ser5-P	UNT
ENSG00000157734	SNX22	ARMC5.KO	3.732359524	TSS	Ser5-P	UNT
ENSG00000166794	PPIB	WT	3.517080476	TSS	Ser5-P	UNT
ENSG00000166794	PPIB	ARMC5.KO	4.502757143	TSS	Ser5-P	UNT
ENSG00000169118	CSNK1G1	WT	3.70615	TSS	Ser5-P	UNT
ENSG00000169118	CSNK1G1	ARMC5.KO	3.457218095	TSS	Ser5-P	UNT
ENSG00000166803	PCLAF	WT	2.44439655	TSS	Ser5-P	UNT
ENSG00000166803	PCLAF	ARMC5.KO	3.179683333	TSS	Ser5-P	UNT
ENSG00000103671	TRIP4	WT	2.4584448	TSS	Ser5-P	UNT
ENSG00000103671	TRIP4	ARMC5.KO	3.227534286	TSS	Ser5-P	UNT
ENSG00000180304	OAZ2	WT	3.287959524	TSS	Ser5-P	UNT
ENSG00000180304	OAZ2	ARMC5.KO	4.5595805	TSS	Ser5-P	UNT
ENSG00000140451	PIF1	WT	3.114028571	TSS	Ser5-P	UNT
ENSG00000140451	PIF1	ARMC5.KO	3.534616	TSS	Ser5-P	UNT
ENSG00000241839	PLEKHO2	WT	1.870636737	TSS	Ser5-P	UNT
ENSG00000241839	PLEKHO2	ARMC5.KO	2.751420762	TSS	Ser5-P	UNT
ENSG00000090487	SPG21	WT	1.944574105	TSS	Ser5-P	UNT
ENSG00000090487	SPG21	ARMC5.KO	2.4543851	TSS	Ser5-P	UNT
ENSG00000103707	MTFMT	WT	3.115701905	TSS	Ser5-P	UNT
ENSG00000103707	MTFMT	ARMC5.KO	3.72051595	TSS	Ser5-P	UNT
ENSG00000090470	PDCD7	WT	3.125735714	TSS	Ser5-P	UNT
ENSG00000090470	PDCD7	ARMC5.KO	5.289901429	TSS	Ser5-P	UNT
ENSG00000166855	CLPX	WT	3.6033765	TSS	Ser5-P	UNT
ENSG00000166855	CLPX	ARMC5.KO	4.627169524	TSS	Ser5-P	UNT
ENSG00000074603	DPP8	WT	6.268198095	TSS	Ser5-P	UNT
ENSG00000074603	DPP8	ARMC5.KO	8.036536667	TSS	Ser5-P	UNT
ENSG00000074696	HACD3	WT	4.483732857	TSS	Ser5-P	UNT
ENSG00000074696	HACD3	ARMC5.KO	5.837789048	TSS	Ser5-P	UNT
ENSG00000138614	INTS14	WT	7.403762381	TSS	Ser5-P	UNT
ENSG00000138614	INTS14	ARMC5.KO	9.609697368	TSS	Ser5-P	UNT
ENSG00000074621	SLC24A1	WT	7.074297619	TSS	Ser5-P	UNT
ENSG00000074621	SLC24A1	ARMC5.KO	9.059665263	TSS	Ser5-P	UNT
ENSG00000174485	DENND4A	WT	4.042385	TSS	Ser5-P	UNT
ENSG00000174485	DENND4A	ARMC5.KO	5.210948571	TSS	Ser5-P	UNT
ENSG00000157890	MEGF11	WT	2.01241245	TSS	Ser5-P	UNT
ENSG00000157890	MEGF11	ARMC5.KO	2.662894684	TSS	Ser5-P	UNT
ENSG00000166938	DIS3L	WT	3.4137255	TSS	Ser5-P	UNT
ENSG00000166938	DIS3L	ARMC5.KO	4.421410952	TSS	Ser5-P	UNT
ENSG00000261318	DIS3L-AS1	WT	3.6946905	TSS	Ser5-P	UNT
ENSG00000261318	DIS3L-AS1	ARMC5.KO	4.916665714	TSS	Ser5-P	UNT
ENSG00000075131	TIPIN	WT	5.65609381	TSS	Ser5-P	UNT
ENSG00000075131	TIPIN	ARMC5.KO	8.275793333	TSS	Ser5-P	UNT
ENSG00000169032	MAP2K1	WT	5.766472857	TSS	Ser5-P	UNT
ENSG00000169032	MAP2K1	ARMC5.KO	8.450449048	TSS	Ser5-P	UNT
ENSG00000174446	SNAPC5	WT	14.57506571	TSS	Ser5-P	UNT
ENSG00000174446	SNAPC5	ARMC5.KO	11.32866667	TSS	Ser5-P	UNT
ENSG00000174442	ZWILCH	WT	19.19091667	TSS	Ser5-P	UNT
ENSG00000174442	ZWILCH	ARMC5.KO	22.00417762	TSS	Ser5-P	UNT
ENSG00000137834	SMAD6	WT	6.196282857	TSS	Ser5-P	UNT
ENSG00000137834	SMAD6	ARMC5.KO	8.424129524	TSS	Ser5-P	UNT
ENSG00000259347	SMAD3-DT	WT	3.543486316	TSS	Ser5-P	UNT
ENSG00000259347	SMAD3-DT	ARMC5.KO	5.352107619	TSS	Ser5-P	UNT
ENSG00000103599	IQCH	WT	4.953680952	TSS	Ser5-P	UNT
ENSG00000103599	IQCH	ARMC5.KO	6.428750476	TSS	Ser5-P	UNT
ENSG00000103591	AAGAB	WT	3.246149429	TSS	Ser5-P	UNT
ENSG00000103591	AAGAB	ARMC5.KO	4.289821571	TSS	Ser5-P	UNT
ENSG00000189227	C15orf61	WT	5.82500619	TSS	Ser5-P	UNT
ENSG00000189227	C15orf61	ARMC5.KO	6.8506805	TSS	Ser5-P	UNT
ENSG00000259673	IQCH-AS1	WT	5.6561775	TSS	Ser5-P	UNT
ENSG00000259673	IQCH-AS1	ARMC5.KO	7.04842	TSS	Ser5-P	UNT
ENSG00000270964	MAP2K5-DT	WT	7.447244762	TSS	Ser5-P	UNT
ENSG00000270964	MAP2K5-DT	ARMC5.KO	8.4082195	TSS	Ser5-P	UNT
ENSG00000137764	MAP2K5	WT	7.37031381	TSS	Ser5-P	UNT
ENSG00000137764	MAP2K5	ARMC5.KO	8.297684	TSS	Ser5-P	UNT
ENSG00000033800	PIAS1	WT	5.88095	TSS	Ser5-P	UNT
ENSG00000033800	PIAS1	ARMC5.KO	7.316381429	TSS	Ser5-P	UNT
ENSG00000129007	CALML4	WT	1.7402275	TSS	Ser5-P	UNT
ENSG00000129007	CALML4	ARMC5.KO	1.605275	TSS	Ser5-P	UNT
ENSG00000169018	FEM1B	WT	7.614483333	TSS	Ser5-P	UNT
ENSG00000169018	FEM1B	ARMC5.KO	10.02473857	TSS	Ser5-P	UNT
ENSG00000258484	SPESP1	WT	8.594520952	TSS	Ser5-P	UNT
ENSG00000258484	SPESP1	ARMC5.KO	10.48172143	TSS	Ser5-P	UNT
ENSG00000140350	ANP32A	WT	6.194170526	TSS	Ser5-P	UNT
ENSG00000140350	ANP32A	ARMC5.KO	8.950484762	TSS	Ser5-P	UNT
ENSG00000138604	GLCE	WT	6.06917619	TSS	Ser5-P	UNT
ENSG00000138604	GLCE	ARMC5.KO	8.6971185	TSS	Ser5-P	UNT
ENSG00000261634	PAQR5-DT	WT	1.783758263	TSS	Ser5-P	UNT
ENSG00000261634	PAQR5-DT	ARMC5.KO	2.650932952	TSS	Ser5-P	UNT
ENSG00000137819	PAQR5	WT	1.878029053	TSS	Ser5-P	UNT
ENSG00000137819	PAQR5	ARMC5.KO	2.753812333	TSS	Ser5-P	UNT
ENSG00000137807	KIF23	WT	5.437009714	TSS	Ser5-P	UNT
ENSG00000137807	KIF23	ARMC5.KO	6.591445857	TSS	Ser5-P	UNT
ENSG00000259426	KIF23-AS1	WT	5.259731905	TSS	Ser5-P	UNT
ENSG00000259426	KIF23-AS1	ARMC5.KO	6.593836667	TSS	Ser5-P	UNT
ENSG00000137818	RPLP1	WT	15.9798815	TSS	Ser5-P	UNT
ENSG00000137818	RPLP1	ARMC5.KO	21.07826381	TSS	Ser5-P	UNT
ENSG00000245750	DRAIC	WT	3.81477	TSS	Ser5-P	UNT
ENSG00000245750	DRAIC	ARMC5.KO	5.4488845	TSS	Ser5-P	UNT
ENSG00000140332	TLE3	WT	7.811834286	TSS	Ser5-P	UNT
ENSG00000140332	TLE3	ARMC5.KO	10.36208143	TSS	Ser5-P	UNT
ENSG00000137831	UACA	WT	7.157585	TSS	Ser5-P	UNT
ENSG00000137831	UACA	ARMC5.KO	9.51272619	TSS	Ser5-P	UNT
ENSG00000166173	LARP6	WT	1.8157369	TSS	Ser5-P	UNT
ENSG00000166173	LARP6	ARMC5.KO	2.851308	TSS	Ser5-P	UNT
ENSG00000129028	THAP10	WT	3.9984845	TSS	Ser5-P	UNT
ENSG00000129028	THAP10	ARMC5.KO	5.065005238	TSS	Ser5-P	UNT
ENSG00000066933	MYO9A	WT	7.375326	TSS	Ser5-P	UNT
ENSG00000066933	MYO9A	ARMC5.KO	9.571355	TSS	Ser5-P	UNT
ENSG00000175318	GRAMD2A	WT	2.700942857	TSS	Ser5-P	UNT
ENSG00000175318	GRAMD2A	ARMC5.KO	1.8891489	TSS	Ser5-P	UNT
ENSG00000067225	PKM	WT	6.89367381	TSS	Ser5-P	UNT
ENSG00000067225	PKM	ARMC5.KO	9.405071429	TSS	Ser5-P	UNT
ENSG00000137817	PARP6	WT	3.956339	TSS	Ser5-P	UNT
ENSG00000137817	PARP6	ARMC5.KO	4.569748571	TSS	Ser5-P	UNT
ENSG00000260339	HEXA-AS1	WT	6.405332381	TSS	Ser5-P	UNT
ENSG00000260339	HEXA-AS1	ARMC5.KO	8.189659048	TSS	Ser5-P	UNT
ENSG00000213614	HEXA	WT	5.963815714	TSS	Ser5-P	UNT
