gene_id	hgnc_symbol	condition	coverage	dataset	target	treatment
ENSG00000129351	ILF3	WT	4.970329599	Gene Body	Total Pol II	UNT
ENSG00000129351	ILF3	ARMC5.KO	5.178093827	Gene Body	Total Pol II	UNT
ENSG00000213339	QTRT1	WT	1.458021235	Gene Body	Total Pol II	UNT
ENSG00000213339	QTRT1	ARMC5.KO	1.506861307	Gene Body	Total Pol II	UNT
ENSG00000079805	DNM2	WT	1.475348568	Gene Body	Total Pol II	UNT
ENSG00000079805	DNM2	ARMC5.KO	1.49295461	Gene Body	Total Pol II	UNT
ENSG00000214212	C19orf38	WT	0.597571354	Gene Body	Total Pol II	UNT
ENSG00000214212	C19orf38	ARMC5.KO	0.7647511965	Gene Body	Total Pol II	UNT
ENSG00000127616	SMARCA4	WT	1.62922942	Gene Body	Total Pol II	UNT
ENSG00000127616	SMARCA4	ARMC5.KO	1.656615806	Gene Body	Total Pol II	UNT
ENSG00000130164	LDLR	WT	3.44360797	Gene Body	Total Pol II	UNT
ENSG00000130164	LDLR	ARMC5.KO	3.163234064	Gene Body	Total Pol II	UNT
ENSG00000130175	PRKCSH	WT	2.586311735	Gene Body	Total Pol II	UNT
ENSG00000130175	PRKCSH	ARMC5.KO	2.385904044	Gene Body	Total Pol II	UNT
ENSG00000198551	ZNF627	WT	1.498705	Gene Body	Total Pol II	UNT
ENSG00000198551	ZNF627	ARMC5.KO	1.68555177	Gene Body	Total Pol II	UNT
ENSG00000197332	ZNF833P	WT	2.270707059	Gene Body	Total Pol II	UNT
ENSG00000197332	ZNF833P	ARMC5.KO	2.274149726	Gene Body	Total Pol II	UNT
ENSG00000171295	ZNF440	WT	0.7703097917	Gene Body	Total Pol II	UNT
ENSG00000171295	ZNF440	ARMC5.KO	0.8805144982	Gene Body	Total Pol II	UNT
ENSG00000196757	ZNF700	WT	0.9445133103	Gene Body	Total Pol II	UNT
ENSG00000196757	ZNF700	ARMC5.KO	1.020690252	Gene Body	Total Pol II	UNT
ENSG00000219665	ZNF433-AS1	WT	1.393298183	Gene Body	Total Pol II	UNT
ENSG00000219665	ZNF433-AS1	ARMC5.KO	1.572592024	Gene Body	Total Pol II	UNT
ENSG00000196646	ZNF136	WT	0.9647566237	Gene Body	Total Pol II	UNT
ENSG00000196646	ZNF136	ARMC5.KO	1.02660881	Gene Body	Total Pol II	UNT
ENSG00000173875	ZNF791	WT	2.081742954	Gene Body	Total Pol II	UNT
ENSG00000173875	ZNF791	ARMC5.KO	2.080726405	Gene Body	Total Pol II	UNT
ENSG00000123154	WDR83	WT	8.678933723	Gene Body	Total Pol II	UNT
ENSG00000123154	WDR83	ARMC5.KO	10.07428323	Gene Body	Total Pol II	UNT
ENSG00000198356	GET3	WT	1.367447703	Gene Body	Total Pol II	UNT
ENSG00000198356	GET3	ARMC5.KO	1.595128617	Gene Body	Total Pol II	UNT
ENSG00000284491	THSD8	WT	4.36399505	Gene Body	Total Pol II	UNT
ENSG00000284491	THSD8	ARMC5.KO	5.627795468	Gene Body	Total Pol II	UNT
ENSG00000104889	RNASEH2A	WT	4.142458475	Gene Body	Total Pol II	UNT
ENSG00000104889	RNASEH2A	ARMC5.KO	4.196242705	Gene Body	Total Pol II	UNT
ENSG00000105607	GCDH	WT	2.511570177	Gene Body	Total Pol II	UNT
ENSG00000105607	GCDH	ARMC5.KO	2.633746074	Gene Body	Total Pol II	UNT
ENSG00000179218	CALR	WT	6.204248056	Gene Body	Total Pol II	UNT
ENSG00000179218	CALR	ARMC5.KO	6.918128919	Gene Body	Total Pol II	UNT
ENSG00000179262	RAD23A	WT	5.792117639	Gene Body	Total Pol II	UNT
ENSG00000179262	RAD23A	ARMC5.KO	5.623008143	Gene Body	Total Pol II	UNT
ENSG00000160877	NACC1	WT	3.128223191	Gene Body	Total Pol II	UNT
ENSG00000160877	NACC1	ARMC5.KO	3.251765587	Gene Body	Total Pol II	UNT
ENSG00000104957	YJU2B	WT	2.406157634	Gene Body	Total Pol II	UNT
ENSG00000104957	YJU2B	ARMC5.KO	2.729876517	Gene Body	Total Pol II	UNT
ENSG00000037757	MRI1	WT	3.027137152	Gene Body	Total Pol II	UNT
ENSG00000037757	MRI1	ARMC5.KO	3.032981876	Gene Body	Total Pol II	UNT
ENSG00000132024	CC2D1A	WT	1.5078881	Gene Body	Total Pol II	UNT
ENSG00000132024	CC2D1A	ARMC5.KO	1.441318359	Gene Body	Total Pol II	UNT
ENSG00000132017	DCAF15	WT	1.673373571	Gene Body	Total Pol II	UNT
ENSG00000132017	DCAF15	ARMC5.KO	1.716328789	Gene Body	Total Pol II	UNT
ENSG00000267169	ADGRL1-AS1	WT	2.677904399	Gene Body	Total Pol II	UNT
ENSG00000267169	ADGRL1-AS1	ARMC5.KO	2.583141788	Gene Body	Total Pol II	UNT
ENSG00000160961	ZNF333	WT	0.5783779701	Gene Body	Total Pol II	UNT
ENSG00000160961	ZNF333	ARMC5.KO	0.6392539797	Gene Body	Total Pol II	UNT
ENSG00000105137	SYDE1	WT	2.042556203	Gene Body	Total Pol II	UNT
ENSG00000105137	SYDE1	ARMC5.KO	2.001949966	Gene Body	Total Pol II	UNT
ENSG00000105058	FAM32A	WT	1.543821667	Gene Body	Total Pol II	UNT
ENSG00000105058	FAM32A	ARMC5.KO	1.612164381	Gene Body	Total Pol II	UNT
ENSG00000072958	AP1M1	WT	1.920913366	Gene Body	Total Pol II	UNT
ENSG00000072958	AP1M1	ARMC5.KO	1.842891262	Gene Body	Total Pol II	UNT
ENSG00000105072	C19orf44	WT	4.864261157	Gene Body	Total Pol II	UNT
ENSG00000105072	C19orf44	ARMC5.KO	4.650041499	Gene Body	Total Pol II	UNT
ENSG00000072954	TMEM38A	WT	1.857738175	Gene Body	Total Pol II	UNT
ENSG00000072954	TMEM38A	ARMC5.KO	1.836923961	Gene Body	Total Pol II	UNT
ENSG00000127511	SIN3B	WT	2.714734696	Gene Body	Total Pol II	UNT
ENSG00000127511	SIN3B	ARMC5.KO	2.507726088	Gene Body	Total Pol II	UNT
ENSG00000099331	MYO9B	WT	1.314672246	Gene Body	Total Pol II	UNT
ENSG00000099331	MYO9B	ARMC5.KO	1.226979109	Gene Body	Total Pol II	UNT
ENSG00000105393	BABAM1	WT	3.661445714	Gene Body	Total Pol II	UNT
ENSG00000105393	BABAM1	ARMC5.KO	3.279097598	Gene Body	Total Pol II	UNT
ENSG00000130311	DDA1	WT	3.108777319	Gene Body	Total Pol II	UNT
ENSG00000130311	DDA1	ARMC5.KO	2.861795618	Gene Body	Total Pol II	UNT
ENSG00000130299	GTPBP3	WT	21.8781592	Gene Body	Total Pol II	UNT
ENSG00000130299	GTPBP3	ARMC5.KO	24.06281413	Gene Body	Total Pol II	UNT
ENSG00000130313	PGLS	WT	6.978597642	Gene Body	Total Pol II	UNT
ENSG00000130313	PGLS	ARMC5.KO	6.615877664	Gene Body	Total Pol II	UNT
ENSG00000167483	NIBAN3	WT	0.7695796209	Gene Body	Total Pol II	UNT
ENSG00000167483	NIBAN3	ARMC5.KO	0.8469527343	Gene Body	Total Pol II	UNT
ENSG00000130309	COLGALT1	WT	3.085647995	Gene Body	Total Pol II	UNT
ENSG00000130309	COLGALT1	ARMC5.KO	2.956288989	Gene Body	Total Pol II	UNT
ENSG00000130479	MAP1S	WT	3.367471058	Gene Body	Total Pol II	UNT
ENSG00000130479	MAP1S	ARMC5.KO	3.084046385	Gene Body	Total Pol II	UNT
ENSG00000007080	CCDC124	WT	4.194759453	Gene Body	Total Pol II	UNT
ENSG00000007080	CCDC124	ARMC5.KO	3.934800768	Gene Body	Total Pol II	UNT
ENSG00000105643	ARRDC2	WT	2.324917114	Gene Body	Total Pol II	UNT
ENSG00000105643	ARRDC2	ARMC5.KO	2.655819127	Gene Body	Total Pol II	UNT
ENSG00000105647	PIK3R2	WT	8.431898386	Gene Body	Total Pol II	UNT
ENSG00000105647	PIK3R2	ARMC5.KO	8.2855216	Gene Body	Total Pol II	UNT
ENSG00000105700	KXD1	WT	3.657306084	Gene Body	Total Pol II	UNT
ENSG00000105700	KXD1	ARMC5.KO	3.384719465	Gene Body	Total Pol II	UNT
ENSG00000221983	UBA52	WT	10.46373811	Gene Body	Total Pol II	UNT
ENSG00000221983	UBA52	ARMC5.KO	9.523884167	Gene Body	Total Pol II	UNT
ENSG00000167487	KLHL26	WT	0.9248458947	Gene Body	Total Pol II	UNT
ENSG00000167487	KLHL26	ARMC5.KO	0.910117982	Gene Body	Total Pol II	UNT
ENSG00000105662	CRTC1	WT	0.9731298211	Gene Body	Total Pol II	UNT
ENSG00000105662	CRTC1	ARMC5.KO	0.924397028	Gene Body	Total Pol II	UNT
ENSG00000005007	UPF1	WT	2.4732972	Gene Body	Total Pol II	UNT
ENSG00000005007	UPF1	ARMC5.KO	2.259434621	Gene Body	Total Pol II	UNT
ENSG00000105671	DDX49	WT	2.542658586	Gene Body	Total Pol II	UNT
ENSG00000105671	DDX49	ARMC5.KO	2.181723257	Gene Body	Total Pol II	UNT
ENSG00000105676	ARMC6	WT	1.490149941	Gene Body	Total Pol II	UNT
ENSG00000105676	ARMC6	ARMC5.KO	1.408880247	Gene Body	Total Pol II	UNT
ENSG00000181035	SLC25A42	WT	0.8981584092	Gene Body	Total Pol II	UNT
ENSG00000181035	SLC25A42	ARMC5.KO	1.033992239	Gene Body	Total Pol II	UNT
ENSG00000064490	RFXANK	WT	1.214346649	Gene Body	Total Pol II	UNT
ENSG00000064490	RFXANK	ARMC5.KO	1.49767549	Gene Body	Total Pol II	UNT
ENSG00000129933	MAU2	WT	2.377087522	Gene Body	Total Pol II	UNT
ENSG00000129933	MAU2	ARMC5.KO	2.192517397	Gene Body	Total Pol II	UNT
ENSG00000186010	NDUFA13	WT	2.165696816	Gene Body	Total Pol II	UNT
ENSG00000186010	NDUFA13	ARMC5.KO	1.846508699	Gene Body	Total Pol II	UNT
ENSG00000160161	CILP2	WT	0.3508687121	Gene Body	Total Pol II	UNT
ENSG00000160161	CILP2	ARMC5.KO	0.4265970794	Gene Body	Total Pol II	UNT
ENSG00000181896	ZNF101	WT	1.234972282	Gene Body	Total Pol II	UNT
ENSG00000181896	ZNF101	ARMC5.KO	1.161855889	Gene Body	Total Pol II	UNT
ENSG00000267419	ZNF56P	WT	1.611690339	Gene Body	Total Pol II	UNT
ENSG00000267419	ZNF56P	ARMC5.KO	1.780946511	Gene Body	Total Pol II	UNT
ENSG00000160229	ZNF66	WT	1.018836917	Gene Body	Total Pol II	UNT
ENSG00000160229	ZNF66	ARMC5.KO	1.070696958	Gene Body	Total Pol II	UNT
ENSG00000105750	ZNF85	WT	1.134479484	Gene Body	Total Pol II	UNT
ENSG00000105750	ZNF85	ARMC5.KO	1.283833453	Gene Body	Total Pol II	UNT
ENSG00000118620	ZNF430	WT	1.657118233	Gene Body	Total Pol II	UNT
ENSG00000118620	ZNF430	ARMC5.KO	1.503962157	Gene Body	Total Pol II	UNT
ENSG00000160352	ZNF714	WT	1.992189388	Gene Body	Total Pol II	UNT
ENSG00000160352	ZNF714	ARMC5.KO	1.922372888	Gene Body	Total Pol II	UNT
ENSG00000196705	ZNF431	WT	2.224894765	Gene Body	Total Pol II	UNT
ENSG00000196705	ZNF431	ARMC5.KO	2.007773747	Gene Body	Total Pol II	UNT
ENSG00000196268	ZNF493	WT	1.517715533	Gene Body	Total Pol II	UNT
ENSG00000196268	ZNF493	ARMC5.KO	1.466101609	Gene Body	Total Pol II	UNT
ENSG00000213967	ZNF726	WT	2.049308212	Gene Body	Total Pol II	UNT
ENSG00000213967	ZNF726	ARMC5.KO	2.359569476	Gene Body	Total Pol II	UNT
ENSG00000213096	ZNF254	WT	1.783079395	Gene Body	Total Pol II	UNT
ENSG00000213096	ZNF254	ARMC5.KO	1.758114538	Gene Body	Total Pol II	UNT
ENSG00000267575	LINC02987	WT	1.292455337	Gene Body	Total Pol II	UNT
ENSG00000267575	LINC02987	ARMC5.KO	1.317197652	Gene Body	Total Pol II	UNT
ENSG00000105171	POP4	WT	4.344883889	Gene Body	Total Pol II	UNT
ENSG00000105171	POP4	ARMC5.KO	4.219353953	Gene Body	Total Pol II	UNT
ENSG00000166289	PLEKHF1	WT	2.329576895	Gene Body	Total Pol II	UNT
ENSG00000166289	PLEKHF1	ARMC5.KO	2.326612074	Gene Body	Total Pol II	UNT
ENSG00000105173	CCNE1	WT	4.644627546	Gene Body	Total Pol II	UNT
ENSG00000105173	CCNE1	ARMC5.KO	4.086206026	Gene Body	Total Pol II	UNT
ENSG00000198597	ZNF536	WT	1.426549609	Gene Body	Total Pol II	UNT
ENSG00000198597	ZNF536	ARMC5.KO	1.497630166	Gene Body	Total Pol II	UNT
ENSG00000168813	ZNF507	WT	4.612527216	Gene Body	Total Pol II	UNT
ENSG00000168813	ZNF507	ARMC5.KO	4.706253066	Gene Body	Total Pol II	UNT
ENSG00000178904	DPY19L3	WT	2.815978457	Gene Body	Total Pol II	UNT
ENSG00000178904	DPY19L3	ARMC5.KO	2.737670159	Gene Body	Total Pol II	UNT
ENSG00000105185	PDCD5	WT	12.16628638	Gene Body	Total Pol II	UNT
ENSG00000105185	PDCD5	ARMC5.KO	13.60886178	Gene Body	Total Pol II	UNT
ENSG00000213965	NUDT19	WT	7.852974701	Gene Body	Total Pol II	UNT
ENSG00000213965	NUDT19	ARMC5.KO	7.781338899	Gene Body	Total Pol II	UNT
ENSG00000173809	TDRD12	WT	0.7018541879	Gene Body	Total Pol II	UNT
ENSG00000173809	TDRD12	ARMC5.KO	0.8698111751	Gene Body	Total Pol II	UNT
ENSG00000131944	FAAP24	WT	5.358001842	Gene Body	Total Pol II	UNT
ENSG00000131944	FAAP24	ARMC5.KO	5.33924725	Gene Body	Total Pol II	UNT
ENSG00000076650	GPATCH1	WT	2.375525927	Gene Body	Total Pol II	UNT
ENSG00000076650	GPATCH1	ARMC5.KO	2.508218194	Gene Body	Total Pol II	UNT
ENSG00000153879	CEBPG	WT	4.081684211	Gene Body	Total Pol II	UNT
ENSG00000153879	CEBPG	ARMC5.KO	4.658834839	Gene Body	Total Pol II	UNT
ENSG00000124302	CHST8	WT	0.845866473	Gene Body	Total Pol II	UNT
ENSG00000124302	CHST8	ARMC5.KO	0.9532376506	Gene Body	Total Pol II	UNT
ENSG00000153885	KCTD15	WT	4.636234104	Gene Body	Total Pol II	UNT
ENSG00000153885	KCTD15	ARMC5.KO	4.985221611	Gene Body	Total Pol II	UNT
ENSG00000257103	LSM14A	WT	4.991678442	Gene Body	Total Pol II	UNT
ENSG00000257103	LSM14A	ARMC5.KO	5.20265504	Gene Body	Total Pol II	UNT
ENSG00000166398	GARRE1	WT	2.263081115	Gene Body	Total Pol II	UNT
ENSG00000166398	GARRE1	ARMC5.KO	2.366081253	Gene Body	Total Pol II	UNT
ENSG00000105220	GPI	WT	6.791643148	Gene Body	Total Pol II	UNT
ENSG00000105220	GPI	ARMC5.KO	7.063271516	Gene Body	Total Pol II	UNT
ENSG00000126249	PDCD2L	WT	3.982725945	Gene Body	Total Pol II	UNT
ENSG00000126249	PDCD2L	ARMC5.KO	4.102966472	Gene Body	Total Pol II	UNT
ENSG00000126261	UBA2	WT	7.065508386	Gene Body	Total Pol II	UNT
ENSG00000126261	UBA2	ARMC5.KO	6.928459586	Gene Body	Total Pol II	UNT
ENSG00000089335	ZNF302	WT	4.160299651	Gene Body	Total Pol II	UNT
ENSG00000089335	ZNF302	ARMC5.KO	4.388341591	Gene Body	Total Pol II	UNT
ENSG00000197841	ZNF181	WT	3.050515215	Gene Body	Total Pol II	UNT
ENSG00000197841	ZNF181	ARMC5.KO	3.14853637	Gene Body	Total Pol II	UNT
ENSG00000168661	ZNF30	WT	2.503505596	Gene Body	Total Pol II	UNT
ENSG00000168661	ZNF30	ARMC5.KO	2.622074816	Gene Body	Total Pol II	UNT
ENSG00000105711	SCN1B	WT	0.8341036699	Gene Body	Total Pol II	UNT
ENSG00000105711	SCN1B	ARMC5.KO	0.9194616476	Gene Body	Total Pol II	UNT
ENSG00000089327	FXYD5	WT	1.776302057	Gene Body	Total Pol II	UNT
ENSG00000089327	FXYD5	ARMC5.KO	1.63963599	Gene Body	Total Pol II	UNT
ENSG00000105699	LSR	WT	18.7893249	Gene Body	Total Pol II	UNT
ENSG00000105699	LSR	ARMC5.KO	18.3253398	Gene Body	Total Pol II	UNT
ENSG00000249115	HAUS5	WT	5.618255963	Gene Body	Total Pol II	UNT
ENSG00000249115	HAUS5	ARMC5.KO	5.418924405	Gene Body	Total Pol II	UNT
ENSG00000126254	RBM42	WT	5.911104588	Gene Body	Total Pol II	UNT
ENSG00000126254	RBM42	ARMC5.KO	5.749220562	Gene Body	Total Pol II	UNT
ENSG00000126267	COX6B1	WT	3.840402358	Gene Body	Total Pol II	UNT
ENSG00000126267	COX6B1	ARMC5.KO	3.910637395	Gene Body	Total Pol II	UNT
ENSG00000272333	KMT2B	WT	5.907772399	Gene Body	Total Pol II	UNT
ENSG00000272333	KMT2B	ARMC5.KO	5.612446254	Gene Body	Total Pol II	UNT
ENSG00000267796	LIN37	WT	2.542190769	Gene Body	Total Pol II	UNT
ENSG00000267796	LIN37	ARMC5.KO	2.615975128	Gene Body	Total Pol II	UNT
ENSG00000167595	PROSER3	WT	5.490839162	Gene Body	Total Pol II	UNT
ENSG00000167595	PROSER3	ARMC5.KO	5.297161024	Gene Body	Total Pol II	UNT
ENSG00000004777	ARHGAP33	WT	1.81411684	Gene Body	Total Pol II	UNT
ENSG00000004777	ARHGAP33	ARMC5.KO	1.743001709	Gene Body	Total Pol II	UNT
ENSG00000075702	WDR62	WT	4.497128808	Gene Body	Total Pol II	UNT
ENSG00000075702	WDR62	ARMC5.KO	4.388992775	Gene Body	Total Pol II	UNT
ENSG00000105254	TBCB	WT	2.653628603	Gene Body	Total Pol II	UNT
ENSG00000105254	TBCB	ARMC5.KO	2.665469562	Gene Body	Total Pol II	UNT
ENSG00000126247	CAPNS1	WT	3.713324959	Gene Body	Total Pol II	UNT
ENSG00000126247	CAPNS1	ARMC5.KO	3.443168083	Gene Body	Total Pol II	UNT
ENSG00000167635	ZNF146	WT	8.823907294	Gene Body	Total Pol II	UNT
ENSG00000167635	ZNF146	ARMC5.KO	8.990508286	Gene Body	Total Pol II	UNT
ENSG00000267053	CYKILR	WT	4.823381356	Gene Body	Total Pol II	UNT
ENSG00000267053	CYKILR	ARMC5.KO	4.731794244	Gene Body	Total Pol II	UNT
ENSG00000233527	ZNF529-AS1	WT	5.695625425	Gene Body	Total Pol II	UNT
ENSG00000233527	ZNF529-AS1	ARMC5.KO	5.673813656	Gene Body	Total Pol II	UNT
ENSG00000161298	ZNF382	WT	2.722766109	Gene Body	Total Pol II	UNT
ENSG00000161298	ZNF382	ARMC5.KO	2.906594736	Gene Body	Total Pol II	UNT
ENSG00000189042	ZNF567	WT	4.436456227	Gene Body	Total Pol II	UNT
ENSG00000189042	ZNF567	ARMC5.KO	4.486605648	Gene Body	Total Pol II	UNT
ENSG00000267254	ZNF790-AS1	WT	4.764642918	Gene Body	Total Pol II	UNT
ENSG00000267254	ZNF790-AS1	ARMC5.KO	4.696943091	Gene Body	Total Pol II	UNT
ENSG00000251247	ZNF345	WT	2.34796883	Gene Body	Total Pol II	UNT
ENSG00000251247	ZNF345	ARMC5.KO	2.542298884	Gene Body	Total Pol II	UNT
ENSG00000198453	ZNF568	WT	1.453742659	Gene Body	Total Pol II	UNT
ENSG00000198453	ZNF568	ARMC5.KO	1.535892852	Gene Body	Total Pol II	UNT
ENSG00000188283	ZNF383	WT	2.968652817	Gene Body	Total Pol II	UNT
ENSG00000188283	ZNF383	ARMC5.KO	3.066586992	Gene Body	Total Pol II	UNT
ENSG00000226686	LINC01535	WT	3.650435591	Gene Body	Total Pol II	UNT
ENSG00000226686	LINC01535	ARMC5.KO	3.770860455	Gene Body	Total Pol II	UNT
ENSG00000189164	ZNF527	WT	2.254972689	Gene Body	Total Pol II	UNT
ENSG00000189164	ZNF527	ARMC5.KO	2.305262679	Gene Body	Total Pol II	UNT
ENSG00000171827	ZNF570	WT	1.950282201	Gene Body	Total Pol II	UNT
ENSG00000171827	ZNF570	ARMC5.KO	2.310704383	Gene Body	Total Pol II	UNT
ENSG00000188227	ZNF793	WT	3.586966125	Gene Body	Total Pol II	UNT
ENSG00000188227	ZNF793	ARMC5.KO	3.521775049	Gene Body	Total Pol II	UNT
ENSG00000105738	SIPA1L3	WT	1.555626037	Gene Body	Total Pol II	UNT
ENSG00000105738	SIPA1L3	ARMC5.KO	1.695377539	Gene Body	Total Pol II	UNT
ENSG00000099341	PSMD8	WT	7.288235385	Gene Body	Total Pol II	UNT
ENSG00000099341	PSMD8	ARMC5.KO	7.370579802	Gene Body	Total Pol II	UNT
ENSG00000188766	SPRED3	WT	1.207020589	Gene Body	Total Pol II	UNT
ENSG00000188766	SPRED3	ARMC5.KO	1.405993934	Gene Body	Total Pol II	UNT
ENSG00000130244	FAM98C	WT	1.842060625	Gene Body	Total Pol II	UNT
ENSG00000130244	FAM98C	ARMC5.KO	1.792165737	Gene Body	Total Pol II	UNT
ENSG00000178982	EIF3K	WT	8.368445152	Gene Body	Total Pol II	UNT
ENSG00000178982	EIF3K	ARMC5.KO	8.536086316	Gene Body	Total Pol II	UNT
ENSG00000130402	ACTN4	WT	4.356950542	Gene Body	Total Pol II	UNT
ENSG00000130402	ACTN4	ARMC5.KO	4.411143849	Gene Body	Total Pol II	UNT
ENSG00000104825	NFKBIB	WT	2.278367727	Gene Body	Total Pol II	UNT
ENSG00000104825	NFKBIB	ARMC5.KO	2.536804455	Gene Body	Total Pol II	UNT
ENSG00000130669	PAK4	WT	2.160448449	Gene Body	Total Pol II	UNT
ENSG00000130669	PAK4	ARMC5.KO	2.217348389	Gene Body	Total Pol II	UNT
ENSG00000179134	SAMD4B	WT	4.307691527	Gene Body	Total Pol II	UNT
ENSG00000179134	SAMD4B	ARMC5.KO	4.349894306	Gene Body	Total Pol II	UNT
ENSG00000063322	MED29	WT	6.872353495	Gene Body	Total Pol II	UNT
ENSG00000063322	MED29	ARMC5.KO	6.586542039	Gene Body	Total Pol II	UNT
ENSG00000090924	PLEKHG2	WT	3.303954131	Gene Body	Total Pol II	UNT
ENSG00000090924	PLEKHG2	ARMC5.KO	3.132919682	Gene Body	Total Pol II	UNT
ENSG00000196235	SUPT5H	WT	5.621689399	Gene Body	Total Pol II	UNT
ENSG00000196235	SUPT5H	ARMC5.KO	6.670673397	Gene Body	Total Pol II	UNT
ENSG00000105197	TIMM50	WT	6.041360843	Gene Body	Total Pol II	UNT
ENSG00000105197	TIMM50	ARMC5.KO	6.029095402	Gene Body	Total Pol II	UNT
ENSG00000013275	PSMC4	WT	8.76120621	Gene Body	Total Pol II	UNT
ENSG00000013275	PSMC4	ARMC5.KO	8.710284646	Gene Body	Total Pol II	UNT
ENSG00000187187	ZNF546	WT	4.69636707	Gene Body	Total Pol II	UNT
ENSG00000187187	ZNF546	ARMC5.KO	5.89852998	Gene Body	Total Pol II	UNT
ENSG00000130758	MAP3K10	WT	3.034959103	Gene Body	Total Pol II	UNT
ENSG00000130758	MAP3K10	ARMC5.KO	3.000321275	Gene Body	Total Pol II	UNT
ENSG00000105223	PLD3	WT	4.05313758	Gene Body	Total Pol II	UNT
ENSG00000105223	PLD3	ARMC5.KO	4.679585008	Gene Body	Total Pol II	UNT
ENSG00000160410	SHKBP1	WT	2.221628747	Gene Body	Total Pol II	UNT
ENSG00000160410	SHKBP1	ARMC5.KO	2.239418085	Gene Body	Total Pol II	UNT
ENSG00000090006	LTBP4	WT	5.283926879	Gene Body	Total Pol II	UNT
ENSG00000090006	LTBP4	ARMC5.KO	5.875296802	Gene Body	Total Pol II	UNT
ENSG00000086544	ITPKC	WT	2.396209956	Gene Body	Total Pol II	UNT
ENSG00000086544	ITPKC	ARMC5.KO	2.425381107	Gene Body	Total Pol II	UNT
ENSG00000077312	SNRPA	WT	8.854149763	Gene Body	Total Pol II	UNT
ENSG00000077312	SNRPA	ARMC5.KO	9.406659372	Gene Body	Total Pol II	UNT
ENSG00000167578	RAB4B	WT	1.254304868	Gene Body	Total Pol II	UNT
ENSG00000167578	RAB4B	ARMC5.KO	1.402490062	Gene Body	Total Pol II	UNT
ENSG00000171570	RAB4B-EGLN2	WT	2.995047241	Gene Body	Total Pol II	UNT
ENSG00000171570	RAB4B-EGLN2	ARMC5.KO	3.667124497	Gene Body	Total Pol II	UNT
ENSG00000269858	EGLN2	WT	4.889026538	Gene Body	Total Pol II	UNT
ENSG00000269858	EGLN2	ARMC5.KO	5.49192181	Gene Body	Total Pol II	UNT
ENSG00000105323	HNRNPUL1	WT	5.20069231	Gene Body	Total Pol II	UNT
ENSG00000105323	HNRNPUL1	ARMC5.KO	5.574687012	Gene Body	Total Pol II	UNT
ENSG00000142039	CCDC97	WT	4.476056142	Gene Body	Total Pol II	UNT
ENSG00000142039	CCDC97	ARMC5.KO	4.268232711	Gene Body	Total Pol II	UNT
ENSG00000248098	BCKDHA	WT	1.641532831	Gene Body	Total Pol II	UNT
ENSG00000248098	BCKDHA	ARMC5.KO	1.743092381	Gene Body	Total Pol II	UNT
ENSG00000105372	RPS19	WT	20.7619269	Gene Body	Total Pol II	UNT
ENSG00000105372	RPS19	ARMC5.KO	19.06312471	Gene Body	Total Pol II	UNT
ENSG00000167625	ZNF526	WT	3.661767973	Gene Body	Total Pol II	UNT
ENSG00000167625	ZNF526	ARMC5.KO	3.760438971	Gene Body	Total Pol II	UNT
ENSG00000079432	CIC	WT	4.169342158	Gene Body	Total Pol II	UNT
ENSG00000079432	CIC	ARMC5.KO	4.740905601	Gene Body	Total Pol II	UNT
ENSG00000188368	PRR19	WT	0.5054766761	Gene Body	Total Pol II	UNT
ENSG00000188368	PRR19	ARMC5.KO	0.4764778696	Gene Body	Total Pol II	UNT
ENSG00000105429	MEGF8	WT	1.917496435	Gene Body	Total Pol II	UNT
ENSG00000105429	MEGF8	ARMC5.KO	1.753984734	Gene Body	Total Pol II	UNT
ENSG00000213904	LIPE-AS1	WT	0.8524441159	Gene Body	Total Pol II	UNT
ENSG00000213904	LIPE-AS1	ARMC5.KO	0.8928016761	Gene Body	Total Pol II	UNT
ENSG00000234465	PINLYP	WT	1.048428514	Gene Body	Total Pol II	UNT
ENSG00000234465	PINLYP	ARMC5.KO	1.25111759	Gene Body	Total Pol II	UNT
ENSG00000226763	SRRM5	WT	7.494404302	Gene Body	Total Pol II	UNT
ENSG00000226763	SRRM5	ARMC5.KO	7.589005577	Gene Body	Total Pol II	UNT
ENSG00000167637	ZNF283	WT	3.085644169	Gene Body	Total Pol II	UNT
ENSG00000167637	ZNF283	ARMC5.KO	3.001675166	Gene Body	Total Pol II	UNT
ENSG00000267191	ZNF45-AS1	WT	7.106617488	Gene Body	Total Pol II	UNT
ENSG00000267191	ZNF45-AS1	ARMC5.KO	7.359054665	Gene Body	Total Pol II	UNT
ENSG00000159905	ZNF221	WT	2.296914382	Gene Body	Total Pol II	UNT
ENSG00000159905	ZNF221	ARMC5.KO	2.454940335	Gene Body	Total Pol II	UNT
ENSG00000159882	ZNF230	WT	2.658143281	Gene Body	Total Pol II	UNT
ENSG00000159882	ZNF230	ARMC5.KO	2.809122619	Gene Body	Total Pol II	UNT
ENSG00000159885	ZNF222	WT	2.671401408	Gene Body	Total Pol II	UNT
ENSG00000159885	ZNF222	ARMC5.KO	3.265333	Gene Body	Total Pol II	UNT
ENSG00000178386	ZNF223	WT	2.534074398	Gene Body	Total Pol II	UNT
ENSG00000178386	ZNF223	ARMC5.KO	2.664956259	Gene Body	Total Pol II	UNT
ENSG00000186026	ZNF284	WT	2.172572482	Gene Body	Total Pol II	UNT
