,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,IF_647_Intensity_BGS,IF_647_Intensity_FC
51,250510_mACmChPOLR2A_90min_IF,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2030,96.92966200480039,0.7065474517707162
52,250510_mACmChPOLR2A_90min_IF,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2211,141.067914283224,1.0282835336667693
53,250510_mACmChPOLR2A_90min_IF,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2063,106.60858411177186,0.7770998256171169
54,250510_mACmChPOLR2A_90min_IF,F12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2126,138.53315711726788,1.0098069788184179
55,250510_mACmChPOLR2A_90min_IF,F13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2048,102.64729501502048,0.7482248800210185
56,250510_mACmChPOLR2A_90min_IF,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2072,135.51646522937176,0.987817466814705
57,250510_mACmChPOLR2A_90min_IF,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2307,101.58690283209141,0.740495384433909
61,250510_mACmChPOLR2A_90min_IF,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,1698,117.03694826873242,1.0391330581830165
62,250510_mACmChPOLR2A_90min_IF,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1928,118.68861607338046,1.0537976802731748
63,250510_mACmChPOLR2A_90min_IF,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2389,109.80299473004025,0.9749051338000694
64,250510_mACmChPOLR2A_90min_IF,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1850,119.70484826227401,1.0628204758765278
65,250510_mACmChPOLR2A_90min_IF,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2190,115.53036161758861,1.025756564542512
66,250510_mACmChPOLR2A_90min_IF,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2399,124.75231848640227,1.1076353249278112
67,250510_mACmChPOLR2A_90min_IF,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2351,114.01756947990172,1.0123249744021035
68,250510_mACmChPOLR2A_90min_IF,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1983,113.69030681858975,1.0094193155045612
69,250510_mACmChPOLR2A_90min_IF,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,1975,107.45833975875986,0.9540877036916194
70,250510_mACmChPOLR2A_90min_IF,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2061,112.46953702003655,0.99858049688469
71,250510_mACmChPOLR2A_90min_IF,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2103,111.9302750965163,0.9937925653806783
72,250510_mACmChPOLR2A_90min_IF,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2199,111.86966244446803,0.9932544053259332
76,250510_mACmChPOLR2A_90min_IF,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2235,48.488521927275244,1.0437072709171822
77,250510_mACmChPOLR2A_90min_IF,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2023,47.248278653966864,1.0170112432675964
78,250510_mACmChPOLR2A_90min_IF,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2044,45.422740042855324,0.977716832012602
79,250510_mACmChPOLR2A_90min_IF,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2340,47.250689032267516,1.0170631262547047
80,250510_mACmChPOLR2A_90min_IF,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2181,44.392434986546434,0.9555396891385595
81,250510_mACmChPOLR2A_90min_IF,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2371,48.22209153748018,1.0379724016332827
82,250510_mACmChPOLR2A_90min_IF,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2147,44.79720153851822,0.9642522210229227
83,250510_mACmChPOLR2A_90min_IF,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2483,49.175966049081225,1.0585043899003983
84,250510_mACmChPOLR2A_90min_IF,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,1903,47.448118054822984,1.0213127527258985
85,250510_mACmChPOLR2A_90min_IF,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2248,46.963873276197674,1.0108894653938378
86,250510_mACmChPOLR2A_90min_IF,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,1909,48.19880831469597,1.0374712341828352
87,250510_mACmChPOLR2A_90min_IF,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2239,47.78892753184358,1.0286486193398032
91,250510_mACmChPOLR2A_90min_IF,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,1859,187.95782605482958,1.065617492016339
92,250510_mACmChPOLR2A_90min_IF,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1559,193.15314542713736,1.0950720952959467
93,250510_mACmChPOLR2A_90min_IF,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,1922,181.75214738844562,1.030434707263326
94,250510_mACmChPOLR2A_90min_IF,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2265,165.28413969533574,0.9370701614778346
95,250510_mACmChPOLR2A_90min_IF,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2126,166.73911336609507,0.9453190619175114
96,250510_mACmChPOLR2A_90min_IF,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2253,163.89532746051862,0.9291963599894321
97,250510_mACmChPOLR2A_90min_IF,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2280,177.376532182441,1.0056273757479517
98,250510_mACmChPOLR2A_90min_IF,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2241,168.82633640152454,0.9571524685012004
99,250510_mACmChPOLR2A_90min_IF,I12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2088,179.99221934843956,1.02045688328289
100,250510_mACmChPOLR2A_90min_IF,I13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2513,157.74472908478822,0.8943258501888257
101,250510_mACmChPOLR2A_90min_IF,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,1630,164.48588206422392,0.9325444797719814
102,250510_mACmChPOLR2A_90min_IF,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1730,170.87807073652147,0.9687846736731491
106,250510_mACmChPOLR2A_90min_IF,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,1938,323.1607621249877,1.000891840876268
107,250510_mACmChPOLR2A_90min_IF,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,1980,344.2871784290316,1.0663244681749207
108,250510_mACmChPOLR2A_90min_IF,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,1773,339.6299919116747,1.0519002541830667
109,250510_mACmChPOLR2A_90min_IF,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2272,319.514313636584,0.989598079479557
110,250510_mACmChPOLR2A_90min_IF,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2443,295.7001751422518,0.9158410529156209
111,250510_mACmChPOLR2A_90min_IF,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2532,318.62751509193725,0.98685149161412
112,250510_mACmChPOLR2A_90min_IF,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2205,316.77912906683554,0.981126679978113
113,250510_mACmChPOLR2A_90min_IF,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2108,325.79656787747575,1.0090554448189386
114,250510_mACmChPOLR2A_90min_IF,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,1980,335.8709457358755,1.0402577558113757
115,250510_mACmChPOLR2A_90min_IF,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2105,332.2228688475619,1.028958950942887
116,250510_mACmChPOLR2A_90min_IF,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2290,326.0958617444333,1.009982416235556
117,250510_mACmChPOLR2A_90min_IF,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2380,291.6140879378727,0.9031856447618606
106,250523_mACmChPOLR2A_90min_IF,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1919,73.69760373865283,1.0671250649202262
107,250523_mACmChPOLR2A_90min_IF,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2062,74.57553122177724,1.0798372614489857
108,250523_mACmChPOLR2A_90min_IF,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2272,72.74992247407279,1.0534028490042935
109,250523_mACmChPOLR2A_90min_IF,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2221,69.25700887695508,1.002826229684308
110,250523_mACmChPOLR2A_90min_IF,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1875,74.01976217214214,1.0717898480585086
111,250523_mACmChPOLR2A_90min_IF,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2266,66.42682548870924,0.9618457977746342
112,250523_mACmChPOLR2A_90min_IF,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2112,72.38462909876928,1.0481134814121251
113,250523_mACmChPOLR2A_90min_IF,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2452,68.70475368614179,0.9948296961953896
114,250523_mACmChPOLR2A_90min_IF,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2365,73.64719047526732,1.0663950919735634
115,250523_mACmChPOLR2A_90min_IF,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2160,69.34943784286274,1.0041645807465012
116,250523_mACmChPOLR2A_90min_IF,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2052,69.57480084490005,1.0074277873635373
117,250523_mACmChPOLR2A_90min_IF,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2556,66.05738867796542,0.9564964341501808
16,250523_mACmChPOLR2A_90min_IF,D04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2450,548.0297455850538,1.0321046961442057
17,250523_mACmChPOLR2A_90min_IF,D05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2610,527.5037942212472,0.9934481615927897
18,250523_mACmChPOLR2A_90min_IF,D06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2193,533.6312987977853,1.004988094050906
19,250523_mACmChPOLR2A_90min_IF,D07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2513,488.3167365212748,0.9196471560706572
20,250523_mACmChPOLR2A_90min_IF,D08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2111,508.3571988230614,0.9573893688268164
21,250523_mACmChPOLR2A_90min_IF,D09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2181,542.1386178658394,1.0210099323406545
22,250523_mACmChPOLR2A_90min_IF,D10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,2029,546.139252974479,1.0285443304576367
23,250523_mACmChPOLR2A_90min_IF,D11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2034,560.1373008620043,1.0549068611011931
24,250523_mACmChPOLR2A_90min_IF,D12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,1655,584.3014105170485,1.100415140996639
25,250523_mACmChPOLR2A_90min_IF,D13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,1752,502.6687209254471,0.9466762555344485
26,250523_mACmChPOLR2A_90min_IF,D14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,GTF2B,Goat anti-rabbit Alexa647,1837,493.8022214313251,0.9299779725672089
27,250523_mACmChPOLR2A_90min_IF,D15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,GTF2B,Goat anti-rabbit Alexa647,2109,565.1310722959247,1.0643116333602567
31,250523_mACmChPOLR2A_90min_IF,E04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1879,267.8236434052715,1.0464057717903676
32,250523_mACmChPOLR2A_90min_IF,E05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2602,254.83804142553532,0.9956701134705879
33,250523_mACmChPOLR2A_90min_IF,E06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2532,263.9303810906246,1.0311945226812822
34,250523_mACmChPOLR2A_90min_IF,E07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2159,262.180537978801,1.0243577628319318
35,250523_mACmChPOLR2A_90min_IF,E08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2699,252.5954526326817,0.9869081616624592
36,250523_mACmChPOLR2A_90min_IF,E09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2348,256.66463247459563,1.0028067328972194
37,250523_mACmChPOLR2A_90min_IF,E10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2452,247.14824065352667,0.965625522151323
38,250523_mACmChPOLR2A_90min_IF,E11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2357,252.44312507528082,0.9863130072046961
39,250523_mACmChPOLR2A_90min_IF,E12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,2335,267.4968226905434,1.0451288603202527
40,250523_mACmChPOLR2A_90min_IF,E13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2186,262.56951894963396,1.0258775387853205
41,250523_mACmChPOLR2A_90min_IF,E14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1963,259.76862547709464,1.0149342514094553
42,250523_mACmChPOLR2A_90min_IF,E15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,2473,246.98170222181392,0.9649748448102436
46,250523_mACmChPOLR2A_90min_IF,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1659,149.05876293528104,0.7690703194914833
47,250523_mACmChPOLR2A_90min_IF,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2785,191.79881720307537,0.9895880974706794
48,250523_mACmChPOLR2A_90min_IF,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2297,146.27593503188274,0.7547122884531767
49,250523_mACmChPOLR2A_90min_IF,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2224,194.63777640435325,1.0042357385550083
50,250523_mACmChPOLR2A_90min_IF,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2774,145.3421512581914,0.7498944208483008
51,250523_mACmChPOLR2A_90min_IF,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,3019,189.59320733465057,0.9782082292040983
52,250523_mACmChPOLR2A_90min_IF,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2712,149.2440230211788,0.770026170933188
53,250523_mACmChPOLR2A_90min_IF,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,3090,189.09598625509028,0.9756428115997582
54,250523_mACmChPOLR2A_90min_IF,F12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2188,156.37379561244688,0.8068123106856622
55,250523_mACmChPOLR2A_90min_IF,F13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2242,202.6028251625413,1.0453314948366073
56,250523_mACmChPOLR2A_90min_IF,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,2501,141.86334152650028,0.7319454639462273
57,250523_mACmChPOLR2A_90min_IF,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,2468,195.17230182852717,1.0069936283338483
61,250523_mACmChPOLR2A_90min_IF,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1864,224.23046149723564,1.1596148175562349
62,250523_mACmChPOLR2A_90min_IF,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2533,197.05807711476325,1.0190919851638256
63,250523_mACmChPOLR2A_90min_IF,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1980,202.13981722051142,1.0453723624428424
64,250523_mACmChPOLR2A_90min_IF,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2686,193.96411138586052,1.003091445003982
65,250523_mACmChPOLR2A_90min_IF,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2646,200.73307395374468,1.0380973458115257
66,250523_mACmChPOLR2A_90min_IF,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2187,180.05136070412357,0.9311412214001892
67,250523_mACmChPOLR2A_90min_IF,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2392,182.29327592298637,0.9427353558016393
68,250523_mACmChPOLR2A_90min_IF,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2483,192.4121128208568,0.9950652360723892
69,250523_mACmChPOLR2A_90min_IF,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2502,201.8063110466914,1.0436476248745126
70,250523_mACmChPOLR2A_90min_IF,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2681,201.1152412189574,1.0400737357300343
71,250523_mACmChPOLR2A_90min_IF,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,2373,215.93891918597762,1.1167348481697035
72,250523_mACmChPOLR2A_90min_IF,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,2141,195.5970768214964,1.0115363766295804
76,250523_mACmChPOLR2A_90min_IF,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1625,201.0794216536641,1.0549663749272864
77,250523_mACmChPOLR2A_90min_IF,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,2189,196.05816437576914,1.0286222689791302
78,250523_mACmChPOLR2A_90min_IF,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2055,191.92745776816741,1.0069504512472516
79,250523_mACmChPOLR2A_90min_IF,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,2441,193.57827910065777,1.0156115115510236
80,250523_mACmChPOLR2A_90min_IF,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2567,173.55184792462023,0.9105425227566145
81,250523_mACmChPOLR2A_90min_IF,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,2199,181.04801701003652,0.9498712927562845
82,250523_mACmChPOLR2A_90min_IF,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2150,192.36116654640915,1.0092259112311375
83,250523_mACmChPOLR2A_90min_IF,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,2401,189.5789498658567,0.9946289672892553
84,250523_mACmChPOLR2A_90min_IF,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2438,185.13131821712255,0.9712943973024839
85,250523_mACmChPOLR2A_90min_IF,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,2519,188.89357086098818,0.9910331154697548
86,250523_mACmChPOLR2A_90min_IF,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2160,191.30555152723474,1.0036876102904508
