,EXPERIMENT,WELL,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,TIME_HOUR,TotalNumberCells,RFP_561_Intensity,RFP_561_Intensity_BGS,RFP_561_Intensity_NORM2
1,250411_mACmChPOLR2A_Inhibitors,D04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,8.0,849,181.54482984015618,33.89187974131738,0.8872882224844493
2,250411_mACmChPOLR2A_Inhibitors,D05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,8.0,481,170.37968567202307,22.72673557318427,0.5949851399071721
3,250411_mACmChPOLR2A_Inhibitors,D06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,8.0,307,173.94051497996327,26.287564881124467,0.68820752625245
4,250411_mACmChPOLR2A_Inhibitors,D07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,8.0,761,202.71615709563767,55.06320699679887,1.4415528272078035
5,250411_mACmChPOLR2A_Inhibitors,D08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,8.0,532,174.6041767693587,26.9512266705199,0.7055821686133353
6,250411_mACmChPOLR2A_Inhibitors,D09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,8.0,350,175.16932550108706,27.516375402248258,0.7203777425809628
7,250411_mACmChPOLR2A_Inhibitors,D10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,8.0,714,192.7618906591185,45.108940560279706,1.180950481158868
8,250411_mACmChPOLR2A_Inhibitors,D11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,8.0,479,175.29339974870337,27.640449649864564,0.7236260020302419
9,250411_mACmChPOLR2A_Inhibitors,D12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,8.0,215,176.2778413852243,28.62489128638549,0.7493986495338703
10,250411_mACmChPOLR2A_Inhibitors,D13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,8.0,548,204.88330628282188,57.230356183983076,1.4982887168908747
11,250411_mACmChPOLR2A_Inhibitors,D14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,8.0,841,177.7294804188858,30.076530320047,0.7874025085023754
12,250411_mACmChPOLR2A_Inhibitors,D15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,8.0,230,177.0032285178229,29.35027841898409,0.7683892592140958
21,250411_mACmChPOLR2A_Inhibitors,E04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,4.0,912,184.15019377127112,36.49724367243232,0.9554965587882595
22,250411_mACmChPOLR2A_Inhibitors,E05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,4.0,698,173.01225210700883,25.359302008170033,0.6639056368078832
23,250411_mACmChPOLR2A_Inhibitors,E06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,4.0,482,175.12347759060955,27.470527491770753,0.7191774458932987
24,250411_mACmChPOLR2A_Inhibitors,E07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,4.0,729,192.74550145747085,45.09255135863205,1.1805214124347703
25,250411_mACmChPOLR2A_Inhibitors,E08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,4.0,939,179.51705596410704,31.864105865268243,0.8342011735567196
26,250411_mACmChPOLR2A_Inhibitors,E09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,4.0,727,181.26483254189253,33.61188244305373,0.8799579030399973
27,250411_mACmChPOLR2A_Inhibitors,E10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,4.0,765,188.46546951736957,40.81251941853077,1.068470326413729
28,250411_mACmChPOLR2A_Inhibitors,E11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,4.0,729,176.87948593552267,29.226535836683865,0.7651496827511547
29,250411_mACmChPOLR2A_Inhibitors,E12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,4.0,646,176.9413192875972,29.288369188758395,0.7667684777389576
30,250411_mACmChPOLR2A_Inhibitors,E13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,4.0,777,197.21478370824883,49.56183360941003,1.2975270649492197
31,250411_mACmChPOLR2A_Inhibitors,E14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,4.0,1280,181.20559306304534,33.55264296420654,0.8784070155622765
32,250411_mACmChPOLR2A_Inhibitors,E15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,4.0,867,179.73232778116244,32.07937768232364,0.839836982174122
41,250411_mACmChPOLR2A_Inhibitors,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,2.0,808,180.78336710812724,33.130417009288436,0.8673531548768992
42,250411_mACmChPOLR2A_Inhibitors,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,2.0,989,177.18520168167228,29.53225158283348,0.773153310258894
43,250411_mACmChPOLR2A_Inhibitors,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,2.0,901,181.54376520649592,33.89081510765712,0.8872603504125777
44,250411_mACmChPOLR2A_Inhibitors,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,2.0,801,186.5109544288391,38.85800433000031,1.0173011899728532
45,250411_mACmChPOLR2A_Inhibitors,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,2.0,1327,179.830726031046,32.1777759322072,0.8424130449036356
46,250411_mACmChPOLR2A_Inhibitors,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,2.0,846,183.46932813759275,35.81637803875395,0.9376715203876675
47,250411_mACmChPOLR2A_Inhibitors,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,2.0,594,187.48933494179846,39.83638484295966,1.0429151574743023
48,250411_mACmChPOLR2A_Inhibitors,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,2.0,1074,178.12627366526996,30.473323566431162,0.7977905417706758
49,250411_mACmChPOLR2A_Inhibitors,F12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,2.0,880,181.23955390085968,33.586603802020875,0.8792961091046931
50,250411_mACmChPOLR2A_Inhibitors,F13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,2.0,911,189.4480220963481,41.7950719975093,1.0941935184571776
51,250411_mACmChPOLR2A_Inhibitors,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,2.0,1107,181.26064299361988,33.60769289478108,0.8798482208132155
52,250411_mACmChPOLR2A_Inhibitors,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,2.0,822,183.6528767953841,35.99992669654529,0.9424768178085875
61,250411_mACmChPOLR2A_Inhibitors,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,1.0,1015,182.8158771798645,35.162927081025686,0.9205641972415676
62,250411_mACmChPOLR2A_Inhibitors,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1.0,840,180.82113895099974,33.16818885216094,0.8683420203980242
63,250411_mACmChPOLR2A_Inhibitors,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1.0,958,180.2706066316686,32.61765653282981,0.8539291035941194
64,250411_mACmChPOLR2A_Inhibitors,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1.0,1294,183.87404379495342,36.22109369611462,0.948266962097364
65,250411_mACmChPOLR2A_Inhibitors,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1.0,1124,179.94988041849723,32.29693031965843,0.8455325025864131
66,250411_mACmChPOLR2A_Inhibitors,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1.0,1191,184.60178233591182,36.94883223707302,0.9673191315659468
67,250411_mACmChPOLR2A_Inhibitors,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,1.0,751,187.54060682424932,39.88765672541052,1.0442574535579212
68,250411_mACmChPOLR2A_Inhibitors,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1.0,1662,181.96183898497307,34.30888888613427,0.8982055072644156
69,250411_mACmChPOLR2A_Inhibitors,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1.0,1083,186.5221692227028,38.869219123863985,1.0175947928827176
70,250411_mACmChPOLR2A_Inhibitors,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1.0,1819,182.30990985767397,34.65695975883517,0.9073179904991797
71,250411_mACmChPOLR2A_Inhibitors,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1.0,1678,179.72486911373252,32.07191901489372,0.8396417145225044
72,250411_mACmChPOLR2A_Inhibitors,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1.0,1202,184.32291464098114,36.66996454214234,0.9600183850971183
81,250411_mACmChPOLR2A_Inhibitors,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,0.5,673,183.93339472027927,36.280444621440466,0.9498207672399859
82,250411_mACmChPOLR2A_Inhibitors,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,0.5,1378,180.4739401387787,32.820990039939886,0.8592523676760252
83,250411_mACmChPOLR2A_Inhibitors,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,0.5,1163,182.5588383526676,34.905888253828806,0.9138349297641143
84,250411_mACmChPOLR2A_Inhibitors,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,0.5,1351,181.8000258865878,34.147075787749,0.8939692460261246
85,250411_mACmChPOLR2A_Inhibitors,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,0.5,1947,179.53548234733503,31.882532248496233,0.8346835756231135
86,250411_mACmChPOLR2A_Inhibitors,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,0.5,1452,182.32310593509115,34.67015583625235,0.9076634633429589
87,250411_mACmChPOLR2A_Inhibitors,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,0.5,1390,183.94782872536055,36.29487862652175,0.9501986489865769
88,250411_mACmChPOLR2A_Inhibitors,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,0.5,1591,181.65870459809142,34.00575449925262,0.8902694596517411
89,250411_mACmChPOLR2A_Inhibitors,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,0.5,2521,180.04407747963884,32.39112738080004,0.847998578342067
90,250411_mACmChPOLR2A_Inhibitors,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,0.5,1815,182.10485568233563,34.451905583496824,0.9019496793834297
91,250411_mACmChPOLR2A_Inhibitors,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,0.5,1575,180.26264230651304,32.60969220767424,0.8537205978409859
92,250411_mACmChPOLR2A_Inhibitors,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,0.5,1293,185.07721507639016,37.42426497755136,0.9797659440304578
101,250411_mACmChPOLR2A_Inhibitors,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,8.0,731,187.38677345334298,39.73382335450418,1.0402301013050488
102,250411_mACmChPOLR2A_Inhibitors,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,8.0,1119,169.8060829411014,22.153132842262607,0.579968240537284
103,250411_mACmChPOLR2A_Inhibitors,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,8.0,839,169.39141877595875,21.738468677119954,0.5691123472429123
104,250411_mACmChPOLR2A_Inhibitors,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,8.0,1471,196.77380246099483,49.12085236215603,1.2859821913685439
105,250411_mACmChPOLR2A_Inhibitors,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,8.0,1730,174.76450219457396,27.111552095735163,0.7097794826202327
106,250411_mACmChPOLR2A_Inhibitors,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,8.0,943,174.89614983466998,27.243199735831183,0.7132260132189079
107,250411_mACmChPOLR2A_Inhibitors,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,8.0,1136,191.2485100332166,43.5955599343778,1.1413302294717982
108,250411_mACmChPOLR2A_Inhibitors,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,8.0,1929,174.7618343422101,27.108884243371307,0.7097096383389522
109,250411_mACmChPOLR2A_Inhibitors,I12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,8.0,996,173.32540157551668,25.672451476677878,0.6721038789061385
110,250411_mACmChPOLR2A_Inhibitors,I13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,8.0,1925,199.20916765815795,51.55621755931915,1.349739966782135
111,250411_mACmChPOLR2A_Inhibitors,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,8.0,1700,178.25323008371458,30.600279984875783,0.8011142563511152
112,250411_mACmChPOLR2A_Inhibitors,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,8.0,787,175.77228386928294,28.119333770444143,0.7361631715047069
121,250411_mACmChPOLR2A_Inhibitors,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,4.0,697,185.4016938174192,37.748743718580386,0.9882607860858146
122,250411_mACmChPOLR2A_Inhibitors,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,4.0,1114,174.27765118705457,26.624701088215772,0.6970337403252126
123,250411_mACmChPOLR2A_Inhibitors,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,4.0,1021,172.74876548043952,25.095815381600715,0.6570075661690894
124,250411_mACmChPOLR2A_Inhibitors,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,4.0,1175,188.79455685942756,41.14160676058876,1.077085821482325
125,250411_mACmChPOLR2A_Inhibitors,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,4.0,1046,176.74467240723342,29.091722308394623,0.7616202693106605
126,250411_mACmChPOLR2A_Inhibitors,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,4.0,1100,178.07164826584173,30.41869816700293,0.7963604507302519
127,250411_mACmChPOLR2A_Inhibitors,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,4.0,1338,190.5666015310764,42.9136514322376,1.1234778888114658
128,250411_mACmChPOLR2A_Inhibitors,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,4.0,1460,177.12153825649327,29.468588157654466,0.7714866040214262
129,250411_mACmChPOLR2A_Inhibitors,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,4.0,1114,176.47759733088648,28.82464723204768,0.7546282531825942
130,250411_mACmChPOLR2A_Inhibitors,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,4.0,1301,191.82464147235885,44.17169137352005,1.1564133303341777
131,250411_mACmChPOLR2A_Inhibitors,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,4.0,1379,183.3161128797149,35.66316278087609,0.9336603503121933
132,250411_mACmChPOLR2A_Inhibitors,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,4.0,745,177.92183111738444,30.268881018545642,0.792438243040181
141,250411_mACmChPOLR2A_Inhibitors,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,2.0,790,185.28404912235513,37.63109902351633,0.9851808520967635
142,250411_mACmChPOLR2A_Inhibitors,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,2.0,1271,176.25897191020084,28.60602181136204,0.7489046473398178
143,250411_mACmChPOLR2A_Inhibitors,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,2.0,956,178.54630890758818,30.893358808749383,0.8087870496770523
144,250411_mACmChPOLR2A_Inhibitors,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,2.0,948,187.14611071085162,39.493160612012815,1.0339295591506084
145,250411_mACmChPOLR2A_Inhibitors,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,2.0,1558,180.65910922023917,33.00615912140037,0.8641000877317487
146,250411_mACmChPOLR2A_Inhibitors,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,2.0,809,183.66969271095778,36.016742612118975,0.942917057888297
147,250411_mACmChPOLR2A_Inhibitors,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,2.0,1059,188.60940913173607,40.95645903289727,1.0722386604675247
148,250411_mACmChPOLR2A_Inhibitors,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,2.0,1626,180.05242862972835,32.39947853088955,0.8482172111583989
149,250411_mACmChPOLR2A_Inhibitors,K12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,2.0,864,184.8474538888733,37.1945037900345,0.973750804202754
150,250411_mACmChPOLR2A_Inhibitors,K13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,2.0,727,192.98689484519883,45.33394474636003,1.1868410828558695
151,250411_mACmChPOLR2A_Inhibitors,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,2.0,1214,181.89567933393872,34.242729235099915,0.8964734499216387
152,250411_mACmChPOLR2A_Inhibitors,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,2.0,854,185.37439282112854,37.72144272228974,0.9875460469608184
161,250411_mACmChPOLR2A_Inhibitors,L04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,1.0,685,183.55692834812277,35.903978249283966,0.9399648908257694
162,250411_mACmChPOLR2A_Inhibitors,L05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1.0,1047,178.40174946720978,30.74879936837098,0.8050024886000126
163,250411_mACmChPOLR2A_Inhibitors,L06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1.0,1079,179.94919562021087,32.29624552137207,0.8455145745913034
164,250411_mACmChPOLR2A_Inhibitors,L07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1.0,1044,185.72704839154275,38.07409829270395,0.9967785574208565
165,250411_mACmChPOLR2A_Inhibitors,L08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1.0,1233,185.1560560159338,37.50310591709501,0.9818299970614678
166,250411_mACmChPOLR2A_Inhibitors,L09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1.0,879,185.35058977114568,37.69763967230688,0.9869228839474299
167,250411_mACmChPOLR2A_Inhibitors,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,1.0,978,185.48660128252305,37.83365118368425,0.9904836605431385
168,250411_mACmChPOLR2A_Inhibitors,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1.0,1298,181.08434657574475,33.431396476905945,0.8752327867788469
169,250411_mACmChPOLR2A_Inhibitors,L12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1.0,784,186.60874330317418,38.95579320433538,1.019861299271888
170,250411_mACmChPOLR2A_Inhibitors,L13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1.0,879,188.56158092593904,40.90863082710024,1.0709865197178767
171,250411_mACmChPOLR2A_Inhibitors,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1.0,839,182.8784689833783,35.2255188845395,0.9222028484614396
172,250411_mACmChPOLR2A_Inhibitors,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1.0,674,188.12973697302075,40.476786874181954,1.0596808601823153
181,250411_mACmChPOLR2A_Inhibitors,M04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,0.5,856,180.1785079053354,32.52555780649661,0.8515179621701267
182,250411_mACmChPOLR2A_Inhibitors,M05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,0.5,1149,177.70995635947838,30.057006260639582,0.7868913693121178
183,250411_mACmChPOLR2A_Inhibitors,M06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,0.5,999,179.2496041749925,31.596654076153698,0.8271992951016149
184,250411_mACmChPOLR2A_Inhibitors,M07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,0.5,800,184.4654965524279,36.81254645358911,0.9637511745361123
185,250411_mACmChPOLR2A_Inhibitors,M08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,0.5,1203,179.21440517929003,31.561455080451225,0.8262777866291294
186,250411_mACmChPOLR2A_Inhibitors,M09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,0.5,930,183.42987206687403,35.776921968035225,0.9366385618406218
