,EXPERIMENT,WELL,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,TotalNumberCells,RFP_561_Intensity_BGS,RFP_561_Intensity_NORM,RFP_561_Intensity_NORM2,TIME_MIN,TIME_HOUR
153,250407_mACmChPOLR2A_Inhibitors,K16,182.8601487504254,224.29520325650583,310.7755360703325,1466.3632760898283,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,757,45.514174346040136,0.680893102210002,0.9992373083231468,120,2.0
154,250407_mACmChPOLR2A_Inhibitors,K17,172.6783014054051,183.22573479025158,286.29164775041835,1644.5909893992932,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,1132,35.33232700101985,0.5285724301426484,0.7757007533712185,120,2.0
155,250407_mACmChPOLR2A_Inhibitors,K18,177.2315110476446,218.25113255889258,307.499837463428,1497.5185185185185,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,756,39.88553664325934,0.5966885518313784,0.8756638310830354,120,2.0
156,250407_mACmChPOLR2A_Inhibitors,K19,182.05544986050637,189.90749249302596,311.1515780129667,1508.5961904761905,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,1050,44.70947545612111,0.6688547881820209,0.9815706107651526,120,2.0
157,250407_mACmChPOLR2A_Inhibitors,K20,170.04620480239433,212.9882938181885,287.8079203257242,1725.1406874500399,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,1251,32.70023039800907,0.4891962040089024,0.7179145985605728,120,2.0
158,250407_mACmChPOLR2A_Inhibitors,K21,181.47983270395835,185.2315506492955,337.7824739986344,1396.254509018036,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,499,44.13385829957309,0.6602435421902241,0.9689332698400897,120,2.0
167,250407_mACmChPOLR2A_Inhibitors,L10,180.01223998425831,229.3556637451327,288.60086045072933,1521.0539215686274,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,1020,42.666265579873055,0.6382883211177734,0.9367131225998421,240,4.0
168,250407_mACmChPOLR2A_Inhibitors,L11,170.57256535841287,180.12288412144636,271.524788890214,1664.5929919137466,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,1113,33.226590954027614,0.49707057011611994,0.7294705393803409,240,4.0
169,250407_mACmChPOLR2A_Inhibitors,L12,165.97389673046993,229.711989049931,288.309633316885,1610.1625683060108,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,732,28.627922326084672,0.4282743809485512,0.6285094359948503,240,4.0
170,250407_mACmChPOLR2A_Inhibitors,L13,184.63589309817,182.00310173246774,281.0021803896539,1607.6764705882354,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,782,47.28991869378473,0.707458278774012,1.0382227458885924,240,4.0
171,250407_mACmChPOLR2A_Inhibitors,L14,164.51224974251178,207.08453669869849,272.9475412401658,1668.18718381113,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,1186,27.166275338126525,0.4064081081606473,0.596419823847618,240,4.0
172,250407_mACmChPOLR2A_Inhibitors,L15,171.05904035900605,178.6183527692964,291.99340566371507,1582.2757619738752,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,689,33.71306595462079,0.5043482473905253,0.7401508159566756,240,4.0
173,250407_mACmChPOLR2A_Inhibitors,L16,182.282917595137,211.0105982080079,297.93629010598863,1557.554347826087,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,1012,44.93694319075175,0.6722577107596731,0.9865645329915471,240,4.0
174,250407_mACmChPOLR2A_Inhibitors,L17,169.71532242566934,179.96124796612915,281.9343322123712,1681.3242424242424,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,990,32.36934802128408,0.48424619599069707,0.7106502678275469,240,4.0
175,250407_mACmChPOLR2A_Inhibitors,L18,170.7883710216281,202.17556978877298,302.43339524936505,1598.9357798165138,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,763,33.44239661724285,0.5002990278353335,0.7342084275905627,240,4.0
176,250407_mACmChPOLR2A_Inhibitors,L19,186.0495734000777,184.78145029112815,304.50171583477527,1472.2388235294118,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,850,48.70359899569243,0.728606968827814,1.0692592772550151,240,4.0
177,250407_mACmChPOLR2A_Inhibitors,L20,168.3561994385063,198.67954935715102,291.0630349079995,1707.3075,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,1200,31.01022503412105,0.4639136846288849,0.6808115106736217,240,4.0
178,250407_mACmChPOLR2A_Inhibitors,L21,175.5623700141356,181.17107999219013,322.56160354822595,1549.6544117647059,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,544,38.21639560975035,0.5717181633169962,0.8390188074722675,240,4.0
187,250407_mACmChPOLR2A_Inhibitors,M10,175.75310339157508,253.8603235430153,277.3964158040636,1580.9127310061601,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,974,38.40712898718982,0.5745715390603937,0.8432062481853733,480,8.0
188,250407_mACmChPOLR2A_Inhibitors,M11,162.64796528272217,179.68260494044793,267.5305459565138,1689.2781954887218,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,931,25.30199087833691,0.37851836947007855,0.555490539458415,480,8.0
189,250407_mACmChPOLR2A_Inhibitors,M12,157.95559996284177,210.01998021843963,285.5193786913632,1623.8959537572255,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,519,20.609625558456514,0.3083204756213469,0.4524723795274504,480,8.0
190,250407_mACmChPOLR2A_Inhibitors,M13,190.08278696831664,183.59020249179224,285.78473313461836,1504.0549222797927,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,965,52.73681256393138,0.7889439372077011,1.1578061426595967,480,8.0
191,250407_mACmChPOLR2A_Inhibitors,M14,158.2357667739046,196.78342264842655,269.7911285785837,1728.1253333333334,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,1125,20.88979236951934,0.312511777602802,0.45862327942161174,480,8.0
192,250407_mACmChPOLR2A_Inhibitors,M15,162.44474374409376,177.93497290361734,289.0178535757369,1584.9840909090908,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,440,25.098769339708497,0.3754781705461003,0.5510289284071314,480,8.0
193,250407_mACmChPOLR2A_Inhibitors,M16,186.47205938570949,223.1179066516537,296.0341672969508,1493.7616387337057,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,1074,49.126084981324226,0.7349273689565732,1.0785347121091617,480,8.0
194,250407_mACmChPOLR2A_Inhibitors,M17,165.79256789173357,180.48592862608845,284.16491538172454,1701.8724324324323,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,925,28.44659348734831,0.4255616973219376,0.6245284664761525,480,8.0
195,250407_mACmChPOLR2A_Inhibitors,M18,161.03798917538433,190.24913872582306,292.296154455401,1629.5625,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,608,23.692014770999066,0.35443308962132697,0.520144447497487,480,8.0
196,250407_mACmChPOLR2A_Inhibitors,M19,192.551526720539,184.21818112159312,303.32283043392255,1520.6033755274261,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,948,55.20555231615373,0.8258763410707203,1.2120058925266541,480,8.0
197,250407_mACmChPOLR2A_Inhibitors,M20,158.33563143681647,198.18737693549582,278.99586743976346,1752.2136616362193,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,1259,20.98965703243121,0.3140057552725768,0.4608157501935953,480,8.0
198,250407_mACmChPOLR2A_Inhibitors,M21,162.83681935356265,179.39862841038178,301.7803324187871,1617.5068493150684,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,365,25.490844949177387,0.381343630743235,0.5596367210847752,480,8.0
1,250411_mACmChPOLR2A_Inhibitors,D04,181.54482984015618,266.5715056619314,306.1678561376766,1504.39222614841,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,849,33.89187974131738,0.5443048031510201,0.8872882224844493,480,8.0
2,250411_mACmChPOLR2A_Inhibitors,D05,170.37968567202307,241.51958365778754,344.1911879508899,1676.7650727650728,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,481,22.72673557318427,0.3649921877111711,0.5949851399071721,480,8.0
3,250411_mACmChPOLR2A_Inhibitors,D06,173.94051497996327,242.27029516733273,365.08463375128065,1388.9967426710098,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,307,26.287564881124467,0.42217923399795326,0.68820752625245,480,8.0
4,250411_mACmChPOLR2A_Inhibitors,D07,202.71615709563767,205.20342868117507,343.1985473562717,1411.2260183968463,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,761,55.06320699679887,0.8843170775422885,1.4415528272078035,480,8.0
5,250411_mACmChPOLR2A_Inhibitors,D08,174.6041767693587,202.5010079799324,314.65147679895773,1714.483082706767,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,532,26.9512266705199,0.4328376661177674,0.7055821686133353,480,8.0
6,250411_mACmChPOLR2A_Inhibitors,D09,175.16932550108706,198.2939187575277,344.6219310882292,1590.357142857143,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,350,27.516375402248258,0.44191397500126206,0.7203777425809628,480,8.0
7,250411_mACmChPOLR2A_Inhibitors,D10,192.7618906591185,217.37952123059455,334.9539285625169,1494.2408963585435,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,714,45.108940560279706,0.7244512018636041,1.180950481158868,480,8.0
8,250411_mACmChPOLR2A_Inhibitors,D11,175.29339974870337,215.5558657692567,348.7985913457288,1594.2463465553235,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,479,27.640449649864564,0.4439066118641438,0.7236260020302419,480,8.0
9,250411_mACmChPOLR2A_Inhibitors,D12,176.2778413852243,213.61048138262328,352.85869253971197,1352.7162790697676,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Cycloheximide 50 µg/mL,480,215,28.62489128638549,0.4597167798238441,0.7493986495338703,480,8.0
10,250411_mACmChPOLR2A_Inhibitors,D13,204.88330628282188,206.26790560069563,356.40452833484363,1537.8138686131388,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Vehicle,480,548,57.230356183983076,0.9191215711476156,1.4982887168908747,480,8.0
11,250411_mACmChPOLR2A_Inhibitors,D14,177.7294804188858,205.93366293627437,329.44012014860914,1615.422116527943,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Leptomycin 10 ng/mL,480,841,30.076530320047,0.48303015472350236,0.7874025085023754,480,8.0
12,250411_mACmChPOLR2A_Inhibitors,D15,177.0032285178229,197.61519053558703,334.73564667795006,1552.3260869565217,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Cycloheximide 50 µg/mL,480,230,29.35027841898409,0.47136652316741046,0.7683892592140958,480,8.0
21,250411_mACmChPOLR2A_Inhibitors,E04,184.15019377127112,243.5709743392653,286.0824306009274,1493.656798245614,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,912,36.49724367243232,0.5861470412471701,0.9554965587882595,240,4.0
22,250411_mACmChPOLR2A_Inhibitors,E05,173.01225210700883,244.37224583057738,285.57305492349167,1604.8424068767908,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,698,25.359302008170033,0.40727129899428016,0.6639056368078832,240,4.0
23,250411_mACmChPOLR2A_Inhibitors,E06,175.12347759060955,248.4693754425249,295.2266929259526,1601.3983402489628,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,482,27.470527491770753,0.4411776559160471,0.7191774458932987,240,4.0
24,250411_mACmChPOLR2A_Inhibitors,E07,192.74550145747085,202.61681365489216,312.36992401158216,1492.150891632373,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,729,45.09255135863205,0.7241879906978406,1.1805214124347703,240,4.0
25,250411_mACmChPOLR2A_Inhibitors,E08,179.51705596410704,202.93414456766547,298.03907062570613,1612.7284345047924,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,939,31.864105865268243,0.5117386820369952,0.8342011735567196,240,4.0
26,250411_mACmChPOLR2A_Inhibitors,E09,181.26483254189253,202.42286371690645,332.2828006852533,1435.493810178817,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,727,33.61188244305373,0.5398080365072857,0.8799579030399973,240,4.0
27,250411_mACmChPOLR2A_Inhibitors,E10,188.46546951736957,223.26692511096152,315.53493446513784,1503.5045751633986,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Vehicle,240,765,40.81251941853077,0.6554505243661383,1.068470326413729,240,4.0
28,250411_mACmChPOLR2A_Inhibitors,E11,176.87948593552267,217.7304335823269,314.0468168040951,1710.7654320987654,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Leptomycin 10 ng/mL,240,729,29.226535836683865,0.4693792128613901,0.7651496827511547,240,4.0
29,250411_mACmChPOLR2A_Inhibitors,E12,176.9413192875972,221.05108211048955,324.83517509287736,1615.90866873065,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Cycloheximide 50 µg/mL,240,646,29.288369188758395,0.47037225871148686,0.7667684777389576,240,4.0
30,250411_mACmChPOLR2A_Inhibitors,E13,197.21478370824883,211.65756671832094,326.6157337614202,1558.1750321750321,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Vehicle,240,777,49.56183360941003,0.7959648238007394,1.2975270649492197,240,4.0
31,250411_mACmChPOLR2A_Inhibitors,E14,181.20559306304534,203.12178143066055,298.4917155083579,1649.5265625,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Leptomycin 10 ng/mL,240,1280,33.55264296420654,0.5388566483541707,0.8784070155622765,240,4.0
32,250411_mACmChPOLR2A_Inhibitors,E15,179.73232778116244,199.90685567538173,327.3987142308992,1532.2745098039215,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Cycloheximide 50 µg/mL,240,867,32.07937768232364,0.5151959551331067,0.839836982174122,240,4.0
41,250411_mACmChPOLR2A_Inhibitors,F04,180.78336710812724,242.37273932908934,279.0096812145315,1601.055693069307,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,808,33.130417009288436,0.532075684387844,0.8673531548768992,120,2.0
42,250411_mACmChPOLR2A_Inhibitors,F05,177.18520168167228,255.0083793819177,292.8200634228051,1746.7300303336704,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,989,29.53225158283348,0.47428901869978607,0.773153310258894,120,2.0
43,250411_mACmChPOLR2A_Inhibitors,F06,181.54376520649592,264.0206122238752,305.2282920952312,1409.951165371809,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,901,33.89081510765712,0.5442877050962854,0.8872603504125777,120,2.0
44,250411_mACmChPOLR2A_Inhibitors,F07,186.5109544288391,208.1234977564061,304.7926253579422,1549.0499375780275,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,801,38.85800433000031,0.6240609420048704,1.0173011899728532,120,2.0
45,250411_mACmChPOLR2A_Inhibitors,F08,179.830726031046,204.63345381375132,287.65424970794703,1781.4694800301431,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,1327,32.1777759322072,0.5167762345523087,0.8424130449036356,120,2.0
46,250411_mACmChPOLR2A_Inhibitors,F09,183.46932813759275,205.36827765928157,310.5162994705204,1437.3037825059102,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,846,35.81637803875395,0.5752123147716774,0.9376715203876675,120,2.0
47,250411_mACmChPOLR2A_Inhibitors,F10,187.48933494179846,228.7056723310598,313.89820275182933,1475.5976430976432,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Vehicle,120,594,39.83638484295966,0.6397737681029732,1.0429151574743023,120,2.0
48,250411_mACmChPOLR2A_Inhibitors,F11,178.12627366526996,240.91623901441963,295.3085286226051,1693.756052141527,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Leptomycin 10 ng/mL,120,1074,30.473323566431162,0.48940266847940034,0.7977905417706758,120,2.0
49,250411_mACmChPOLR2A_Inhibitors,F12,181.23955390085968,231.83429013187452,308.386841344551,1445.5397727272727,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Cycloheximide 50 µg/mL,120,880,33.586603802020875,0.5394020606264455,0.8792961091046931,120,2.0
50,250411_mACmChPOLR2A_Inhibitors,F13,189.4480220963481,209.63643262895587,319.10322897286346,1469.4720087815588,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Vehicle,120,911,41.7950719975093,0.6712303539940138,1.0941935184571776,120,2.0
51,250411_mACmChPOLR2A_Inhibitors,F14,181.26064299361988,205.32890930006383,300.93189757904037,1639.3170731707316,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Leptomycin 10 ng/mL,120,1107,33.60769289478108,0.5397407522118958,0.8798482208132155,120,2.0
52,250411_mACmChPOLR2A_Inhibitors,F15,183.6528767953841,205.4647772229084,318.54482408211135,1506.4756690997567,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Cycloheximide 50 µg/mL,120,822,35.99992669654529,0.578160112793218,0.9424768178085875,120,2.0
61,250411_mACmChPOLR2A_Inhibitors,G04,182.8158771798645,254.81474625840104,287.6694791120433,1457.1694581280788,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,1015,35.162927081025686,0.5647178689743401,0.9205641972415676,60,1.0
62,250411_mACmChPOLR2A_Inhibitors,G05,180.82113895099974,259.23774843931534,289.79412972848536,1689.5964285714285,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,840,33.16818885216094,0.5326823015379192,0.8683420203980242,60,1.0
63,250411_mACmChPOLR2A_Inhibitors,G06,180.2706066316686,263.0813003781743,288.68666065887066,1526.0730688935282,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,958,32.61765653282981,0.5238407327612988,0.8539291035941194,60,1.0
64,250411_mACmChPOLR2A_Inhibitors,G07,183.87404379495342,220.6463316714174,297.3260095029502,1508.08114374034,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1294,36.22109369611462,0.5817120627317554,0.948266962097364,60,1.0
65,250411_mACmChPOLR2A_Inhibitors,G08,179.94988041849723,212.77683419606953,282.01597033795923,1631.417259786477,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1124,32.29693031965843,0.5186898582846377,0.8455325025864131,60,1.0
66,250411_mACmChPOLR2A_Inhibitors,G09,184.60178233591182,221.0842566027481,310.57061927401725,1532.8883291351806,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1191,36.94883223707302,0.593399569777842,0.9673191315659468,60,1.0
67,250411_mACmChPOLR2A_Inhibitors,G10,187.54060682424932,244.51992061699104,309.4790108121674,1480.7563249001332,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Vehicle,60,751,39.88765672541052,0.6405971963724466,1.0442574535579212,60,1.0
68,250411_mACmChPOLR2A_Inhibitors,G11,181.96183898497307,241.80159137186544,297.8805890087456,1747.1107099879664,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Leptomycin 10 ng/mL,60,1662,34.30888888613427,0.5510019849601784,0.8982055072644156,60,1.0
69,250411_mACmChPOLR2A_Inhibitors,G12,186.5221692227028,241.86848406020158,315.8305428422245,1449.6565096952909,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Cycloheximide 50 µg/mL,60,1083,38.869219123863985,0.6242410519961997,1.0175947928827176,60,1.0
70,250411_mACmChPOLR2A_Inhibitors,G13,182.30990985767397,220.32693359742976,290.88271365322805,1584.4997251236944,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Vehicle,60,1819,34.65695975883517,0.5565920156487714,0.9073179904991797,60,1.0
71,250411_mACmChPOLR2A_Inhibitors,G14,179.72486911373252,212.97844540271308,302.50272773751294,1653.2514898688914,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Leptomycin 10 ng/mL,60,1678,32.07191901489372,0.5150761686669031,0.8396417145225044,60,1.0
72,250411_mACmChPOLR2A_Inhibitors,G15,184.32291464098114,221.4395948370009,313.64142711192056,1471.4459234608985,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Cycloheximide 50 µg/mL,60,1202,36.66996454214234,0.5889209446041141,0.9600183850971183,60,1.0
81,250411_mACmChPOLR2A_Inhibitors,H04,183.93339472027927,263.69121789378977,290.25237841896154,1410.8573551263,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,673,36.280444621440466,0.5826652407193113,0.9498207672399859,30,0.5
82,250411_mACmChPOLR2A_Inhibitors,H05,180.4739401387787,261.7331267367113,289.5315707027249,1671.4622641509434,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,1378,32.820990039939886,0.5271062761718825,0.8592523676760252,30,0.5
83,250411_mACmChPOLR2A_Inhibitors,H06,182.5588383526676,269.0441277676508,294.30593840177175,1519.652622527945,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,1163,34.905888253828806,0.560589816198648,0.9138349297641143,30,0.5
84,250411_mACmChPOLR2A_Inhibitors,H07,181.8000258865878,237.23509194048782,287.5733113992966,1591.6025166543302,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,1351,34.147075787749,0.5484032608015866,0.8939692460261246,30,0.5
85,250411_mACmChPOLR2A_Inhibitors,H08,179.53548234733503,226.55999837921746,275.44864642332846,1759.7642526964562,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,1947,31.882532248496233,0.5120346104119408,0.8346835756231135,30,0.5
86,250411_mACmChPOLR2A_Inhibitors,H09,182.32310593509115,241.14304656263636,292.0802007453547,1526.4931129476583,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,1452,34.67015583625235,0.5568039451249688,0.9076634633429589,30,0.5
87,250411_mACmChPOLR2A_Inhibitors,H10,183.94782872536055,260.6962752070279,299.8006379985073,1562.135251798561,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Vehicle,30,1390,36.29487862652175,0.582897051358155,0.9501986489865769,30,0.5
88,250411_mACmChPOLR2A_Inhibitors,H11,181.65870459809142,265.69027052075194,287.38996694991147,1752.9384035197988,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Leptomycin 10 ng/mL,30,1591,34.00575449925262,0.5461336358441282,0.8902694596517411,30,0.5
89,250411_mACmChPOLR2A_Inhibitors,H12,180.04407747963884,255.61863930700318,281.30334244601573,1666.5731852439508,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Cycloheximide 50 µg/mL,30,2521,32.39112738080004,0.5202026664620957,0.847998578342067,30,0.5
90,250411_mACmChPOLR2A_Inhibitors,H13,182.10485568233563,239.41781246552154,286.78925931342707,1575.968044077135,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Vehicle,30,1815,34.451905583496824,0.553298838244782,0.9019496793834297,30,0.5
91,250411_mACmChPOLR2A_Inhibitors,H14,180.26264230651304,227.19200768510655,288.9197150939418,1765.4838095238094,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Leptomycin 10 ng/mL,30,1575,32.60969220767424,0.5237128254139012,0.8537205978409859,30,0.5
92,250411_mACmChPOLR2A_Inhibitors,H15,185.07721507639016,239.49575462708287,304.35913892601815,1414.6999226604796,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Cycloheximide 50 µg/mL,30,1293,37.42426497755136,0.6010350366269155,0.9797659440304578,30,0.5
101,250411_mACmChPOLR2A_Inhibitors,I04,187.38677345334298,238.36285604970942,288.13162920808224,1486.8960328317373,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Vehicle,480,731,39.73382335450418,0.6381266269231176,1.0402301013050488,480,8.0
102,250411_mACmChPOLR2A_Inhibitors,I05,169.8060829411014,225.88797003891437,274.60057428871784,1651.8704200178731,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Leptomycin 10 ng/mL,480,1119,22.153132842262607,0.3557801072976854,0.579968240537284,480,8.0
