,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
25,D09,1378.8937031578614,283.64451480401726,589.2552149376378,438.45303969584455,1629.5800430725053,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2786,250908_mACmChPOLR2A_ARMC5
26,D10,1229.5498911447598,302.1108016200253,295.7739800062939,422.6719449085152,1694.847503373819,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2964,250908_mACmChPOLR2A_ARMC5
27,D11,1271.2014779388564,303.5159876140997,309.6577066252773,430.06680471332385,1605.2410423452768,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2456,250908_mACmChPOLR2A_ARMC5
28,D12,1290.1463051816997,298.1426608700533,315.87341116281135,436.4685570997221,1586.75,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2012,250908_mACmChPOLR2A_ARMC5
29,D13,1195.7305907374498,284.7138398571581,331.8605364761385,434.4130952676109,1641.4532185628743,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2672,250908_mACmChPOLR2A_ARMC5
30,D14,1175.8209374767766,281.0307265497848,404.3991925172659,444.40037936567194,1617.1882315722873,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3161,250908_mACmChPOLR2A_ARMC5
31,D15,1370.8991008856149,284.7804287585085,554.638650503195,425.4427551434571,1564.0192429022081,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3170,250908_mACmChPOLR2A_ARMC5
32,D16,1258.29403380167,297.6831589439392,287.8760935381457,409.20648451406754,1681.4382381104372,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3133,250908_mACmChPOLR2A_ARMC5
33,D17,1242.8598059770927,296.3630487126913,298.05584767943407,426.19029987098656,1581.277042298999,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3097,250908_mACmChPOLR2A_ARMC5
34,D18,1186.9052175473344,281.6301732363538,302.8180368211982,420.6201854906942,1598.9312261201806,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2879,250908_mACmChPOLR2A_ARMC5
35,D19,1244.7583159267185,285.3345437854823,327.5343396434725,424.7799698420177,1529.7423214998005,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2507,250908_mACmChPOLR2A_ARMC5
36,D20,1196.887268621092,275.2755515296808,393.78580519576116,417.24373681946656,1606.772846934938,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2659,250908_mACmChPOLR2A_ARMC5
37,D21,1317.161609019159,280.88805822056196,532.6885730780872,423.8135244988559,1581.266142384106,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2416,250908_mACmChPOLR2A_ARMC5
38,D22,882.7270096942229,146.31661188679976,241.63218129251072,365.1856114439795,1703.2808961695978,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,4151,250908_mACmChPOLR2A_ARMC5
39,E03,840.8744880555013,150.0484441815992,250.98385988571917,389.43373865794376,1579.4266309940317,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,4859,250908_mACmChPOLR2A_ARMC5
40,E04,933.5140235602504,260.9863870958387,275.5761044138482,458.83371236307863,1693.0501697472653,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2651,250908_mACmChPOLR2A_ARMC5
41,E05,1008.1910213386627,268.01050945011116,284.47082765524317,472.32329422816565,1643.5541427399507,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2438,250908_mACmChPOLR2A_ARMC5
42,E06,969.2372469017259,254.47208143317286,289.09308924368094,470.0243643520208,1585.4802431610942,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2303,250908_mACmChPOLR2A_ARMC5
43,E07,814.9284846980779,245.19386315519682,292.69447688026094,455.19381160789095,1646.9781675017896,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2794,250908_mACmChPOLR2A_ARMC5
44,E08,823.3415088384962,237.15994001943895,337.2654773425599,442.1578394070775,1679.9461077844312,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2672,250908_mACmChPOLR2A_ARMC5
45,E09,830.1546658897332,230.2155500852652,375.92300695986506,423.9709583337392,1693.5845045045046,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2775,250908_mACmChPOLR2A_ARMC5
46,E10,888.1189008270013,256.0905009996728,276.68856604376066,433.90300818409463,1745.9108502538072,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3152,250908_mACmChPOLR2A_ARMC5
47,E11,906.3813386970498,255.41234393204778,278.80692515584616,418.4976200481275,1695.132562882393,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2942,250908_mACmChPOLR2A_ARMC5
48,E12,908.8027902192485,252.18959401932167,286.3822958651141,454.0043605824506,1670.9718196457327,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2484,250908_mACmChPOLR2A_ARMC5
49,E13,967.9986091969524,240.9540828236504,288.43991259537904,441.8280134077605,1615.2381117667476,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2881,250908_mACmChPOLR2A_ARMC5
50,E14,842.4694208125783,234.82357065315136,320.37707468647335,414.9697350527344,1639.7951482479784,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2968,250908_mACmChPOLR2A_ARMC5
51,E15,851.1947382567072,236.25273772029135,385.225649315382,445.6959524948508,1639.2581471988283,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2731,250908_mACmChPOLR2A_ARMC5
52,E16,860.6929037001053,249.44224031928903,265.1081620183184,400.06701236723467,1713.4057971014493,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2967,250908_mACmChPOLR2A_ARMC5
53,E17,921.5969862939538,255.46600578519795,272.0384977352745,428.5679899680222,1637.4194915254238,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2596,250908_mACmChPOLR2A_ARMC5
54,E18,848.228660916789,244.24709472454012,272.01927166670407,425.2831321653245,1675.7494073823232,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2953,250908_mACmChPOLR2A_ARMC5
55,E19,850.8573788509199,239.05831784472477,280.5461007663368,435.9285416652437,1593.2771040058801,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2721,250908_mACmChPOLR2A_ARMC5
56,E20,821.6543438435211,230.52296346016578,311.4345065565767,441.3700468366235,1631.4421985815602,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2820,250908_mACmChPOLR2A_ARMC5
57,E21,848.5281179890991,227.86906125564636,359.603452400233,427.8041871145346,1682.607879234168,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2716,250908_mACmChPOLR2A_ARMC5
58,E22,888.3461612462021,146.52546184984908,239.09731668456936,375.0392585096684,1576.896909195623,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,5209,250908_mACmChPOLR2A_ARMC5
59,F03,823.8928711677105,149.4265330201424,249.95212173552747,374.95565359586317,1622.7777313557551,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,4787,250908_mACmChPOLR2A_ARMC5
60,F04,1482.3390224842803,258.56845741097226,856.4346234446641,415.09783755239914,1653.0120403514481,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3073,250908_mACmChPOLR2A_ARMC5
61,F05,1622.7055848467362,268.05617908644126,890.2189704180716,445.5838616255369,1626.2326916582235,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2961,250908_mACmChPOLR2A_ARMC5
62,F06,1627.5731205933714,269.72046165698094,897.9203370661636,450.01203329704157,1563.508461827755,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2659,250908_mACmChPOLR2A_ARMC5
63,F07,1547.8855980895758,267.3517662223018,898.4751551842044,446.1067751217853,1588.6983503534957,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2546,250908_mACmChPOLR2A_ARMC5
64,F08,1645.7772414059655,275.3936136946141,929.7268103230127,454.08102943116603,1553.7701812191103,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2428,250908_mACmChPOLR2A_ARMC5
65,F09,1478.2940861405882,268.52632609498585,897.1370772785752,423.74369995227494,1602.2188498402556,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3130,250908_mACmChPOLR2A_ARMC5
66,F10,1517.0873110738764,259.95347949791375,855.6535687534672,424.48958430491894,1632.3379310344828,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3045,250908_mACmChPOLR2A_ARMC5
67,F11,1643.472942062366,275.485274393849,973.7265111834848,432.0100184744194,1582.4962891255243,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3099,250908_mACmChPOLR2A_ARMC5
68,F12,1656.321438859856,272.74927885572674,925.971162989575,441.72023993236417,1606.8719135802469,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2592,250908_mACmChPOLR2A_ARMC5
69,F13,1607.3445440832709,273.44000640517004,917.6851307080007,427.9158773199327,1602.2011811023622,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2540,250908_mACmChPOLR2A_ARMC5
70,F14,1568.629419343875,271.48231078470525,906.092754425204,421.0133581447953,1647.2125681308112,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3119,250908_mACmChPOLR2A_ARMC5
71,F15,1573.3664446262314,276.1340847593889,952.3580991810251,432.1999865664301,1573.400299850075,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2668,250908_mACmChPOLR2A_ARMC5
72,F16,1497.6574854109779,258.0892786856319,808.4161154461224,414.80834542434224,1633.7970762269406,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2873,250908_mACmChPOLR2A_ARMC5
73,F17,1560.275554005542,265.1169797456672,867.558119537481,425.73227516322993,1617.1635197719986,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2807,250908_mACmChPOLR2A_ARMC5
74,F18,1641.4045317490693,270.71030285288884,888.5126882261225,421.7401830774836,1609.9246776084408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3412,250908_mACmChPOLR2A_ARMC5
75,F19,1576.984368787567,269.1312201139252,889.4652746314607,399.3276202779034,1611.0643844221106,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3184,250908_mACmChPOLR2A_ARMC5
76,F20,1563.667655892984,270.36799576835716,878.2128823736639,420.673447388106,1602.4288557213931,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3015,250908_mACmChPOLR2A_ARMC5
77,F21,1551.866961743116,266.0560251927049,869.2716267879601,418.67746939049414,1625.1111972103836,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2581,250908_mACmChPOLR2A_ARMC5
78,F22,875.0028786865529,146.52222018981962,239.2104208991109,361.6489820562476,1624.6652397260275,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,4672,250908_mACmChPOLR2A_ARMC5
79,G03,744.8154988488284,148.0855510959306,245.7547892822923,383.06560132562373,1638.421285051888,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,4529,250908_mACmChPOLR2A_ARMC5
80,G04,959.6649102199492,224.43085949642466,539.9354033727743,420.9477141151033,1661.0444817456987,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2383,250908_mACmChPOLR2A_ARMC5
81,G05,1057.7252520367886,230.7220959440129,546.7534270878507,442.9297624004538,1628.2563780844835,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2391,250908_mACmChPOLR2A_ARMC5
82,G06,1002.3553376753177,229.1721608018327,546.078942975549,436.7155830002385,1695.311996206733,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2109,250908_mACmChPOLR2A_ARMC5
83,G07,933.2012602421552,223.93998632281514,539.7165776964495,412.6567345524619,1689.9017094017095,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3042,250908_mACmChPOLR2A_ARMC5
84,G08,939.0182723461197,224.71185713517536,530.5223068665931,407.8115972621843,1720.2607076350093,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2685,250908_mACmChPOLR2A_ARMC5
85,G09,861.3892547652464,220.4703287876302,507.8766904065081,400.4769385413158,1665.9454545454546,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2585,250908_mACmChPOLR2A_ARMC5
86,G10,938.4926471524296,223.962098875711,532.8058224076756,406.3684128108376,1635.9965048543688,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2575,250908_mACmChPOLR2A_ARMC5
87,G11,923.7536929706783,226.73930134447417,536.8193461251454,426.26190178837805,1671.7647787062829,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3231,250908_mACmChPOLR2A_ARMC5
88,G12,940.8612534056308,221.08631535739383,532.4724284520559,415.21592194183535,1689.3777173913043,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2576,250908_mACmChPOLR2A_ARMC5
89,G13,941.3931220476505,223.4719023220622,527.0036259349271,416.26400360216013,1718.6605790645879,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2245,250908_mACmChPOLR2A_ARMC5
90,G14,903.149069804359,222.50414081893774,535.3740711365976,405.0395663128897,1679.6556970983722,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2826,250908_mACmChPOLR2A_ARMC5
91,G15,893.8916642886722,225.16654041471688,539.0764014386635,425.31628521539375,1621.3077485380118,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2736,250908_mACmChPOLR2A_ARMC5
92,G16,932.1981576903622,220.75144426394138,545.0655087405361,400.88246583398063,1617.230083234245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3364,250908_mACmChPOLR2A_ARMC5
93,G17,976.1780150278177,225.53332103530803,534.5571526860517,436.1995386762145,1652.989851395433,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2759,250908_mACmChPOLR2A_ARMC5
94,G18,979.2862660431562,224.06993409432368,528.6283853762078,413.39762915191466,1619.8256963162623,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2226,250908_mACmChPOLR2A_ARMC5
95,G19,967.4192466032983,227.9536411228492,529.0830236584488,441.9971593268403,1611.321441843181,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2691,250908_mACmChPOLR2A_ARMC5
96,G20,878.7914198390126,218.09447990658322,519.1028788441689,400.14486335418627,1659.2651349380014,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2742,250908_mACmChPOLR2A_ARMC5
97,G21,962.0745779127608,225.6447689411017,526.613210708761,428.134143598707,1619.620190131281,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2209,250908_mACmChPOLR2A_ARMC5
98,G22,801.8730824314321,147.4485016600553,237.50813110892176,369.84033785391426,1581.8666666666666,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,5235,250908_mACmChPOLR2A_ARMC5
99,H03,764.7833934745598,147.72155216273597,248.13339432658321,365.85395101606457,1564.2513305736252,HCT116,Media only,1440,No transfection,Total Pol II (F12),Goat anti-mouse Alexa647,5073,250908_mACmChPOLR2A_ARMC5
100,H04,1054.2879104238332,290.03871659510145,292.1163077081138,407.8839819154056,1657.1336845571288,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3037,250908_mACmChPOLR2A_ARMC5
