,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
93,G16,360.16229816912875,250.38657046029826,449.7461466585533,1661.869076305221,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2634,164.30717905096728,1552.5648484848484,250203_ARMC5mAC_TotalPolII
94,G17,608.2678933021059,250.8423357891225,508.54942789470607,1544.663802978236,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2669,161.5706638596866,1468.767012687428,250203_ARMC5mAC_TotalPolII
95,G18,520.4702927764642,247.34332994506875,446.05813764331316,1543.0248275862068,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,4285,160.7731240453232,1430.6074020319304,250203_ARMC5mAC_TotalPolII
96,G19,376.44472670691357,244.16256198673685,446.6904084631134,1712.8051470588234,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1998,163.96596671113707,1637.6296487603306,250203_ARMC5mAC_TotalPolII
97,G20,391.9750183282208,284.12131168023325,471.10183218868445,1571.6813271604938,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2083,156.24707633531014,1514.6076742364917,250203_ARMC5mAC_TotalPolII
98,G21,371.3262105975285,295.35237222710094,451.4824315216674,1511.7748117727583,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3296,160.15485567694415,1406.4334277620396,250203_ARMC5mAC_TotalPolII
99,G22,375.1847695674385,243.95923557624403,441.9079758200592,1689.1739974126779,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4345,167.64770610932098,1581.1476038338658,250203_ARMC5mAC_TotalPolII
100,H03,365.2193412264134,252.91521876067273,406.7887636504678,1733.1660323501428,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3548,155.52384452335158,1617.1937911571026,250203_ARMC5mAC_TotalPolII
101,H04,363.3353242701308,251.8974490950422,425.0501089189259,1755.572920175143,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1540,165.2276428907221,1617.8341845420498,250203_ARMC5mAC_TotalPolII
102,H05,610.8696838213879,251.2931000937479,461.2029698418646,1706.0788819875777,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2267,154.689849713104,1627.7610180012414,250203_ARMC5mAC_TotalPolII
103,H06,540.253525326456,252.78148132055054,414.2097212187988,1641.0333222259246,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4300,158.68994004421566,1502.3319755600814,250203_ARMC5mAC_TotalPolII
104,H07,348.8018859793065,247.82290386339812,419.06179972663375,1740.5794314381271,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2111,164.46139008586132,1602.3862967633459,250203_ARMC5mAC_TotalPolII
105,H08,394.93238214230917,289.7585406643927,476.4638868608476,1617.1206115515288,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1997,159.4351014859179,1519.15625,250203_ARMC5mAC_TotalPolII
106,H09,353.8980328743295,292.0796033975994,404.93198385606865,1537.9063010120797,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,4354,155.0055819118246,1427.1153712094806,250203_ARMC5mAC_TotalPolII
107,H10,360.2562522966236,243.57300212373252,425.9689257567568,1719.8497928176796,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1850,162.93050259009996,1618.2022354173944,250203_ARMC5mAC_TotalPolII
108,H11,640.9726978006405,246.1185774326545,463.47976094105957,1712.1152494729445,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2069,155.14874683383687,1645.5704323570433,250203_ARMC5mAC_TotalPolII
109,H12,567.6207863395234,247.77110992621968,415.6551641799876,1588.7348703170028,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4726,158.90913243920014,1467.0417721518988,250203_ARMC5mAC_TotalPolII
110,H13,352.4503453159327,244.42540248394022,413.9454671284171,1705.472334682861,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2440,161.40044499805686,1605.8822519739101,250203_ARMC5mAC_TotalPolII
111,H14,425.9567665263146,292.6238141791287,480.2167639408929,1559.944068838353,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2552,161.73675633328878,1486.3234932349324,250203_ARMC5mAC_TotalPolII
112,H15,366.4272601497993,296.6951138188747,407.637896924485,1505.213849287169,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,3852,156.64092111323944,1390.0294871794872,250203_ARMC5mAC_TotalPolII
113,H16,367.89172243061404,248.35754201835002,430.62831146008114,1673.3577209452897,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,1890,160.98104820951002,1587.7865353037766,250203_ARMC5mAC_TotalPolII
114,H17,612.1572644961002,247.05373826646672,459.3356226487163,1734.1099026903262,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,2103,157.36736055549474,1635.1330301307562,250203_ARMC5mAC_TotalPolII
115,H18,597.9227811111344,250.31099715395945,437.6988843427039,1578.4404913172384,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,72,Total Pol II F12,Goat anti-mouse Alexa647,4046,160.70675426865694,1467.6134490238612,250203_ARMC5mAC_TotalPolII
116,H19,351.1254013845174,241.72070082489384,420.9788761215597,1644.3108665749655,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,1689,162.55246853761352,1547.5902025435705,250203_ARMC5mAC_TotalPolII
117,H20,414.5371271223794,287.98047354503143,484.4499991927909,1589.0755523877406,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,2001,156.14207953189336,1542.382932166302,250203_ARMC5mAC_TotalPolII
118,H21,358.7906501780643,289.53272246529855,420.4045101920951,1528.126685592619,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,Total Pol II F12,Goat anti-mouse Alexa647,3486,218.87884373438655,1462.1507246376812,250203_ARMC5mAC_TotalPolII
119,H22,376.3258458332255,242.4111675611046,433.15758959678334,1744.2545362903227,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4338,165.827580302335,1656.5292646323162,250203_ARMC5mAC_TotalPolII
120,I03,377.2642823891956,250.8629936399063,388.89340988556614,1744.235294117647,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4005,206.27036905347418,1674.0834014717907,250203_ARMC5mAC_TotalPolII
121,I04,420.1837848758184,249.10912219787969,416.3434732081401,1706.1815028901733,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1735,158.47309369099426,1576.837975676736,250203_ARMC5mAC_TotalPolII
122,I05,462.20643134976734,302.108984491496,477.0578132217996,1575.3956043956043,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1890,151.13199346647704,1513.0968399592252,250203_ARMC5mAC_TotalPolII
123,I06,417.9525750749406,300.7974114527705,415.25205655124716,1599.9982059562253,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4738,153.65270042528374,1456.4468085106382,250203_ARMC5mAC_TotalPolII
124,I07,383.5143013426688,245.15270026047997,407.6358389539095,1687.784300341297,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1700,162.61805420371843,1565.25201260063,250203_ARMC5mAC_TotalPolII
125,I08,507.778466754128,248.72743450021014,478.10941060466973,1559.3852728468114,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2593,157.89324054092216,1490.861855670103,250203_ARMC5mAC_TotalPolII
126,I09,461.9766579750362,248.04742366236093,396.82391162380975,1483.9081189442031,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,4801,162.06918971403576,1374.5556780595368,250203_ARMC5mAC_TotalPolII
127,I10,405.8475700703816,245.9042475050764,416.08281909168437,1656.6114210699047,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1858,156.8740174618877,1539.27443735304,250203_ARMC5mAC_TotalPolII
128,I11,447.7527713853328,297.93100691939316,486.2583181176365,1514.5963302752293,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2463,154.21433291049289,1470.2221518987342,250203_ARMC5mAC_TotalPolII
129,I12,452.17650105236265,298.5223109241723,418.78808393550895,1487.635960044395,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4711,154.13946949707253,1373.7124752475247,250203_ARMC5mAC_TotalPolII
130,I13,394.8472584865068,242.46282147175586,381.7928319958772,1672.7020825979528,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2368,159.2426955950476,1568.6017284839754,250203_ARMC5mAC_TotalPolII
131,I14,538.0726417169822,250.1161853878686,496.3790700319626,1565.2720632988435,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2470,154.99452939730782,1485.730527638191,250203_ARMC5mAC_TotalPolII
132,I15,460.2992719903232,248.71654092820725,417.57813878830893,1527.1763630825465,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,4293,157.00478850269207,1414.3860737676664,250203_ARMC5mAC_TotalPolII
133,I16,409.94136647656927,246.46312158382773,425.2068755334929,1653.8,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,1782,157.03112064782766,1551.367924528302,250203_ARMC5mAC_TotalPolII
134,I17,446.9102493286246,299.3142799830392,470.8261754517265,1583.184141546527,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,2647,154.0300590578755,1480.8710115410727,250203_ARMC5mAC_TotalPolII
135,I18,433.8424887428067,298.6405104517714,422.4860442800935,1521.209940652819,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,Total Pol II F12,Goat anti-mouse Alexa647,4281,153.00540866792622,1398.268095430651,250203_ARMC5mAC_TotalPolII
136,I19,414.88441170288684,242.7616053051433,414.90981333678894,1676.9393063583816,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,1791,162.54652494706423,1574.8921113689096,250203_ARMC5mAC_TotalPolII
137,I20,542.4858234661813,247.17723115058334,437.70766561811126,1577.5375,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,2109,157.40639275583217,1482.7619402985074,250203_ARMC5mAC_TotalPolII
138,I21,436.77831272921213,245.84696592027854,400.6359092236515,1536.6150487067518,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,Total Pol II F12,Goat anti-mouse Alexa647,3263,159.353511205804,1420.8915789473683,250203_ARMC5mAC_TotalPolII
139,I22,409.02439821667,242.72896792215883,415.9192555343084,1672.8880195599022,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4377,163.3562905181075,1581.52628992629,250203_ARMC5mAC_TotalPolII
140,J03,397.8096848598772,248.40364540671283,390.61295035914924,1797.9445161290323,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3937,152.18066096648383,1672.5878580589995,250203_ARMC5mAC_TotalPolII
141,J04,385.47775999414006,247.52457172803344,405.30388984776573,1681.5190350546552,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2256,160.48558805112003,1545.3513719512196,250203_ARMC5mAC_TotalPolII
142,J05,446.60519383834577,308.4408853516838,462.6100812234366,1624.7298761609907,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,1962,153.35075964269416,1524.292741935484,250203_ARMC5mAC_TotalPolII
143,J06,401.7597326514913,309.1392836691909,400.1581930709689,1555.001880288311,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,4534,155.51075639003056,1422.049488617618,250203_ARMC5mAC_TotalPolII
144,J07,393.1577494727508,243.41256794753647,400.13438458606106,1648.8533791523482,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1829,163.66217299641704,1536.5865943432777,250203_ARMC5mAC_TotalPolII
145,J08,570.2616973695907,245.69937200138148,444.3129612340258,1577.4737945492664,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2675,157.0003287561501,1517.367403314917,250203_ARMC5mAC_TotalPolII
146,J09,524.466996044492,248.18013635659588,404.85940024535427,1523.7116679132387,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,4705,160.29750316931143,1371.4460260972717,250203_ARMC5mAC_TotalPolII
147,J10,406.36972016995514,245.46272058805158,400.76435183781314,1674.441776166742,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2007,161.83880640296644,1573.9140832595217,250203_ARMC5mAC_TotalPolII
148,J11,476.13276316014276,311.8486896045092,483.0131887136781,1571.3179231863442,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2306,155.2560389676782,1497.3353338334584,250203_ARMC5mAC_TotalPolII
149,J12,437.14886902254807,308.04435314587437,401.3361192185961,1499.181124497992,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,4484,155.24464070173323,1364.8151187904969,250203_ARMC5mAC_TotalPolII
150,J13,404.1824347997577,241.79349949420057,399.8100912954772,1639.086943793911,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2520,163.61869398752202,1531.5337112171837,250203_ARMC5mAC_TotalPolII
151,J14,595.1523172039531,244.9673816056027,472.9876062751117,1700.496551724138,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2020,160.14535255486868,1629.7935483870967,250203_ARMC5mAC_TotalPolII
152,J15,508.70306216774287,247.95333855571366,408.4443572644588,1498.9386775027706,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3990,161.20431049314053,1375.82278978389,250203_ARMC5mAC_TotalPolII
153,J16,410.00539066607433,245.36395141638909,419.5486022203656,1578.1098430813124,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,1903,160.23061540027857,1474.2,250203_ARMC5mAC_TotalPolII
154,J17,439.0883496736882,305.9488107834517,465.93449018652564,1598.7287390029326,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,2421,156.19883533950517,1522.3771600300527,250203_ARMC5mAC_TotalPolII
155,J18,418.6619121111474,308.80874488481015,411.4829401417451,1503.9479166666667,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,Total Pol II F12,Goat anti-mouse Alexa647,3287,157.35188459423657,1368.886964886965,250203_ARMC5mAC_TotalPolII
156,J19,405.51176411823144,242.32860362580942,422.3723265438153,1611.5210962856113,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,1728,164.73490515351324,1501.1728066843905,250203_ARMC5mAC_TotalPolII
157,J20,590.7907850133014,245.59450601738376,452.2800568971607,1604.473297730307,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,2357,159.84981821021407,1511.0712365591398,250203_ARMC5mAC_TotalPolII
158,J21,532.2243053656788,245.13539713600858,429.6301767172925,1540.3298846000796,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,Total Pol II F12,Goat anti-mouse Alexa647,3461,233.11439269656648,1466.9792663476874,250203_ARMC5mAC_TotalPolII
159,J22,414.73995557734924,243.36736171232414,405.59941193176223,1662.846855983773,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4796,169.69664470792566,1535.7281407035175,250203_ARMC5mAC_TotalPolII
160,K03,369.1463415523594,249.85493143487912,409.4691781270513,1711.6174863387978,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,3992,152.09969828887148,1596.7970956030658,250203_ARMC5mAC_TotalPolII
161,K04,342.42816862036227,247.59468132184463,417.3525857691698,1684.3166074600356,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,1362,157.73833688649256,1572.734290843806,250203_ARMC5mAC_TotalPolII
162,K05,384.11042542859803,292.4249349625958,475.289915307105,1572.1,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2203,150.03910510634483,1488.705919796308,250203_ARMC5mAC_TotalPolII
163,K06,345.8579958833218,294.0380960105357,405.8378885468312,1568.4825620389001,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,4637,153.32160584279757,1420.086388384755,250203_ARMC5mAC_TotalPolII
164,K07,354.443951449127,243.67376534043083,407.40386620724377,1655.5255945183394,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,1583,161.35851134239834,1572.05368338558,250203_ARMC5mAC_TotalPolII
165,K08,590.8244040323744,246.82517318060235,484.4295885048292,1514.3470588235293,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2553,157.11423637124457,1452.9729532163742,250203_ARMC5mAC_TotalPolII
166,K09,494.84319140627656,247.2057314041174,399.4291887422451,1565.357805255023,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,4576,158.03164404950653,1441.1174363057326,250203_ARMC5mAC_TotalPolII
167,K10,372.86179792561387,246.15098022516864,418.30576818582836,1679.2718399219132,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2167,158.73995077902367,1566.8869778869778,250203_ARMC5mAC_TotalPolII
168,K11,406.41206460068156,296.7676758259384,479.3779337692296,1612.7583390061266,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2802,151.42866789701384,1535.9730290456432,250203_ARMC5mAC_TotalPolII
169,K12,374.37043707732124,296.73468123405485,412.78021171778596,1459.7762957317073,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,4300,154.29105549986434,1345.5083402835696,250203_ARMC5mAC_TotalPolII
170,K13,337.96233003303524,243.00051538438058,419.73701697136227,1656.3883892068684,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,1696,160.4456880954542,1537.0294361525705,250203_ARMC5mAC_TotalPolII
171,K14,539.1957268983291,244.35707966493558,468.4964443640495,1623.0304671631686,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2113,154.92776491135612,1531.4763231197771,250203_ARMC5mAC_TotalPolII
172,K15,465.57530912806345,246.39434898931623,394.158383598865,1569.4368866328257,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,4211,156.91891063563446,1438.7346348517715,250203_ARMC5mAC_TotalPolII
173,K16,350.94882934334055,244.98860457277917,432.66757532697244,1635.5304083405733,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2002,157.35698117863848,1534.2594524119947,250203_ARMC5mAC_TotalPolII
174,K17,381.71014258326807,293.7604158439945,468.57399118003843,1568.5894080996884,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,2564,150.98529317813794,1495.9876237623762,250203_ARMC5mAC_TotalPolII
175,K18,355.97600663167754,302.1138560301363,423.2914094783287,1540.7763849575415,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,Total Pol II F12,Goat anti-mouse Alexa647,4379,153.7976025253193,1441.6707062264938,250203_ARMC5mAC_TotalPolII
176,K19,345.9268451016723,242.58332810186351,418.87301891786217,1627.8970352564102,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2451,162.75451054306646,1524.4131568391497,250203_ARMC5mAC_TotalPolII
177,K20,564.6251999859542,244.95612059951742,469.11841235590754,1591.5915395284328,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2122,152.05143884369906,1529.1339031339032,250203_ARMC5mAC_TotalPolII
178,K21,500.7507563797126,248.38935366408126,429.68681432261644,1520.036569438398,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,Total Pol II F12,Goat anti-mouse Alexa647,2981,160.5457427132512,1399.8573388203017,250203_ARMC5mAC_TotalPolII
179,K22,323.9302131586865,241.9772086728309,405.8510471705334,1671.5035211267605,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4501,160.281189901207,1591.8405477031802,250203_ARMC5mAC_TotalPolII
180,L03,360.73781385342244,248.80955346254171,409.728167251714,1721.203524968527,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,4647,151.123387462668,1618.5503973232958,250203_ARMC5mAC_TotalPolII
181,L04,329.7053313118004,246.85000935024365,400.01374080385017,1698.5910482019892,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,1483,155.4717769222128,1580.1059047619049,250203_ARMC5mAC_TotalPolII
182,L05,372.0482740355709,288.0931898363306,452.7104224614187,1584.671586715867,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,2169,148.80030370685404,1498.5742697327532,250203_ARMC5mAC_TotalPolII
183,L06,347.5986696858402,291.2713560163618,399.9238897666524,1544.2114767255216,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,Total Pol II F12,Goat anti-mouse Alexa647,3994,150.46915511832773,1420.1219110378913,250203_ARMC5mAC_TotalPolII
184,L07,327.1852691179218,243.8028251480562,400.9550903496144,1686.2239484653278,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2339,157.7117670145268,1587.2406623026568,250203_ARMC5mAC_TotalPolII
185,L08,582.7959445886142,245.55772457326322,456.3347245040095,1694.9667306461931,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,Total Pol II F12,Goat anti-mouse Alexa647,2005,152.7180287555143,1613.6487575554063,250203_ARMC5mAC_TotalPolII
