,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity_BGS,IF_647_Intensity_FC,TIME_IN_AUXIN
85,G08,2882.5735741504354,320.863720269031,285.27828568982903,576.6632313156271,1230.6666666666667,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,87,251017_mACmChPOLR2A_7SK,57.578285689829045,0.20582520317621572,176.46372026903097,1.3134900335989197,2698.9839980250326,1.0647764549457104,8.0
86,G09,2983.312321031616,317.80766737777327,282.2327327323897,622.4175569055878,1300.0224719101125,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,267,251017_mACmChPOLR2A_7SK,54.53273273238972,0.19493825944840681,173.40766737777327,1.2907426098865644,2799.722744906213,1.1045189083497715,4.0
87,G10,3066.877076674924,310.1337665372903,287.2827131987281,615.7197940579159,1252.6050420168067,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,238,251017_mACmChPOLR2A_7SK,59.58271319872813,0.2129904338587268,165.73376653729028,1.2336226973207762,2883.2875005495207,1.1374860487023615,2.0
88,G11,3238.9087205996893,308.83282444243224,309.748480684405,646.8609321923999,1203.7340067340067,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,297,251017_mACmChPOLR2A_7SK,82.04848068440504,0.2932988539836053,164.43282444243223,1.223939265093006,3055.319144474286,1.205354270259337,1.0
89,G12,3188.0058611170607,301.15225204497546,342.8980254282375,595.7997916276056,1194.8140703517588,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,199,251017_mACmChPOLR2A_7SK,115.19802542823749,0.41179859221571496,156.75225204497545,1.1667696934608651,3004.4162849916574,1.1852725779239346,0.5
90,G13,3456.9061252496517,307.66726772302565,580.0514804435376,699.642280137047,1516.4825306893295,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1059,251017_mACmChPOLR2A_7SK,352.3514804435376,1.2595514816541744,163.26726772302564,1.2152635603521065,3273.316549124249,1.2913564488126017,0.0
91,G14,3667.8086068701077,305.14984077457746,562.6195411759743,672.6610106798252,1510.9634300126104,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,793,251017_mACmChPOLR2A_7SK,334.9195411759743,1.1972374964683414,160.74984077457745,1.1965253449157613,3484.2190307447045,1.3745596085510088,0.0
92,G15,3630.9278510778295,306.8262589482425,559.9766429998505,699.3222411033686,1468.7217125382263,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,981,251017_mACmChPOLR2A_7SK,332.2766429998505,1.1877899235238274,162.42625894824252,1.2090035957420282,3447.338274952426,1.360009777786189,0.0
93,G16,3538.5087908754845,302.0632416596201,554.6740266665315,662.7760173686682,1473.3662119622245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,953,251017_mACmChPOLR2A_7SK,326.97402666653153,1.1688346512176968,157.66324165962007,1.1735505534457027,3354.9192147500817,1.3235495248303826,0.0
94,G17,3760.164692179752,305.0564545244693,563.863144081336,679.4346843308597,1454.6707168894288,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,823,251017_mACmChPOLR2A_7SK,336.16314408133604,1.201683006048906,160.6564545244693,1.1958302337132705,3576.5751160543487,1.4109950172754122,0.0
95,G18,3468.2797568513024,338.4299760996792,275.47754060645707,649.7616672427871,1575.6248447204969,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,805,251017_mACmChPOLR2A_7SK,47.77754060645708,0.17079046179940416,194.0299760996792,1.444242700073529,3284.690180725899,1.295843461386787,8.0
96,G19,3516.405980580177,325.8294859152046,272.87511553876084,670.0746918900195,1466.410348977136,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,831,251017_mACmChPOLR2A_7SK,45.17511553876085,0.1614875681496185,181.4294859152046,1.3504522129947352,3332.816404454774,1.3148297428650961,4.0
97,G20,3324.069439050772,299.4924191953404,281.96103932473125,621.7640368068618,1470.7044088176353,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,998,251017_mACmChPOLR2A_7SK,54.26103932473126,0.19396703652707523,155.0924191953404,1.1544148938334295,3140.479862925369,1.2389510340635412,2.0
98,G21,3402.793740947051,304.83377026523476,321.4380076872877,664.0184574717902,1528.8119205298012,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,755,251017_mACmChPOLR2A_7SK,93.73800768728773,0.3350854275430053,160.43377026523476,1.194172705725659,3219.204164821648,1.2700085665100225,1.0
99,G22,3463.0655890893227,295.6033329879034,381.2433371922811,640.0286063109234,1472.3252647503782,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,661,251017_mACmChPOLR2A_7SK,153.54333719228111,0.5488716483189428,151.2033329879034,1.1254668700385801,3279.47601296392,1.2937864195261628,0.5
100,H03,2729.7526348992114,271.28804641534254,492.0623906852615,535.2241481778033,1634.8391131324615,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1759,251017_mACmChPOLR2A_7SK,264.3623906852615,0.9450167215477865,126.88804641534253,0.944478468975354,2546.163058773808,1.0044870504674095,0.0
101,H04,2629.0315559872306,272.4792426135933,483.56003245843885,513.512641881204,1600.890925756187,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2182,251017_mACmChPOLR2A_7SK,255.86003245843887,0.914623326042059,128.07924261359332,0.9533450186099076,2445.4419798618273,0.9647515672556964,0.0
102,H05,2791.1223516974587,282.336762105901,508.31216715269414,545.9822036128222,1592.7010428736965,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1726,251017_mACmChPOLR2A_7SK,280.61216715269416,1.0031048272096093,137.936762105901,1.0267184779782894,2607.5327755720555,1.0286980237600545,0.0
103,H06,2802.085251697445,278.95185949049477,504.2035139095505,533.6849593578373,1545.8413461538462,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2080,251017_mACmChPOLR2A_7SK,276.5035139095505,0.9884176169458964,134.55185949049476,1.0015232942699286,2618.4956755720423,1.0330229985677792,0.0
104,H07,2768.389960990204,280.5095595607868,511.54472471955165,547.4380559017549,1529.4276556776556,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2184,251017_mACmChPOLR2A_7SK,283.84472471955166,1.0146602566567697,136.10955956078678,1.0131178787802495,2584.8003848648013,1.01972986596163,0.0
105,H08,2608.921295713607,316.506974324145,269.0395293809767,559.1725868894771,1582.5627644569818,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2127,251017_mACmChPOLR2A_7SK,41.33952938097673,0.14777649129542778,172.106974324145,1.2810610313722532,2425.3317195882037,0.9568178664046156,8.0
106,H09,2749.5146218114437,305.05307942226074,272.97123264887074,569.5813174826116,1592.752306945119,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2059,251017_mACmChPOLR2A_7SK,45.27123264887075,0.16183115815894342,160.65307942226073,1.1958051114779091,2565.925045686041,1.01228335395883,4.0
107,H10,2834.4599160687167,295.80451650250563,284.63316848981316,563.5474780375196,1548.0524590163934,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1830,251017_mACmChPOLR2A_7SK,56.93316848981317,0.20351910154128647,151.40451650250563,1.126964359386258,2650.8703399433134,1.0457951307421542,2.0
108,H11,2620.8980174666353,287.30325639440395,323.0154597676411,547.9095599828813,1600.225102319236,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2199,251017_mACmChPOLR2A_7SK,95.31545976764113,0.34072434838008114,142.90325639440394,1.0636860809503288,2437.3084413412325,0.9615428041365152,1.0
109,H12,2840.0772645434513,293.74037363831707,388.1264487429676,579.241751039703,1541.4406696208764,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2031,251017_mACmChPOLR2A_7SK,160.42644874296764,0.5734767197696002,149.34037363831706,1.1116001186465605,2656.4876884180485,1.048011231467279,0.5
110,H13,3102.169336458129,299.8676229682805,598.1021721062116,623.6424947124643,1437.320610687023,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,393,251017_mACmChPOLR2A_7SK,370.4021721062116,1.3240773221586164,155.4676229682805,1.15720768555047,2918.5797603327255,1.1514092017430915,0.0
111,H14,3206.6790209705923,304.0188998471303,592.904821302291,597.0689261445117,1281.2704402515724,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,318,251017_mACmChPOLR2A_7SK,365.204821302291,1.3054983427329754,159.61889984713028,1.188107299356446,3023.089444845189,1.1926393281403223,0.0
112,H15,3063.941155113371,301.46152130314744,560.8057164957368,621.7652309395783,1349.538,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,500,251017_mACmChPOLR2A_7SK,333.1057164957368,1.190753614066093,157.06152130314743,1.1690717082188455,2880.3515789879684,1.1363277979848339,0.0
113,H16,3105.734143144049,299.09281253330914,573.5104804243531,618.1440943919108,1290.4461077844312,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,334,251017_mACmChPOLR2A_7SK,345.8104804243531,1.2361693569209593,154.69281253330914,1.1514404616547496,2922.144567018646,1.1528155539957832,0.0
114,H17,3307.2871418614955,299.103749406316,570.4358169378329,611.283805629834,1269.9727891156463,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,294,251017_mACmChPOLR2A_7SK,342.7358169378329,1.2251783517315968,154.703749406316,1.1515218691739344,3123.6975657360927,1.2323302482715102,0.0
115,H18,3009.4168026391517,324.4328986557973,279.96358677365083,588.4841482551028,1333.7943262411347,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,282,251017_mACmChPOLR2A_7SK,52.26358677365084,0.18682673923903698,180.0328986557973,1.340056855561003,2825.8272265137484,1.114817390076453,8.0
116,H19,2965.3247216070586,320.9326248548199,282.9238678830864,605.4555553217557,1267.4879032258063,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,248,251017_mACmChPOLR2A_7SK,55.22386788308643,0.19740886153580975,176.5326248548199,1.3140029179842483,2781.7351454816553,1.097422618648803,4.0
117,H20,2853.8027688116395,305.7024419125888,281.43103697797795,594.6397039288534,1328.5959367945825,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,443,251017_mACmChPOLR2A_7SK,53.731036977977965,0.19207243616866898,161.30244191258882,1.2006385761580063,2670.2131926862367,1.0534260815692869,2.0
118,H21,2890.517074541398,297.7707345586256,295.07117164788923,612.7281710917415,1251.9510086455332,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,347,251017_mACmChPOLR2A_7SK,67.37117164788924,0.24083185052339962,153.37073455862557,1.1415997066217034,2706.9274984159947,1.067910246102804,1.0
119,H22,2810.630799260505,280.11963897145745,330.27104614985853,554.2726267474383,1197.5580110497237,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,181,251017_mACmChPOLR2A_7SK,102.57104614985855,0.3666609062923339,135.71963897145744,1.0102155439139195,2627.041223135102,1.0363943034167233,0.5
120,I03,3305.51597914358,278.57689267796627,510.18001874825177,572.0161379818582,1591.3206039076376,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1126,251017_mACmChPOLR2A_7SK,282.4800187482518,1.0097818397248775,134.17689267796626,0.9987322663439864,3121.9264030181766,1.2316315066853079,0.0
121,I04,3305.499181027587,288.1837032795437,522.7581375926334,599.0154795820545,1522.5477759472817,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1214,251017_mACmChPOLR2A_7SK,295.0581375926334,1.0547448641654738,143.7837032795437,1.0702395991861517,3121.9096049021837,1.231624879658838,0.0
122,I05,3241.994734693683,286.31643399147816,518.5372911570632,583.5857335970668,1542.3381147540983,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,976,251017_mACmChPOLR2A_7SK,290.83729115706325,1.0396565966915727,141.91643399147816,1.0563407671985898,3058.40515856828,1.2065717339972917,0.0
123,I06,3350.8505192184125,292.275466217632,539.3568879058804,609.0551270309018,1458.9753191489363,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1175,251017_mACmChPOLR2A_7SK,311.6568879058804,1.1140804472722639,147.875466217632,1.1006962269328335,3167.2609430930097,1.2495164407578319,0.0
124,I07,3539.4327411244553,298.1903169669835,552.8294105810562,653.147774742356,1453.9102803738317,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1070,251017_mACmChPOLR2A_7SK,325.1294105810562,1.1622406987228218,153.7903169669835,1.1447228262681177,3355.8431649990525,1.3239140325382333,0.0
125,I08,3217.418338453974,330.3618396353691,270.21206935785716,625.0381310810719,1595.7075913776944,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1067,251017_mACmChPOLR2A_7SK,42.51206935785717,0.15196797209556356,185.9618396353691,1.3841883341141643,3033.8287623285705,1.1968760973864012,8.0
126,I09,3364.7070229115584,318.31804018725035,272.0167529213921,629.2041720830715,1546.572796934866,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1044,251017_mACmChPOLR2A_7SK,44.316752921392094,0.15841917773121464,173.91804018725034,1.2945415187934264,3181.1174467861556,1.2549829714564675,4.0
127,I10,3485.8101423705853,303.47753289781565,289.073510372052,635.8715945846452,1482.5559960356788,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1009,251017_mACmChPOLR2A_7SK,61.37351037205201,0.2193919997898898,159.07753289781564,1.1840776886729552,3302.2205662451825,1.3027593755829114,2.0
128,I11,3112.5226951399377,295.5158116173019,330.000551424057,616.0716056484449,1562.1455563331,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1429,251017_mACmChPOLR2A_7SK,102.300551424057,0.3656939683012288,151.1158116173019,1.1248154134794828,2928.933119014535,1.1554937063426243,1.0
129,I12,3563.724543328673,305.4790565191499,405.42911846775377,669.3355082414129,1464.1403336604515,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1019,251017_mACmChPOLR2A_7SK,177.72911846775378,0.635328604884411,161.07905651914987,1.1989758293481447,3380.13496720327,1.3334973939268802,0.5
130,I13,2500.21042850809,278.1762549286365,525.0219681181937,523.1721682447976,1582.6736302719748,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2537,251017_mACmChPOLR2A_7SK,297.32196811819375,1.0628373832861375,133.77625492863652,0.9957501593702365,2316.620852382687,0.9139303309905987,0.0
131,I14,2771.449138728985,283.3837605820209,529.9583344783082,540.4854373939894,1602.4090338770388,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2391,251017_mACmChPOLR2A_7SK,302.2583344783082,1.0804834211431187,138.9837605820209,1.0345117063057898,2587.859562603582,1.0209367424863265,0.0
132,I15,2571.80873490845,279.582423958586,513.9965650055304,514.8028207617458,1625.0645888096133,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2663,251017_mACmChPOLR2A_7SK,286.29656500553045,1.023424854611904,135.18242395858599,1.0062168377536358,2388.2191587830466,0.9421765862202988,0.0
133,I16,2926.6370205702437,284.9317988434834,523.0786086922662,549.7583440876166,1594.4359540636042,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2264,251017_mACmChPOLR2A_7SK,295.37860869226625,1.0558904527915294,140.53179884348341,1.0460343741094658,2743.047444444841,1.08215992972952,0.0
134,I17,2802.2881376510436,279.1356176190214,515.4637685199783,528.7663133436885,1574.6028192371475,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2412,251017_mACmChPOLR2A_7SK,287.7637685199783,1.0286696696987734,134.73561761902138,1.0028910795010488,2618.698561525641,1.0331030391262221,0.0
135,I18,2784.534735810057,312.0403562728888,270.4761030460568,544.7285114206758,1538.4236937403,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1933,251017_mACmChPOLR2A_7SK,42.77610304605679,0.15291181380373467,167.6403562728888,1.2478142071226364,2600.945159684654,1.026099142738061,8.0
136,I19,2486.1933950988378,296.09659058128966,269.89839841027316,495.767579411056,1610.2104187946884,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2937,251017_mACmChPOLR2A_7SK,42.19839841027317,0.15084669198547587,151.69659058128966,1.1291383835481112,2302.6038189734345,0.9084004696971338,4.0
137,I20,2681.4149595012177,289.30915260702403,281.6257473170211,534.555011314902,1604.6337709370755,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2209,251017_mACmChPOLR2A_7SK,53.92574731702109,0.1927684675738058,144.90915260702403,1.078616768570954,2497.8253833758145,0.9854173491693454,2.0
138,I21,2658.4762946304772,280.0793509136451,319.84736728216495,538.6230250909874,1550.6100386100386,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2072,251017_mACmChPOLR2A_7SK,92.14736728216496,0.32939936237725265,135.6793509136451,1.009915663789388,2474.886718505074,0.9763678141294463,1.0
139,I22,2731.6758687223555,272.9541321933783,362.3911179520528,514.9228186850772,1622.3073507646768,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2027,251017_mACmChPOLR2A_7SK,134.69111795205282,0.48148058571688296,128.5541321933783,0.9568798116492734,2548.0862925969523,1.0052457856409924,0.5
140,J03,2820.292432541136,303.5398048977712,281.4956278840686,540.2530418871776,1254.0844155844156,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,154,251017_mACmChPOLR2A_7SK,53.79562788406861,0.19230332939881928,159.1398048977712,1.1845412040697132,2636.7028564157326,1.0402059153570176,8.0
141,J04,2792.9083208799134,301.2115725347226,279.1405652169942,551.7381472305586,1228.8117647058823,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,170,251017_mACmChPOLR2A_7SK,51.44056521699423,0.18388468257500581,156.81157253472261,1.1672112395869034,2609.3187447545106,1.0294026066461066,4.0
142,J05,2913.555746125544,294.34514764582127,276.20914813026735,574.545731165971,1320.7011494252874,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,261,251017_mACmChPOLR2A_7SK,48.50914813026736,0.17340574055300725,149.94514764582127,1.116101693419128,2729.9661700001407,1.0769992348015056,2.0
143,J06,2943.823443681866,284.7374002878562,289.043377666107,523.4033017985862,1164.9117647058824,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,170,251017_mACmChPOLR2A_7SK,61.34337766610702,0.21928428435083022,140.33740028785618,1.0445873879245824,2760.2338675564633,1.088940147280784,1.0
144,J07,2963.9373371732477,294.1596055326401,326.74548240235276,571.4332054867155,1106.4275862068966,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,145,251017_mACmChPOLR2A_7SK,99.04548240235277,0.3540580671152505,149.7596055326401,1.114720629276851,2780.347761047845,1.0968752814729765,0.5
145,J08,2934.47204871688,288.15601004699505,569.3855580750901,582.806719519062,1373.4847161572052,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,458,251017_mACmChPOLR2A_7SK,341.6855580750901,1.2214239894538426,143.75601004699504,1.0700334673824285,2750.8824725914774,1.0852509274903366,0.0
146,J09,2975.813564866273,295.8018843169431,559.1380092074347,583.088514857389,1276.7903225806451,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,186,251017_mACmChPOLR2A_7SK,331.43800920743473,1.1847920577720705,151.40188431694307,1.1269447669765675,2792.2239887408696,1.101560573282917,0.0
147,J10,3069.169777509164,299.27899254577505,581.0794258346176,590.9031256449055,1275.0142857142857,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,210,251017_mACmChPOLR2A_7SK,353.3794258346176,1.2632260799239607,154.87899254577505,1.1528262739364834,2885.580201383761,1.138390542344532,0.0
148,J11,3280.743180232096,303.29062686876864,591.9497225877863,596.873202085081,1238.037037037037,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,297,251017_mACmChPOLR2A_7SK,364.24972258778627,1.3020841496111921,158.89062686876863,1.1826864723594914,3097.153604106693,1.2218583872361544,0.0
149,J12,3242.0389496471994,298.8192378645713,602.5407823093113,606.0105453819737,1311.0363636363636,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,275,251017_mACmChPOLR2A_7SK,374.84078230931135,1.3399440301706338,154.41923786457127,1.149404135999343,3058.4493735217966,1.2065891772431558,0.0
150,J13,3487.0606566811716,345.1035526605841,279.758174406827,660.7294586161161,1553.079954954955,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,888,251017_mACmChPOLR2A_7SK,52.05817440682699,0.18609245127561652,200.7035526605841,1.4939167990205764,3303.471080555769,1.3032527161123328,8.0
151,J15,3299.547776921084,308.9592126967625,291.7085985431868,642.3278787696178,1791.194719471947,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,303,251017_mACmChPOLR2A_7SK,64.00859854318679,0.22881165429528377,164.5592126967625,1.2248800234096373,3115.9582007956806,1.2292769906120304,2.0
