,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity_BGS,IF_647_Intensity_FC,TIME_IN_AUXIN
43,E06,2642.172513145687,357.10542726209155,280.7891146050133,1047.360215382841,1412.7648822269807,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2335,251103_mACmChPOLR2A_7SK,43.9891146050133,0.14019184471351817,204.70542726209155,1.1848364815386956,2462.282004064805,1.0005359955951414,4.0
44,E07,3184.7199666356005,350.04409794152406,605.2652472721866,1018.4767016268336,1194.427652733119,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,311,251103_mACmChPOLR2A_7SK,368.46524727218656,1.1742864840935763,197.64409794152405,1.1439654567736548,3004.8294575547184,1.2209974438122857,0.0
45,E08,3113.7112699344875,347.20363018038523,583.4437475467116,1166.4815969135768,1372.0957960027567,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1451,251103_mACmChPOLR2A_7SK,346.6437475467116,1.1047420904771332,194.80363018038523,1.1275248089948204,2933.8207608536054,1.1921434145286882,0.0
46,E09,2771.700420679674,335.7708018191182,558.5655659722261,1083.6893683266605,1440.8974495217853,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1882,251103_mACmChPOLR2A_7SK,321.76556597222606,1.0254561535047282,183.3708018191182,1.061351516421312,2591.809911598792,1.0531690139528804,0.0
47,E10,2916.346913441436,364.7454193366691,287.45890889652935,1044.2133020255628,1261.1465116279069,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,430,251103_mACmChPOLR2A_7SK,50.65890889652934,0.1614482572142772,212.3454193366691,1.2290568104752422,2736.4564043605537,1.1119453939149726,4.0
48,E11,3519.320539296935,389.982104284623,288.8824984186753,1246.9232946514994,1301.7223476297968,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,886,251103_mACmChPOLR2A_7SK,52.0824984186753,0.16598518965805348,237.582104284623,1.3751269240006179,3339.4300302160527,1.3569607155016166,4.0
49,E12,2623.9835877491055,357.32853438443914,285.13240165129656,1079.3652243529575,1429.9885426214482,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2182,251103_mACmChPOLR2A_7SK,48.33240165129655,0.15403375602739997,204.92853438443913,1.186127827163402,2444.0930786682234,0.9931450165966225,4.0
50,E13,3111.973301983465,348.5294666401717,606.5983970288348,1006.649822382632,1199.1594827586207,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,232,251103_mACmChPOLR2A_7SK,369.7983970288348,1.1785351880136727,196.12946664017167,1.1351987599355438,2932.0827929025827,1.191437199931287,0.0
51,E14,3430.0105142512257,355.3253334391264,604.5113394525571,1181.5358100116075,1326.981887511916,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1049,251103_mACmChPOLR2A_7SK,367.71133945255707,1.171883804955184,202.92533343912638,1.174533285721076,3250.1200051703436,1.3206700328429197,0.0
52,E15,2838.991728437644,337.76671288093263,558.5546658462065,1088.596086327392,1410.679192372406,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1783,251103_mACmChPOLR2A_7SK,321.7546658462065,1.0254214151657548,185.36671288093262,1.0729038639656523,2659.1012193567617,1.0805125008042538,0.0
53,E16,2817.8959191637946,357.8475293597273,290.0494034859261,981.4916607889355,1329.4398907103825,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,366,251103_mACmChPOLR2A_7SK,53.24940348592611,0.1697040772840572,205.44752935972727,1.1891317738036116,2638.0054100829125,1.071940324059327,4.0
54,E17,3474.984717685107,379.9161351874305,285.3076408030975,1185.2631453853414,1378.0674157303372,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,801,251103_mACmChPOLR2A_7SK,48.5076408030975,0.154592237373924,227.51613518743048,1.3168650226533474,3295.094208604225,1.3389450758049088,4.0
55,E18,2762.871717163651,357.292590595256,280.7774358958352,1068.4898750546301,1438.5014560279558,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1717,251103_mACmChPOLR2A_7SK,43.977435895835185,0.1401546250559221,204.892590595256,1.1859197842537512,2582.9812080827687,1.049581514370121,4.0
56,E19,3024.286472774861,342.33030860986946,601.3196172730127,1001.9178786165501,1215.197628458498,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,253,251103_mACmChPOLR2A_7SK,364.51961727301267,1.161711892558648,189.93030860986946,1.0993179887837288,2844.395963693979,1.1558060947946787,0.0
57,E20,3449.319374739682,353.1490093760648,608.1352423779819,1205.3924295764398,1363.7335092348285,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1137,251103_mACmChPOLR2A_7SK,371.33524237798184,1.183433063010042,200.74900937606478,1.1619367064312438,3269.4288656588,1.3285160918730117,0.0
58,E21,2805.0624673158995,337.261961370749,556.7643545185771,1078.5239594492077,1406.915135608049,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2286,251103_mACmChPOLR2A_7SK,319.96435451857707,1.0197157525288607,184.86196137074901,1.0699823586036494,2625.1719582350174,1.0667255149918202,0.0
61,F04,2988.3487124207227,358.5885670162952,298.34946169117427,998.4790265470315,1215.505300353357,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,283,251103_mACmChPOLR2A_7SK,61.54946169117426,0.19615608663845094,206.1885670162952,1.193420905075991,2808.4582033398406,1.141202965349705,2.0
62,F05,2798.6908109644023,353.8067889789285,307.2603846650414,1101.2511099943808,1415.8133874239352,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1972,251103_mACmChPOLR2A_7SK,70.46038466504137,0.22455490168675676,201.40678897892852,1.1657439394914946,2618.80030188352,1.0641364242537523,2.0
63,F06,2456.6929649975973,340.26541649364754,290.1446430049766,998.5122707953482,1429.4667662434654,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2678,251103_mACmChPOLR2A_7SK,53.344643004976604,0.17000760246262026,187.86541649364753,1.0873663784016114,2276.802455916715,0.9251673074990879,2.0
64,F07,3014.811155155358,344.46895020857653,557.3829137117827,991.7602197648831,1218.5720620842571,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,451,251103_mACmChPOLR2A_7SK,320.58291371178274,1.0216870800979345,192.06895020857652,1.1116964616995448,2834.920646074476,1.1519558468001925,0.0
65,F08,3332.0575450693646,348.257709079703,593.4536347709884,1169.6958533828263,1360.3783783783783,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1110,251103_mACmChPOLR2A_7SK,356.6536347709884,1.1366432680285838,195.85770907970297,1.1336258252259768,3152.1670359884824,1.2808673329977829,0.0
66,F09,2754.435287309897,335.6260325465138,546.9756473979756,1055.6252460643534,1395.8066211245402,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1903,251103_mACmChPOLR2A_7SK,310.17564739797564,0.9885194686090868,183.22603254651378,1.0605135908329106,2574.544778229015,1.0461534132309909,0.0
67,F10,2882.8083914940457,357.1600315477058,291.69642183209123,1020.5091772754001,1281.3298969072166,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,388,251103_mACmChPOLR2A_7SK,54.89642183209122,0.17495306995643028,204.76003154770578,1.185152531535559,2702.9178824131636,1.0983171830146674,2.0
68,F11,3267.5853791448903,363.4116268439395,298.3064291298062,1223.550442185391,1322.8646101113968,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1167,251103_mACmChPOLR2A_7SK,61.50642912980618,0.1960189432970787,211.01162684393947,1.2213368099587676,3087.6948700640082,1.2546693903515183,2.0
69,F12,2618.3516891142103,348.05479058753275,294.3473646350524,1050.2997964707445,1400.3154506437768,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2330,251103_mACmChPOLR2A_7SK,57.54736463505236,0.1834015364717075,195.65479058753274,1.1324513315375693,2438.461180033328,0.9908565227123096,2.0
70,F13,2828.7711916440344,340.26174110017723,550.9823638801274,1055.52203454256,1349.8948824343015,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,723,251103_mACmChPOLR2A_7SK,314.1823638801274,1.0012887407328976,187.86174110017723,1.0873451051978382,2648.8806825631523,1.0763594367200306,0.0
71,F14,3199.916076948386,351.76810428760587,584.5498006329798,1118.8697796088713,1383.0291197882198,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1511,251103_mACmChPOLR2A_7SK,347.74980063297977,1.1082670448643113,199.36810428760586,1.153944017872705,3020.025567867504,1.2271723073477692,0.0
72,F15,2711.6948920845653,335.8344055843195,551.2004088880466,1032.4419637483627,1445.8436802143815,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2239,251103_mACmChPOLR2A_7SK,314.40040888804657,1.001983642918705,183.43440558431948,1.061719655470587,2531.804383003683,1.0287860670787987,0.0
73,F16,2892.496851592253,358.4794940622612,291.58144271329166,1024.2308590301707,1251.2592592592594,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,378,251103_mACmChPOLR2A_7SK,54.78144271329165,0.17458663533021007,206.0794940622612,1.1927895900355587,2712.6063425113707,1.102254040390931,2.0
74,F17,2900.0988552126737,355.4336351724362,293.368436987814,1139.133877198669,1374.2651738361815,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1697,251103_mACmChPOLR2A_7SK,56.56843698781398,0.18028172662921133,203.0336351724362,1.175160136930424,2720.2083461317916,1.1053430765973116,2.0
75,F18,2775.2422295342576,352.0545622687329,289.8868601324136,1104.9618886443636,1407.9442148760331,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1936,251103_mACmChPOLR2A_7SK,53.08686013241356,0.16918605702428482,199.65456226873292,1.1556020387225026,2595.3517204533755,1.0546082102929741,2.0
76,F19,2904.0107925573466,342.47364569092787,558.852700399019,1039.0381150014725,1245.9860279441118,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,501,251103_mACmChPOLR2A_7SK,322.052700399019,1.0263712413698582,190.07364569092786,1.1001476248371873,2724.1202834764645,1.1069326728009132,0.0
77,F20,3159.003966543335,347.623118170326,571.4110014716612,1157.868224601944,1281.7135771853689,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1613,251103_mACmChPOLR2A_7SK,334.61100147166115,1.0663941290694623,195.223118170326,1.129952808489982,2979.113457462453,1.2105478756017543,0.0
78,F21,2794.4986351108832,337.40593369454535,545.1342627001056,1056.2662745692721,1425.5664572257128,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2069,251103_mACmChPOLR2A_7SK,308.3342627001056,0.9826510368404642,185.00593369454535,1.0708156714466324,2614.608126030001,1.062432954531606,0.0
81,G04,2922.6677985450083,344.82184299984687,303.6393125313835,1005.319416036006,1245.2142857142858,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,476,251103_mACmChPOLR2A_7SK,66.83931253138348,0.2130146652710786,192.42184299984686,1.1137390077070515,2742.777289464126,1.1145138540100004,1.0
82,G05,2729.415116562467,333.92943745370593,330.3779940568543,1036.1186437259269,1444.9168944778567,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1829,251103_mACmChPOLR2A_7SK,93.57799405685427,0.2982299536878136,181.52943745370592,1.050693686264457,2549.524607481585,1.0359865917997275,1.0
83,G06,2403.919403467459,322.0284976042418,323.8244570156634,908.9028481495511,1517.1647180192572,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2908,251103_mACmChPOLR2A_7SK,87.02445701566342,0.27734404917592304,169.6284976042418,0.9818109610390572,2224.0288943865767,0.9037230343250601,1.0
84,G07,2727.654896418541,326.09037284383163,529.9774038596025,987.7784688050639,1389.5498007968129,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1004,251103_mACmChPOLR2A_7SK,293.1774038596025,0.9343466319895795,173.69037284383163,1.0053211240654774,2547.7643873376587,1.0352713351348684,0.0
85,G08,2960.9994081345585,343.9452166663755,456.01169881725014,1011.1499828813668,1411.7754569190602,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1532,251103_mACmChPOLR2A_7SK,219.21169881725012,0.6986203908835221,191.54521666637547,1.108665088200049,2781.1088990536764,1.1300897121367837,0.0
86,G09,2547.670359108563,319.7132819519251,531.7525225493043,945.4747161821587,1456.2032988108938,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2607,251103_mACmChPOLR2A_7SK,294.9525225493043,0.9400038761948625,167.31328195192512,0.9684104762342158,2367.779850027681,0.9621355172505291,0.0
87,G10,2852.1103675283007,341.32212503387956,301.1211316450355,1070.1864584515474,1257.6337662337662,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,770,251103_mACmChPOLR2A_7SK,64.3211316450355,0.20498930656701383,188.92212503387955,1.0934826150132446,2672.2198584474186,1.085843194283618,1.0
88,G11,2928.4617435380405,338.57230104020715,335.59611144469295,1027.3071087843887,1419.246192893401,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1576,251103_mACmChPOLR2A_7SK,98.79611144469294,0.31485992019433234,186.17230104020715,1.0775666140107794,2748.5712344571584,1.1168681946226748,1.0
89,G12,2661.461579762237,330.8449979991654,328.3740650422381,982.9389705610275,1426.3019031141869,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2312,251103_mACmChPOLR2A_7SK,91.57406504223809,0.29184349858962505,178.4449979991654,1.032840928573974,2481.5710706813547,1.0083740114842357,1.0
90,G13,3031.4595194273406,340.97709319817363,552.816939656069,979.0732475036233,1249.4878048780488,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,574,251103_mACmChPOLR2A_7SK,316.01693965606904,1.0071354726938695,188.57709319817363,1.0914855682729387,2851.5690103464585,1.1587208264793685,0.0
91,G14,3145.5783487963745,334.6984306128774,569.7370686397238,1068.0305211277532,1436.9590163934427,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1708,251103_mACmChPOLR2A_7SK,332.9370686397238,1.061059360826387,182.2984306128774,1.055144624186457,2965.6878397154924,1.2050924428784675,0.0
92,G15,2565.281420889056,322.8384120319336,541.1091564366094,907.6267551077132,1440.8386970172685,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2548,251103_mACmChPOLR2A_7SK,304.3091564366094,0.9698231570953427,170.4384120319336,0.9864987515568199,2385.3909118081738,0.9692916842545297,0.0
93,G16,2882.0170598670875,338.7477682789745,303.3601792670179,982.8202701043489,1336.2102564102563,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,780,251103_mACmChPOLR2A_7SK,66.56017926701787,0.2121250768444031,186.34776827897448,1.0785822196475572,2702.1265507862054,1.0979956293600017,1.0
94,G17,2789.6027995238373,335.10749191201035,331.30715698504997,1001.588998900081,1389.9830072090629,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1942,251103_mACmChPOLR2A_7SK,94.50715698504996,0.30119116502640964,182.70749191201034,1.0575122739204221,2609.7122904429552,1.0604435561908518,1.0
95,G18,2675.118964069738,333.1368248370364,321.3365618942883,990.5039810320883,1417.0132196162047,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2345,251103_mACmChPOLR2A_7SK,84.5365618942883,0.26941521019720915,180.73682483703638,1.0461060387530134,2495.228454988856,1.0139236213919445,1.0
96,G19,2704.5888681429706,330.2085900930241,543.5978660228079,986.9985423741914,1285.276048714479,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,739,251103_mACmChPOLR2A_7SK,306.7978660228079,0.9777545917463513,177.8085900930241,1.029157395047672,2524.6983590620885,1.0258985697379623,0.0
97,G20,3011.2034256060983,330.8676912642781,554.9020310524567,1051.672974886137,1399.4856608478804,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1604,251103_mACmChPOLR2A_7SK,318.10203105245665,1.0137805896024639,178.4676912642781,1.0329722773552465,2831.312916525216,1.1504898639150285,0.0
98,G21,2540.3770927041974,320.145967488493,535.6316350104246,911.747722624746,1469.1905594405594,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2288,251103_mACmChPOLR2A_7SK,298.8316350104246,0.9523664785490745,167.745967488493,0.9709148632239334,2360.4865836233153,0.9591719348700438,0.0
101,H04,2984.8662176171215,343.5565167183684,347.52717512122484,1042.6385123240102,1281.8713318284424,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,443,251103_mACmChPOLR2A_7SK,110.72717512122483,0.35288382318093237,191.1565167183684,1.1064152901124715,2804.9757085362394,1.1397878709780107,0.5
102,H05,2691.4760117934306,330.8697050803627,416.4187838039466,980.7996149678953,1424.4338385907415,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2441,251103_mACmChPOLR2A_7SK,179.6187838039466,0.5724390880057418,178.46970508036267,1.032983933337191,2511.5855027125485,1.0205702260465719,0.5
103,H06,2556.609807587812,324.19410500061423,399.0527735281068,942.1714357663786,1467.3655118723239,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2569,251103_mACmChPOLR2A_7SK,162.2527735281068,0.5170941910296515,171.79410500061422,0.9943455121852116,2376.71929850693,0.9657680174960297,0.5
104,H07,3193.9006123054296,337.06847491255394,569.4547418228786,969.8796083355152,1262.746506986028,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,501,251103_mACmChPOLR2A_7SK,332.65474182287863,1.0601595946542097,184.66847491255393,1.068862457595555,3014.0101032245475,1.224727953331628,0.0
105,H08,3292.767054314975,339.6807425291618,587.0387382365533,1099.4320119279428,1354.9706115965053,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1259,251103_mACmChPOLR2A_7SK,350.2387382365533,1.1161992061991075,187.2807425291618,1.0839822813007485,3112.876545234093,1.2649018382983666,0.0
106,H09,2682.706358288425,323.2394680900226,544.4990864322734,939.9617540336822,1439.1255850234008,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2564,251103_mACmChPOLR2A_7SK,307.6990864322734,0.9806267512074113,170.83946809002262,0.9888200668981936,2502.8158492075427,1.0170067211408906,0.0
107,H10,2918.3699497083962,336.7723008455083,343.62171976339954,986.5071751929614,1271.4422788605698,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,667,251103_mACmChPOLR2A_7SK,106.82171976339953,0.34043726689135834,184.3723008455083,1.0671481999707582,2738.479440627514,1.11276744459891,0.5
108,H11,3297.9809001862163,345.00324026691897,420.7342343318956,1155.0266812246591,1319.5679389312977,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1310,251103_mACmChPOLR2A_7SK,183.9342343318956,0.5861922852618228,192.60324026691896,1.114788936390199,3118.090391105334,1.2670204585299445,0.5
109,H12,2636.005538647495,323.45812644656814,393.6748396026374,940.3556079125533,1448.512623020967,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2337,251103_mACmChPOLR2A_7SK,156.8748396026374,0.4999548945348536,171.05812644656814,0.9900856630345224,2456.115029566613,0.9980300763059731,0.5
110,H13,3204.255426218989,337.75557306193724,560.267552207125,975.1641944799597,1217.7300275482094,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,363,251103_mACmChPOLR2A_7SK,323.46755220712504,1.030880327009696,185.35557306193724,1.0728393866133907,3024.364917138107,1.2289355802529565,0.0
111,H14,3149.8180927259486,338.2104453493222,575.723068720748,1087.6817788456417,1397.7765263781862,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1687,251103_mACmChPOLR2A_7SK,338.92306872074795,1.080136543928372,185.81044534932218,1.075472190676004,2969.9275836450665,1.2068152416507618,0.0
112,H15,2642.1216792498703,324.65668104990306,556.8867120526293,926.5563096019506,1436.4960422163588,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2274,251103_mACmChPOLR2A_7SK,320.08671205262925,1.0201057019190085,172.25668104990305,0.997022905676991,2462.2311701689882,1.0005153394954434,0.0
113,H16,2946.850000554161,341.6044005571654,342.1736366923269,1022.4099688195167,1243.0243553008595,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,698,251103_mACmChPOLR2A_7SK,105.3736366923269,0.33582227432206135,189.20440055716537,1.0951164277670522,2766.959491473279,1.1243401710293215,0.5
114,H17,3354.6221132379524,347.7234103164398,408.7552383342479,1079.085599847923,1327.8685540950455,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,989,251103_mACmChPOLR2A_7SK,171.9552383342479,0.5480156235625511,195.3234103164398,1.130533300151179,3174.7316041570703,1.290036332584533,0.5
115,H18,2647.1941198072,327.15157156935516,389.1076823273833,942.366616218592,1407.428634751773,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2256,251103_mACmChPOLR2A_7SK,152.3076823273833,0.48539951624947963,174.75157156935515,1.01146334990179,2467.303610726318,1.0025765003838985,0.5
