,EXPERIMENT,WELL,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,TIME_IN_AUXIN,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_561_Intensity,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity,IF_647_Intensity_BGS,IF_647_Intensity_FC
80,251017_mACmChPOLR2A_7SK,G03,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,73,0.0,535.507271469988,307.80727146998805,1.1003192163572557,274.2181155148705,129.81811551487047,0.9662881449479486,2969.5472429412052,2785.9576668158024,1.099088445975084
81,251017_mACmChPOLR2A_7SK,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,247,0.0,532.9753050410004,305.2753050410004,1.091268191332143,286.2967699895282,141.89676998952817,1.05619440016891,3139.9325730949913,2956.342996969588,1.1663071801167675
82,251017_mACmChPOLR2A_7SK,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,255,0.0,539.179300572203,311.47930057220304,1.113445625505729,293.3915391685633,148.99153916856332,1.109003604197592,2916.907554989556,2733.317978864153,1.078321557261546
83,251017_mACmChPOLR2A_7SK,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,110,0.0,547.4908749524255,319.79087495242555,1.1431570256460377,288.51838938965864,144.11838938965863,1.0727308017367372,3089.861271402308,2906.271695276905,1.146553545730693
84,251017_mACmChPOLR2A_7SK,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,215,0.0,565.8367886067448,338.1367886067448,1.2087381967440267,290.8561033559878,146.45610335598778,1.0901313415842313,3155.330072855952,2971.7404967305492,1.1723816493327763
85,251017_mACmChPOLR2A_7SK,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,87,8.0,285.27828568982903,57.578285689829045,0.20582520317621572,320.863720269031,176.46372026903097,1.3134900335989197,2882.5735741504354,2698.9839980250326,1.0647764549457104
86,251017_mACmChPOLR2A_7SK,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,267,4.0,282.2327327323897,54.53273273238972,0.19493825944840681,317.80766737777327,173.40766737777327,1.2907426098865644,2983.312321031616,2799.722744906213,1.1045189083497715
87,251017_mACmChPOLR2A_7SK,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,238,2.0,287.2827131987281,59.58271319872813,0.2129904338587268,310.1337665372903,165.73376653729028,1.2336226973207762,3066.877076674924,2883.2875005495207,1.1374860487023615
88,251017_mACmChPOLR2A_7SK,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,297,1.0,309.748480684405,82.04848068440504,0.2932988539836053,308.83282444243224,164.43282444243223,1.223939265093006,3238.9087205996893,3055.319144474286,1.205354270259337
89,251017_mACmChPOLR2A_7SK,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,199,0.5,342.8980254282375,115.19802542823749,0.41179859221571496,301.15225204497546,156.75225204497545,1.1667696934608651,3188.0058611170607,3004.4162849916574,1.1852725779239346
90,251017_mACmChPOLR2A_7SK,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1059,0.0,580.0514804435376,352.3514804435376,1.2595514816541744,307.66726772302565,163.26726772302564,1.2152635603521065,3456.9061252496517,3273.316549124249,1.2913564488126017
