,EXPERIMENT,WELL,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,TIME_HR,RFP_Intensity,RFP_Intensity_BGS,RFP_Intensity_Fraction
72,250520_mACmChPOLR2A_Inhibitors_Chase,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,1.0,155.1047517965446,22.830558758267756,0.6318329380983652
73,250520_mACmChPOLR2A_Inhibitors_Chase,G16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,168.446699500921,36.17250646264415,1.0010697188214002
74,250520_mACmChPOLR2A_Inhibitors_Chase,G17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,169.1942270909489,36.920034052672065,1.0217574539976533
75,250520_mACmChPOLR2A_Inhibitors_Chase,G18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,1.0,170.46436730256522,38.19017426428837,1.056908429941761
76,250520_mACmChPOLR2A_Inhibitors_Chase,G19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,168.69456039035148,36.420367352074635,1.0079292388036618
77,250520_mACmChPOLR2A_Inhibitors_Chase,G20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,166.58422342692063,34.31003038864378,0.9495259198967501
78,250520_mACmChPOLR2A_Inhibitors_Chase,G21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,1.0,168.0440060950467,35.76981305676986,0.9899252277697193
81,250520_mACmChPOLR2A_Inhibitors_Chase,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,0.5,165.20658480932826,32.932391771051414,0.9113999386359568
82,250520_mACmChPOLR2A_Inhibitors_Chase,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,0.5,157.84165439935168,25.567461361074834,0.7075763849027248
83,250520_mACmChPOLR2A_Inhibitors_Chase,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,0.5,161.54936078906067,29.275167750783822,0.810186708487887
84,250520_mACmChPOLR2A_Inhibitors_Chase,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,153.82075133365635,21.546558295379498,0.5962983813853124
85,250520_mACmChPOLR2A_Inhibitors_Chase,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,151.98693910092717,19.712746062650325,0.5455478507831474
86,250520_mACmChPOLR2A_Inhibitors_Chase,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,0.5,156.1326885034024,23.858495465125543,0.6602809614932333
87,250520_mACmChPOLR2A_Inhibitors_Chase,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,0.5,162.9913655800406,30.717172541763745,0.8500940157721127
88,250520_mACmChPOLR2A_Inhibitors_Chase,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,0.5,158.2502456888775,25.97605265060065,0.7188840991674493
89,250520_mACmChPOLR2A_Inhibitors_Chase,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,0.5,161.93721086694123,29.66301782866438,0.8209204122418614
90,250520_mACmChPOLR2A_Inhibitors_Chase,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,154.1817885730438,21.907595534766955,0.6062900430936572
91,250520_mACmChPOLR2A_Inhibitors_Chase,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,150.9802257422204,18.70603270394355,0.5176871809682121
92,250520_mACmChPOLR2A_Inhibitors_Chase,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,0.5,154.33342822130848,22.059235183031632,0.6104866519243797
93,250520_mACmChPOLR2A_Inhibitors_Chase,H16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,172.7350075168961,40.460814478619255,1.1197481218290846
94,250520_mACmChPOLR2A_Inhibitors_Chase,H17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,169.29384170214962,37.01964866387277,1.0245142762523725
95,250520_mACmChPOLR2A_Inhibitors_Chase,H18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,0.5,169.69953972138373,37.42534668310688,1.035741919613512
96,250520_mACmChPOLR2A_Inhibitors_Chase,H19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,168.52507674933722,36.25088371106037,1.0032387996429089
97,250520_mACmChPOLR2A_Inhibitors_Chase,H20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,167.37603975448837,35.101846716211526,0.9714393405001863
98,250520_mACmChPOLR2A_Inhibitors_Chase,H21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,0.5,168.0640023954847,35.789809357207844,0.9904786229533677
101,250520_mACmChPOLR2A_Inhibitors_Chase,I04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,150.43932377137128,18.16513073309443,0.5027177846830234
102,250520_mACmChPOLR2A_Inhibitors_Chase,I05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,149.36421804951797,17.090025011241124,0.4729643645325445
103,250520_mACmChPOLR2A_Inhibitors_Chase,I06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,160.72588944355866,28.451696405281808,0.787397239111456
104,250520_mACmChPOLR2A_Inhibitors_Chase,I07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,145.15493649418966,12.880743455912807,0.3564730092159241
105,250520_mACmChPOLR2A_Inhibitors_Chase,I08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,145.36166202004324,13.087468981766392,0.3621941130120675
106,250520_mACmChPOLR2A_Inhibitors_Chase,I09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,152.42429903818694,20.150105999910096,0.5576517338764723
107,250520_mACmChPOLR2A_Inhibitors_Chase,I10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,150.42706124076477,18.152868202487923,0.502378420639258
108,250520_mACmChPOLR2A_Inhibitors_Chase,I11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,149.07585122260144,16.801658184324594,0.46498384765470885
109,250520_mACmChPOLR2A_Inhibitors_Chase,I12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,160.3157374967647,28.041544458487863,0.7760463338465667
110,250520_mACmChPOLR2A_Inhibitors_Chase,I13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,145.3521753170308,13.07798227875395,0.36193156965950735
111,250520_mACmChPOLR2A_Inhibitors_Chase,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,144.771758192767,12.497565154490161,0.3458685963074693
112,250520_mACmChPOLR2A_Inhibitors_Chase,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,153.20526983182242,20.93107679354557,0.5792650056468367
113,250520_mACmChPOLR2A_Inhibitors_Chase,I16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,152.33569200673296,20.061498968456107,0.5551995450530395
114,250520_mACmChPOLR2A_Inhibitors_Chase,I17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,153.8309167185985,21.556723680321653,0.5965797071777693
115,250520_mACmChPOLR2A_Inhibitors_Chase,I18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,168.42774434324772,36.153551304970875,1.000545137137192
116,250520_mACmChPOLR2A_Inhibitors_Chase,I19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,150.80737094555823,18.533177907281384,0.5129034454847387
117,250520_mACmChPOLR2A_Inhibitors_Chase,I20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,152.03194350089876,19.757750462621914,0.5467933420811255
118,250520_mACmChPOLR2A_Inhibitors_Chase,I21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,169.3878005578805,37.11360751960365,1.0271145761620406
121,250520_mACmChPOLR2A_Inhibitors_Chase,J04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,156.45232601665924,24.178132978382394,0.6691268908139248
122,250520_mACmChPOLR2A_Inhibitors_Chase,J05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,153.1910180892266,20.91682505094974,0.5788705904030974
123,250520_mACmChPOLR2A_Inhibitors_Chase,J06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,159.96186051007507,27.68766747179822,0.7662528312611541
124,250520_mACmChPOLR2A_Inhibitors_Chase,J07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,147.80899431583242,15.534801277555573,0.42992373677309453
125,250520_mACmChPOLR2A_Inhibitors_Chase,J08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,146.9686665488889,14.694473510612056,0.4066677679825241
126,250520_mACmChPOLR2A_Inhibitors_Chase,J09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,153.4733016970709,21.199108658794046,0.586682754932653
127,250520_mACmChPOLR2A_Inhibitors_Chase,J10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,153.56854371723045,21.294350678953606,0.5893185662618894
128,250520_mACmChPOLR2A_Inhibitors_Chase,J11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,152.0151308388303,19.74093780055344,0.5463280537023147
129,250520_mACmChPOLR2A_Inhibitors_Chase,J12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,159.58845254178553,27.31425950350868,0.7559188111343675
130,250520_mACmChPOLR2A_Inhibitors_Chase,J13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,148.61465317722013,16.340460138943286,0.452220247817146
131,250520_mACmChPOLR2A_Inhibitors_Chase,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,147.05974847246722,14.785555434190371,0.4091884491446221
132,250520_mACmChPOLR2A_Inhibitors_Chase,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,153.56641282669338,21.29221978841653,0.5892595941253306
133,250520_mACmChPOLR2A_Inhibitors_Chase,J16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,157.9068515593667,25.632658521089837,0.709380708380048
134,250520_mACmChPOLR2A_Inhibitors_Chase,J17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,159.30507310553378,27.03088006725693,0.748076319686857
135,250520_mACmChPOLR2A_Inhibitors_Chase,J18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,168.00734613257148,35.733153094294636,0.9889106677650102
136,250520_mACmChPOLR2A_Inhibitors_Chase,J19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,156.20240733241675,23.928214294139906,0.6622104216104094
137,250520_mACmChPOLR2A_Inhibitors_Chase,J20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,157.14169352575394,24.867500487477088,0.6882050528209375
138,250520_mACmChPOLR2A_Inhibitors_Chase,J21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,168.15809672085024,35.88390368257339,0.9930826719687063
141,250520_mACmChPOLR2A_Inhibitors_Chase,K04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,161.23886434163188,28.964671303355033,0.8015937570526973
142,250520_mACmChPOLR2A_Inhibitors_Chase,K05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,155.2178365716924,22.943643533415553,0.6349625455027372
143,250520_mACmChPOLR2A_Inhibitors_Chase,K06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,161.24478207582217,28.970589037545324,0.8017575296269881
144,250520_mACmChPOLR2A_Inhibitors_Chase,K07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,152.22728664701233,19.953093608735486,0.5521994399017328
145,250520_mACmChPOLR2A_Inhibitors_Chase,K08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,149.23450806642842,16.96031502815157,0.4693746565195295
146,250520_mACmChPOLR2A_Inhibitors_Chase,K09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,153.5355609964908,21.261367958213953,0.5884057734751659
147,250520_mACmChPOLR2A_Inhibitors_Chase,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,159.54980388581862,27.27561084754177,0.7548492142790438
148,250520_mACmChPOLR2A_Inhibitors_Chase,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,155.90460573657356,23.63041269829671,0.6539687986495237
149,250520_mACmChPOLR2A_Inhibitors_Chase,K12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,160.88652646117367,28.612333422896825,0.7918428490451287
150,250520_mACmChPOLR2A_Inhibitors_Chase,K13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,153.161081471454,20.88688843317715,0.5780420981456692
151,250520_mACmChPOLR2A_Inhibitors_Chase,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,149.60199518999985,17.327802151723006,0.47954481798854626
152,250520_mACmChPOLR2A_Inhibitors_Chase,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,154.51664340829308,22.24245037001623,0.6155571099505022
153,250520_mACmChPOLR2A_Inhibitors_Chase,K16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,162.46852009164215,30.1943270533653,0.8356243304435995
154,250520_mACmChPOLR2A_Inhibitors_Chase,K17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,162.59127409977665,30.317081061499806,0.8390215326953793
155,250520_mACmChPOLR2A_Inhibitors_Chase,K18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,167.45717823353877,35.18298519526192,0.9736848380438099
156,250520_mACmChPOLR2A_Inhibitors_Chase,K19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,161.88167089828963,29.60747786001278,0.8193833503614847
157,250520_mACmChPOLR2A_Inhibitors_Chase,K20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,160.77533555055118,28.501142512274328,0.7887656541112551
158,250520_mACmChPOLR2A_Inhibitors_Chase,K21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,165.9594638302036,33.68527079192674,0.9322357740103325
161,250520_mACmChPOLR2A_Inhibitors_Chase,L04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,1.0,162.44493978304115,30.1707467447643,0.8349717482697515
162,250520_mACmChPOLR2A_Inhibitors_Chase,L05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,1.0,155.5964882401905,23.322295201913647,0.645441684395313
163,250520_mACmChPOLR2A_Inhibitors_Chase,L06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,1.0,162.0508787572198,29.776685718942957,0.8240661572865878
164,250520_mACmChPOLR2A_Inhibitors_Chase,L07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,154.0273787783332,21.753185740056352,0.6020167707968136
165,250520_mACmChPOLR2A_Inhibitors_Chase,L08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,149.9127037526742,17.63851071439734,0.48814363968736924
166,250520_mACmChPOLR2A_Inhibitors_Chase,L09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,1.0,155.52117675823024,23.24698371995339,0.6433574482877644
167,250520_mACmChPOLR2A_Inhibitors_Chase,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,1.0,162.52643292914686,30.252239890870015,0.8372270611810138
168,250520_mACmChPOLR2A_Inhibitors_Chase,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,1.0,155.73749052754223,23.463297489265386,0.6493439055559658
169,250520_mACmChPOLR2A_Inhibitors_Chase,L12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,1.0,161.15528765274422,28.881094614467372,0.7992807823482434
170,250520_mACmChPOLR2A_Inhibitors_Chase,L13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,154.1967361353628,21.922543097085963,0.6067037150636438
171,250520_mACmChPOLR2A_Inhibitors_Chase,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,150.20596677208403,17.931773733807177,0.49625965809722145
172,250520_mACmChPOLR2A_Inhibitors_Chase,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,1.0,155.30620066506762,23.032007626790772,0.6374080110443743
173,250520_mACmChPOLR2A_Inhibitors_Chase,L16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,166.73035987010894,34.45616683183209,0.9535702281960149
174,250520_mACmChPOLR2A_Inhibitors_Chase,L17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,163.3906784302731,31.116485391996264,0.8611449503573856
175,250520_mACmChPOLR2A_Inhibitors_Chase,L18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,1.0,166.10927707186246,33.835084033585616,0.9363818372602777
176,250520_mACmChPOLR2A_Inhibitors_Chase,L19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,164.71399477823388,32.43980173995703,0.8977675694101437
177,250520_mACmChPOLR2A_Inhibitors_Chase,L20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,163.62833351154322,31.35414047326637,0.8677220258395403
178,250520_mACmChPOLR2A_Inhibitors_Chase,L21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,60,1.0,164.20225848358277,31.92806544530592,0.8836053296680307
181,250520_mACmChPOLR2A_Inhibitors_Chase,M04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,0.5,161.97579789369166,29.701604855414814,0.8219883035161114
182,250520_mACmChPOLR2A_Inhibitors_Chase,M05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,0.5,157.7651323439695,25.49093930569265,0.7054586463228951
183,250520_mACmChPOLR2A_Inhibitors_Chase,M06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,0.5,161.13130049133062,28.85710745305377,0.7986169405722682
184,250520_mACmChPOLR2A_Inhibitors_Chase,M07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,152.37867528602015,20.104482247743306,0.5563891020817872
185,250520_mACmChPOLR2A_Inhibitors_Chase,M08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,149.7013408973188,17.427147859041952,0.48229419836102877
186,250520_mACmChPOLR2A_Inhibitors_Chase,M09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,0.5,153.50033334673077,21.22614030845392,0.587430852550722
187,250520_mACmChPOLR2A_Inhibitors_Chase,M10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,30,0.5,159.975471034362,27.70127799608514,0.7666295008661478
188,250520_mACmChPOLR2A_Inhibitors_Chase,M11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,30,0.5,155.49466534650625,23.220472308229404,0.6426237481913252
189,250520_mACmChPOLR2A_Inhibitors_Chase,M12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,30,0.5,158.76108200319663,26.486888964919785,0.7330214320632864
190,250520_mACmChPOLR2A_Inhibitors_Chase,M13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,150.6227212199008,18.348528181623948,0.5077932867752438
191,250520_mACmChPOLR2A_Inhibitors_Chase,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,149.0235875141192,16.749394475842365,0.4635374558762209
192,250520_mACmChPOLR2A_Inhibitors_Chase,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,30,0.5,154.0877582646669,21.81356522639004,0.6036877657406964
193,250520_mACmChPOLR2A_Inhibitors_Chase,M16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,166.57013390996298,34.29594087168613,0.9491359942278255
194,250520_mACmChPOLR2A_Inhibitors_Chase,M17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,164.12706676090932,31.852873722632467,0.8815244078841853
195,250520_mACmChPOLR2A_Inhibitors_Chase,M18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,0.5,164.76322040501134,32.48902736673449,0.899129882646795
196,250520_mACmChPOLR2A_Inhibitors_Chase,M19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,30,0.5,165.00184476486245,32.727651726585606,0.9057337827958429
197,250520_mACmChPOLR2A_Inhibitors_Chase,M20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,30,0.5,162.62216365947324,30.347970621196396,0.8398763975047039
198,250520_mACmChPOLR2A_Inhibitors_Chase,M21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,30,0.5,166.70527357091072,34.43108053263387,0.9528759679154737
