,EXPERIMENT,WELL,CELL,DRUG_1,DRUG_TIME_MINUTES_1,DRUG_2,DRUG_TIME_MINUTES_2,TIME_HR,RFP_Intensity,RFP_Intensity_BGS,RFP_Intensity_Fraction
155,250512_mACmChPOLR2A_Inhibitors_Chase,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,163.1357669365896,29.001208048933194,0.6774342279973119
156,250512_mACmChPOLR2A_Inhibitors_Chase,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,1.0,176.50998110618988,42.37542221853349,0.9898401952165692
157,250512_mACmChPOLR2A_Inhibitors_Chase,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,1.0,167.02272610156245,32.88816721390606,0.7682290382251337
158,250512_mACmChPOLR2A_Inhibitors_Chase,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,1.0,174.60262504286365,40.468066155207254,0.9452865931702251
161,250512_mACmChPOLR2A_Inhibitors_Chase,K04,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,178.08656917086083,43.95201028320443,1.0266674445041872
162,250512_mACmChPOLR2A_Inhibitors_Chase,K05,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,171.30765016294694,37.173091275290545,0.868319841982458
163,250512_mACmChPOLR2A_Inhibitors_Chase,K06,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,168.4258245776083,34.2912656899519,0.8010037740678801
164,250512_mACmChPOLR2A_Inhibitors_Chase,K07,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,175.84414819036888,41.70958930271249,0.9742871187190889
165,250512_mACmChPOLR2A_Inhibitors_Chase,K08,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,170.95594092139916,36.821382033742765,0.8601043263347846
166,250512_mACmChPOLR2A_Inhibitors_Chase,K09,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,169.74297495219025,35.608416064533856,0.8317708629993401
167,250512_mACmChPOLR2A_Inhibitors_Chase,K10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,163.75253700231855,29.61797811466215,0.6918412538227177
168,250512_mACmChPOLR2A_Inhibitors_Chase,K11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,156.22274300638693,22.08818411873054,0.5159540916739546
169,250512_mACmChPOLR2A_Inhibitors_Chase,K12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,159.45858336014507,25.324024472488674,0.5915395296416439
170,250512_mACmChPOLR2A_Inhibitors_Chase,K13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,176.8287805863419,42.69422169868551,0.9972869774112396
171,250512_mACmChPOLR2A_Inhibitors_Chase,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,165.76391880156646,31.629359913910065,0.738824775132668
172,250512_mACmChPOLR2A_Inhibitors_Chase,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,174.67629074504964,40.541731857393245,0.9470073376304574
173,250512_mACmChPOLR2A_Inhibitors_Chase,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,163.68175371755115,29.54719482989475,0.690187839254931
174,250512_mACmChPOLR2A_Inhibitors_Chase,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,156.72818900697183,22.593630119315435,0.527760717819418
175,250512_mACmChPOLR2A_Inhibitors_Chase,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,161.70683527423304,27.572276386576647,0.6440560592011665
176,250512_mACmChPOLR2A_Inhibitors_Chase,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,175.13334830954113,40.99878942188474,0.9576836666243808
177,250512_mACmChPOLR2A_Inhibitors_Chase,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,165.55726274295756,31.422703855301165,0.7339975318230626
178,250512_mACmChPOLR2A_Inhibitors_Chase,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,172.35623626856747,38.221677380911075,0.8928135843724714
181,250512_mACmChPOLR2A_Inhibitors_Chase,L04,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,177.67076514014872,43.53620625249232,1.0169547497064961
182,250512_mACmChPOLR2A_Inhibitors_Chase,L05,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,163.54286304895297,29.40830416129657,0.6869435160288404
183,250512_mACmChPOLR2A_Inhibitors_Chase,L06,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,162.37199715014663,28.23743826249023,0.6595934609929286
184,250512_mACmChPOLR2A_Inhibitors_Chase,L07,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,175.54887722880238,41.414318341145986,0.967389935141035
185,250512_mACmChPOLR2A_Inhibitors_Chase,L08,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,162.88788782797718,28.753328940320785,0.6716440625567489
186,250512_mACmChPOLR2A_Inhibitors_Chase,L09,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,163.5393213054038,29.404762417747406,0.6868607850507742
187,250512_mACmChPOLR2A_Inhibitors_Chase,L10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,160.21631173198153,26.081752844325138,0.6092391762819008
188,250512_mACmChPOLR2A_Inhibitors_Chase,L11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,153.60207942471797,19.467520537061574,0.45473846205972923
189,250512_mACmChPOLR2A_Inhibitors_Chase,L12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,154.5030113866714,20.368452499015007,0.47578317671762355
190,250512_mACmChPOLR2A_Inhibitors_Chase,L13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,172.7076346603905,38.573075772734114,0.9010218389349186
191,250512_mACmChPOLR2A_Inhibitors_Chase,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,161.01373702794032,26.879178140283926,0.6278660965412879
192,250512_mACmChPOLR2A_Inhibitors_Chase,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,164.17922287720233,30.04466398954594,0.7018081357457584
193,250512_mACmChPOLR2A_Inhibitors_Chase,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,163.41979889701025,29.285240009353856,0.6840688816817198
194,250512_mACmChPOLR2A_Inhibitors_Chase,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,154.6288719467607,20.494313059104314,0.4787231318814067
195,250512_mACmChPOLR2A_Inhibitors_Chase,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,155.94940751485865,21.814848627202252,0.5095692949656484
196,250512_mACmChPOLR2A_Inhibitors_Chase,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,172.73751450145267,38.60295561379627,0.9017197970002678
197,250512_mACmChPOLR2A_Inhibitors_Chase,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,162.58688598041198,28.45232709275558,0.6646130121988795
198,250512_mACmChPOLR2A_Inhibitors_Chase,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,166.99546004654923,32.86090115889283,0.7675921351382949
201,250512_mACmChPOLR2A_Inhibitors_Chase,M04,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,177.99079433991744,43.856235452261046,1.0244302567100707
202,250512_mACmChPOLR2A_Inhibitors_Chase,M05,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,156.61153099057353,22.47697210291713,0.5250357232900473
203,250512_mACmChPOLR2A_Inhibitors_Chase,M06,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,155.01418380263163,20.87962491497524,0.48772356521438065
204,250512_mACmChPOLR2A_Inhibitors_Chase,M07,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,178.0505109290447,43.915952041388294,1.0258251662388667
205,250512_mACmChPOLR2A_Inhibitors_Chase,M08,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,157.57650163997548,23.44194275231908,0.5475763066276342
206,250512_mACmChPOLR2A_Inhibitors_Chase,M09,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,156.6806528602704,22.546093972614017,0.5266503291491148
207,250512_mACmChPOLR2A_Inhibitors_Chase,M10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,163.29531129132312,29.16075240366672,0.6811609971235453
208,250512_mACmChPOLR2A_Inhibitors_Chase,M11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,149.76543065301564,15.630871765359245,0.3651188436503986
209,250512_mACmChPOLR2A_Inhibitors_Chase,M12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,153.86934868943337,19.73478980177697,0.46098155881985003
210,250512_mACmChPOLR2A_Inhibitors_Chase,M13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,174.71690234417053,40.58234345651414,0.9479559769854725
211,250512_mACmChPOLR2A_Inhibitors_Chase,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,155.2889637299023,21.154404842245896,0.4941421022486199
212,250512_mACmChPOLR2A_Inhibitors_Chase,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,159.27319498522195,25.138636097565552,0.587209074495299
213,250512_mACmChPOLR2A_Inhibitors_Chase,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,163.82142612627345,29.686867238617054,0.6934504230140514
214,250512_mACmChPOLR2A_Inhibitors_Chase,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,149.78192330000658,15.647364412350186,0.36550409255324046
215,250512_mACmChPOLR2A_Inhibitors_Chase,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,151.12468473960226,16.990125851945862,0.3968694259449478
216,250512_mACmChPOLR2A_Inhibitors_Chase,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,173.05275240579095,38.91819351813456,0.9090833849584168
217,250512_mACmChPOLR2A_Inhibitors_Chase,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,157.7493889207871,23.614830033130715,0.5516147508679421
218,250512_mACmChPOLR2A_Inhibitors_Chase,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,160.40698300327963,26.272424115623238,0.6136930336955353
1,250520_mACmChPOLR2A_Inhibitors_Chase,D04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,152.24580616958946,19.97161313131261,0.5527119654376155
2,250520_mACmChPOLR2A_Inhibitors_Chase,D05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,149.83772412507844,17.56353108680159,0.4860685876090144
3,250520_mACmChPOLR2A_Inhibitors_Chase,D06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,162.94176593092558,30.667572892648735,0.84872135151274
4,250520_mACmChPOLR2A_Inhibitors_Chase,D07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,146.68963155880988,14.41543852053303,0.39894550855468447
5,250520_mACmChPOLR2A_Inhibitors_Chase,D08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,145.44468366210734,13.170490623830489,0.364491726863157
6,250520_mACmChPOLR2A_Inhibitors_Chase,D09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,156.61601662961235,24.341823591335498,0.6736570086273502
7,250520_mACmChPOLR2A_Inhibitors_Chase,D10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,480,8.0,152.1444736549984,19.870280616721544,0.5499076004154155
8,250520_mACmChPOLR2A_Inhibitors_Chase,D11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,480,8.0,151.01911394281316,18.744920904536315,0.5187634071919346
9,250520_mACmChPOLR2A_Inhibitors_Chase,D12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,480,8.0,164.4519382749967,32.17774523671986,0.8905151875415586
10,250520_mACmChPOLR2A_Inhibitors_Chase,D13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,147.99266348932545,15.718470451048603,0.43500675882064627
11,250520_mACmChPOLR2A_Inhibitors_Chase,D14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,146.11818697202415,13.8439939337473,0.3831308490865502
12,250520_mACmChPOLR2A_Inhibitors_Chase,D15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,480,8.0,156.84807886968912,24.57388583141227,0.6800793029094074
13,250520_mACmChPOLR2A_Inhibitors_Chase,D16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,154.09970419968806,21.825511161411214,0.6040183680401267
14,250520_mACmChPOLR2A_Inhibitors_Chase,D17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,153.83134290493027,21.55714986665342,0.5965915018326889
15,250520_mACmChPOLR2A_Inhibitors_Chase,D18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,172.50941238654264,40.23521934826579,1.113504804022406
16,250520_mACmChPOLR2A_Inhibitors_Chase,D19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,480,8.0,152.32214512123593,20.047952082959085,0.5548246366438195
17,250520_mACmChPOLR2A_Inhibitors_Chase,D20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,480,8.0,154.21315198192443,21.938958943647577,0.6071580216215436
18,250520_mACmChPOLR2A_Inhibitors_Chase,D21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,480,8.0,170.22552744687889,37.95133440860204,1.0502985659716715
21,250520_mACmChPOLR2A_Inhibitors_Chase,E04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,155.99953574998028,23.725342711703433,0.6565959752298064
22,250520_mACmChPOLR2A_Inhibitors_Chase,E05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,153.9419188572015,21.66772581892465,0.5996516778689526
23,250520_mACmChPOLR2A_Inhibitors_Chase,E06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,161.8701845176263,29.595991479349465,0.8190654661730398
24,250520_mACmChPOLR2A_Inhibitors_Chase,E07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,149.01135447523623,16.737161436959383,0.46319890801231867
25,250520_mACmChPOLR2A_Inhibitors_Chase,E08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,146.98458286617446,14.710389827897615,0.4071082501284373
26,250520_mACmChPOLR2A_Inhibitors_Chase,E09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,153.37961968908138,21.10542665080453,0.5840901167505702
27,250520_mACmChPOLR2A_Inhibitors_Chase,E10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,240,4.0,155.8181120069201,23.543918968643254,0.6515750951965044
28,250520_mACmChPOLR2A_Inhibitors_Chase,E11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,240,4.0,155.0941505851751,22.81995754689825,0.6315395508625153
29,250520_mACmChPOLR2A_Inhibitors_Chase,E12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,240,4.0,162.75999202416685,30.48579898589,0.8436907807416502
30,250520_mACmChPOLR2A_Inhibitors_Chase,E13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,149.5313299527809,17.25713691450406,0.47758916613936425
31,250520_mACmChPOLR2A_Inhibitors_Chase,E14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,149.2251176008543,16.950924562577455,0.46911477652637534
32,250520_mACmChPOLR2A_Inhibitors_Chase,E15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,240,4.0,155.41439835461838,23.140205316341536,0.6404023689489768
33,250520_mACmChPOLR2A_Inhibitors_Chase,E16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,158.79084924080198,26.516656202525127,0.7338452367451777
34,250520_mACmChPOLR2A_Inhibitors_Chase,E17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,160.31705725415483,28.042864215877984,0.776082857971894
35,250520_mACmChPOLR2A_Inhibitors_Chase,E18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,170.11804151164168,37.84384847336483,1.0473239057811676
36,250520_mACmChPOLR2A_Inhibitors_Chase,E19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,240,4.0,161.5407723627934,29.266579324516556,0.8099490248350449
37,250520_mACmChPOLR2A_Inhibitors_Chase,E20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,240,4.0,159.53575455238663,27.261561514109786,0.754460400684307
38,250520_mACmChPOLR2A_Inhibitors_Chase,E21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,240,4.0,170.2126977523071,37.938504714030245,1.0499435057341175
41,250520_mACmChPOLR2A_Inhibitors_Chase,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,161.1301423173362,28.85594927905936,0.7985848882477733
42,250520_mACmChPOLR2A_Inhibitors_Chase,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,155.87170602542233,23.59751298714548,0.6530583031430683
43,250520_mACmChPOLR2A_Inhibitors_Chase,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,163.70992177596622,31.435728737689374,0.86997997113867
44,250520_mACmChPOLR2A_Inhibitors_Chase,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,153.5602881985323,21.286095160255456,0.5890900957855507
45,250520_mACmChPOLR2A_Inhibitors_Chase,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,151.61982111822036,19.34562807994351,0.5353879052426821
46,250520_mACmChPOLR2A_Inhibitors_Chase,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,154.9261218442555,22.651928805978656,0.6268893758850085
47,250520_mACmChPOLR2A_Inhibitors_Chase,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,120,2.0,162.12206515736503,29.84787211908818,0.8260362322563961
48,250520_mACmChPOLR2A_Inhibitors_Chase,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,120,2.0,156.87625292645143,24.60205988817458,0.6808590165051527
49,250520_mACmChPOLR2A_Inhibitors_Chase,F12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,120,2.0,163.81381178717183,31.53961874889498,0.8728551145687596
50,250520_mACmChPOLR2A_Inhibitors_Chase,F13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,153.30662322406016,21.032430185783312,0.5820699484553703
51,250520_mACmChPOLR2A_Inhibitors_Chase,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,150.64796651420335,18.373773475926498,0.5084919472259681
52,250520_mACmChPOLR2A_Inhibitors_Chase,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,120,2.0,155.0903183375045,22.81612529922765,0.6314334938741222
53,250520_mACmChPOLR2A_Inhibitors_Chase,F16,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,164.37605786550833,32.10186482723148,0.8884152064338344
54,250520_mACmChPOLR2A_Inhibitors_Chase,F17,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,166.02988880245226,33.755695764175414,0.9341847765556716
55,250520_mACmChPOLR2A_Inhibitors_Chase,F18,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,170.59694132318316,38.32274828490631,1.0605773998451897
56,250520_mACmChPOLR2A_Inhibitors_Chase,F19,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Cycloheximide 50 µg/mL,120,2.0,165.22275312056286,32.94856008228601,0.9118473946837744
57,250520_mACmChPOLR2A_Inhibitors_Chase,F20,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Leptomycin 10 ng/mL,120,2.0,164.8433086557552,32.56911561747836,0.901346315249713
58,250520_mACmChPOLR2A_Inhibitors_Chase,F21,HCT116 mChPOLR2A Clone 2,Vehicle,1440,Vehicle,120,2.0,169.04873347230182,36.77454043402497,1.0177309357894175
61,250520_mACmChPOLR2A_Inhibitors_Chase,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,1.0,162.91954930724754,30.645356268970687,0.8481065091533498
62,250520_mACmChPOLR2A_Inhibitors_Chase,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,1.0,157.1198507673492,24.845657729072343,0.6876005571375349
63,250520_mACmChPOLR2A_Inhibitors_Chase,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,1.0,162.17256915374563,29.89837611546878,0.8274339242164016
64,250520_mACmChPOLR2A_Inhibitors_Chase,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,153.2939643935019,21.01977135522506,0.581719616858619
65,250520_mACmChPOLR2A_Inhibitors_Chase,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,150.94008549131874,18.66589245304189,0.5165763044044042
66,250520_mACmChPOLR2A_Inhibitors_Chase,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Vehicle,60,1.0,153.93826279028076,21.66406975200391,0.5995504966613932
67,250520_mACmChPOLR2A_Inhibitors_Chase,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Cycloheximide 50 µg/mL,60,1.0,164.05080084031238,31.776607802035528,0.8794137578033987
68,250520_mACmChPOLR2A_Inhibitors_Chase,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Leptomycin 10 ng/mL,60,1.0,157.39619428254048,25.12200124426363,0.6952483303250618
69,250520_mACmChPOLR2A_Inhibitors_Chase,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Vehicle,60,1.0,163.51702790171865,31.2428348634418,0.8646416566191935
70,250520_mACmChPOLR2A_Inhibitors_Chase,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Cycloheximide 50 µg/mL,60,1.0,156.16765633154614,23.893463293269292,0.6612486918860334
71,250520_mACmChPOLR2A_Inhibitors_Chase,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Leptomycin 10 ng/mL,60,1.0,151.7579131307852,19.48372009250835,0.5392095849024128
