,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,TIME_IN_AUXIN
20,D04,1232.0049986706952,306.37767054666926,297.9905293459287,427.14254101591746,1666.241460541814,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3396,250908_mACmChPOLR2A_ARMC5,50.99728285824088,0.18756734754808635,157.9463744488793,2.091872878828954,24.0
21,D05,1289.3892445568551,304.02582948412834,317.0875451852131,418.0968861787737,1677.231336110221,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3121,250908_mACmChPOLR2A_ARMC5,70.09429869752532,0.2578059251016265,155.59453338633838,2.060724632778913,8.0
22,D06,1179.817690688281,289.389165955378,315.53192885414626,426.04055415491695,1595.6374115797746,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3817,250908_mACmChPOLR2A_ARMC5,68.53868236645846,0.2520843883320739,140.95786985758807,1.866873779416986,4.0
23,D07,1239.744083763834,289.93147367385455,340.2423041944437,429.8977165053292,1604.4383942766297,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2516,250908_mACmChPOLR2A_ARMC5,93.2490577067559,0.3429688296145817,141.5001775760646,1.8740562096071,2.0
24,D08,1243.6724705414154,291.4654535393354,433.7222330767366,461.5900349694848,1545.0351966873707,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2415,250908_mACmChPOLR2A_ARMC5,186.7289865890488,0.6867868004302966,143.03415744154543,1.8943725409471879,1.0
25,D09,1378.8937031578614,283.64451480401726,589.2552149376378,438.45303969584455,1629.5800430725053,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2786,250908_mACmChPOLR2A_ARMC5,342.26196844995,1.2588350984736834,135.2132187062273,1.7907904885925137,0.5
26,D10,1229.5498911447598,302.1108016200253,295.7739800062939,422.6719449085152,1694.847503373819,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2964,250908_mACmChPOLR2A_ARMC5,48.78073351860613,0.17941490771123395,153.67950552223536,2.035361626726403,24.0
27,D11,1271.2014779388564,303.5159876140997,309.6577066252773,430.06680471332385,1605.2410423452768,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2456,250908_mACmChPOLR2A_ARMC5,62.66446013758949,0.23047907485998737,155.08469151630973,2.0539721866773433,8.0
28,D12,1290.1463051816997,298.1426608700533,315.87341116281135,436.4685570997221,1586.75,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2012,250908_mACmChPOLR2A_ARMC5,68.88016467512355,0.2533403558519309,149.71136477226335,1.9828067894076837,4.0
29,D13,1195.7305907374498,284.7138398571581,331.8605364761385,434.4130952676109,1641.4532185628743,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2672,250908_mACmChPOLR2A_ARMC5,84.86728998845072,0.31214079622588464,136.28254375936817,1.8049528401192445,2.0
30,D14,1175.8209374767766,281.0307265497848,404.3991925172659,444.40037936567194,1617.1882315722873,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3161,250908_mACmChPOLR2A_ARMC5,157.40594602957808,0.5789370360600348,132.59943045199483,1.7561729623649631,1.0
31,D15,1370.8991008856149,284.7804287585085,554.638650503195,425.4427551434571,1564.0192429022081,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3170,250908_mACmChPOLR2A_ARMC5,307.6454040155072,1.1315158216752599,136.34913266071854,1.8058347566383917,0.5
32,D16,1258.29403380167,297.6831589439392,287.8760935381457,409.20648451406754,1681.4382381104372,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3133,250908_mACmChPOLR2A_ARMC5,40.88284705045791,0.15036658330963104,149.25186284614924,1.9767210554339743,24.0
33,D17,1242.8598059770927,296.3630487126913,298.05584767943407,426.19029987098656,1581.277042298999,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3097,250908_mACmChPOLR2A_ARMC5,51.06260119174627,0.18780758753490923,147.93175261490134,1.9592372556351643,8.0
34,D18,1186.9052175473344,281.6301732363538,302.8180368211982,420.6201854906942,1598.9312261201806,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2879,250908_mACmChPOLR2A_ARMC5,55.82479033351038,0.20532285767833905,133.19887713856386,1.764112152297705,4.0
35,D19,1244.7583159267185,285.3345437854823,327.5343396434725,424.7799698420177,1529.7423214998005,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2507,250908_mACmChPOLR2A_ARMC5,80.5410931557847,0.29622910016298404,136.90324768769236,1.8131735651468026,2.0
36,D20,1196.887268621092,275.2755515296808,393.78580519576116,417.24373681946656,1606.772846934938,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2659,250908_mACmChPOLR2A_ARMC5,146.79255870807336,0.5399011345997781,126.84425543189084,1.6799502913509732,1.0
37,D21,1317.161609019159,280.88805822056196,532.6885730780872,423.8135244988559,1581.266142384106,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2416,250908_mACmChPOLR2A_ARMC5,285.6953265903994,1.0507837204661208,132.456762122772,1.754283434924967,0.5
40,E04,933.5140235602504,260.9863870958387,275.5761044138482,458.83371236307863,1693.0501697472653,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2651,250908_mACmChPOLR2A_ARMC5,28.582857926160415,0.10512738220693973,112.55509099804877,1.4907017844157535,24.0
41,E05,1008.1910213386627,268.01050945011116,284.47082765524317,472.32329422816565,1643.5541427399507,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2438,250908_mACmChPOLR2A_ARMC5,37.47758116755537,0.13784205938298405,119.5792133523212,1.583730643746959,8.0
42,E06,969.2372469017259,254.47208143317286,289.09308924368094,470.0243643520208,1585.4802431610942,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2303,250908_mACmChPOLR2A_ARMC5,42.09984275599314,0.15484267779292304,106.0407853353829,1.4044250377181386,4.0
43,E07,814.9284846980779,245.19386315519682,292.69447688026094,455.19381160789095,1646.9781675017896,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2794,250908_mACmChPOLR2A_ARMC5,45.70123039257314,0.16808853499601176,96.76256705740687,1.281542488199188,2.0
44,E08,823.3415088384962,237.15994001943895,337.2654773425599,442.1578394070775,1679.9461077844312,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2672,250908_mACmChPOLR2A_ARMC5,90.2722308548721,0.3320200989092646,88.728643921649,1.1751396285138727,1.0
45,E09,830.1546658897332,230.2155500852652,375.92300695986506,423.9709583337392,1693.5845045045046,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2775,250908_mACmChPOLR2A_ARMC5,128.92976047217726,0.474201993447354,81.78425398747524,1.0831667610517417,0.5
46,E10,888.1189008270013,256.0905009996728,276.68856604376066,433.90300818409463,1745.9108502538072,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3152,250908_mACmChPOLR2A_ARMC5,29.69531955607286,0.10921900171050668,107.65920490188287,1.4258597050825557,24.0
47,E11,906.3813386970498,255.41234393204778,278.80692515584616,418.4976200481275,1695.132562882393,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2942,250908_mACmChPOLR2A_ARMC5,31.81367866815836,0.11701029915889591,106.98104783425782,1.4168780593670336,8.0
48,E12,908.8027902192485,252.18959401932167,286.3822958651141,454.0043605824506,1670.9718196457327,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2484,250908_mACmChPOLR2A_ARMC5,39.38904937742629,0.14487241476573245,103.75829792153172,1.3741953250453156,4.0
49,E13,967.9986091969524,240.9540828236504,288.43991259537904,441.8280134077605,1615.2381117667476,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2881,250908_mACmChPOLR2A_ARMC5,41.44666610769124,0.15244030251848156,92.52278672586044,1.2253900027831648,2.0
50,E14,842.4694208125783,234.82357065315136,320.37707468647335,414.9697350527344,1639.7951482479784,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2968,250908_mACmChPOLR2A_ARMC5,73.38382819878555,0.2699047721117247,86.39227455536141,1.1441962926549947,1.0
51,E15,851.1947382567072,236.25273772029135,385.225649315382,445.6959524948508,1639.2581471988283,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2731,250908_mACmChPOLR2A_ARMC5,138.2324028276942,0.5084169918554667,87.8214416225014,1.1631244626588795,0.5
52,E16,860.6929037001053,249.44224031928903,265.1081620183184,400.06701236723467,1713.4057971014493,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2967,250908_mACmChPOLR2A_ARMC5,18.11491553063061,0.06662642530549956,101.01094422149907,1.337808831757945,24.0
53,E17,921.5969862939538,255.46600578519795,272.0384977352745,428.5679899680222,1637.4194915254238,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2596,250908_mACmChPOLR2A_ARMC5,25.04525124758672,0.09211611054344876,107.034709687408,1.41758876751481,8.0
54,E18,848.228660916789,244.24709472454012,272.01927166670407,425.2831321653245,1675.7494073823232,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2953,250908_mACmChPOLR2A_ARMC5,25.026025179016273,0.09204539731161716,95.81579862675017,1.269003300708922,4.0
55,E19,850.8573788509199,239.05831784472477,280.5461007663368,435.9285416652437,1593.2771040058801,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2721,250908_mACmChPOLR2A_ARMC5,33.552854278648994,0.12340696458687249,90.62702174693482,1.2002821181743175,2.0
56,E20,821.6543438435211,230.52296346016578,311.4345065565767,441.3700468366235,1631.4421985815602,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2820,250908_mACmChPOLR2A_ARMC5,64.44126006888891,0.23701412205385172,82.09166736237583,1.087238204310808,1.0
57,E21,848.5281179890991,227.86906125564636,359.603452400233,427.8041871145346,1682.607879234168,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2716,250908_mACmChPOLR2A_ARMC5,112.61020591254518,0.4141788825999527,79.4377651578564,1.0520894010282396,0.5
60,F04,1482.3390224842803,258.56845741097226,856.4346234446641,415.09783755239914,1653.0120403514481,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3073,250908_mACmChPOLR2A_ARMC5,609.4413769569763,2.2415175114256387,110.1371613131823,1.4586782476404623,0.0
61,F05,1622.7055848467362,268.05617908644126,890.2189704180716,445.5838616255369,1626.2326916582235,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2961,250908_mACmChPOLR2A_ARMC5,643.2257239303839,2.3657759031533123,119.62488298865131,1.5843355014017058,0.0
62,F06,1627.5731205933714,269.72046165698094,897.9203370661636,450.01203329704157,1563.508461827755,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2659,250908_mACmChPOLR2A_ARMC5,650.9270905784758,2.394101430195475,121.28916555919099,1.6063775874208852,0.0
63,F07,1547.8855980895758,267.3517662223018,898.4751551842044,446.1067751217853,1588.6983503534957,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2546,250908_mACmChPOLR2A_ARMC5,651.4819086965166,2.396142044066253,118.92047012451187,1.575006118748048,0.0
64,F08,1645.7772414059655,275.3936136946141,929.7268103230127,454.08102943116603,1553.7701812191103,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2428,250908_mACmChPOLR2A_ARMC5,682.733563835325,2.511085227944658,126.96231759682414,1.68151392990679,0.0
65,F09,1478.2940861405882,268.52632609498585,897.1370772785752,423.74369995227494,1602.2188498402556,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3130,250908_mACmChPOLR2A_ARMC5,650.1438307908875,2.391220610815207,120.0950299971959,1.5905622209428707,0.0
66,F10,1517.0873110738764,259.95347949791375,855.6535687534672,424.48958430491894,1632.3379310344828,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3045,250908_mACmChPOLR2A_ARMC5,608.6603222657794,2.2386448023614123,111.5221834001238,1.4770217528355734,0.0
67,F11,1643.472942062366,275.485274393849,973.7265111834848,432.0100184744194,1582.4962891255243,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3099,250908_mACmChPOLR2A_ARMC5,726.7332646957971,2.672915559302682,127.05397829605906,1.6827279022531203,0.0
68,F12,1656.321438859856,272.74927885572674,925.971162989575,441.72023993236417,1606.8719135802469,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2592,250908_mACmChPOLR2A_ARMC5,678.9779165018872,2.4972720055693185,124.31798275793679,1.6464918386982241,0.0
69,F13,1607.3445440832709,273.44000640517004,917.6851307080007,427.9158773199327,1602.2011811023622,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2540,250908_mACmChPOLR2A_ARMC5,670.6918842203129,2.4667960858801665,125.00871030738008,1.6556399703497555,0.0
70,F14,1568.629419343875,271.48231078470525,906.092754425204,421.0133581447953,1647.2125681308112,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3119,250908_mACmChPOLR2A_ARMC5,659.0995079375163,2.4241594756672726,123.0510146869153,1.6297118641317936,0.0
71,F15,1573.3664446262314,276.1340847593889,952.3580991810251,432.1999865664301,1573.400299850075,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2668,250908_mACmChPOLR2A_ARMC5,705.3648526933373,2.594322816003842,127.70278866159893,1.6913208744686061,0.0
72,F16,1497.6574854109779,258.0892786856319,808.4161154461224,414.80834542434224,1633.7970762269406,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2873,250908_mACmChPOLR2A_ARMC5,561.4228689584346,2.064906059330449,109.65798258784193,1.4523319102639385,0.0
73,F17,1560.275554005542,265.1169797456672,867.558119537481,425.73227516322993,1617.1635197719986,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2807,250908_mACmChPOLR2A_ARMC5,620.5648730497933,2.2824295863569803,116.68568364787725,1.5454081666788237,0.0
74,F18,1641.4045317490693,270.71030285288884,888.5126882261225,421.7401830774836,1609.9246776084408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3412,250908_mACmChPOLR2A_ARMC5,641.5194417384347,2.3595002192938,122.27900675509889,1.6194872390940707,0.0
75,F19,1576.984368787567,269.1312201139252,889.4652746314607,399.3276202779034,1611.0643844221106,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3184,250908_mACmChPOLR2A_ARMC5,642.472028143773,2.363003819786719,120.69992401613527,1.5985735564179668,0.0
76,F20,1563.667655892984,270.36799576835716,878.2128823736639,420.673447388106,1602.4288557213931,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3015,250908_mACmChPOLR2A_ARMC5,631.2196358859761,2.3216176664257167,121.93669967056721,1.6149536566749656,0.0
77,F21,1551.866961743116,266.0560251927049,869.2716267879601,418.67746939049414,1625.1111972103836,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2581,250908_mACmChPOLR2A_ARMC5,622.2783803002724,2.288731843888429,117.62472909491495,1.5578450694535801,0.0
80,G04,959.6649102199492,224.43085949642466,539.9354033727743,420.9477141151033,1661.0444817456987,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2383,250908_mACmChPOLR2A_ARMC5,292.94215688508655,1.0774374686723536,75.9995633986347,1.0065531800345393,0.0
81,G05,1057.7252520367886,230.7220959440129,546.7534270878507,442.9297624004538,1628.2563780844835,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2391,250908_mACmChPOLR2A_ARMC5,299.7601806001629,1.1025140718182833,82.29079984622294,1.0898755541310055,0.0
82,G06,1002.3553376753177,229.1721608018327,546.078942975549,436.7155830002385,1695.311996206733,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2109,250908_mACmChPOLR2A_ARMC5,299.08569648786124,1.1000333279665093,80.74086470404274,1.0693479079651225,0.0
83,G07,933.2012602421552,223.93998632281514,539.7165776964495,412.6567345524619,1689.9017094017095,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3042,250908_mACmChPOLR2A_ARMC5,292.7233312087617,1.0766326306617136,75.50869022502519,1.0000519590827992,0.0
84,G08,939.0182723461197,224.71185713517536,530.5223068665931,407.8115972621843,1720.2607076350093,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2685,250908_mACmChPOLR2A_ARMC5,283.52906037890534,1.0428162213249912,76.28056103738541,1.0102747680834492,0.0
85,G09,861.3892547652464,220.4703287876302,507.8766904065081,400.4769385413158,1665.9454545454546,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2585,250908_mACmChPOLR2A_ARMC5,260.88344391882026,0.9595259365304737,72.03903268984024,0.9540991315993989,0.0
86,G10,938.4926471524296,223.962098875711,532.8058224076756,406.3684128108376,1635.9965048543688,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2575,250908_mACmChPOLR2A_ARMC5,285.8125759199878,1.0512149619856703,75.53080277792105,1.000344822086752,0.0
87,G11,923.7536929706783,226.73930134447417,536.8193461251454,426.26190178837805,1671.7647787062829,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3231,250908_mACmChPOLR2A_ARMC5,289.8260996374577,1.0659766503701233,78.30800524668422,1.0371266383436537,0.0
88,G12,940.8612534056308,221.08631535739383,532.4724284520559,415.21592194183535,1689.3777173913043,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2576,250908_mACmChPOLR2A_ARMC5,285.4791819643681,1.0499887433238255,72.65501925960388,0.9622573790014529,0.0
89,G13,941.3931220476505,223.4719023220622,527.0036259349271,416.26400360216013,1718.6605790645879,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2245,250908_mACmChPOLR2A_ARMC5,280.0103794472393,1.0298745583141355,75.04060622427224,0.9938525624229806,0.0
90,G14,903.149069804359,222.50414081893774,535.3740711365976,405.0395663128897,1679.6556970983722,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2826,250908_mACmChPOLR2A_ARMC5,288.3808246489099,1.0606609476329196,74.07284472114779,0.9810353385479496,0.0
91,G15,893.8916642886722,225.16654041471688,539.0764014386635,425.31628521539375,1621.3077485380118,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2736,250908_mACmChPOLR2A_ARMC5,292.08315495097577,1.0742780706556454,76.73524431692692,1.016296682953282,0.0
92,G16,932.1981576903622,220.75144426394138,545.0655087405361,400.88246583398063,1617.230083234245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,3364,250908_mACmChPOLR2A_ARMC5,298.0722622528483,1.096305929942105,72.32014816615143,0.9578222803121589,0.0
93,G17,976.1780150278177,225.53332103530803,534.5571526860517,436.1995386762145,1652.989851395433,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2759,250908_mACmChPOLR2A_ARMC5,287.56390619836395,1.0576563321251107,77.10202493751808,1.0211543977021762,0.0
94,G18,979.2862660431562,224.06993409432368,528.6283853762078,413.39762915191466,1619.8256963162623,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2226,250908_mACmChPOLR2A_ARMC5,281.63513888852003,1.0358504025498347,75.63863799653373,1.0017730129520728,0.0
95,G19,967.4192466032983,227.9536411228492,529.0830236584488,441.9971593268403,1611.321441843181,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2691,250908_mACmChPOLR2A_ARMC5,282.08977717076107,1.0375225562787072,79.52234502505925,1.0532095934411008,0.0
96,G20,878.7914198390126,218.09447990658322,519.1028788441689,400.14486335418627,1659.2651349380014,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2742,250908_mACmChPOLR2A_ARMC5,272.10963235648114,1.000815712579528,69.66318380879326,0.9226329212745341,0.0
97,G21,962.0745779127608,225.6447689411017,526.613210708761,428.134143598707,1619.620190131281,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2209,250908_mACmChPOLR2A_ARMC5,279.61996422107325,1.0284386161558463,77.21347284331173,1.0226304357077685,0.0
100,H04,1054.2879104238332,290.03871659510145,292.1163077081138,407.8839819154056,1657.1336845571288,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3037,250908_mACmChPOLR2A_ARMC5,45.123061220426024,0.16596203624988917,141.6074204973115,1.8754765559695001,24.0
101,H05,1127.9005602021243,288.3166966808388,312.4693143252943,426.78315682361705,1595.4084636614537,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,3261,250908_mACmChPOLR2A_ARMC5,65.47606783760651,0.24082013165910954,139.88540058304883,1.8526697852030378,8.0
102,H06,1045.6164520832237,276.54466421319967,314.4643505965635,420.80335553663826,1595.757470465601,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2878,250908_mACmChPOLR2A_ARMC5,67.47110410887572,0.2481578492921132,128.1133681154097,1.6967586695875385,4.0
