,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,IF_Intensity_BGS,IF_Intensity_FC
118,250128_ARMC5mAC_TotalPolII,H21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3486,305.0681888823667,0.6788044089759294
119,250128_ARMC5mAC_TotalPolII,H22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4338,291.3053885076313,0.6481809289977258
120,250128_ARMC5mAC_TotalPolII,I03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4005,285.6740184718418,0.6356506195515882
121,250128_ARMC5mAC_TotalPolII,I04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1735,424.76543075870825,0.9451416361564697
122,250128_ARMC5mAC_TotalPolII,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1890,369.3824230040967,0.8219094172092671
123,250128_ARMC5mAC_TotalPolII,I06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4738,280.7090006451532,0.6246030042504075
130,250128_ARMC5mAC_TotalPolII,I13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2368,369.57282371801716,0.8223330760789607
131,250128_ARMC5mAC_TotalPolII,I14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2470,344.01037421571823,0.7654543058277762
132,250128_ARMC5mAC_TotalPolII,I15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4293,260.95744852752125,0.5806540080909414
136,250128_ARMC5mAC_TotalPolII,I19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1791,356.74858669290927,0.7937979847399149
137,250128_ARMC5mAC_TotalPolII,I20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2109,326.4409435379375,0.7263607279264985
138,250128_ARMC5mAC_TotalPolII,I21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3263,273.0001942658603,0.6074502103869229
139,250128_ARMC5mAC_TotalPolII,I22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4377,263.65677595224383,0.5866602566083109
140,250128_ARMC5mAC_TotalPolII,J03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3937,268.64531250983634,0.5977602032203686
141,250128_ARMC5mAC_TotalPolII,J04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2256,617.8489216004795,1.374769927995172
142,250128_ARMC5mAC_TotalPolII,J05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1962,596.75536018057,1.32783483933419
143,250128_ARMC5mAC_TotalPolII,J06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4534,271.35136323915356,0.6037814117006843
144,250128_ARMC5mAC_TotalPolII,J07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1829,363.1214209576211,0.8079781193924576
145,250128_ARMC5mAC_TotalPolII,J08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2675,356.93646891224387,0.7942160397305704
146,250128_ARMC5mAC_TotalPolII,J09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4705,289.0172205827432,0.6430895476852999
147,250128_ARMC5mAC_TotalPolII,J10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2007,651.597432897476,1.4498634287259502
148,250128_ARMC5mAC_TotalPolII,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,583.1775136003397,1.2976228983356055
149,250128_ARMC5mAC_TotalPolII,J12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4484,285.6759302805875,0.6356548734995677
150,250128_ARMC5mAC_TotalPolII,J13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2520,367.0699495947699,0.8167639539879414
151,250128_ARMC5mAC_TotalPolII,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2020,367.3583328349647,0.817405632871722
152,250128_ARMC5mAC_TotalPolII,J15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3990,260.7905992762194,0.5802827533631608
153,250128_ARMC5mAC_TotalPolII,J16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1903,664.1722292878417,1.4778434920128707
154,250128_ARMC5mAC_TotalPolII,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2421,553.5340228171109,1.2316634408293623
155,250128_ARMC5mAC_TotalPolII,J18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,3287,207.08638650152008,0.4607860056176785
156,250128_ARMC5mAC_TotalPolII,J19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1728,348.7886090102262,0.7760863119294837
157,250128_ARMC5mAC_TotalPolII,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2357,323.10679855517003,0.7189419527249312
158,250128_ARMC5mAC_TotalPolII,J21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3461,263.54391989450835,0.5864091416367659
159,250128_ARMC5mAC_TotalPolII,J22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4796,258.3663362196488,0.5748885480304242
160,250128_ARMC5mAC_TotalPolII,K03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3992,281.0718509939421,0.6254103792096215
161,250128_ARMC5mAC_TotalPolII,K04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1362,645.1285637774589,1.4354696078040021
162,250128_ARMC5mAC_TotalPolII,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2203,562.3593799407038,1.251300661439709
163,250128_ARMC5mAC_TotalPolII,K06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4637,279.8182972515207,0.6226211083572217
164,250128_ARMC5mAC_TotalPolII,K07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1583,452.0794829224574,1.0059178813089944
165,250128_ARMC5mAC_TotalPolII,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2553,339.90960580091075,0.7563297239093583
166,250128_ARMC5mAC_TotalPolII,K09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4576,280.5662824247196,0.6242854432564984
167,250128_ARMC5mAC_TotalPolII,K10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2167,598.9629798899286,1.3327469935563159
168,250128_ARMC5mAC_TotalPolII,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2802,502.7442556602274,1.1186515991055197
169,250128_ARMC5mAC_TotalPolII,K12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4300,266.9290572185705,0.5939413794258998
170,250128_ARMC5mAC_TotalPolII,K13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1696,375.70054961127346,0.8359678223583973
171,250128_ARMC5mAC_TotalPolII,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,333.91970767909174,0.7430016569309451
172,250128_ARMC5mAC_TotalPolII,K15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4211,254.1158103739767,0.5654307422359927
173,250128_ARMC5mAC_TotalPolII,K16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2002,548.3911977851867,1.2202201883583286
174,250128_ARMC5mAC_TotalPolII,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2564,478.8155455749702,1.065408047339319
175,250128_ARMC5mAC_TotalPolII,K18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4379,256.3987454612552,0.5705104800097927
176,250128_ARMC5mAC_TotalPolII,K19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2451,319.18306986943855,0.7102113002722533
177,250128_ARMC5mAC_TotalPolII,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2122,331.29250025266924,0.7371558819555755
178,250128_ARMC5mAC_TotalPolII,K21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2981,275.0388889848924,0.6119864911735394
179,250128_ARMC5mAC_TotalPolII,K22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,227.4614589660857,0.5061223911412581
180,250128_ARMC5mAC_TotalPolII,L03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4647,283.2829908618703,0.6303303661040625
181,250128_ARMC5mAC_TotalPolII,L04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1483,569.8209838695007,1.267903407414159
182,250128_ARMC5mAC_TotalPolII,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2169,544.0459207894539,1.210551552655173
183,250128_ARMC5mAC_TotalPolII,L06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3994,286.4854156031231,0.6374560518130179
184,250128_ARMC5mAC_TotalPolII,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2339,369.53579279287203,0.8222506789094981
185,250128_ARMC5mAC_TotalPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2005,359.88185535060256,0.8007697918861802
186,250128_ARMC5mAC_TotalPolII,L09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4025,301.37897757464816,0.6705955789746839
187,250128_ARMC5mAC_TotalPolII,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1531,589.5511381828501,1.311804791516981
188,250128_ARMC5mAC_TotalPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1881,505.94559919613425,1.1257748790344475
189,250128_ARMC5mAC_TotalPolII,L12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3611,282.83310693613294,0.6293293335367642
190,250128_ARMC5mAC_TotalPolII,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1979,362.9570696263678,0.8076124227635021
191,250128_ARMC5mAC_TotalPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1716,371.840135017267,0.8273780495063447
192,250128_ARMC5mAC_TotalPolII,L15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4713,260.9973098364775,0.580742703121276
193,250128_ARMC5mAC_TotalPolII,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1821,532.4230451980785,1.1846895995445963
194,250128_ARMC5mAC_TotalPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2075,470.3270131967614,1.0465202923584649
195,250128_ARMC5mAC_TotalPolII,L18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3460,282.43459106560636,0.6284425995545967
196,250128_ARMC5mAC_TotalPolII,L19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1642,335.0496896932078,0.7455159694722021
197,250128_ARMC5mAC_TotalPolII,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2025,334.49682223298544,0.7442857891936449
198,250128_ARMC5mAC_TotalPolII,L21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3416,257.59797678733446,0.5731788785553995
199,250128_ARMC5mAC_TotalPolII,L22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4716,254.38248879899018,0.5660241259360143
200,250128_ARMC5mAC_TotalPolII,M03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4229,295.67402682600823,0.6579015457640939
201,250128_ARMC5mAC_TotalPolII,M04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1122,520.97753899415,1.1592223094195553
202,250128_ARMC5mAC_TotalPolII,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2509,448.876971414967,0.9987920025372853
203,250128_ARMC5mAC_TotalPolII,M06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3635,289.5288483298598,0.6442279658591825
204,250128_ARMC5mAC_TotalPolII,M07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1577,421.73355509168687,0.9383954376171179
205,250128_ARMC5mAC_TotalPolII,M08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2073,415.787831177002,0.9251656622589339
206,250128_ARMC5mAC_TotalPolII,M09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4094,315.9390339649734,0.7029930259484225
207,250128_ARMC5mAC_TotalPolII,M10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1467,460.6423835343036,1.024971112359529
208,250128_ARMC5mAC_TotalPolII,M11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1663,469.41589291367904,1.044492967033168
209,250128_ARMC5mAC_TotalPolII,M12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2932,291.60395663943825,0.6488452701897485
210,250128_ARMC5mAC_TotalPolII,M13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1370,431.251461802961,0.9595736439174992
211,250128_ARMC5mAC_TotalPolII,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2103,369.00790740559466,0.8210760860106757
212,250128_ARMC5mAC_TotalPolII,M15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4031,300.4078306736408,0.6684346889763455
213,250128_ARMC5mAC_TotalPolII,M16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1528,466.9585476833181,1.039025150861131
214,250128_ARMC5mAC_TotalPolII,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,407.23110932897043,0.9061261795186861
215,250128_ARMC5mAC_TotalPolII,M18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,274.02412830422793,0.6097285565569738
216,250128_ARMC5mAC_TotalPolII,M19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1753,384.9247779088597,0.8564925675333735
217,250128_ARMC5mAC_TotalPolII,M20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2277,336.8435477681128,0.7495074665036808
218,250128_ARMC5mAC_TotalPolII,M21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2683,288.25087264152023,0.6413843539605213
219,250128_ARMC5mAC_TotalPolII,M22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3742,235.18768978109964,0.5233139559557051
220,250128_ARMC5mAC_TotalPolII,N03,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3684,259.0093456495921,0.5763193023731095
222,250128_ARMC5mAC_TotalPolII,N05,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4490,260.7659690996478,0.5802279489847958
224,250128_ARMC5mAC_TotalPolII,N07,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4347,278.4247154065663,0.6195202622674034
226,250128_ARMC5mAC_TotalPolII,N09,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4051,272.56836725781955,0.6064893561003885
228,250128_ARMC5mAC_TotalPolII,N11,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4077,260.2454601286281,0.5790697692816477
230,250128_ARMC5mAC_TotalPolII,N13,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3931,284.5892924518806,0.6332370057048672
232,250128_ARMC5mAC_TotalPolII,N15,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2378,308.48998409363,0.6864182138912427
234,250128_ARMC5mAC_TotalPolII,N17,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2062,306.22903485427923,0.6813873966245696
236,250128_ARMC5mAC_TotalPolII,N19,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2815,293.77939334183156,0.6536858143003703
238,250128_ARMC5mAC_TotalPolII,N21,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2797,272.4340593081106,0.6061905087221778
0,250203_ARMC5mAC_TotalPolII,C03,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4218,296.21431493993543,1.011557634835059
1,250203_ARMC5mAC_TotalPolII,C04,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3306,291.9462111007987,0.9969822655602045
2,250203_ARMC5mAC_TotalPolII,C05,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3637,322.38085288809486,1.1009151030723021
3,250203_ARMC5mAC_TotalPolII,C06,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3696,311.95789046395157,1.0653211878360347
4,250203_ARMC5mAC_TotalPolII,C07,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4018,316.53506631932555,1.0809520231770786
5,250203_ARMC5mAC_TotalPolII,C08,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3467,296.6185438893692,1.0129380572501743
6,250203_ARMC5mAC_TotalPolII,C09,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,301.07341968940955,1.0281512437860327
7,250203_ARMC5mAC_TotalPolII,C10,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3940,319.9176754198812,1.0925034705202747
8,250203_ARMC5mAC_TotalPolII,C11,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3998,306.1776754270344,1.0455820315674809
9,250203_ARMC5mAC_TotalPolII,C12,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4108,304.50749171556663,1.0398784345443088
10,250203_ARMC5mAC_TotalPolII,C13,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4388,294.31579241352404,1.0050742717440917
11,250203_ARMC5mAC_TotalPolII,C14,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4201,292.9183570959168,1.0003020973641992
12,250203_ARMC5mAC_TotalPolII,C15,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4115,310.9492081440193,1.0618765862405393
13,250203_ARMC5mAC_TotalPolII,C16,HCT116 OsTIRF74G,No addition,No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3427,280.0724365411262,0.9564338966787664
