,EXPERIMENT,WELL,CELL,DRUG,DRUG TIME HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
4,250210_ARMC5mAC_PhosphoPolII,C07,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3273,288.560617808079,23.81629995649928,0.46754896618624686
5,250210_ARMC5mAC_PhosphoPolII,C08,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2713,301.5152661800984,36.77094832851873,0.7218677505779068
6,250210_ARMC5mAC_PhosphoPolII,C09,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2706,282.4518108306531,17.70749297907338,0.34762410833076013
7,250210_ARMC5mAC_PhosphoPolII,C10,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,431,278.7364139284271,13.992096076847417,0.27468540736628544
8,250210_ARMC5mAC_PhosphoPolII,C11,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3333,275.6435845416513,10.899266690071613,0.2139686215927314
9,250210_ARMC5mAC_PhosphoPolII,C12,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3507,272.0632619196624,7.318944068082715,0.14368162724089348
10,250210_ARMC5mAC_PhosphoPolII,C13,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3377,270.4055316141402,5.6612137625605214,0.11113794530968729
11,250210_ARMC5mAC_PhosphoPolII,C14,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2969,270.38823699203243,5.643919140452738,0.11079842646327347
12,250210_ARMC5mAC_PhosphoPolII,C15,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2912,270.25099095079815,5.50667309921846,0.10810408499085973
13,250210_ARMC5mAC_PhosphoPolII,C16,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3037,270.26388990905286,5.5195720574731695,0.108357310496412
14,250210_ARMC5mAC_PhosphoPolII,C17,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2828,271.83268323516893,7.088365383589235,0.1391550288290318
15,250210_ARMC5mAC_PhosphoPolII,C18,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3409,273.0076045845816,8.263286733001905,0.1622204614643029
16,250210_ARMC5mAC_PhosphoPolII,C19,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2787,272.2799971266353,7.5356792750556,0.147936457846043
17,250210_ARMC5mAC_PhosphoPolII,C20,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3599,271.516328260619,6.7720104090392965,0.13294451579514904
18,250210_ARMC5mAC_PhosphoPolII,C21,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3049,270.89770630635104,6.1533884547713456,0.12080005776823517
19,250210_ARMC5mAC_PhosphoPolII,C22,HCT116 OsTIRF74G,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,3190,270.1576242409304,5.41330638935068,0.10627115927382454
20,250210_ARMC5mAC_PhosphoPolII,D03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1603,307.4972292995318,42.7529114479521,0.8393024771040181
21,250210_ARMC5mAC_PhosphoPolII,D04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1685,335.58714508205946,70.84282723047977,1.390748802031394
22,250210_ARMC5mAC_PhosphoPolII,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1981,272.05612953143975,7.311811679860057,0.143541607979042
23,250210_ARMC5mAC_PhosphoPolII,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2054,279.832456552549,15.088138700969296,0.29620233471185325
24,250210_ARMC5mAC_PhosphoPolII,D07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,897,327.0266740605493,62.28235620896959,1.222694176271519
25,250210_ARMC5mAC_PhosphoPolII,D08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,433,351.96505023024037,87.22073237866067,1.7122711474131218
26,250210_ARMC5mAC_PhosphoPolII,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,555,275.570042321307,10.825724469727334,0.21252487973711937
27,250210_ARMC5mAC_PhosphoPolII,D11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,331,312.80282323443356,48.058505382853866,0.9434590826136157
28,250210_ARMC5mAC_PhosphoPolII,D13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,764,269.57404414138927,4.829726289809571,0.09481462434918551
29,250210_ARMC5mAC_PhosphoPolII,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1793,274.1595888201494,9.4152709685697,0.18483560484872247
30,250210_ARMC5mAC_PhosphoPolII,D15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1490,315.28584031776677,50.541522466187075,0.9922043567517348
31,250210_ARMC5mAC_PhosphoPolII,D16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1714,330.9552997309417,66.21098187936201,1.2998188712946632
32,250210_ARMC5mAC_PhosphoPolII,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2071,269.68379613887276,4.9394782872930705,0.09696921734028877
33,250210_ARMC5mAC_PhosphoPolII,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1684,274.48798791350964,9.743670061929947,0.19128256163367777
34,250210_ARMC5mAC_PhosphoPolII,D19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1194,319.4527420523922,54.70842420081249,1.0740067610623227
35,250210_ARMC5mAC_PhosphoPolII,D20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1625,338.6281837237329,73.8838658721532,1.4504488593721159
36,250210_ARMC5mAC_PhosphoPolII,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1098,276.4040674505433,11.659749598963629,0.2288980186235133
37,250210_ARMC5mAC_PhosphoPolII,D22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1333,276.87741699220237,12.133099140622676,0.23819056571318103
38,250210_ARMC5mAC_PhosphoPolII,E03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2370,329.0174887662829,64.2731709147032,1.2617767944462253
39,250210_ARMC5mAC_PhosphoPolII,E04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1509,349.04494064826474,84.30062279668505,1.654945105219457
40,250210_ARMC5mAC_PhosphoPolII,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2019,270.41320674351624,5.668888891936547,0.11128861937793721
41,250210_ARMC5mAC_PhosphoPolII,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1617,274.1236913862859,9.37937353470619,0.1841308854707217
42,250210_ARMC5mAC_PhosphoPolII,E07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1774,325.3158485359053,60.57153068432558,1.1891081571655553
43,250210_ARMC5mAC_PhosphoPolII,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2068,345.7119878064044,80.96766995482471,1.5895143431613037
44,250210_ARMC5mAC_PhosphoPolII,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2246,271.4582212880331,6.713903436453393,0.1318037905351223
45,250210_ARMC5mAC_PhosphoPolII,E10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1677,274.3453917242912,9.601073872711481,0.1884831888942948
46,250210_ARMC5mAC_PhosphoPolII,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1804,323.583512302614,58.8391944510343,1.1550998512388708
47,250210_ARMC5mAC_PhosphoPolII,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1789,341.240311485684,76.49599363410431,1.5017287658595784
48,250210_ARMC5mAC_PhosphoPolII,E13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2359,261.85566599209255,-2.8886518594871404,-0.05670848087410941
49,250210_ARMC5mAC_PhosphoPolII,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1990,263.3838199065189,-1.3604979450607857,-0.026708573912552575
50,250210_ARMC5mAC_PhosphoPolII,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1627,285.91882442034165,21.174506568761956,0.4156866798709798
51,250210_ARMC5mAC_PhosphoPolII,E16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,2035,338.31675715398234,73.57243930240264,1.4443350981667333
52,250210_ARMC5mAC_PhosphoPolII,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1799,260.16645699135955,-4.577860860220142,-0.0898701358502297
53,250210_ARMC5mAC_PhosphoPolII,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1965,263.6977995906045,-1.0465182609751764,-0.020544691320972676
54,250210_ARMC5mAC_PhosphoPolII,E19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,942,329.2957612187628,64.55144336718308,1.2672396916096267
55,250210_ARMC5mAC_PhosphoPolII,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1672,342.5090265976893,77.76470874610959,1.5266355078844267
56,250210_ARMC5mAC_PhosphoPolII,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1195,264.3345202184171,-0.4097976331626114,-0.008044929736386847
57,250210_ARMC5mAC_PhosphoPolII,E22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1184,268.53496063872086,3.7906427871411665,0.07441588825914817
58,250210_ARMC5mAC_PhosphoPolII,F03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1637,338.26104213517175,73.51672428359205,1.4432413304742908
59,250210_ARMC5mAC_PhosphoPolII,F04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1754,349.87202199956374,85.12770414798405,1.6711819275410638
60,250210_ARMC5mAC_PhosphoPolII,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1694,268.0389861635935,3.294668312013812,0.06467918047816981
61,250210_ARMC5mAC_PhosphoPolII,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1833,269.33042770134466,4.586109849764966,0.09003207563688037
62,250210_ARMC5mAC_PhosphoPolII,F07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1459,327.0049273349882,62.26060948340853,1.2222672560919539
63,250210_ARMC5mAC_PhosphoPolII,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1482,345.515809172111,80.77149132053131,1.585663068285725
64,250210_ARMC5mAC_PhosphoPolII,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2160,264.4575069121316,-0.28681093944811664,-0.00563052020989007
65,250210_ARMC5mAC_PhosphoPolII,F10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1915,270.39117105830144,5.646853206721744,0.11085602649574289
66,250210_ARMC5mAC_PhosphoPolII,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1712,320.2762657631344,55.53194791155471,1.090173741671849
67,250210_ARMC5mAC_PhosphoPolII,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1941,263.16051877955397,-1.5837990720257267,-0.031092303175762115
68,250210_ARMC5mAC_PhosphoPolII,F13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1524,258.8746186760337,-5.869699175545975,-0.11523082033579564
69,250210_ARMC5mAC_PhosphoPolII,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1656,260.0116313635403,-4.7326864880394055,-0.09290959044049989
70,250210_ARMC5mAC_PhosphoPolII,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1741,315.13818799614734,50.39387014456764,0.989305724703337
71,250210_ARMC5mAC_PhosphoPolII,F16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1497,341.0752965170588,76.33097866547911,1.4984892795360567
72,250210_ARMC5mAC_PhosphoPolII,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1437,260.0876868567998,-4.656630994779903,-0.09141650934430881
73,250210_ARMC5mAC_PhosphoPolII,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,834,261.5068140427592,-3.23750380882052,-0.06355695727727835
74,250210_ARMC5mAC_PhosphoPolII,F19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,718,310.2525423968974,45.50822454531772,0.8933933221364417
75,250210_ARMC5mAC_PhosphoPolII,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,500,258.41962843935676,-6.324689412222938,-0.12416294728967613
76,250210_ARMC5mAC_PhosphoPolII,G03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1388,342.7423637923014,77.99804594072168,1.531216259903546
77,250210_ARMC5mAC_PhosphoPolII,G04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1685,349.0269974868296,84.2826796352499,1.6545928545930189
78,250210_ARMC5mAC_PhosphoPolII,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1847,263.1906911148512,-1.5536267367285177,-0.03049997589564717
79,250210_ARMC5mAC_PhosphoPolII,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1859,264.5512545117765,-0.19306333980318868,-0.0037901170668121317
80,250210_ARMC5mAC_PhosphoPolII,G07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2125,320.45910597652437,55.714788124944675,1.0937631637442908
81,250210_ARMC5mAC_PhosphoPolII,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1668,339.7918906125917,75.04757276101202,1.4732941356670712
82,250210_ARMC5mAC_PhosphoPolII,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1547,258.21375565652465,-6.53056219505504,-0.1282045325466156
83,250210_ARMC5mAC_PhosphoPolII,G10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1733,261.49806676908076,-3.2462510824989295,-0.06372867911369956
84,250210_ARMC5mAC_PhosphoPolII,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1992,321.0547528494079,56.310434997828224,1.105456587161759
85,250210_ARMC5mAC_PhosphoPolII,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1888,337.7982645698907,73.05394671831101,1.434156326816437
86,250210_ARMC5mAC_PhosphoPolII,G13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1490,255.7258940226734,-9.018423828906293,-0.17704491233046832
87,250210_ARMC5mAC_PhosphoPolII,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1821,254.95551736060747,-9.788800490972221,-0.19216853827491917
88,250210_ARMC5mAC_PhosphoPolII,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1467,322.4824138693867,57.73809601780698,1.1334836709310543
89,250210_ARMC5mAC_PhosphoPolII,G16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1543,336.4354939387493,71.6911760871696,1.4074031367364106
90,250210_ARMC5mAC_PhosphoPolII,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1414,254.61165093767846,-10.132666913901232,-0.19891914146854195
91,250210_ARMC5mAC_PhosphoPolII,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1712,257.91093962732884,-6.8333782242508505,-0.13414925618772378
92,250210_ARMC5mAC_PhosphoPolII,G19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1086,328.6628380398662,63.91852018828649,1.2548144795276106
93,250210_ARMC5mAC_PhosphoPolII,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1704,334.4757606516788,69.7314428000991,1.36893069248419
94,250210_ARMC5mAC_PhosphoPolII,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1088,259.8451584172358,-4.899159434343915,-0.09617769900836379
95,250210_ARMC5mAC_PhosphoPolII,G22,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1605,260.23375462256234,-4.51056322901735,-0.08854898445588552
96,250210_ARMC5mAC_PhosphoPolII,H03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1331,340.9827845385375,76.23846668695779,1.4966731334513799
97,250210_ARMC5mAC_PhosphoPolII,H04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1485,350.85501216864,86.11069431706028,1.690479469063563
100,250210_ARMC5mAC_PhosphoPolII,H07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2444,319.1006002588112,54.356282407231504,1.067093700182149
101,250210_ARMC5mAC_PhosphoPolII,H08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1607,332.9792024329785,68.23488458139883,1.3395510554595944
104,250210_ARMC5mAC_PhosphoPolII,H11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2141,321.94606099637167,57.201743144791976,1.122954275863507
105,250210_ARMC5mAC_PhosphoPolII,H12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1621,342.4150057818575,77.67068793027778,1.5247897411061093
108,250210_ARMC5mAC_PhosphoPolII,H15,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1408,322.8072848316482,58.062966980068495,1.1398613653179548
109,250210_ARMC5mAC_PhosphoPolII,H16,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1740,332.4395649117489,67.69524706016921,1.3289571779208054
112,250210_ARMC5mAC_PhosphoPolII,H19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1304,329.03377140747045,64.28945355589076,1.2620964466200695
113,250210_ARMC5mAC_PhosphoPolII,H20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1818,336.7137844791363,71.96946662755659,1.412866388992009
116,250210_ARMC5mAC_PhosphoPolII,I03,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1689,269.33095690639703,4.58663905481734,0.09004246470972502
117,250210_ARMC5mAC_PhosphoPolII,I04,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1822,271.4265663221501,6.682248470570414,0.13118235703788386
118,250210_ARMC5mAC_PhosphoPolII,I05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2245,299.09315136827524,34.34883351669555,0.6743180775253853
119,250210_ARMC5mAC_PhosphoPolII,I06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1493,319.82133689369454,55.07701904211484,1.0812428194470118
120,250210_ARMC5mAC_PhosphoPolII,I07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2229,251.08407187265954,-13.660245978920159,-0.2681707022904303
121,250210_ARMC5mAC_PhosphoPolII,I08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2078,253.30223435245443,-11.44208349912526,-0.22462491322346775
122,250210_ARMC5mAC_PhosphoPolII,I09,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1694,285.7047173885481,20.960399536968396,0.41148344420670246
123,250210_ARMC5mAC_PhosphoPolII,I10,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,0.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1342,321.0071966192385,56.26287876765883,1.1045229884796788
