,WELL,Alexa647_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,IF_Intensity_BGS,IF_Intensity_FC,TIME_HOURS,TIME_IN_AUXIN_HRS
59,E22,1325.5200600120722,682.9823746578354,1052.291209055958,1471.6484490398818,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3385,260119_ARMC5mAC_TotalPhospho,-8.292370364858243,-0.11170619067721452,1178.6171968649758,1.0200273245330647,24.0,24.0
70,F13,1298.4215360351188,691.0551264128643,1082.4493592789254,1514.551435841512,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2751,260119_ARMC5mAC_TotalPhospho,-0.21961860982935377,-0.002958473539704465,1151.5186728880224,0.996575066255712,8.0,8.0
71,F14,1336.2454361804823,695.7734665690717,1078.5659187010865,1432.1939592430858,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2748,260119_ARMC5mAC_TotalPhospho,4.4987215463780785,0.06060209864637344,1189.3425730333859,1.0293095382889594,8.0,8.0
72,F15,1249.9139653611135,784.2996104331473,1047.0409592378364,1475.434296977661,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3044,260119_ARMC5mAC_TotalPhospho,93.02486541045369,1.2531342542657882,1103.011102214017,0.9545944743673411,8.0,0.0
73,F16,1239.6086112017654,795.4905525932368,1083.5743713633037,1412.7618472683369,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3313,260119_ARMC5mAC_TotalPhospho,104.21580757054312,1.4038869900686106,1092.705748054669,0.9456757661900925,8.0,0.0
74,F17,1295.1043330363145,690.0181385050261,1069.559118204567,1496.1550836550837,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3108,260119_ARMC5mAC_TotalPhospho,-1.256606517667592,-0.01692769631511824,1148.201469889218,0.9937042124205536,8.0,8.0
75,F18,1339.7615651121796,690.4855048850317,1102.066920346191,1404.3709222714458,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2483,260119_ARMC5mAC_TotalPhospho,-0.7892401376619773,-0.010631822437815946,1192.8587019650831,1.0323525514033551,8.0,8.0
76,F19,1300.7151644378869,777.7281971506093,1084.2153977092867,1508.2808544303798,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2528,260119_ARMC5mAC_TotalPhospho,86.45345212791563,1.1646110078525744,1153.8123012907904,0.9985600734738076,8.0,0.0
77,F20,1319.7812447385745,726.6390714543135,1133.0357599834854,1411.858937544867,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2786,260119_ARMC5mAC_TotalPhospho,35.364326431619816,0.4763914318495725,1172.878381591478,1.0150607005902055,8.0,0.0
78,F21,1321.5700544439526,683.5015731542845,1009.987820077073,1507.578538102644,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2572,260119_ARMC5mAC_TotalPhospho,-7.773171868409122,-0.10471208842516681,1174.6671912968561,1.0166088154342183,8.0,8.0
79,F22,1346.4089063112192,682.4983455038923,1106.0305934300738,1439.4154727793696,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3141,260119_ARMC5mAC_TotalPhospho,-8.776399518801327,-0.11822652811810272,1199.5060431641227,1.0381054537677108,8.0,8.0
90,G13,1242.2195036345202,693.461936712648,979.1558859103382,1591.4340727048675,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3246,260119_ARMC5mAC_TotalPhospho,2.187191689954375,0.0294635720807966,1095.3166404874237,0.9479353476979054,2.0,2.0
91,G14,1269.128146876693,697.762998169655,1031.2335602101266,1444.9585669781932,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3210,260119_ARMC5mAC_TotalPhospho,6.48825314696137,0.0874029995413614,1122.2252837295966,0.9712232748095552,2.0,2.0
92,G15,1264.4937127161265,783.7928463850441,1055.6615636256809,1512.1366764995084,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3051,260119_ARMC5mAC_TotalPhospho,92.51810136235042,1.2463076559718096,1117.59084956903,0.9672124310087846,2.0,0.0
93,G16,1310.5091671606017,795.7147881912033,1062.2619714279617,1400.323192555476,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2794,260119_ARMC5mAC_TotalPhospho,104.44004316850965,1.4069076588714924,1163.6063040135052,1.0070362355561981,2.0,0.0
94,G17,1269.266996552829,692.6704814498125,1072.388507768818,1491.7121212121212,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3300,260119_ARMC5mAC_TotalPhospho,1.3957364271188908,0.018801909780056265,1122.3641334057324,0.97134344144554,2.0,2.0
95,G18,1298.593078589455,692.289086351995,1089.6161655305334,1453.7560396039603,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2525,260119_ARMC5mAC_TotalPhospho,1.0143413293013737,0.013664151618565034,1151.6902154423585,0.9967235267509504,2.0,2.0
96,G19,1255.1500294711316,772.1787060448953,1020.473438883606,1577.5622073578595,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2990,260119_ARMC5mAC_TotalPhospho,80.90396102220166,1.0898540343527556,1108.247166324035,0.9591259952711866,2.0,0.0
97,G20,1379.6922865534402,788.4143357483492,1136.4926159533784,1398.7010228166798,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2542,260119_ARMC5mAC_TotalPhospho,97.13959072565558,1.3085635549868688,1232.7894234063438,1.066910359542201,2.0,0.0
98,G21,1382.2465064406442,684.0992661059685,1066.779171988152,1489.360465116279,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2322,260119_ARMC5mAC_TotalPhospho,-7.175478916725183,-0.09666059049519289,1235.3436432935478,1.0691208941286163,2.0,2.0
99,G22,1377.6991803012581,682.8457530906293,1088.5945197398057,1403.800790513834,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2530,260119_ARMC5mAC_TotalPhospho,-8.428991932064378,-0.11354661436374257,1230.7963171541617,1.0651854374527125,2.0,2.0
112,H15,1294.4893115411394,731.7927127405984,1054.372634193914,1537.4102979274612,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3088,260119_ARMC5mAC_TotalPhospho,40.51796771790475,0.5458159282091911,1147.586448394043,0.9931719456829543,0.5,0.0
113,H16,1251.1647749791728,794.503679995576,1039.2576501190615,1432.13113317757,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3424,260119_ARMC5mAC_TotalPhospho,103.22893497288237,1.3905928686391593,1104.2619118320763,0.9556769801984141,0.5,0.0
116,H19,1308.2434995784497,753.2072972194974,1052.2194310891787,1530.1600861450108,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2786,260119_ARMC5mAC_TotalPhospho,61.93255219680373,0.8342909422064826,1161.3406364313532,1.0050754268659372,0.5,0.0
117,H20,1419.1823311837636,790.1928525749113,1163.1676894056527,1353.6933045356373,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1852,260119_ARMC5mAC_TotalPhospho,98.91810755221763,1.3325218842714015,1272.2794680366671,1.101086786525537,0.5,0.0
130,I13,1137.7818140088793,712.9394512110888,980.9383232286349,1537.2225181598062,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4130,260119_ARMC5mAC_TotalPhospho,21.664706188395144,0.2918443935768501,990.8789508617828,0.8575503631476916,48.0,0.0
131,I14,1210.6859039403955,746.0491425553535,1060.3026785988413,1466.6128937297615,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3397,260119_ARMC5mAC_TotalPhospho,54.774397532659805,0.7378637260273218,1063.783040793299,0.9206447792126914,48.0,0.0
132,I15,1246.603394067704,700.2645613656277,944.0868222950673,1586.2964661451308,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3707,260119_ARMC5mAC_TotalPhospho,8.989816342934091,0.12110145764987208,1099.7005309206074,0.9517293599026322,48.0,48.0
133,I16,1294.923247554206,697.1555763690701,1034.3235735793246,1472.323800444868,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3147,260119_ARMC5mAC_TotalPhospho,5.880831346376453,0.07922044467560371,1148.0203844071095,0.9935474930545727,48.0,48.0
134,I17,1196.0064067583698,719.4387543890593,1020.6699352414721,1505.6001737116387,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3454,260119_ARMC5mAC_TotalPhospho,28.16400936636569,0.37939624764551666,1049.1035436112734,0.9079404946698385,48.0,0.0
135,I18,1202.3921451329452,725.6842585594857,1093.69634854911,1415.7135980746089,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2493,260119_ARMC5mAC_TotalPhospho,34.40951353679202,0.4635291853991849,1055.4892819858487,0.9134669944075922,48.0,0.0
136,I19,1343.4299125453065,688.2688183173929,1015.7238645758694,1574.7070365358593,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2956,260119_ARMC5mAC_TotalPhospho,-3.0059267053007943,-0.040492718840326646,1196.52704939821,1.0355273011249977,48.0,48.0
137,I20,1541.281049636506,690.3134909323329,1191.8228798903947,1349.0922722029989,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1734,260119_ARMC5mAC_TotalPhospho,-0.9612540903607396,-0.012949015538686059,1394.3781864894095,1.2067564046539196,48.0,48.0
138,I21,1263.3828367291715,746.8015934675635,1012.9967145451592,1502.9949317738792,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2565,260119_ARMC5mAC_TotalPhospho,55.52684844486987,0.7479999622753777,1116.479973582075,0.9662510299161519,48.0,0.0
139,I22,1263.3597213089233,790.9309573018141,1074.767632160727,1439.8017621145375,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,48.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2497,260119_ARMC5mAC_TotalPhospho,99.6562122791205,1.342464863628978,1116.4568581618269,0.966231024811582,48.0,0.0
150,J13,1228.4202815287877,731.2227269537976,1055.292871065515,1550.1238410596027,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3020,260119_ARMC5mAC_TotalPhospho,39.94798193110398,0.5381376723930379,1081.5174183816912,0.935992892045139,24.0,0.0
151,J14,1272.3644536807492,706.7235192216712,1031.0673430930135,1410.790204396452,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2593,260119_ARMC5mAC_TotalPhospho,15.448774198977503,0.2081098214948958,1125.4615905336527,0.9740241175085165,24.0,0.0
152,J15,1187.7519662893658,699.2312905022828,986.2505972077104,1580.3311743170939,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3551,260119_ARMC5mAC_TotalPhospho,7.956545479589181,0.10718230703267824,1040.8491031422693,0.900796737689615,24.0,24.0
153,J16,1278.8502027996597,701.2618142887935,1032.485396574293,1468.1397185032613,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2913,260119_ARMC5mAC_TotalPhospho,9.987069266099866,0.13453541203047456,1131.9473396525632,0.9796371709570424,24.0,24.0
154,J17,1270.809983177245,725.5361688339151,1079.8294057543724,1477.2125490196079,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2550,260119_ARMC5mAC_TotalPhospho,34.26142381122145,0.46153427460841423,1123.9071200301485,0.9726788101492037,24.0,0.0
155,J18,1240.2311563051107,769.6522914038476,1078.537806158598,1428.9782168186423,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1974,260119_ARMC5mAC_TotalPhospho,78.37754638115393,1.05582080341814,1093.3282931580143,0.9462145441901553,24.0,0.0
156,J19,1281.0552930121082,690.3751998499287,992.1140569436722,1579.0729013254786,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2716,260119_ARMC5mAC_TotalPhospho,-0.8995451727649879,-0.012117737169276976,1134.1524298650118,0.9815455533187971,24.0,24.0
157,J20,1400.1012329779933,690.8508995606271,1089.5653784297876,1395.6719260065288,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1838,260119_ARMC5mAC_TotalPhospho,-0.42384546206653795,-0.00570960532635184,1253.1983698308968,1.084573162251468,24.0,24.0
158,J21,1318.2320798669402,754.8680455241447,1107.059132263263,1485.2685223086369,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2443,260119_ARMC5mAC_TotalPhospho,63.59330050145104,0.8566628164261847,1171.3292167198438,1.0137199849588054,24.0,0.0
159,J22,1233.538896519315,792.9232953634549,1070.49155077996,1416.6644083107499,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2214,260119_ARMC5mAC_TotalPhospho,101.64855034076129,1.369303570249015,1086.6360333722184,0.940422767298945,24.0,0.0
170,K13,1311.3153212277648,773.4329594115181,1064.1395481975503,1414.863465553236,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2395,260119_ARMC5mAC_TotalPhospho,82.15821438882449,1.1067500314639391,1164.4124580806683,1.0077339168546529,8.0,0.0
171,K14,1293.3383275496237,793.3377689441605,1106.5434093012566,1356.6629907366564,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2267,260119_ARMC5mAC_TotalPhospho,102.06302392146688,1.3748869273350872,1146.4354644025273,0.9921758333535492,8.0,0.0
172,K15,1343.7659698410635,699.8070348895756,1040.4449716270417,1437.2033613445378,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2380,260119_ARMC5mAC_TotalPhospho,8.53228986688191,0.1149381367265389,1196.863106693967,1.0358181399360997,8.0,8.0
173,K16,1352.0252728656717,702.3922542103944,1076.831299374576,1413.0012886597938,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2328,260119_ARMC5mAC_TotalPhospho,11.117509187700762,0.14976352315858188,1205.1224097185752,1.0429661051864865,8.0,8.0
174,K17,1285.763806296965,767.71996412318,1036.398852011028,1491.434131736527,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2338,260119_ARMC5mAC_TotalPhospho,76.44521910048638,1.0297904996367528,1138.8609431498685,0.9856205084622108,8.0,0.0
175,K18,1316.4374088925406,765.2383960667839,1103.530145246757,1373.2906976744187,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2150,260119_ARMC5mAC_TotalPhospho,73.96365104409028,0.9963613952565356,1169.5345457454441,1.0121667975139732,8.0,0.0
176,K19,1292.0003833037674,693.8348052801559,1058.990695055701,1457.6826883910387,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2455,260119_ARMC5mAC_TotalPhospho,2.5600602574622826,0.03448646969232775,1145.097520156671,0.9910179173710696,8.0,8.0
177,K20,1405.5203465844843,695.4409016543086,1120.8137869906502,1396.7239409804854,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2101,260119_ARMC5mAC_TotalPhospho,4.166156631614967,0.05612212993459066,1258.6174834373878,1.0892631022659807,8.0,8.0
178,K21,1340.7881629964686,794.0380342518993,1039.5310648206203,1446.8015113350125,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1985,260119_ARMC5mAC_TotalPhospho,102.76328922920561,1.384320173385264,1193.8852998493721,1.0332410145074638,8.0,0.0
179,K22,1251.423100104287,805.3660697124369,1048.4948482570755,1384.8233685033217,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,8.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2559,260119_ARMC5mAC_TotalPhospho,114.09132468974326,1.5369196875743165,1104.5202369571905,0.9559005461593816,8.0,0.0
190,L13,1412.9741060999422,799.2584000795691,1072.4003596500006,1478.9658208182288,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1931,260119_ARMC5mAC_TotalPhospho,107.98365505687548,1.4546435133824485,1266.0712429528458,1.0957139146217556,2.0,0.0
191,L14,1336.077579084068,807.0061183172376,1098.1783993057115,1401.9186410371033,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2237,260119_ARMC5mAC_TotalPhospho,115.73137329454391,1.5590127169624093,1189.1747159369716,1.0291642673516144,2.0,0.0
192,L15,1363.9992547939326,699.5011465327992,1031.4677742780846,1546.162684290798,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1967,260119_ARMC5mAC_TotalPhospho,8.226401510105575,0.1108175268641523,1217.096391646836,1.0533289174573228,2.0,2.0
193,L16,1356.7945256733362,697.5478378874571,1063.37923777,1429.8671909130626,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2289,260119_ARMC5mAC_TotalPhospho,6.273092864763498,0.08450458395548573,1209.8916625262398,1.0470936269928572,2.0,2.0
194,L17,1373.1993630628128,800.325638273754,1079.0737038367236,1482.382323733863,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2014,260119_ARMC5mAC_TotalPhospho,109.0508932510603,1.469020236559556,1226.2964999157164,1.0612910970758471,2.0,0.0
195,L18,1379.7264044515257,808.7545069979651,1067.7358438081183,1373.4424096385542,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2075,260119_ARMC5mAC_TotalPhospho,117.47976197527146,1.5825651911952185,1232.8235413044292,1.0669398866765372,2.0,0.0
196,L19,1342.0663869589916,697.0265764748165,1081.8013998546655,1468.3584981832862,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2477,260119_ARMC5mAC_TotalPhospho,5.751831452122815,0.07748269224164284,1195.1635238118952,1.034347245921798,2.0,2.0
197,L20,1415.3685031089444,698.2664583726481,1132.0782944774264,1380.0,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1888,260119_ARMC5mAC_TotalPhospho,6.991713349954466,0.09418509186954184,1268.465639961848,1.097786131437749,2.0,2.0
198,L21,1348.8740507624705,791.2193846895858,1008.3789876284094,1467.110147441457,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2306,260119_ARMC5mAC_TotalPhospho,99.94463966689216,1.346350257473842,1201.971187615374,1.0402388985417101,2.0,0.0
199,L22,1370.6358721471054,806.8343380110157,1067.3169642675355,1378.57875,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,2.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2400,260119_ARMC5mAC_TotalPhospho,115.55959298832204,1.5566986713039168,1223.733009000009,1.0590725389323132,2.0,0.0
210,M13,1394.830272620835,790.175165544375,1060.9010998300482,1478.5159793814432,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1940,260119_ARMC5mAC_TotalPhospho,98.90042052168133,1.3322836229879964,1247.9274094737386,1.0800114405956727,0.5,0.0
211,M14,1465.4504389386543,811.833324336476,1142.925272282031,1327.404565630945,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1577,260119_ARMC5mAC_TotalPhospho,120.55857931378239,1.6240398168503276,1318.5475757915578,1.1411292483952287,0.5,0.0
214,M17,1347.2751819980151,791.8543924940079,1036.5139154193685,1478.0049151027704,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2238,260119_ARMC5mAC_TotalPhospho,100.57964747131427,1.3549044222977993,1200.3723188509186,1.0388551669684523,0.5,0.0
215,M18,1376.2696798407887,805.9166145290277,1103.3000454607673,1386.8440727988195,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2033,260119_ARMC5mAC_TotalPhospho,114.64186950633405,1.544336054855627,1229.3668166936923,1.0639482846825086,0.5,0.0
218,M21,1335.1602591103644,789.649123480187,1022.6875981350286,1530.0078802206463,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2538,260119_ARMC5mAC_TotalPhospho,98.37437845749332,1.3251973313077012,1188.257395963268,1.0283703781728324,0.5,0.0
219,M22,1294.9073048516457,804.6127184263806,1085.2879702798004,1451.2891647098288,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2981,260119_ARMC5mAC_TotalPhospho,113.33797340368699,1.5267713224260644,1148.0044417045492,0.993533695536361,0.5,0.0
230,N13,706.9234582866767,682.4550469200183,873.541828527329,1612.074278544542,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3985,260119_ARMC5mAC_TotalPhospho,-8.819698102675375,-0.1188098016157247,560.0205951395801,0.4846665319860272,24.0,0.0
231,N14,1113.1471359020293,689.1313502686284,969.3162491613291,1624.0398951659872,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3434,260119_ARMC5mAC_TotalPhospho,-2.143394754065298,-0.028873585303042903,966.2442727549327,0.8362304257949176,24.0,0.0
232,N15,1112.3005915113,692.2799694579375,958.8745700406887,1581.7704875518673,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3856,260119_ARMC5mAC_TotalPhospho,1.0052244352438038,0.01354133830208622,965.3977283642033,0.8354977889283667,24.0,0.0
233,N16,1099.8784103477003,688.3680431048806,925.8831376962747,1576.7405606407322,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3496,260119_ARMC5mAC_TotalPhospho,-2.906701917813052,-0.03915606568286709,952.9755472006037,0.8247470852640427,24.0,0.0
234,N17,1069.0910146165015,686.280040644143,946.6981486412125,1604.5973293768545,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3370,260119_ARMC5mAC_TotalPhospho,-4.994704378550637,-0.06728346361025489,922.1881514694049,0.7981023146119876,24.0,0.0
235,N18,1162.3779217482754,688.4428595569744,970.7040146960801,1580.547268907563,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2856,260119_ARMC5mAC_TotalPhospho,-2.8318854657192105,-0.03814821623865932,1015.4750586011788,0.8788369200026884,24.0,0.0
236,N19,1154.1781487184492,690.5036308689189,971.0938173447129,1589.5258323765786,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3484,260119_ARMC5mAC_TotalPhospho,-0.7711141537747608,-0.010387648031315937,1007.2752855713526,0.8717404746363391,24.0,0.0
237,N20,1086.9268235399193,685.5761730197635,890.2510224446017,1605.28969521045,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,3445,260119_ARMC5mAC_TotalPhospho,-5.698572002930177,-0.07676523632432289,940.0239603928227,0.8135382105970697,24.0,0.0
238,N21,1062.002572750521,690.2644912918175,892.162283006852,1585.7130223303118,HCT116 OsTIRF74G,Vehicle,24.0,pSer2 Pol II 3E10,Goat anti-rat Alexa647,4523,260119_ARMC5mAC_TotalPhospho,-1.0102537308761157,-0.013609087743097196,915.0997096034245,0.7919676642684353,24.0,0.0
