,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,EU_Intensity_BGS,EU_Intensity_FC
148,250128_ARMC5mAC_TotalPolII,J11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,23.399576752489992,0.660395695738467
149,250128_ARMC5mAC_TotalPolII,J12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4484,24.143489288324105,0.6813908035503405
150,250128_ARMC5mAC_TotalPolII,J13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2520,27.636998405512514,0.779986534935474
151,250128_ARMC5mAC_TotalPolII,J14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2020,23.688591332809324,0.6685524238223729
152,250128_ARMC5mAC_TotalPolII,J15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3990,20.322428276525613,0.5735507228498521
153,250128_ARMC5mAC_TotalPolII,J16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1903,28.78505786028711,0.8123876988712412
154,250128_ARMC5mAC_TotalPolII,J17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2421,24.08539317773642,0.6797511832368163
155,250128_ARMC5mAC_TotalPolII,J18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,3287,20.944104609828912,0.5910960134762
156,250128_ARMC5mAC_TotalPolII,J19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1728,28.90465478649068,0.8157630289519439
157,250128_ARMC5mAC_TotalPolII,J20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2357,24.711691806686645,0.6974269268274186
158,250128_ARMC5mAC_TotalPolII,J21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3461,21.133864351093393,0.5964515170257321
159,250128_ARMC5mAC_TotalPolII,J22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4796,23.39333578245285,0.6602195596573167
160,250128_ARMC5mAC_TotalPolII,K03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3992,23.538624768772507,0.6643199851572564
161,250128_ARMC5mAC_TotalPolII,K04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1362,31.459908847804684,0.887878811278239
162,250128_ARMC5mAC_TotalPolII,K05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2203,28.91362114258041,0.8160160823738389
163,250128_ARMC5mAC_TotalPolII,K06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4637,26.922814503081895,0.7598304449292438
164,250128_ARMC5mAC_TotalPolII,K07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1583,30.781707348279127,0.8687382363923111
165,250128_ARMC5mAC_TotalPolII,K08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2553,26.254725776129135,0.7409752782602976
166,250128_ARMC5mAC_TotalPolII,K09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4576,19.45808160198618,0.5491566566866272
167,250128_ARMC5mAC_TotalPolII,K10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2167,30.264363864566747,0.8541374847002684
168,250128_ARMC5mAC_TotalPolII,K11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2802,22.03789962250255,0.6219656965491217
169,250128_ARMC5mAC_TotalPolII,K12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4300,19.522439535118707,0.5509730015922171
170,250128_ARMC5mAC_TotalPolII,K13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1696,27.47673594588875,0.7754635198551807
171,250128_ARMC5mAC_TotalPolII,K14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2113,24.038212258936426,0.6784196174556879
172,250128_ARMC5mAC_TotalPolII,K15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4211,18.97500368524757,0.5355229666291121
173,250128_ARMC5mAC_TotalPolII,K16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2002,27.687803658007,0.7814203886509987
174,250128_ARMC5mAC_TotalPolII,K17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,2564,25.10413973007249,0.7085028074788895
175,250128_ARMC5mAC_TotalPolII,K18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,4379,25.68874662520298,0.7250019040790928
176,250128_ARMC5mAC_TotalPolII,K19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2451,30.126167885176983,0.8502372419342257
177,250128_ARMC5mAC_TotalPolII,K20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2122,28.437844511835948,0.8025884532162664
178,250128_ARMC5mAC_TotalPolII,K21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2981,24.568409127121015,0.6933831244176615
179,250128_ARMC5mAC_TotalPolII,K22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,18.28134527753798,0.5159461583983621
180,250128_ARMC5mAC_TotalPolII,L03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4647,23.714138137812824,0.6692734197721132
181,250128_ARMC5mAC_TotalPolII,L04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1483,34.45186481260376,0.9723194343669487
182,250128_ARMC5mAC_TotalPolII,L05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2169,35.30780381210553,0.9964762145115088
183,250128_ARMC5mAC_TotalPolII,L06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3994,25.872657454409307,0.7301923364229012
184,250128_ARMC5mAC_TotalPolII,L07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2339,29.12752866970314,0.8220530979870755
185,250128_ARMC5mAC_TotalPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2005,24.42744124089225,0.6894046513757113
186,250128_ARMC5mAC_TotalPolII,L09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4025,21.496512984247232,0.6066863857557722
187,250128_ARMC5mAC_TotalPolII,L10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1531,32.17196028727747,0.9079747177446741
188,250128_ARMC5mAC_TotalPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1881,25.202604570613715,0.7112817362416962
189,250128_ARMC5mAC_TotalPolII,L12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3611,22.239647937652506,0.6276595482096369
190,250128_ARMC5mAC_TotalPolII,L13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1979,29.058009080204556,0.8200910779830392
191,250128_ARMC5mAC_TotalPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1716,22.69246378755122,0.6404391656103424
192,250128_ARMC5mAC_TotalPolII,L15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4713,22.014167623477363,0.6212959190495848
193,250128_ARMC5mAC_TotalPolII,L16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1821,31.291494348272465,0.8831257248541783
194,250128_ARMC5mAC_TotalPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2075,26.022565768578545,0.73442313112829
195,250128_ARMC5mAC_TotalPolII,L18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3460,20.262259259169838,0.5718525998240012
196,250128_ARMC5mAC_TotalPolII,L19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1642,26.684443356945707,0.7531030036356814
197,250128_ARMC5mAC_TotalPolII,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2025,27.49761027775901,0.7760526467041126
198,250128_ARMC5mAC_TotalPolII,L21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3416,22.705717437019132,0.6408132173786294
199,250128_ARMC5mAC_TotalPolII,L22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4716,21.59939440090423,0.6095899615533356
200,250128_ARMC5mAC_TotalPolII,M03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4229,20.54543744742358,0.5798446100482839
201,250128_ARMC5mAC_TotalPolII,M04,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1122,32.903267462311845,0.9286140701468053
202,250128_ARMC5mAC_TotalPolII,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2509,24.47096645729252,0.6906330439176304
203,250128_ARMC5mAC_TotalPolII,M06,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3635,22.096823167882036,0.6236286691813989
204,250128_ARMC5mAC_TotalPolII,M07,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1577,26.21083632072674,0.7397366059653827
205,250128_ARMC5mAC_TotalPolII,M08,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2073,24.006863964962974,0.6775348887006428
206,250128_ARMC5mAC_TotalPolII,M09,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4094,18.787709567127735,0.5302370492489907
207,250128_ARMC5mAC_TotalPolII,M10,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1467,24.743422245896454,0.6983224406950281
208,250128_ARMC5mAC_TotalPolII,M11,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1663,21.314362062576862,0.6015456224882012
209,250128_ARMC5mAC_TotalPolII,M12,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2932,16.531158599657033,0.46655142955189305
210,250128_ARMC5mAC_TotalPolII,M13,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1370,23.48059668331439,0.6626822846862678
211,250128_ARMC5mAC_TotalPolII,M14,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2103,18.953780941050326,0.534924006696295
212,250128_ARMC5mAC_TotalPolII,M15,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4031,16.72783331495799,0.47210209129330766
213,250128_ARMC5mAC_TotalPolII,M16,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,1528,25.883758775888822,0.7305056440095994
214,250128_ARMC5mAC_TotalPolII,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,24.011029783426494,0.6776524587153331
215,250128_ARMC5mAC_TotalPolII,M18,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,19.08698493522644,0.5386833629162624
216,250128_ARMC5mAC_TotalPolII,M19,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1753,25.072707809521262,0.7076157185686759
217,250128_ARMC5mAC_TotalPolII,M20,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2277,20.7752396674297,0.5863302144063643
218,250128_ARMC5mAC_TotalPolII,M21,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2683,19.560269925428145,0.5520406716271377
219,250128_ARMC5mAC_TotalPolII,M22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3742,18.639316685841123,0.5260490239220164
20,250203_ARMC5mAC_TotalPolII,D03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4609,25.86428647153855,1.1575133279179766
21,250203_ARMC5mAC_TotalPolII,D04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2201,40.890598016768024,1.829991028093103
22,250203_ARMC5mAC_TotalPolII,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2540,30.75664441904175,1.3764627095454962
23,250203_ARMC5mAC_TotalPolII,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,4446,32.61799649979403,1.459764440826176
24,250203_ARMC5mAC_TotalPolII,D07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2443,33.126630696691194,1.482527522366863
25,250203_ARMC5mAC_TotalPolII,D08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2489,27.889168286871666,1.24813356177929
26,250203_ARMC5mAC_TotalPolII,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4000,27.594140466899944,1.2349300800555763
27,250203_ARMC5mAC_TotalPolII,D10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2051,37.13767540797343,1.6620351889438303
28,250203_ARMC5mAC_TotalPolII,D11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2010,33.04088153271911,1.478689960473759
29,250203_ARMC5mAC_TotalPolII,D12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3987,34.010978938453235,1.5221050640665665
30,250203_ARMC5mAC_TotalPolII,D13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2029,,
31,250203_ARMC5mAC_TotalPolII,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2027,26.52861458941271,1.1872442331720685
32,250203_ARMC5mAC_TotalPolII,D15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3642,30.583925386738798,1.3687329551563403
33,250203_ARMC5mAC_TotalPolII,D16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2101,37.26890750185038,1.667908264076999
34,250203_ARMC5mAC_TotalPolII,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,2303,31.763093504992923,1.4215046724135347
35,250203_ARMC5mAC_TotalPolII,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,Total Pol II F12,Goat anti-mouse Alexa647,3435,33.139253523083,1.4830924360674822
36,250203_ARMC5mAC_TotalPolII,D19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1898,37.06082506671024,1.658595879130854
37,250203_ARMC5mAC_TotalPolII,D20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2836,28.48253623219449,1.2746887619711171
38,250203_ARMC5mAC_TotalPolII,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4143,34.35035198950982,1.5372931432028867
39,250203_ARMC5mAC_TotalPolII,D22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4395,37.694409809639865,1.686950915528767
40,250203_ARMC5mAC_TotalPolII,E03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4501,31.983744342204375,1.4313795353899237
41,250203_ARMC5mAC_TotalPolII,E04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2300,40.63968542129456,1.818761850217942
42,250203_ARMC5mAC_TotalPolII,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,32.49269461653179,1.4541567624527993
43,250203_ARMC5mAC_TotalPolII,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,4028,35.17510920725152,1.5742037872634953
44,250203_ARMC5mAC_TotalPolII,E07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1937,34.39499540679378,1.5392910854452468
45,250203_ARMC5mAC_TotalPolII,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1995,26.57603868267168,1.1893666199648412
46,250203_ARMC5mAC_TotalPolII,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3473,31.10044116716827,1.3918487639216421
47,250203_ARMC5mAC_TotalPolII,E10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,1814,38.636082541604594,1.7290939198983466
48,250203_ARMC5mAC_TotalPolII,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2640,32.499373056685215,1.4544556449870536
49,250203_ARMC5mAC_TotalPolII,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,3764,39.64301267750159,1.774157411360429
50,250203_ARMC5mAC_TotalPolII,E13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1782,33.089079936935036,1.4808470002716942
51,250203_ARMC5mAC_TotalPolII,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2562,26.937416149577643,1.2055394703086229
52,250203_ARMC5mAC_TotalPolII,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3880,29.618390567778192,1.3255220425821381
53,250203_ARMC5mAC_TotalPolII,E16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2242,,
54,250203_ARMC5mAC_TotalPolII,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,2523,,
55,250203_ARMC5mAC_TotalPolII,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,Total Pol II F12,Goat anti-mouse Alexa647,4333,,
56,250203_ARMC5mAC_TotalPolII,E19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2306,,
57,250203_ARMC5mAC_TotalPolII,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2447,,
58,250203_ARMC5mAC_TotalPolII,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4143,29.50571182651973,1.320479292034072
59,250203_ARMC5mAC_TotalPolII,E22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4837,33.807523160878986,1.5129997375212834
60,250203_ARMC5mAC_TotalPolII,F03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3909,24.065756337674372,1.0770230888811967
61,250203_ARMC5mAC_TotalPolII,F04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,Total Pol II F12,Goat anti-mouse Alexa647,1404,39.52792467869483,1.7690068384788293
