,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME HOURS,TIME_HOURS,TIME_IN_AUXIN_HRS,PRIMARY,SECONDARY,TotalNumberCells,EU_Intensity_BGS,EU_Intensity_FC
184,250203_ARMC5mAC_TotalPolII,L07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2339,24.74433543675471,1.1073917732095429
185,250203_ARMC5mAC_TotalPolII,L08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2005,19.750597177742208,0.8839052835551061
186,250203_ARMC5mAC_TotalPolII,L09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4025,22.261207807646997,0.9962635064863754
187,250203_ARMC5mAC_TotalPolII,L10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1531,23.447879195799032,1.0493710201676991
188,250203_ARMC5mAC_TotalPolII,L11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1881,15.736525781158207,0.7042621626875265
189,250203_ARMC5mAC_TotalPolII,L12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3611,18.404848047819,0.823678508861968
190,250203_ARMC5mAC_TotalPolII,L13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1979,22.597689179929432,1.0113221733257503
191,250203_ARMC5mAC_TotalPolII,L14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1716,21.495737625082512,0.9620061555473803
192,250203_ARMC5mAC_TotalPolII,L15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,4713,23.457849687587156,1.049817233023536
193,250203_ARMC5mAC_TotalPolII,L16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1821,30.616728211765405,1.3702009912919377
194,250203_ARMC5mAC_TotalPolII,L17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2075,17.865235968709783,0.7995290634805238
195,250203_ARMC5mAC_TotalPolII,L18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3460,18.661537187673588,0.8351662064190007
196,250203_ARMC5mAC_TotalPolII,L19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,1642,27.160940516041762,1.2155429333301662
197,250203_ARMC5mAC_TotalPolII,L20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,2025,18.006853341317168,0.8058669145725366
198,250203_ARMC5mAC_TotalPolII,L21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,Total Pol II F12,Goat anti-mouse Alexa647,3416,23.901444529742008,1.0696695859022802
199,250203_ARMC5mAC_TotalPolII,L22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4716,32.56793511911832,1.457524026600565
200,250203_ARMC5mAC_TotalPolII,M03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4229,18.492740992306608,0.8276120121034479
201,250203_ARMC5mAC_TotalPolII,M04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1122,16.6098338335714,0.7433456189877315
202,250203_ARMC5mAC_TotalPolII,M05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2509,14.269941950059206,0.6386276309607706
203,250203_ARMC5mAC_TotalPolII,M06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3635,17.557665070355085,0.7857642370463194
207,250203_ARMC5mAC_TotalPolII,M10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1467,21.839646529232454,0.9773972292807028
208,250203_ARMC5mAC_TotalPolII,M11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1663,13.580823253606326,0.6077872643981966
209,250203_ARMC5mAC_TotalPolII,M12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2932,16.335803463031027,0.7310818433562705
213,250203_ARMC5mAC_TotalPolII,M16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,1528,23.192469119926642,1.0379405650019569
214,250203_ARMC5mAC_TotalPolII,M17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,2599,14.567840780227442,0.6519595999934502
215,250203_ARMC5mAC_TotalPolII,M18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,72,72,0.0,Total Pol II F12,Goat anti-mouse Alexa647,4007,17.37274027192953,0.7774882337985332
219,250203_ARMC5mAC_TotalPolII,M22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,Total Pol II F12,Goat anti-mouse Alexa647,3742,24.04032960980001,1.0758851577640054
20,260127_ARMC5mAC_PhosphoEU,D03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1073,558.2874478455411,1.1254687080804282
21,260127_ARMC5mAC_PhosphoEU,D04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1280,627.8408626989977,1.26568356023193
22,260127_ARMC5mAC_PhosphoEU,D05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,776,500.9122741748017,1.0098043440753062
23,260127_ARMC5mAC_PhosphoEU,D06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1115,640.3161832776912,1.290832939801137
24,260127_ARMC5mAC_PhosphoEU,D07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1168,714.0490405738407,1.4394732575521725
25,260127_ARMC5mAC_PhosphoEU,D08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1027,612.0995203520285,1.2339501076833126
26,260127_ARMC5mAC_PhosphoEU,D09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1308,674.7620339284414,1.3602733816026458
27,260127_ARMC5mAC_PhosphoEU,D10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,628.236293464332,1.2664807211824645
28,260127_ARMC5mAC_PhosphoEU,D11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,842,476.2587968384163,0.9601046465547048
29,260127_ARMC5mAC_PhosphoEU,D12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1627,590.0605557817099,1.1895210862569716
30,260127_ARMC5mAC_PhosphoEU,D13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1306,725.1490798315714,1.4618501655253866
31,260127_ARMC5mAC_PhosphoEU,D14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,520.9627607908639,1.050224732094502
32,260127_ARMC5mAC_PhosphoEU,D15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1438,653.9981942485714,1.3184149233667053
33,260127_ARMC5mAC_PhosphoEU,D16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1256,599.3926980085321,1.2083340366397468
34,260127_ARMC5mAC_PhosphoEU,D17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,917,484.2601103367664,0.976234738679624
35,260127_ARMC5mAC_PhosphoEU,D18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,2,2.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1267,612.5489251369127,1.2348560765074383
36,260127_ARMC5mAC_PhosphoEU,D19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1506,701.8484312148324,1.414877676716409
37,260127_ARMC5mAC_PhosphoEU,D20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1000,568.5806726145596,1.1462191340974819
38,260127_ARMC5mAC_PhosphoEU,D21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,2,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1255,712.0876610461441,1.4355192526903209
39,260127_ARMC5mAC_PhosphoEU,D22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1418,511.46900245418226,1.0310859748624588
40,260127_ARMC5mAC_PhosphoEU,E03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1490,692.9848890442387,1.3970093914912065
41,260127_ARMC5mAC_PhosphoEU,E04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1626,728.6041978900455,1.4688154434884548
42,260127_ARMC5mAC_PhosphoEU,E05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,707,518.9276010721973,1.0461219914935012
43,260127_ARMC5mAC_PhosphoEU,E06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,987,764.2926290583395,1.5407608412855942
44,260127_ARMC5mAC_PhosphoEU,E07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1359,846.3820541162376,1.7062474190754258
45,260127_ARMC5mAC_PhosphoEU,E08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,692,598.673827198518,1.2068848430299934
46,260127_ARMC5mAC_PhosphoEU,E09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1156,748.7568108103693,1.509441711041862
47,260127_ARMC5mAC_PhosphoEU,E10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1364,675.2941558484994,1.361346102424545
48,260127_ARMC5mAC_PhosphoEU,E11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,773,497.754917808791,1.0034393329973805
49,260127_ARMC5mAC_PhosphoEU,E12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1340,652.2950083289504,1.314981418880846
50,260127_ARMC5mAC_PhosphoEU,E13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1025,723.1594714221834,1.4578392531992341
51,260127_ARMC5mAC_PhosphoEU,E14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,746,569.558941148939,1.1481912554980123
52,260127_ARMC5mAC_PhosphoEU,E15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1566,747.5149865598042,1.5069382796279194
53,260127_ARMC5mAC_PhosphoEU,E16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1113,652.2027398312242,1.3147954119997434
54,260127_ARMC5mAC_PhosphoEU,E17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,742,483.4088219359635,0.9745186004064945
55,260127_ARMC5mAC_PhosphoEU,E18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,8,8.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1595,671.0046878059761,1.3526988328597338
56,260127_ARMC5mAC_PhosphoEU,E19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1629,826.9983225307109,1.6671711628752752
57,260127_ARMC5mAC_PhosphoEU,E20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,899,560.8087664200791,1.130551511159192
58,260127_ARMC5mAC_PhosphoEU,E21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,8,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1220,698.2641031731688,1.4076519204040379
59,260127_ARMC5mAC_PhosphoEU,E22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1482,550.3598731204731,1.1094872681994767
60,260127_ARMC5mAC_PhosphoEU,F03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1582,673.1911340260874,1.3571065565370835
61,260127_ARMC5mAC_PhosphoEU,F04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1496,621.7402060849668,1.2533850603384928
62,260127_ARMC5mAC_PhosphoEU,F05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,887,470.72438650637275,0.9489476598260416
63,260127_ARMC5mAC_PhosphoEU,F06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1470,618.9372951630236,1.2477345866508653
64,260127_ARMC5mAC_PhosphoEU,F07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1028,708.270126838733,1.4278233689496986
65,260127_ARMC5mAC_PhosphoEU,F08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,759,532.3201116677177,1.073120362415256
66,260127_ARMC5mAC_PhosphoEU,F09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1321,732.5289438717225,1.4767274587175057
67,260127_ARMC5mAC_PhosphoEU,F10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1318,624.9011880591812,1.2597573803906694
68,260127_ARMC5mAC_PhosphoEU,F11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,938,465.3934435773549,0.9382008492460692
69,260127_ARMC5mAC_PhosphoEU,F12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1553,581.6811735703293,1.1726288338727413
70,260127_ARMC5mAC_PhosphoEU,F13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1433,657.5225129912272,1.3255197051013967
71,260127_ARMC5mAC_PhosphoEU,F14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,700,514.9141460503397,1.038031145002468
72,260127_ARMC5mAC_PhosphoEU,F15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1728,720.8974956598316,1.4532792672121093
73,260127_ARMC5mAC_PhosphoEU,F16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1482,632.1992944314677,1.2744698558044518
74,260127_ARMC5mAC_PhosphoEU,F17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,743,439.3109587011685,0.8856203718049028
75,260127_ARMC5mAC_PhosphoEU,F18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,24,24.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1303,596.1818228836988,1.2018611354622275
76,260127_ARMC5mAC_PhosphoEU,F19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1573,707.1203793412002,1.425505557872877
77,260127_ARMC5mAC_PhosphoEU,F20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,868,579.06642145201,1.1673576752609691
78,260127_ARMC5mAC_PhosphoEU,F21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,24,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1171,682.7548460416983,1.376386335525847
79,260127_ARMC5mAC_PhosphoEU,F22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1608,606.8783379592306,1.2234245667187946
80,260127_ARMC5mAC_PhosphoEU,G03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1317,620.9954759457951,1.2518837361177233
81,260127_ARMC5mAC_PhosphoEU,G04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1343,591.1703571317782,1.191758368675746
82,260127_ARMC5mAC_PhosphoEU,G05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1085,458.3058024305494,0.9239126571048771
83,260127_ARMC5mAC_PhosphoEU,G06,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1467,577.7800010726604,1.1647643411496933
84,260127_ARMC5mAC_PhosphoEU,G07,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,693.3876738467628,1.3978213776697974
85,260127_ARMC5mAC_PhosphoEU,G08,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1050,538.4207120546512,1.0854187489587712
86,260127_ARMC5mAC_PhosphoEU,G09,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,670.4085991247066,1.3514971594912948
87,260127_ARMC5mAC_PhosphoEU,G10,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1337,619.1350383344945,1.2481332231464304
88,260127_ARMC5mAC_PhosphoEU,G11,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,829,442.11352163804384,0.8912701439788097
89,260127_ARMC5mAC_PhosphoEU,G12,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1895,557.2326706769106,1.1233423505886513
90,260127_ARMC5mAC_PhosphoEU,G13,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1507,660.6503251292891,1.3318251570683495
91,260127_ARMC5mAC_PhosphoEU,G14,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1002,481.8070467667376,0.9712895329479642
92,260127_ARMC5mAC_PhosphoEU,G15,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1568,657.4312957553165,1.325335817491078
93,260127_ARMC5mAC_PhosphoEU,G16,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1403,503.99215894091776,1.0160131777901493
94,260127_ARMC5mAC_PhosphoEU,G17,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,416.84673783519884,0.8403340632310243
95,260127_ARMC5mAC_PhosphoEU,G18,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1534,510.4292534045612,1.028989913014533
96,260127_ARMC5mAC_PhosphoEU,G19,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1284,663.9481942242259,1.3384734320457294
97,260127_ARMC5mAC_PhosphoEU,G20,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,697,481.88716615833107,0.971451048075157
98,260127_ARMC5mAC_PhosphoEU,G21,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,48,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1195,637.6077955298127,1.2853730182654677
99,260127_ARMC5mAC_PhosphoEU,G22,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,530.9950065030101,1.0704490424643072
100,260127_ARMC5mAC_PhosphoEU,H03,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,No addition,0.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1408,593.7317828267397,1.196922024922859
101,260127_ARMC5mAC_PhosphoEU,H04,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,552.2634100198261,1.113324666341179
102,260127_ARMC5mAC_PhosphoEU,H05,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,48,48.0,pSer5 Pol II 3E8,Goat anti-rat Alexa568,937,441.32321716527713,0.8896769450677694
