,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
104,I17,125.29508009301749,127.54240003095997,207.83174123628487,244.70018146032203,1813.9527841094107,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rat Alexa647,3071,250523_mACmChPOLR2A_90min_IF
105,J03,196.8732922254965,129.15346894332333,212.8233340377395,258.08399026532976,1771.4713541666667,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,CDK9,Goat anti-rabbit Alexa647,2304,250523_mACmChPOLR2A_90min_IF
106,J04,199.28770781223125,129.87374713525244,179.5329495736747,256.9936856881329,1705.7212089630016,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1919,250523_mACmChPOLR2A_90min_IF
107,J05,200.16563529535566,130.4565342129347,217.47392922467475,269.52582771247074,1682.1110572259943,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2062,250523_mACmChPOLR2A_90min_IF
108,J06,198.3400265476512,129.94501632451323,181.1122713124907,262.4560862211144,1728.3045774647887,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2272,250523_mACmChPOLR2A_90min_IF
109,J07,194.8471129505335,129.35315667152028,212.79074206389802,261.8535983595871,1750.0301665916254,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2221,250523_mACmChPOLR2A_90min_IF
110,J08,199.60986624572055,129.84368844071284,180.79015969025247,260.0390139666785,1760.4949333333334,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1875,250523_mACmChPOLR2A_90min_IF
111,J09,192.01692956228766,128.68316435340753,211.29186421791394,254.0123365173509,1749.393203883495,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2266,250523_mACmChPOLR2A_90min_IF
112,J10,197.9747331723477,130.2699327784697,181.11168232647154,264.556839302214,1684.704071969697,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2112,250523_mACmChPOLR2A_90min_IF
113,J11,194.2948577597202,129.5389929062492,213.00886883307479,260.91975722929374,1751.0314029363785,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2452,250523_mACmChPOLR2A_90min_IF
114,J12,199.23729454884574,129.79974616310707,180.60025356258024,258.1832808731619,1740.9564482029598,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2365,250523_mACmChPOLR2A_90min_IF
115,J13,194.93954191644116,129.59105376974244,213.35990564918615,258.64900313224325,1741.8875,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2160,250523_mACmChPOLR2A_90min_IF
116,J14,195.16490491847847,129.17282587140392,179.62216111804642,253.14486532020786,1737.404970760234,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,2052,250523_mACmChPOLR2A_90min_IF
117,J15,191.64749275154384,128.54963355988073,210.3904463241986,250.34976623339597,1766.3986697965572,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,2556,250523_mACmChPOLR2A_90min_IF
118,J16,190.27140284594068,128.27962877253694,209.44708847522452,248.03312437164962,1783.4692202462381,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,CDK9,Goat anti-rabbit Alexa647,2193,250523_mACmChPOLR2A_90min_IF
119,J17,125.50620866207562,128.13831548686102,209.7098279879393,246.79961062720156,1786.2785095972902,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rabbit Alexa647,2657,250523_mACmChPOLR2A_90min_IF
120,K03,124.49705628675,128.09228306517875,210.39927947148183,252.20016314638391,1739.5653086938262,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,2381,250523_mACmChPOLR2A_90min_IF
121,K04,124.46379395501953,129.58433143503999,179.76687407491755,256.682735886523,1792.6467913087417,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,1979,250523_mACmChPOLR2A_90min_IF
122,K05,124.76125118075164,128.99793359459477,212.16313641132055,260.516193731623,1792.5486274509803,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2550,250523_mACmChPOLR2A_90min_IF
123,K06,124.5334104962201,129.54871073347,180.18142140840567,261.13885155383167,1745.400422832981,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2365,250523_mACmChPOLR2A_90min_IF
124,K07,124.50612266979405,128.90984699707207,212.9648797966225,258.00040766529924,1723.8820729772608,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,1891,250523_mACmChPOLR2A_90min_IF
125,K08,124.50177709571912,129.18836483836333,180.60010064118538,255.2137390534062,1813.4656154183092,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2283,250523_mACmChPOLR2A_90min_IF
126,K09,124.24542963802025,128.31684879557477,210.40292775011542,255.47746323012257,1753.6738710922423,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2591,250523_mACmChPOLR2A_90min_IF
127,K10,124.46669884128625,128.92627014633197,179.55044096420363,253.7453849473206,1697.2052675585285,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2392,250523_mACmChPOLR2A_90min_IF
128,K11,124.73166137215867,128.72681994494874,212.140505491493,259.46732825431104,1718.6706827309238,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2490,250523_mACmChPOLR2A_90min_IF
129,K12,124.70200311529256,129.89962199823543,180.7427094326134,261.6618835607487,1697.112650046168,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2166,250523_mACmChPOLR2A_90min_IF
130,K13,124.75589618489053,128.7702326936464,211.9741866882051,256.17934278449326,1725.1032724181896,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2353,250523_mACmChPOLR2A_90min_IF
131,K14,124.40586121450082,129.12892837425787,179.97681963039622,258.40226451282535,1735.683508488278,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2474,250523_mACmChPOLR2A_90min_IF
132,K15,124.88236606116544,129.13533214062912,211.61188730183164,260.31646156704153,1704.4769015398974,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2143,250523_mACmChPOLR2A_90min_IF
133,K16,124.82573082864445,128.96050038385854,212.32290859491,258.2106799971225,1729.3425925925926,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,2484,250523_mACmChPOLR2A_90min_IF
134,K17,124.86084209812455,128.34253892520726,211.65357624663127,252.39888284073024,1760.688455455983,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,1897,250523_mACmChPOLR2A_90min_IF
135,L03,124.826199756021,128.62356642241554,213.91275318228733,251.05835041461413,1747.8420359806933,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,2279,250523_mACmChPOLR2A_90min_IF
136,L04,124.18024001797309,128.86217047743853,180.23915425911946,253.18730549743847,1790.3780306778822,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2021,250523_mACmChPOLR2A_90min_IF
137,L05,124.7716042997844,129.21278371711986,216.28024561762294,259.7505324360151,1738.1281325788198,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2474,250523_mACmChPOLR2A_90min_IF
138,L06,124.23660666314369,129.19150306661578,180.00824681685864,254.16260879862958,1764.200543056633,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2578,250523_mACmChPOLR2A_90min_IF
139,L07,124.94619602861182,129.09874942470827,215.35130031502288,255.34999325173524,1766.2570585756428,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2373,250523_mACmChPOLR2A_90min_IF
140,L08,124.45616448207456,129.24468115235769,180.95894116940556,256.6060867543929,1711.8954460966543,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2152,250523_mACmChPOLR2A_90min_IF
141,L09,125.00410508947634,129.28926721338235,214.24506215424972,258.4088589029936,1726.2682602921648,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2259,250523_mACmChPOLR2A_90min_IF
142,L10,124.70120900261614,129.21626185098825,180.2093081787447,257.91040333074704,1797.076495132128,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2157,250523_mACmChPOLR2A_90min_IF
143,L11,124.76770790447634,128.84931832479913,211.9653310129114,256.2261625476188,1744.1407076047174,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2459,250523_mACmChPOLR2A_90min_IF
144,L12,124.47136251178298,129.32353384703288,180.950334404516,256.16994623592757,1761.3788022813687,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2104,250523_mACmChPOLR2A_90min_IF
145,L13,124.60980112718168,129.39864943672836,214.4528144630767,261.78020588166123,1735.2102040816326,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,1960,250523_mACmChPOLR2A_90min_IF
146,L14,124.87063913019115,130.5252773186274,182.05188465556583,267.01844744111185,1665.8865935919055,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,No primary,DAPI only,2372,250523_mACmChPOLR2A_90min_IF
147,L15,124.76777737268007,128.9833019892394,212.88267244366054,256.3424202310145,1724.936616507068,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,No primary,DAPI only,2193,250523_mACmChPOLR2A_90min_IF
148,L16,124.61637629538009,128.78382742417344,213.6589915893373,258.51926364693736,1694.204293628809,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,1444,250523_mACmChPOLR2A_90min_IF
149,L17,124.99423350390707,128.94546048492958,215.48890519504175,256.7916570940935,1800.7778297474274,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,DAPI only,2138,250523_mACmChPOLR2A_90min_IF
