,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
31,E04,445.3920288113509,162.76108255664784,330.1801575196128,444.2672670477728,1672.972515856237,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,473,250324_mACmChPOLR2A_90min_IF
32,E05,429.0098858733806,166.0015911188475,228.06859991725818,464.6053444067681,1679.2295597484276,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,954,250324_mACmChPOLR2A_90min_IF
33,E06,425.122081820182,163.92919686672943,328.7656399453882,465.06342485831755,1675.0846824408468,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,803,250324_mACmChPOLR2A_90min_IF
34,E07,454.91523092008094,166.84692359481141,223.0849168570762,480.50924030365405,1683.5116918844567,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,727,250324_mACmChPOLR2A_90min_IF
35,E08,459.42437134878435,163.65490545024687,329.11552010465647,471.623360643251,1647.6124837451234,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,769,250324_mACmChPOLR2A_90min_IF
36,E09,436.07633074987586,164.21066367678583,218.85706988623485,474.1022410695868,1685.5698560541914,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1181,250324_mACmChPOLR2A_90min_IF
37,E10,411.395100197464,162.91720781103058,324.5192345569052,468.42753086344504,1823.7930693069306,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,1010,250324_mACmChPOLR2A_90min_IF
38,E11,424.83575726660047,164.91955198453232,222.5088522360715,467.7694104283903,1709.062437059416,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,993,250324_mACmChPOLR2A_90min_IF
39,E12,420.80883007378907,164.66040914396856,332.30280716891417,477.8310899184504,1605.3994878361075,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,781,250324_mACmChPOLR2A_90min_IF
40,E13,419.93688322169584,166.27412259267234,221.9010699256311,476.2572155230451,1659.2369098712447,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1165,250324_mACmChPOLR2A_90min_IF
41,E14,432.1232336312265,165.23745907394456,336.41923315418,477.53852138963583,1721.8968335035752,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK7,Goat anti-mouse Alexa647,979,250324_mACmChPOLR2A_90min_IF
42,E15,393.1201960851194,163.4782654108548,217.589593163095,450.1128978493071,1681.5080875356803,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK7,Goat anti-mouse Alexa647,1051,250324_mACmChPOLR2A_90min_IF
43,E16,399.6588106353126,162.82326788563208,324.283970374692,465.50722779513825,1656.7267525035766,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,CDK7,Goat anti-mouse Alexa647,699,250324_mACmChPOLR2A_90min_IF
44,E17,127.61848326847827,160.88446592838872,328.0558093464337,442.0886104544075,1638.2021857923498,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-mouse Alexa647,732,250324_mACmChPOLR2A_90min_IF
45,F03,440.89553694440315,163.41240850057156,333.3538537730229,456.5359812176949,1668.0337552742617,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,711,250324_mACmChPOLR2A_90min_IF
46,F04,475.9707399606152,164.74602335797735,335.80720296627766,458.4395248384933,1662.976811594203,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,345,250324_mACmChPOLR2A_90min_IF
47,F05,482.7154043686363,168.37188199550158,224.19894491389888,479.8259379762387,1632.016393442623,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,610,250324_mACmChPOLR2A_90min_IF
48,F06,451.41904924056803,166.3255428192221,334.3927546943893,495.94271745196085,1728.4915254237287,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,944,250324_mACmChPOLR2A_90min_IF
49,F07,432.36577725182224,165.28590262449003,217.19091597500832,486.9298491047585,1770.9600760456274,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1052,250324_mACmChPOLR2A_90min_IF
50,F08,460.0434462117136,164.84630095140818,326.52946924032557,480.50534827914163,1677.2634271099744,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,782,250324_mACmChPOLR2A_90min_IF
51,F09,441.2517834262853,165.4277221514995,218.27516091060224,485.02243412726125,1722.2389140271493,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1105,250324_mACmChPOLR2A_90min_IF
52,F10,433.40853956777465,162.93880439137024,320.2008519371941,478.0122956253404,1733.0767575322811,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1394,250324_mACmChPOLR2A_90min_IF
53,F11,427.9562136399127,165.28610384427188,215.05557188747494,482.0225650663818,1730.1020599250937,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1068,250324_mACmChPOLR2A_90min_IF
54,F12,431.35669410837056,161.39642698362383,320.7755858060658,454.2652163072582,1719.5886462882097,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1145,250324_mACmChPOLR2A_90min_IF
55,F13,436.8256814553261,167.09350195061486,218.98282895626028,494.756676153593,1634.6939619520265,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1209,250324_mACmChPOLR2A_90min_IF
56,F14,437.4341517172466,164.76096057213726,326.47388023555715,486.3737051498435,1738.0780303030303,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1320,250324_mACmChPOLR2A_90min_IF
57,F15,426.94518587001704,164.93199557827344,216.054528698518,481.96684705958637,1723.9104,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1250,250324_mACmChPOLR2A_90min_IF
58,F16,445.6828981935886,163.93140644577872,323.97454063829497,465.21763247334763,1656.8454258675079,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,634,250324_mACmChPOLR2A_90min_IF
59,F17,127.14589266146825,164.04639984947326,328.72296608111213,493.13920068871386,1710.718929254302,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rat Alexa647,1046,250324_mACmChPOLR2A_90min_IF
60,G03,1134.5216926253968,163.18089053507907,324.45575458839903,438.6096120658691,1699.1814159292035,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,pSer5 3E8,Goat anti-rat Alexa647,678,250324_mACmChPOLR2A_90min_IF
61,G04,1161.4288013068976,167.44546654488508,334.79969472873256,465.8074277673128,1670.1283422459894,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,561,250324_mACmChPOLR2A_90min_IF
62,G05,1003.764318835464,167.6704899339793,222.6167625494614,455.9767895272194,1655.535660091047,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,659,250324_mACmChPOLR2A_90min_IF
63,G06,1136.9340750337346,166.15218333081776,337.9933152582775,459.5242563421483,1652.4901531728665,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,457,250324_mACmChPOLR2A_90min_IF
64,G07,960.6089376637896,167.1691112283014,220.17238382518073,481.1675312435008,1682.8045540796963,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,1054,250324_mACmChPOLR2A_90min_IF
65,G08,1140.2148697941059,165.29069366518218,327.9653069686393,458.93735256605254,1729.460927152318,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,755,250324_mACmChPOLR2A_90min_IF
66,G09,985.069766127759,165.3283213124941,216.08180146436513,474.50143850702403,1653.2264779350542,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,1201,250324_mACmChPOLR2A_90min_IF
67,G10,1047.5830889882532,163.4801255182504,320.79569478787715,469.50175599262315,1707.2434709351305,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,1187,250324_mACmChPOLR2A_90min_IF
68,G11,974.5212790336692,167.1394660659834,213.6230314733898,466.8062791608416,1638.8701622971287,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,801,250324_mACmChPOLR2A_90min_IF
69,G12,1060.2818169613556,163.48358372153908,321.62463584127977,465.34654452055855,1796.0215311004786,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,1254,250324_mACmChPOLR2A_90min_IF
70,G13,957.6813004183194,168.13822037254408,217.12920732121262,487.95998396069865,1697.817157712305,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,1154,250324_mACmChPOLR2A_90min_IF
71,G14,1046.9346584089305,166.82678041599448,332.95173918908705,486.12845109671247,1671.9205298013244,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,pSer5 3E8,Goat anti-rat Alexa647,1208,250324_mACmChPOLR2A_90min_IF
72,G15,953.9417848816931,166.4033913305267,219.80262160840778,473.8998546145857,1683.8562367864693,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,pSer5 3E8,Goat anti-rat Alexa647,946,250324_mACmChPOLR2A_90min_IF
73,G16,1025.3378275772798,161.74845099434214,318.5594200966699,451.3548421910786,1714.3798701298701,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,pSer5 3E8,Goat anti-rat Alexa647,1232,250324_mACmChPOLR2A_90min_IF
74,G17,126.36582186624902,160.47535804978298,332.47406373716973,451.8535107075546,1674.7535301668806,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rat Alexa647,779,250324_mACmChPOLR2A_90min_IF
75,H03,183.50997912406845,159.98187610965576,325.9025073047958,438.43646639302455,1757.8340306834032,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,CDK9,Goat anti-rabbit Alexa647,717,250324_mACmChPOLR2A_90min_IF
76,H04,184.34871501342255,160.91840473707683,326.44323704101276,441.23439284324905,1735.473381294964,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,695,250324_mACmChPOLR2A_90min_IF
77,H05,182.57357840830238,163.53048608028985,221.86980030523412,466.23749396555,1639.1680876979294,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,821,250324_mACmChPOLR2A_90min_IF
78,H06,176.8848947390228,160.9397500215765,324.4704869844906,460.43039279561265,1671.8657465495608,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,797,250324_mACmChPOLR2A_90min_IF
79,H07,185.47927909658284,163.5423041102244,219.33236468880105,465.53130779601156,1686.3092105263158,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1216,250324_mACmChPOLR2A_90min_IF
80,H08,181.02400004681286,160.61424489287364,321.03340305528076,460.36133121774134,1753.5566207309766,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,1669,250324_mACmChPOLR2A_90min_IF
81,H09,186.8331869478604,163.56022541905415,214.04216050846102,476.297558341164,1763.6346499102333,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1114,250324_mACmChPOLR2A_90min_IF
82,H10,182.72586575953565,159.96902928897748,326.19112659328874,438.0770970132444,1717.2255067567567,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,1184,250324_mACmChPOLR2A_90min_IF
83,H11,189.10210235148182,162.892958822409,214.75208084321574,456.7166100117955,1714.7657841140528,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,982,250324_mACmChPOLR2A_90min_IF
84,H12,185.95962179160708,161.07555469738674,333.05833187820906,450.2056722175011,1561.630021141649,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,946,250324_mACmChPOLR2A_90min_IF
85,H13,184.46358054378595,160.201615593718,216.65526752442764,433.9498579949879,1715.0256111757858,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,859,250324_mACmChPOLR2A_90min_IF
86,H14,181.5529869593151,159.75113953761544,322.5376685552455,448.6936704609021,1719.2464525765497,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,CDK9,Goat anti-rabbit Alexa647,1339,250324_mACmChPOLR2A_90min_IF
87,H15,188.10885202693777,164.03719921848798,222.01487165724234,464.6383231622695,1624.9236220472442,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,CDK9,Goat anti-rabbit Alexa647,1270,250324_mACmChPOLR2A_90min_IF
88,H16,179.2700883462189,160.39916589729438,327.1073502266303,456.18636347801225,1775.642857142857,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,CDK9,Goat anti-rabbit Alexa647,1022,250324_mACmChPOLR2A_90min_IF
89,H17,125.99107106877973,159.87538123648852,329.6181425823583,458.3362121749517,1647.6129385964912,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rabbit Alexa647,912,250324_mACmChPOLR2A_90min_IF
90,I03,401.0571793686489,158.99567165926038,320.15410810182453,425.67805304261765,1861.7215189873418,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Cyclin T1,Goat anti-rabbit Alexa647,632,250324_mACmChPOLR2A_90min_IF
91,I04,420.4599998959867,160.51003943742876,325.6968549702745,436.32852488784556,1684.0817174515234,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,722,250324_mACmChPOLR2A_90min_IF
92,I05,400.8467822671238,161.76553750995012,218.97242147097364,436.2282778168751,1677.0618672665917,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,889,250324_mACmChPOLR2A_90min_IF
93,I06,426.9183473073917,160.30365842821277,328.55322021830597,462.51580166565856,1658.032637075718,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,766,250324_mACmChPOLR2A_90min_IF
94,I07,392.90256900046876,160.66294491464333,215.9517693232804,439.66097791121894,1736.3141666666668,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1200,250324_mACmChPOLR2A_90min_IF
95,I08,382.7813147416921,158.2639603220805,316.25303307794957,447.3818116739523,1825.523349436393,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,1242,250324_mACmChPOLR2A_90min_IF
96,I09,380.83300740777986,159.3382873351064,215.19697227609151,445.41548102329995,1798.2266746411483,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1672,250324_mACmChPOLR2A_90min_IF
97,I10,406.2423958033024,161.76910819824738,324.45613750276834,469.35290013457427,1665.0063694267517,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,1256,250324_mACmChPOLR2A_90min_IF
98,I11,362.23303511661777,160.82427987415082,214.38688698753782,449.92468097315634,1795.3007194244603,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1390,250324_mACmChPOLR2A_90min_IF
99,I12,405.3790783940407,163.9977724663003,337.80195004067184,483.850854964038,1590.942420681551,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,851,250324_mACmChPOLR2A_90min_IF
100,I13,402.39432477485997,161.24574678694395,217.01307214998556,459.5297623226768,1739.860465116279,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,1075,250324_mACmChPOLR2A_90min_IF
101,I14,418.15821572227105,161.45562338151169,328.3195388662654,467.91319015752805,1616.2657502863688,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,90,Cyclin T1,Goat anti-rabbit Alexa647,873,250324_mACmChPOLR2A_90min_IF
102,I15,390.6045884376797,162.55845201141028,216.9798823621168,455.21146516532093,1642.734375,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,90,Cyclin T1,Goat anti-rabbit Alexa647,960,250324_mACmChPOLR2A_90min_IF
103,I16,407.73119552156214,159.6649437946081,322.8486689872064,447.1941390685575,1703.5870967741935,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Cyclin T1,Goat anti-rabbit Alexa647,775,250324_mACmChPOLR2A_90min_IF
104,I17,126.89080035285389,158.49708130826846,322.7814195562727,441.1787272083992,1723.4705882352941,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,No primary,Goat anti-rabbit Alexa647,952,250324_mACmChPOLR2A_90min_IF
