,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
86,G09,532.3351410993225,238.42036420400436,238.68353015953357,524.3405899670711,1607.8952879581152,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3247,241102_mACmChPOLR2A_TotalPolII
87,G10,660.7977682735126,158.8885967435171,837.3135182109277,580.3967396639384,1754.8195422535211,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1136,241102_mACmChPOLR2A_TotalPolII
88,G11,585.9751382679991,205.11005921876398,464.81101234435164,562.6601763145262,1748.5332011892963,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2018,241102_mACmChPOLR2A_TotalPolII
89,G12,562.461256884703,237.03105387903312,234.93936253694622,517.6772712473827,1586.467579015966,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3069,241102_mACmChPOLR2A_TotalPolII
90,G13,337.1437031076836,157.8912685139422,403.4671440563692,577.3451951082981,1728.57594381036,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1139,241102_mACmChPOLR2A_TotalPolII
91,G14,489.12207796145526,205.74393550458294,266.79687377023805,529.3911021193102,1771.2037444933922,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1816,241102_mACmChPOLR2A_TotalPolII
92,G15,535.4814401811454,236.2277893140545,236.47881520306646,513.0868819788034,1629.0162633875445,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2521,241102_mACmChPOLR2A_TotalPolII
93,G16,591.1415510883205,156.15934157082157,783.8976745979803,540.159211711447,1874.7111334002007,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,997,241102_mACmChPOLR2A_TotalPolII
94,G17,566.1669908832782,199.68158772247818,464.57519476173263,520.845015364445,1826.9866529774126,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1948,241102_mACmChPOLR2A_TotalPolII
95,G18,546.2302304521602,234.9624834534528,238.48325818474672,508.2077386989453,1620.9591107582373,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2519,241102_mACmChPOLR2A_TotalPolII
96,G19,337.95151515518523,160.59628834632116,420.75037269555634,606.912249706798,1777.2912087912089,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,910,241102_mACmChPOLR2A_TotalPolII
97,G20,455.49434253996566,204.1777979159632,265.66236319399326,511.424872546939,1771.361111111111,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1836,241102_mACmChPOLR2A_TotalPolII
98,G21,556.253005458808,240.35809755027518,241.5592016984404,535.0779385310833,1563.0135669869983,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1769,241102_mACmChPOLR2A_TotalPolII
99,G22,525.7048413611251,152.7475570680894,239.2920802758057,477.1890314353741,1588.8929546695795,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3662,241102_mACmChPOLR2A_TotalPolII
100,H03,565.0305048484937,155.6215657466465,241.90246819501468,537.4340326678138,1583.7330941208943,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3623,241102_mACmChPOLR2A_TotalPolII
101,H04,608.0031432478708,161.59202286439233,797.0235317914811,544.6705370082751,1786.7665847665849,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,814,241102_mACmChPOLR2A_TotalPolII
102,H05,614.7758949924821,206.01942622391735,482.71422556722945,578.7757610808167,1608.6806331471137,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1074,241102_mACmChPOLR2A_TotalPolII
103,H06,541.8694966589514,234.86720382491015,239.2570128418803,492.2053244048553,1665.605548854041,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2487,241102_mACmChPOLR2A_TotalPolII
104,H07,472.6505069206143,159.35381050779623,559.0255725928016,555.9111644321724,1763.6757038581857,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,959,241102_mACmChPOLR2A_TotalPolII
105,H08,519.514755289033,205.2707570550559,297.86974502634894,550.490800078115,1694.304246655032,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1719,241102_mACmChPOLR2A_TotalPolII
106,H09,549.4167625937861,233.82844040485014,238.67270576358752,484.61823548590513,1620.8172314347512,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2774,241102_mACmChPOLR2A_TotalPolII
107,H10,624.8709038020756,156.09291110603098,785.7725797472382,521.3630113746439,1892.4878487848785,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1111,241102_mACmChPOLR2A_TotalPolII
108,H11,593.3477018778432,201.10607641026118,473.05790414081645,509.57797837970395,1787.8401041666666,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1920,241102_mACmChPOLR2A_TotalPolII
109,H12,540.8724418597048,232.69453475287835,236.21142922672658,485.34513025637995,1621.4150184378143,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2983,241102_mACmChPOLR2A_TotalPolII
110,H13,451.6881636194967,156.54116292687553,514.8568930856924,546.962534352403,1903.1921151439299,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1598,241102_mACmChPOLR2A_TotalPolII
111,H14,512.1075453261171,203.86356799421245,299.577422889979,514.3945524967238,1764.1452328159646,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1804,241102_mACmChPOLR2A_TotalPolII
112,H15,509.34343115771264,233.51936889119725,236.83894886248055,495.64146093765044,1659.5531187695813,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3511,241102_mACmChPOLR2A_TotalPolII
113,H16,608.0757428125419,158.56022911378878,831.6982129981116,560.6117492790648,1800.6154553817848,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1087,241102_mACmChPOLR2A_TotalPolII
114,H17,564.0706848167694,199.47902289688352,461.1944988677361,511.51113798470857,1775.3272077590607,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1959,241102_mACmChPOLR2A_TotalPolII
115,H18,553.3082458739494,237.11405003795625,241.34431720168837,515.4088862494979,1617.0043737574554,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2515,241102_mACmChPOLR2A_TotalPolII
116,H19,428.3300813232206,159.61911506643014,536.9109202775188,579.2050035270298,1563.7504078303425,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,613,241102_mACmChPOLR2A_TotalPolII
117,H20,492.03323218412373,204.0288377116434,292.61329471508054,511.2371314791706,1761.75664500886,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1693,241102_mACmChPOLR2A_TotalPolII
118,H21,538.4132697839036,233.90978822664468,239.94450426423933,471.83994988492253,1639.0066152149946,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1814,241102_mACmChPOLR2A_TotalPolII
119,H22,790.6987855208226,155.9177906338445,245.31547326192984,493.55348352257096,1636.619405940594,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2525,241102_mACmChPOLR2A_TotalPolII
120,I03,540.8453201343174,153.02299083247797,244.41264212833448,472.718378283642,1586.7305269186713,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3492,241102_mACmChPOLR2A_TotalPolII
121,I04,696.0517890960126,159.74389901335348,837.8149629320327,548.8846871385597,1917.5669191919192,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,792,241102_mACmChPOLR2A_TotalPolII
122,I05,584.4673813301571,199.49496846119607,465.64010435715164,480.88094520725184,1747.4447513812154,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1810,241102_mACmChPOLR2A_TotalPolII
123,I06,528.2009002495132,230.45667261998966,243.19286314455707,478.80056202789297,1610.172100840336,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2975,241102_mACmChPOLR2A_TotalPolII
124,I07,512.2888134693935,159.23743802874918,677.8142864102512,557.503753385737,1789.8634259259259,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,864,241102_mACmChPOLR2A_TotalPolII
125,I08,500.76731675750506,197.03456544576758,339.0792817800212,466.74678036081076,1829.71599690881,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2588,241102_mACmChPOLR2A_TotalPolII
126,I09,516.4424327045741,227.51450720115992,238.6229528705762,460.18081329275634,1619.7220735785954,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2990,241102_mACmChPOLR2A_TotalPolII
127,I10,628.8863463971699,157.61510118072022,812.8661180390346,556.211782125268,1748.3229078613695,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1183,241102_mACmChPOLR2A_TotalPolII
128,I11,584.5583235749893,199.5390235336435,470.742616704577,506.7542822428305,1775.4814670308233,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2563,241102_mACmChPOLR2A_TotalPolII
129,I12,546.7533570611341,227.9061225990899,239.43214561397076,460.73295784543893,1650.6760101929378,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2747,241102_mACmChPOLR2A_TotalPolII
130,I13,477.18583871672723,155.8171630306971,631.5913466328427,535.1471817845,1791.93059125964,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1167,241102_mACmChPOLR2A_TotalPolII
131,I14,504.4030275094945,200.18572662961842,341.27464596985646,496.49818328786904,1761.0923076923077,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2145,241102_mACmChPOLR2A_TotalPolII
132,I15,545.4090638807367,235.69354724307118,242.35556227179248,482.3139609548381,1600.2752536391706,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2267,241102_mACmChPOLR2A_TotalPolII
133,I16,599.2031644212071,157.21972732515968,831.8428142102647,544.2029551593266,1690.2207207207207,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1110,241102_mACmChPOLR2A_TotalPolII
134,I17,595.777536837285,199.0636376692174,469.3245835618232,484.6700098636051,1763.8320895522388,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1608,241102_mACmChPOLR2A_TotalPolII
135,I18,540.2503995008739,230.42045193461445,240.12656263333895,460.57204829593786,1657.5052380952382,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2100,241102_mACmChPOLR2A_TotalPolII
136,I19,490.2165728979094,160.31473907551722,644.6171331863641,548.416547861068,1835.9160387513455,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,929,241102_mACmChPOLR2A_TotalPolII
137,I20,520.6975049497172,202.62785800221877,355.1788797737321,499.6119081148618,1744.5074918566775,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1535,241102_mACmChPOLR2A_TotalPolII
138,I21,540.4010370388108,235.79247345961625,250.36890405955938,498.2598142090286,1629.7721212121212,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1650,241102_mACmChPOLR2A_TotalPolII
139,I22,590.3144704771097,154.79152517467853,249.90632555934175,485.3004778893277,1618.6827323162274,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2884,241102_mACmChPOLR2A_TotalPolII
140,J03,562.0632395850183,154.09587426711582,248.2475755076807,491.41693632985334,1586.682389937107,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2862,241102_mACmChPOLR2A_TotalPolII
141,J04,585.7133382471075,159.17519881422967,842.6056527847807,552.7111283257918,1912.7465909090909,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,880,241102_mACmChPOLR2A_TotalPolII
142,J05,587.8081008240842,198.34251685961328,467.87140393415376,492.11858150077194,1850.742345465049,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1731,241102_mACmChPOLR2A_TotalPolII
143,J06,526.6016793781802,234.46557820352905,246.19323150071105,487.82769720338973,1656.8189591078067,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2690,241102_mACmChPOLR2A_TotalPolII
144,J07,586.8873534402181,157.01958540541273,752.4182891130946,501.46596710138346,1880.628217349857,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1049,241102_mACmChPOLR2A_TotalPolII
145,J08,579.9957023939086,196.9897202990196,462.5991609758348,474.1170358846946,1800.408026755853,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1794,241102_mACmChPOLR2A_TotalPolII
146,J09,518.6597765670863,227.9835394327609,240.76576281270312,453.20036083642225,1615.0900261486738,HCT116 mChPOLR2A Clone 2,No addition,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2677,241102_mACmChPOLR2A_TotalPolII
147,J10,606.6833167868989,157.56781798075173,815.1402901348476,550.6633392593002,1865.0729847494554,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,918,241102_mACmChPOLR2A_TotalPolII
148,J11,596.765003715995,200.26733922259493,475.6963424112683,498.90544060270287,1809.8359683794467,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2024,241102_mACmChPOLR2A_TotalPolII
149,J12,564.9002103083768,225.26149032692348,238.74111959153657,445.354064823031,1672.0570007651108,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2614,241102_mACmChPOLR2A_TotalPolII
150,J13,590.6531578914875,157.97772668010538,808.9682208134977,544.2651202502341,1929.9678197908286,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1243,241102_mACmChPOLR2A_TotalPolII
151,J14,667.1548444651505,198.66231470314457,472.04113807712025,486.6845772820478,1806.0621428571428,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1400,241102_mACmChPOLR2A_TotalPolII
152,J15,531.0353241069791,229.22637178474142,240.37373401795065,470.91401919129396,1713.4187380497133,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2615,241102_mACmChPOLR2A_TotalPolII
153,J16,574.6673190644383,156.625504766976,786.5863517339108,521.7969357414644,1846.3048555623848,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1627,241102_mACmChPOLR2A_TotalPolII
154,J17,599.611824537186,194.78929642423475,458.2353285954741,468.57745753552075,1828.5946763460374,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1653,241102_mACmChPOLR2A_TotalPolII
155,J18,535.7418167417396,227.47778289043933,239.30533809921434,462.3900300669732,1697.9053049082797,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2017,241102_mACmChPOLR2A_TotalPolII
156,J19,619.5375118951712,161.20745991199095,849.7119300371106,576.0490638129133,1956.1348195329088,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,942,241102_mACmChPOLR2A_TotalPolII
157,J20,583.9229168111775,202.1056497733914,485.55523046303466,507.8123778923162,1795.5414201183432,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1690,241102_mACmChPOLR2A_TotalPolII
158,J21,514.8257524220244,226.74857434368553,242.14840405990805,454.4802789100897,1656.7964980544748,HCT116 mChPOLR2A Clone 2,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2570,241102_mACmChPOLR2A_TotalPolII
159,J22,535.2871091494418,154.16365526976992,249.56208874653288,463.66002969760825,1550.1223602484472,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3220,241102_mACmChPOLR2A_TotalPolII
160,K03,518.0655893764975,153.6558635058434,245.16830786890478,476.9933778737575,1599.0458483754512,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2770,241102_mACmChPOLR2A_TotalPolII
161,K04,592.0026232028629,159.2413273335454,819.762085763245,559.3761723229533,1902.9828269484808,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,757,241102_mACmChPOLR2A_TotalPolII
162,K05,615.8792993311962,205.83049907544762,494.6782807944909,536.3067965119865,1798.5596064814815,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1728,241102_mACmChPOLR2A_TotalPolII
163,K06,510.98362815795326,229.51477022365415,244.85175137744451,469.3841254538165,1644.4276272306674,HCT116 mChPOLR2A Clone 2,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3026,241102_mACmChPOLR2A_TotalPolII
164,K07,307.2311309381601,159.9529272588704,376.87396259633323,566.676825715562,1734.0896017699115,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,904,241102_mACmChPOLR2A_TotalPolII
165,K08,516.9109280862684,213.07200980070218,280.57674678730064,521.8608711918013,1756.28125,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1888,241102_mACmChPOLR2A_TotalPolII
166,K09,523.8455381968365,237.33110561453796,244.6238373010711,514.5064463132375,1609.798076923077,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2392,241102_mACmChPOLR2A_TotalPolII
167,K10,593.7359653396925,159.0673349882015,840.3370306262143,557.9547443146198,1704.920676202861,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,769,241102_mACmChPOLR2A_TotalPolII
168,K11,569.408482215195,199.0342223856361,480.38523654497266,492.3571164485345,1756.307147076196,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1693,241102_mACmChPOLR2A_TotalPolII
169,K12,560.2689141896116,233.27322922367415,242.4857634911919,464.35910549989603,1598.9978279756733,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2302,241102_mACmChPOLR2A_TotalPolII
170,K13,480.78868334576185,159.94169909143727,663.6958853127298,561.2599752352003,1713.0851305334847,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,881,241102_mACmChPOLR2A_TotalPolII
171,K14,503.66134261613695,202.4779011607314,353.98982301747367,497.2995043736954,1747.68,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1425,241102_mACmChPOLR2A_TotalPolII
172,K15,476.2838988307248,229.080403183649,240.26620028143995,461.10829399384517,1642.5991471215352,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2345,241102_mACmChPOLR2A_TotalPolII
173,K16,184.85859760258526,155.96978714018164,274.853977366719,523.722680330582,1708.2174405436015,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,883,241102_mACmChPOLR2A_TotalPolII
174,K17,189.28263593252876,160.0485906483514,264.5271043061319,463.1860139790318,1818.3265306122448,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1421,241102_mACmChPOLR2A_TotalPolII
175,K18,186.52895818642827,166.04708583161568,245.19943322007788,482.51615733450274,1651.0855094726062,HCT116 mChPOLR2A Clone 2,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1953,241102_mACmChPOLR2A_TotalPolII
176,K19,207.05213409856617,160.32284008158962,303.559349647221,571.6761076675062,1823.8851851851853,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,810,241102_mACmChPOLR2A_TotalPolII
177,K20,186.52155885381066,159.8222991146081,265.31557434411144,475.7246013368922,1759.5397683397684,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1295,241102_mACmChPOLR2A_TotalPolII
178,K21,182.59941976924873,164.37658225019706,245.56279947478527,454.6213373018703,1652.8365045806906,HCT116 mChPOLR2A Clone 2,Triptolide 1 µM,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1419,241102_mACmChPOLR2A_TotalPolII
179,K22,534.3096248967983,156.497302846101,252.96247665460987,494.54613535041534,1564.9656696125085,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2942,241102_mACmChPOLR2A_TotalPolII
180,L03,525.3365980008025,153.97668202232342,247.223092705906,474.9838131140682,1595.9460568748168,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3411,241102_mACmChPOLR2A_TotalPolII
181,L04,606.2302471398996,161.45653034366168,846.3894100845291,564.5483139511558,1800.3573923166473,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,859,241102_mACmChPOLR2A_TotalPolII
182,L05,612.5998378876167,199.25311141387917,479.3812263116149,480.1533658866727,1722.0722347629796,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1329,241102_mACmChPOLR2A_TotalPolII
