,WELL,IF_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,ROW,COLUMN
99,G22,1348.069285594085,268.6791794530485,303.5379048557015,1699.0299435028248,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1770,250912_mACPOLR2A_Kinetic_pSer2,G,22
100,H03,1632.2283907241494,272.79116201167716,302.7858454231611,1697.0964912280701,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2394,250912_mACPOLR2A_Kinetic_pSer2,H,03
101,H04,1574.001698000008,957.0300126147752,303.3048776098817,2020.2940868655155,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1911,250912_mACPOLR2A_Kinetic_pSer2,H,04
102,H05,1212.0562014776694,429.3450263137986,305.4415477300496,2103.67922657412,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2017,250912_mACPOLR2A_Kinetic_pSer2,H,05
103,H06,1267.1862337495152,478.9085226241685,306.28633263559743,2016.2973443622116,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,250912_mACPOLR2A_Kinetic_pSer2,H,06
104,H07,1361.1900126720689,579.9257523485725,305.85318083361193,2111.3841326759302,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2231,250912_mACPOLR2A_Kinetic_pSer2,H,07
105,H08,1568.0300056736019,981.0433856522363,307.24131959709763,2017.2533524904215,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2088,250912_mACPOLR2A_Kinetic_pSer2,H,08
106,H09,1136.9159465319385,415.17417859016143,314.57851721089907,2075.7102406795657,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2119,250912_mACPOLR2A_Kinetic_pSer2,H,09
107,H10,1221.857756909526,466.82969245632773,310.1845412651902,2079.3800623052957,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2568,250912_mACPOLR2A_Kinetic_pSer2,H,10
108,H11,1422.9945485122475,592.4164511957127,320.57657467790193,2007.6021786492374,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2295,250912_mACPOLR2A_Kinetic_pSer2,H,11
109,H12,1664.4403157791735,263.27229812655327,309.55478286036094,1678.9544044665013,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3224,250912_mACPOLR2A_Kinetic_pSer2,H,12
110,H13,1238.7182162260292,266.01955559319407,303.505002321927,1658.2905119008803,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3067,250912_mACPOLR2A_Kinetic_pSer2,H,13
111,H14,1298.692946751233,1007.3238904323109,318.9003556545599,2027.636947487722,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2647,250912_mACPOLR2A_Kinetic_pSer2,H,14
112,H15,574.1981366448338,434.8316118819367,324.67385828272353,2051.329065300896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2343,250912_mACPOLR2A_Kinetic_pSer2,H,15
113,H16,601.7447156194879,478.4689599916819,318.07173664889837,2070.0971293747543,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2543,250912_mACPOLR2A_Kinetic_pSer2,H,16
114,H17,797.9651023118919,612.5627343225157,322.945762376846,2060.5313309166236,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1931,250912_mACPOLR2A_Kinetic_pSer2,H,17
115,H18,1357.3988047871035,1020.0907380403781,317.68922325542223,1951.4997728305316,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2201,250912_mACPOLR2A_Kinetic_pSer2,H,18
116,H19,562.5306731583853,414.00313958481007,321.8150020203489,2087.2757242757243,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2002,250912_mACPOLR2A_Kinetic_pSer2,H,19
117,H20,637.607691061008,479.20814134046867,315.61821264274494,2034.0925287356322,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,Total Pol II (F12),Goat anti-mouse Alexa647,1740,250912_mACPOLR2A_Kinetic_pSer2,H,20
118,H21,772.350179006408,582.2557823959833,310.77000965325095,2101.9948559670784,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1944,250912_mACPOLR2A_Kinetic_pSer2,H,21
119,H22,1258.9080945465332,264.97890839943335,309.3013801002419,1737.4631236442517,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1844,250912_mACPOLR2A_Kinetic_pSer2,H,22
120,I03,1650.0814911350374,267.7473876096396,294.3462576823243,1707.795634920635,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2520,250912_mACPOLR2A_Kinetic_pSer2,I,03
121,I04,1187.2439646720568,430.64451302515636,301.3856177672714,2090.410520887055,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1939,250912_mACPOLR2A_Kinetic_pSer2,I,04
122,I05,1237.8543541806232,431.31469137605427,304.5174756278034,1953.6808070356958,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1933,250912_mACPOLR2A_Kinetic_pSer2,I,05
123,I06,1332.314282563426,442.3040832368558,309.8005815543599,1937.7041420118344,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1859,250912_mACPOLR2A_Kinetic_pSer2,I,06
124,I07,1284.5900011701744,434.54747666816206,307.3796474031032,1888.4196737518537,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2023,250912_mACPOLR2A_Kinetic_pSer2,I,07
125,I08,1257.4385619326524,440.1960993472771,310.08497401410534,1989.4188071397475,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2297,250912_mACPOLR2A_Kinetic_pSer2,I,08
126,I09,1214.4474129068426,431.57002801650293,314.02307648713975,2004.8792401628223,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2211,250912_mACPOLR2A_Kinetic_pSer2,I,09
127,I10,1273.5236331293825,436.883899380478,316.351466789815,2040.6122222222223,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1800,250912_mACPOLR2A_Kinetic_pSer2,I,10
128,I11,1253.8258326352475,442.2817345358796,321.3633599924123,2012.3193946634806,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2511,250912_mACPOLR2A_Kinetic_pSer2,I,11
129,I12,1586.2862097566194,267.3234636135931,306.1825356945061,1678.2509234178774,HCT116 OsTIRF74G,5PhIAA,10000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,4061,250912_mACPOLR2A_Kinetic_pSer2,I,12
130,I13,1151.5325546898546,265.6095961979364,303.95801596957,1710.1796768008765,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,3651,250912_mACPOLR2A_Kinetic_pSer2,I,13
131,I14,633.1817636507624,442.73817224243425,315.7497448603841,1967.7186813186813,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2730,250912_mACPOLR2A_Kinetic_pSer2,I,14
132,I15,625.4323753532104,439.5979571555701,314.1996298997058,1995.0946358482338,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2293,250912_mACPOLR2A_Kinetic_pSer2,I,15
133,I16,639.5004634593529,446.54379721420014,319.7118437957239,1912.8972133394243,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2189,250912_mACPOLR2A_Kinetic_pSer2,I,16
134,I17,600.3716998662724,438.4946576999694,304.4930171281421,2010.2229934924078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2305,250912_mACPOLR2A_Kinetic_pSer2,I,17
135,I18,632.16779672399,444.6786142405462,313.0116871559042,2009.8525641025642,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2340,250912_mACPOLR2A_Kinetic_pSer2,I,18
136,I19,623.2550633446839,449.05087400124023,318.66200763196304,1996.377990430622,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2508,250912_mACPOLR2A_Kinetic_pSer2,I,19
137,I20,651.9495528275319,450.120277212696,324.1861616484068,1939.5955555555556,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1800,250912_mACPOLR2A_Kinetic_pSer2,I,20
138,I21,646.3290980261689,449.0291884751786,314.0873828269029,1918.209889001009,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1982,250912_mACPOLR2A_Kinetic_pSer2,I,21
139,I22,1246.9156424897596,267.564582758789,316.78387169132554,1704.3020134228188,HCT116 OsTIRF74G,5PhIAA,10000,480,Total Pol II (F12),Goat anti-mouse Alexa647,1937,250912_mACPOLR2A_Kinetic_pSer2,I,22
140,J03,1685.1532978801085,269.03477060547374,300.7342531098757,1696.6018860188601,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2439,250912_mACPOLR2A_Kinetic_pSer2,J,03
141,J04,1187.2098803940594,445.47584129427054,292.1083476973286,2183.26618705036,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2224,250912_mACPOLR2A_Kinetic_pSer2,J,04
142,J05,1198.9229843408384,428.62609680806145,302.89765982382875,2012.5176348547718,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1928,250912_mACPOLR2A_Kinetic_pSer2,J,05
143,J06,1313.7912183001117,479.0286987203067,299.13960122580556,2024.1095238095238,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1890,250912_mACPOLR2A_Kinetic_pSer2,J,06
144,J07,1372.2327121742776,591.9545256832668,308.11902311708644,2079.165839829908,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2822,250912_mACPOLR2A_Kinetic_pSer2,J,07
145,J08,1163.1318156817972,432.9198765175999,289.07086481917764,2030.3272208638957,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2454,250912_mACPOLR2A_Kinetic_pSer2,J,08
146,J09,1157.5775579370093,432.49469369638524,309.8257778594426,1967.6831758034027,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2645,250912_mACPOLR2A_Kinetic_pSer2,J,09
147,J10,1245.661284318493,487.36623185109136,301.4348028701175,2033.2306800618237,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2588,250912_mACPOLR2A_Kinetic_pSer2,J,10
148,J11,1404.5526783327575,598.4839569741068,318.4200488174223,2067.876179690449,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2649,250912_mACPOLR2A_Kinetic_pSer2,J,11
149,J12,1540.7931925977446,267.8879999044575,296.7629225267322,1727.058698296837,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,3288,250912_mACPOLR2A_Kinetic_pSer2,J,12
150,J13,1193.3470872886471,265.2112829964902,294.573612893419,1719.3816222687817,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3341,250912_mACPOLR2A_Kinetic_pSer2,J,13
151,J14,633.0585220137273,453.5810342300344,310.2692438087621,2000.5060783430888,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2221,250912_mACPOLR2A_Kinetic_pSer2,J,14
152,J15,565.644744737021,433.37164397178043,312.8624765487118,2065.9603143418467,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2545,250912_mACPOLR2A_Kinetic_pSer2,J,15
153,J16,617.7533600280805,486.08503741767794,307.83639936766855,2058.6078147612156,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,2073,250912_mACPOLR2A_Kinetic_pSer2,J,16
154,J17,807.9544918889992,614.4993583330731,316.93373283088187,2050.6448723690105,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,2233,250912_mACPOLR2A_Kinetic_pSer2,J,17
155,J18,616.2360502844522,450.7465225129892,301.86866534451104,2002.9519184069936,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,480,Total Pol II (F12),Goat anti-mouse Alexa647,2059,250912_mACPOLR2A_Kinetic_pSer2,J,18
156,J19,563.2122741620854,434.5971206790429,311.9793068073471,1953.922077922078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,Total Pol II (F12),Goat anti-mouse Alexa647,1848,250912_mACPOLR2A_Kinetic_pSer2,J,19
157,J20,584.0075260469166,481.78472943515214,295.3906700420917,2035.460302457467,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,120,Total Pol II (F12),Goat anti-mouse Alexa647,2116,250912_mACPOLR2A_Kinetic_pSer2,J,20
158,J21,765.2983993724679,618.2619677917775,306.96132088457205,2008.6707188160676,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,60,Total Pol II (F12),Goat anti-mouse Alexa647,1892,250912_mACPOLR2A_Kinetic_pSer2,J,21
159,J22,1245.0263234121323,268.08360075156565,310.95315415761996,1647.3950966525224,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,2121,250912_mACPOLR2A_Kinetic_pSer2,J,22
160,K03,1774.6097907926526,267.111276833509,295.5631256989122,1676.2462479155085,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1799,250912_mACPOLR2A_Kinetic_pSer2,K,03
161,K04,1335.9124942492074,502.6227667928655,291.4702993632363,1954.6294416243654,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1773,250912_mACPOLR2A_Kinetic_pSer2,K,04
162,K05,1385.130228746997,493.5606065481459,308.2529091029014,1956.5857664233577,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1644,250912_mACPOLR2A_Kinetic_pSer2,K,05
163,K06,1380.5866587318285,534.2316346556596,302.2668833921363,1938.3206951026857,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1899,250912_mACPOLR2A_Kinetic_pSer2,K,06
164,K07,1511.8634078428306,634.9403255707904,307.6959185335119,2056.882080329557,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1942,250912_mACPOLR2A_Kinetic_pSer2,K,07
165,K08,1282.9214976513947,514.1694182046971,302.39842404436797,2034.8219895287957,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2483,250912_mACPOLR2A_Kinetic_pSer2,K,08
166,K09,1331.4510393739363,477.7042861168296,311.79975893967213,2017.7987388334209,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1903,250912_mACPOLR2A_Kinetic_pSer2,K,09
167,K10,1404.1707055991235,532.863795117645,313.82092879758596,1942.0042194092828,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1896,250912_mACPOLR2A_Kinetic_pSer2,K,10
168,K11,1439.8000047637381,646.7640316218244,312.40645325553646,2008.7611319184352,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2403,250912_mACPOLR2A_Kinetic_pSer2,K,11
169,K12,1612.6156867087323,265.2823432147537,296.7787432054701,1683.121959575197,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2919,250912_mACPOLR2A_Kinetic_pSer2,K,12
170,K13,1103.593551328471,266.3981038151192,297.5180482129967,1683.4615144904956,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,3209,250912_mACPOLR2A_Kinetic_pSer2,K,13
171,K14,750.0359383056954,541.5411832517226,311.2395957331786,2017.3226086956522,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,2300,250912_mACPOLR2A_Kinetic_pSer2,K,14
172,K15,650.188552642252,487.4691698308234,306.4608092917717,2058.465038314176,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,2088,250912_mACPOLR2A_Kinetic_pSer2,K,15
173,K16,698.2924190301961,560.7688421652962,309.958338028862,2031.9174635128334,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,1987,250912_mACPOLR2A_Kinetic_pSer2,K,16
174,K17,768.6365046846677,650.6737602975624,300.32179587075046,2096.823134953898,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,2386,250912_mACPOLR2A_Kinetic_pSer2,K,17
175,K18,723.1929214172116,518.9615564608887,303.3243843905698,1958.0979699911738,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,480,Total Pol II (F12),Goat anti-mouse Alexa647,2266,250912_mACPOLR2A_Kinetic_pSer2,K,18
176,K19,660.8879762333786,500.6022251384049,309.9028976013413,2086.571280456195,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,Total Pol II (F12),Goat anti-mouse Alexa647,1929,250912_mACPOLR2A_Kinetic_pSer2,K,19
177,K20,646.3701210571309,533.6906933798775,305.6173867384669,2100.9641943734014,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,120,Total Pol II (F12),Goat anti-mouse Alexa647,1955,250912_mACPOLR2A_Kinetic_pSer2,K,20
178,K21,776.0036617067815,646.6457241981939,302.5849544666371,2065.8133147113595,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,60,Total Pol II (F12),Goat anti-mouse Alexa647,2148,250912_mACPOLR2A_Kinetic_pSer2,K,21
179,K22,1174.3456499663905,264.2079623160607,300.9710278198441,1677.7155260469867,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1958,250912_mACPOLR2A_Kinetic_pSer2,K,22
180,L03,1610.2528966192212,269.3344642876325,288.5278229338394,1719.693449334698,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1954,250912_mACPOLR2A_Kinetic_pSer2,L,03
181,L04,1595.6133029109783,726.2211943230789,297.0718731316424,2026.7654485049834,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1505,250912_mACPOLR2A_Kinetic_pSer2,L,04
182,L05,1445.894897667103,702.7794124668387,300.75092417784344,2009.5133136094676,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2028,250912_mACPOLR2A_Kinetic_pSer2,L,05
183,L06,1463.7362188600744,683.085761389273,291.0105372383131,2085.0665105386415,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2135,250912_mACPOLR2A_Kinetic_pSer2,L,06
184,L07,1512.9545235281848,772.3789852806498,300.2733527013753,2014.380551659654,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2139,250912_mACPOLR2A_Kinetic_pSer2,L,07
185,L08,1529.0425495386364,739.6058722863173,297.30165300522054,1972.449223946785,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2255,250912_mACPOLR2A_Kinetic_pSer2,L,08
186,L09,1391.2728183004401,696.2557877043242,300.81167742318337,2072.252398831873,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2397,250912_mACPOLR2A_Kinetic_pSer2,L,09
187,L10,1453.132061542168,735.2872951909934,297.1490429575343,2036.0600169061709,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2366,250912_mACPOLR2A_Kinetic_pSer2,L,10
188,L11,1574.7999377913297,812.116684018432,310.105243262729,2040.6310360993905,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2133,250912_mACPOLR2A_Kinetic_pSer2,L,11
189,L12,1605.8859695238784,264.0503778690245,287.66382291411355,1680.7282533054977,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2874,250912_mACPOLR2A_Kinetic_pSer2,L,12
190,L13,1222.912233573067,265.7727181935462,288.1936949016299,1703.4003139717424,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1911,250912_mACPOLR2A_Kinetic_pSer2,L,13
191,L14,1013.7563042352394,759.0824635866007,348.3724526560343,2005.4643377001455,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,2061,250912_mACPOLR2A_Kinetic_pSer2,L,14
192,L15,924.7848042779873,726.1078078178622,304.8499303944694,2063.6262931034485,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,2320,250912_mACPOLR2A_Kinetic_pSer2,L,15
193,L16,960.1394601774977,749.7458729772757,316.29037317965697,2108.2717277486913,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,1910,250912_mACPOLR2A_Kinetic_pSer2,L,16
194,L17,1049.825669136789,851.3193264278646,313.3904291665275,2129.003203074952,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,1561,250912_mACPOLR2A_Kinetic_pSer2,L,17
195,L18,1006.8078780367018,773.7375278909657,318.02824890171,1921.7939058171746,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,480,Total Pol II (F12),Goat anti-mouse Alexa647,1805,250912_mACPOLR2A_Kinetic_pSer2,L,18
196,L19,894.2402930949411,719.4941015806221,300.1163563962447,2069.6767830045524,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,Total Pol II (F12),Goat anti-mouse Alexa647,1977,250912_mACPOLR2A_Kinetic_pSer2,L,19
197,L20,995.0418336192511,761.1619271578181,312.26670701625204,1884.4035921817222,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,120,Total Pol II (F12),Goat anti-mouse Alexa647,1893,250912_mACPOLR2A_Kinetic_pSer2,L,20
198,L21,1029.8708793098428,840.030060596456,308.0615453321862,2055.1919140225177,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,60,Total Pol II (F12),Goat anti-mouse Alexa647,1954,250912_mACPOLR2A_Kinetic_pSer2,L,21
199,L22,1232.6848171192357,267.0166279247683,307.6641173818978,1664.9205097087379,HCT116 OsTIRF74G,Vehicle,0,480,Total Pol II (F12),Goat anti-mouse Alexa647,1648,250912_mACPOLR2A_Kinetic_pSer2,L,22
200,M03,1773.1689304080735,266.1896767540418,284.4879247101109,1682.6987261146496,HCT116 OsTIRF74G,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1570,250912_mACPOLR2A_Kinetic_pSer2,M,03
201,M04,1496.0079610317803,982.4916043501759,290.1887981334094,2005.1782583284628,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,480,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1711,250912_mACPOLR2A_Kinetic_pSer2,M,04
202,M05,1136.18020886826,420.7470863537332,293.807059103668,2023.861617312073,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,240,pSer2 Pol II (3E10),Goat anti-rat Alexa647,1756,250912_mACPOLR2A_Kinetic_pSer2,M,05
203,M06,1293.3069775281203,517.1088915093289,287.0976549749479,2038.031568722681,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10000,120,pSer2 Pol II (3E10),Goat anti-rat Alexa647,2059,250912_mACPOLR2A_Kinetic_pSer2,M,06
