,WELL,IF_647_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT,RFP_561_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,IF_647_Intensity_BGS,IF_647_Intensity_FC,TIME_HOURS,TIME_IN_AUXIN
71,F14,270.71457117565757,370.8135251106438,1017.9530220478448,1877.1119873817036,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1268,241021_mACmChPOLR2A_TotalPolII,123.73656657823256,176.68050533546642,0.9683668898992919,0.5929925505654836,0.02738245673730861,136.46511571291083,0.994642236628517,2.0,0.0
74,F17,182.85012495590647,245.61336630109645,981.1484537347047,1814.826937547028,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1329,241021_mACmChPOLR2A_TotalPolII,123.64203084824146,51.48034652591906,0.282158254877002,0.4984568205743898,0.02301710588400956,48.60066949315973,0.35423176358136704,2.0,2.0
77,F20,286.36527675296736,377.75037395976176,959.9749432847569,1822.217356687898,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1256,241021_mACmChPOLR2A_TotalPolII,123.61772316148803,183.61735418458437,1.006387014037874,0.47414913382095847,0.021894656402519183,152.11582129022062,1.108714266823975,2.0,0.0
82,G05,176.10068430179493,232.62854188022814,910.4498798594409,1889.990118577075,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1518,241021_mACmChPOLR2A_TotalPolII,123.65805236736065,38.49552210505075,0.21098982564679356,0.5144783396935821,0.023756927242184953,41.85122883904819,0.30503766212088806,4.0,4.0
85,G08,273.40371288495317,380.4128046373017,935.2607807945053,1850.7275467148884,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1659,241021_mACmChPOLR2A_TotalPolII,123.60380992304297,186.2797848621243,1.0209795108721256,0.46023589537590226,0.021252188551221043,139.15425742220643,1.0142423660122915,4.0,0.0
88,G11,168.8547462661969,229.11371634327824,845.7406990100864,1748.3528138528138,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1386,241021_mACmChPOLR2A_TotalPolII,123.47376840423026,34.98069656810085,0.1917254440598594,0.33019437656318473,0.015247296483778587,34.605290803450174,0.25222478040714036,4.0,4.0
91,G14,273.26556185461504,370.42854493129425,916.044281569689,1869.41840161182,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1489,241021_mACmChPOLR2A_TotalPolII,123.61307228865911,176.29552515611687,0.9662568548490651,0.4694982609920402,0.021679894304905755,139.0161063918683,1.0132354357862758,4.0,0.0
94,G17,175.40966392703325,238.90604987634663,917.6480361835639,1836.390887290168,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1251,241021_mACmChPOLR2A_TotalPolII,123.55271033851008,44.77303010116924,0.24539617332492036,0.40913631084301016,0.01889257684710766,41.16020846428651,0.3000010778808924,4.0,4.0
97,G20,272.64914000950733,382.6292057153132,967.5692067357727,1869.152188112345,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1531,241021_mACmChPOLR2A_TotalPolII,123.599497670601,188.49618594013583,1.0331273673354535,0.45592364293392507,0.021053062835695288,138.3996845467606,1.008742571807657,4.0,0.0
102,H05,175.17507991173727,233.06795976863572,838.0082238140253,1959.7675820495647,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1493,241021_mACmChPOLR2A_TotalPolII,123.60223516198322,38.93493999345833,0.2133982279385768,0.4586611343161451,0.02117947123538077,40.92562444899053,0.2982912843674926,8.0,8.0
105,H08,273.5010123215211,380.3715254177417,964.3063940639587,1861.6681922196797,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1311,241021_mACmChPOLR2A_TotalPolII,123.72119989252379,186.2385056425643,1.020753263899451,0.5776258648567136,0.02667287344454219,139.25155685877436,1.0149515445353525,8.0,0.0
108,H11,182.98304984474186,238.68123706240215,940.5477508140485,1802.831517183571,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1193,241021_mACmChPOLR2A_TotalPolII,123.64038332407871,44.54821728722476,0.24416399841668374,0.49680929641164084,0.022941028606028372,48.73359438199512,0.3552006024530753,8.0,8.0
111,H14,267.28610289749986,375.9408149097973,932.5405572873508,1980.75,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1736,241021_mACmChPOLR2A_TotalPolII,123.34975858316972,181.80779513461994,0.9964690150714569,0.20618455550264514,0.009520928493230578,133.03664743475312,0.969653437560111,8.0,0.0
114,H17,182.02347334192774,237.35146410110494,912.0589102201445,1811.6050632911392,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1185,241021_mACmChPOLR2A_TotalPolII,123.52264689752035,43.21844432592755,0.23687565551570236,0.3790728698532746,0.017504345457875124,47.774017879181,0.34820661491282284,8.0,8.0
117,H20,281.7342218603846,391.8575253829788,1015.3268741669345,1817.5065257924177,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1609,241021_mACmChPOLR2A_TotalPolII,123.57861985943474,197.7245056078014,1.0837067971293974,0.43504583176766687,0.02008899379218943,147.48476639763786,1.0749602720961329,8.0,0.0
122,I05,187.86840838540567,237.92991181219426,864.4278737603069,1825.488160291439,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,549,241021_mACmChPOLR2A_TotalPolII,123.61531869541305,43.796892037016875,0.2400460653461099,0.47174466774598045,0.02178362602243831,53.618952922658934,0.39080811958471073,24.0,24.0
125,I08,245.7808819271313,340.70128026024037,927.3095897246177,1843.8634686346863,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1626,241021_mACmChPOLR2A_TotalPolII,123.50752126902833,146.56826048506298,0.8033249072634311,0.36394724136125944,0.016805893399055426,111.53142646438457,0.812910075174685,24.0,0.0
128,I11,183.99125313490617,236.29973779400828,866.0564523277848,1659.8131147540983,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,305,241021_mACmChPOLR2A_TotalPolII,123.60321734791846,42.16671801883089,0.23111125648879957,0.4596433202513879,0.021224825369853675,49.741797672159436,0.3625490121200184,24.0,24.0
131,I14,257.5228356543435,368.987242262881,925.5884581240524,1929.3106666666667,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1500,241021_mACmChPOLR2A_TotalPolII,123.41376730309953,174.85422248770362,0.9583572295917974,0.27019327543246163,0.012476641853570933,123.27338019159677,0.8984927023289591,24.0,0.0
134,I17,188.1264888272288,240.96294835207613,942.4545417538346,1634.7347826086957,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,230,241021_mACmChPOLR2A_TotalPolII,123.68577509821719,46.82992857689874,0.2566698131415987,0.5422010705501208,0.0250370722922287,53.87703336448206,0.39268916959917055,24.0,24.0
137,I20,265.5297155617884,386.54270752502043,988.0806700315263,1783.7976318622175,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1858,241021_mACmChPOLR2A_TotalPolII,123.41731430927629,192.40968774984304,1.0545768507908344,0.27374028160922137,0.012640430999133503,131.28026009904167,0.9568517994355866,24.0,0.0
162,K05,215.55005855386858,311.2787012291008,899.3935920100588,1980.2286549707603,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1710,241021_mACmChPOLR2A_TotalPolII,123.5113118166909,117.14568145392343,0.6420629089739043,0.3677377890238347,0.016980928493985695,81.30060309112184,0.5925691212391666,0.5,0.5
165,K08,252.36760011860875,379.8390327053583,862.1803912803643,1880.372280419017,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1241,241021_mACmChPOLR2A_TotalPolII,123.98257186638465,185.70601293018092,1.0178347284854523,0.8389978387175745,0.03874217643960509,118.11814465586201,0.8609181546006057,0.5,0.0
168,K11,171.28812409322032,236.03594698866627,970.3665812482815,1726.7763041556145,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1131,241021_mACmChPOLR2A_TotalPolII,123.96926704719532,41.90292721348888,0.22966544739249856,0.825693019528245,0.03812780339983906,37.03866863047358,0.26996074429643646,4.0,4.0
171,K14,262.9517892037613,380.11131775874554,929.0470019282566,1884.3557823129252,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1470,241021_mACmChPOLR2A_TotalPolII,123.61879173240955,185.97829798356815,1.0193270936437588,0.4752177047424766,0.021943999513155756,128.70233374101454,0.9380622763753051,4.0,0.0
182,L05,197.9868958508123,286.54126532472134,930.0158821463107,1897.2306798373038,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1721,241021_mACmChPOLR2A_TotalPolII,123.76642675294983,92.40824554954395,0.5064796773925625,0.6228527252827547,0.028761301954815032,63.73744038806555,0.46455791968060056,1.0,1.0
185,L08,257.32122770889197,391.4201145126575,948.1131573910612,1912.7272155876808,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1591,241021_mACmChPOLR2A_TotalPolII,124.1882437322474,197.28709473748012,1.0813093950883692,1.044669704580329,0.04823943060190085,123.07177224614523,0.8970232588251125,1.0,0.0
188,L11,208.5927801492677,245.88138828981178,967.3877109986175,1828.916590284143,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1091,241021_mACmChPOLR2A_TotalPolII,124.3397169885974,51.74836851463439,0.2836272546353177,1.196142960930331,0.055233970221172435,74.34332468652096,0.5418601695994121,8.0,8.0
191,L14,264.698232352796,391.49814557252597,974.1480327811887,1732.123010130246,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,480,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1382,241021_mACmChPOLR2A_TotalPolII,123.91286499410847,197.36512579734858,1.0817370749538806,0.7692909664414032,0.03552334103842651,130.4487768900493,0.9507914351117758,8.0,0.0
202,M05,179.85912652411352,250.14445298405494,884.4238889835942,1836.30319563523,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1283,241021_mACmChPOLR2A_TotalPolII,123.94657211909693,56.01143320887755,0.30699265474873383,0.8029980914298562,0.03707982583887671,45.60967106136678,0.3324315155516102,2.0,2.0
205,M08,269.45443556278315,396.0586063512387,917.0008247921617,1792.6466535433071,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1016,241021_mACmChPOLR2A_TotalPolII,124.48494641988044,201.92558657606133,1.1067324710922641,1.3413723922133727,0.06194019041786726,135.2049801000364,0.9854575882449589,2.0,0.0
208,M11,183.96574917317807,251.2466825449581,835.8322558966397,1678.9755244755245,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,286,241021_mACmChPOLR2A_TotalPolII,125.3048790591206,57.11366276978072,0.3130338566901718,2.161305031453523,0.09980199829402094,49.71629371043133,0.3623631234597289,24.0,24.0
211,M14,273.36290234129956,396.02246376245887,958.7927552890328,1970.806691449814,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1345,241021_mACmChPOLR2A_TotalPolII,124.43975606427263,201.88944398728148,1.106534377441676,1.2961820366055576,0.05985344758071936,139.11344687855282,1.013944913507997,24.0,0.0
23,D06,624.6386975751159,836.32557675549,567.2937188335726,1941.561669829222,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,527,241026_mACmChPOLR2A_TotalPolII,157.1426325641248,594.6968676812446,0.9126889980730672,2.0622491508030123,0.023010288801482596,485.4484786216333,0.9579069348455647,0.5,0.0
26,D09,525.0257755278191,676.2986498970257,599.1167852809466,1841.5218181818182,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1100,241026_mACmChPOLR2A_TotalPolII,156.88377992205886,434.66994082278023,0.6670935973294253,1.8033965087370802,0.020122047073442798,385.83555657433647,0.7613466137580036,0.5,0.5
29,D12,663.5462765770343,840.2812541255812,566.0185669936479,1830.59765625,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1024,241026_mACmChPOLR2A_TotalPolII,155.38303122219963,598.6525450513357,0.9187598274515462,0.30264780887785037,0.003376902099682549,524.3560576235517,1.0346809724320292,0.5,0.0
32,D15,516.2727557756214,669.3526409965916,627.366746005548,1938.4045037531275,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1199,241026_mACmChPOLR2A_TotalPolII,158.3859253054031,427.72393192234614,0.6564334673565502,3.3055418920813224,0.0368827760470034,377.08253682213876,0.7440747946243289,0.5,0.5
35,D18,656.3241462386882,867.8879888831627,614.6794493955501,1934.4127617148554,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1003,241026_mACmChPOLR2A_TotalPolII,157.5584870117383,626.2592798089172,0.9611282414373269,2.47810359841651,0.027650334809134768,517.1339272852056,1.0204299673509063,0.5,0.0
38,D21,516.1391752466657,673.2452097955036,646.0095751121423,1856.5076923076922,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,975,241026_mACmChPOLR2A_TotalPolII,160.57535969867814,431.6165007212581,0.6624074431921075,5.494976285356358,0.061312180070052846,376.9489562931831,0.7438112080220796,0.5,0.5
43,E06,675.9709812505143,851.0656732438102,610.5783326301344,1926.3477777777778,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,900,241026_mACmChPOLR2A_TotalPolII,159.27204460134314,609.4369641695648,0.9353108153829175,4.191661188021357,0.04676997173536485,536.7807622970317,1.0591979114982057,1.0,0.0
46,E09,399.371059229077,519.3741729121792,569.4888295121569,2004.098376313276,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1047,241026_mACmChPOLR2A_TotalPolII,156.4213300370812,277.74546383793376,0.42625956665616005,1.3409466237594074,0.01496209566533813,260.1808402755944,0.5133995515272618,1.0,1.0
49,E12,696.7692444884483,950.8832604489648,618.5402282324467,1794.0981595092026,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,978,241026_mACmChPOLR2A_TotalPolII,160.03706652965997,709.2545513747193,1.088502161440543,4.9566831163381835,0.05530597986182367,557.5790255349657,1.1002379012514514,1.0,0.0
52,E15,423.7150957892831,566.6623964384542,597.6983730168138,1860.4501018329938,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,982,241026_mACmChPOLR2A_TotalPolII,158.46927319657365,325.0336873642087,0.4988334167911576,3.3888897832518694,0.03781276020826832,284.52487683580057,0.5614362072592307,1.0,1.0
55,E18,653.0830262581871,912.5001715795908,602.867158691152,1795.126984126984,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1008,241026_mACmChPOLR2A_TotalPolII,159.1593648978514,670.8714625053453,1.0295951369934,4.078981484529606,0.04551270729745686,513.8928073047045,1.0140344558955943,1.0,0.0
58,E21,419.254770408824,553.5099792026664,621.5134900285474,1760.8605482717521,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,839,241026_mACmChPOLR2A_TotalPolII,160.03139884576277,311.8812701284209,0.4786482314277731,4.9510154324409825,0.0552427406342748,280.0645514553414,0.5526349094866206,1.0,1.0
63,F06,678.1774712506593,898.0426957312148,575.2824124334733,1928.7197696737044,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1042,241026_mACmChPOLR2A_TotalPolII,159.20110518563217,656.4139866569694,1.007407061246224,4.1207217723103895,0.04597843961506689,538.9872522971767,1.0635518484572988,2.0,0.0
66,F09,335.79436327178837,444.0783484414875,599.173183971209,1880.216606498195,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1385,241026_mACmChPOLR2A_TotalPolII,157.98922408858522,202.449639367242,0.31070208799784677,2.908840675263434,0.03245643912097059,196.6041443183058,0.3879473961822213,2.0,2.0
69,F12,675.5503721234343,901.8040882982208,604.1363416797578,1807.0219683655537,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1138,241026_mACmChPOLR2A_TotalPolII,159.19100954466745,660.1753792239754,1.013179719216873,4.1106261313456685,0.045865793859269706,536.3601531699517,1.058367948242716,2.0,0.0
72,F15,325.84896832153805,443.2096334029818,595.2636204708889,1875.7828773168578,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1133,241026_mACmChPOLR2A_TotalPolII,158.35271294030133,201.58092432873633,0.30936885975806105,3.272329526979547,0.03651219710290513,186.65874936805548,0.3683227331908513,2.0,2.0
