,WELL,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,IF_568_Intensity,DAPI_Intensity_2,NucleusArea_2,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,IF_Intensity_BGS,IF_Intensity_FC,DRUG_CONCENTRATION_LOG
176,K19,227.14323397150127,5106.4313177445065,1892.4882093806686,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3859,179.09124566586095,419.73209147179784,4793.562431464991,1872.8760619690154,260508_mACPOLR2A_CRC_EU,94.09687584560112,0.879427171991473,293.5523940710268,0.8642965473683383,-8.5
177,K20,209.7472840810794,4997.031772381229,1995.0087288597927,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3666,176.30905761258828,359.2801243645798,4486.342531550384,2002.2573964497042,260508_mACPOLR2A_CRC_EU,76.70092595517926,0.7168450365192862,233.10042696380876,0.6863098318529094,-8.0
178,K21,187.20124275275634,5356.386688126821,2003.1256184716876,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3638,176.37446691276602,301.39158311830397,4514.650904221118,1960.9176377118645,260508_mACPOLR2A_CRC_EU,54.15488462685619,0.5061302685018638,175.2118857175329,0.5158705258146146,-7.5
179,K22,133.09149372560472,6064.546624053863,1648.0631642878834,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3293,180.46262618944428,414.4330302497968,4986.238478237292,1637.8475100525827,260508_mACPOLR2A_CRC_EU,0.045135599704565266,0.0004218362453335437,288.2533328490257,0.8486946977122906,-12.0
193,L16,133.0229620855581,5261.359597588587,1692.614723574907,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3491,180.12895069455138,419.8079929154457,4857.490379461134,1670.5980722891566,260508_mACPOLR2A_CRC_EU,-0.023396040342049673,-0.00021865883865865898,293.6282955146746,0.8645200214636277,-12.0
194,L17,251.00434715878143,5133.309691235,1843.272680145153,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3858,179.98507325750893,440.30823544492347,4908.598665489937,1891.8040316407246,260508_mACPOLR2A_CRC_EU,117.95798903288127,1.102432570441577,314.1285380441524,0.9248782034996228,-12.0
195,L18,251.8527835104672,4863.750015085456,1946.2833511205977,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3748,178.394032760459,437.4966682583289,4739.139504179093,1948.3010590015128,260508_mACPOLR2A_CRC_EU,118.80642538456704,1.1103620364804077,311.31697085755786,0.9166001997730383,-12.0
196,L19,250.01067132314114,5065.054518383945,1867.541349568747,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3942,179.7703999172229,441.53167630207844,4851.780847350874,1895.1448798988622,260508_mACPOLR2A_CRC_EU,116.96431319724098,1.0931456996272122,315.35197890130735,0.9284803397114383,-12.0
197,L20,230.65172344375048,5133.830884079364,1931.506547930854,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3818,177.47236241558224,387.6838595019373,4617.918331627566,1929.776322547509,260508_mACPOLR2A_CRC_EU,97.60536531785033,0.9122174314641123,261.50416210116623,0.7699380042249016,-8.5
198,L21,210.62538282647114,5168.4215953795565,1963.318940397351,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3775,176.488314348726,349.50281290461595,4489.717168380425,1982.1095564941922,260508_mACPOLR2A_CRC_EU,77.57902470057098,0.7250517265868311,223.3231155038449,0.6575228190127177,-8.0
199,L22,133.28328091887104,6112.722301385638,1630.0843106180666,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3155,179.22931399670037,414.78343551421494,4811.187465485992,1655.3383225077662,260508_mACPOLR2A_CRC_EU,0.23692279297088703,0.0022142748091295824,288.6037381134439,0.8497263842743258,-12.0
213,M16,133.10274028012535,5587.717786600957,1649.2338296314376,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4097,180.29992472114654,425.0735918518397,4933.569996889888,1671.9358913250715,260508_mACPOLR2A_CRC_EU,0.056382154225190106,0.0005269462773918864,298.8938944510686,0.8800233492254532,-12.0
214,M17,252.64367272009667,5397.356371049436,1924.6671524336928,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3431,180.22799845369482,426.14273900417703,4942.29599962679,1960.8894335511982,260508_mACPOLR2A_CRC_EU,119.59731459419652,1.1177536682931821,299.96304160340594,0.8831712036155295,-12.0
215,M18,247.05536244258104,5002.41518913509,1957.1967439293599,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3624,178.36042016696797,428.20243362029663,4602.378046993692,1946.699659596753,260508_mACPOLR2A_CRC_EU,114.00900431668089,1.0655254528566735,302.02273621952554,0.8892354939476825,-12.0
216,M19,251.43313823931572,5383.108365070802,1930.4141386028389,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3593,177.80596210694338,413.1441456499793,4674.383520329405,1901.3438520130576,260508_mACPOLR2A_CRC_EU,118.38678011341557,1.1064400417198816,286.9644482492082,0.8448998776662686,-12.0
217,M20,249.94656825165802,5101.6181525572165,1953.2439157779602,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3657,181.05146132242302,391.9467094482301,4215.573498728415,1943.4205882352942,260508_mACPOLR2A_CRC_EU,116.90021012575787,1.092546593840078,265.76701204745905,0.7824889714966545,-12.0
218,M21,231.14467264483804,5549.308886167991,1984.7540840140023,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3428,176.83225322153191,375.01793323257266,4641.966765381921,1987.8276057938085,260508_mACPOLR2A_CRC_EU,98.09831451893788,0.9168245230168565,248.8382358318016,0.7326461389056732,-8.5
219,M22,133.57760085881097,5705.23314461248,1653.8190115761354,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4492,176.08628927996426,360.27305538457074,4435.010890653992,1632.2504983388703,260508_mACPOLR2A_CRC_EU,0.5312427329108118,0.004964981993784409,234.09335798379968,0.6892332856202305,-12.0
233,N16,133.70026486880914,5293.4378113677385,1670.5196424370736,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4251,178.37293319227476,417.1753281826294,4705.46915152519,1656.3289385474861,260508_mACPOLR2A_CRC_EU,0.6539067429089869,0.006111396924656653,290.9956307818584,0.8567687542796137,-12.0
234,N17,133.5031808834353,5695.919627061226,1693.6812529890005,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4182,180.3053316502461,419.5138622603569,5084.286933503819,1657.1560763469438,260508_mACPOLR2A_CRC_EU,0.45682275753515,0.004269454667333296,293.3341648595858,0.8636540223615835,-12.0
235,N18,133.32100760500327,5461.569784349835,1699.9850791717417,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3284,180.41721197466532,436.8078450211837,4940.3302503628865,1657.5975282106394,260508_mACPOLR2A_CRC_EU,0.2746494791031182,0.002566867523773137,310.6281476204126,0.9145721204330767,-12.0
236,N19,133.23517079866275,5580.763011699211,1708.1705465587045,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3952,179.90229026822362,424.6077660348557,4974.167325586194,1657.632210972451,260508_mACPOLR2A_CRC_EU,0.1888126727625945,0.0017646387656506063,298.42806863408464,0.8786518337705431,-12.0
238,N21,133.612166732271,5549.452485904787,1696.1727651690599,HCT116 OsTIRF74G,No addition,0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4318,178.61402228454722,408.8732128297094,4801.032022049682,1662.150283768445,260508_mACPOLR2A_CRC_EU,0.5658086063708367,0.005288033828090191,282.6935154289383,0.8323251122575823,-12.0
0,C03,173.11885152123918,2680.7673232718166,1693.4434622467772,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3270,384.79697608071683,1025.4952229646603,1837.7497279623158,1677.0739561217267,260515_mACPOLR2A_CRC_EU,15.09345658923209,0.07777492046548307,878.1595967577537,1.3535509658761706,-12.0
1,C04,156.58214632160968,2582.5156428958217,1719.649752114319,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4202,398.9553396396548,978.8291373690234,1833.5424556023215,1705.955088118249,260515_mACPOLR2A_CRC_EU,-1.4432486103974043,-0.007436901230806,831.4935111621166,1.2816222123046728,-12.0
2,C05,156.23415735363594,2696.439550469091,1672.9842260926716,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3923,387.72168551612543,1019.1715171449645,1838.8296058298265,1646.0517406579368,260515_mACPOLR2A_CRC_EU,-1.7912375783711525,-0.009230050079581454,871.8358909380577,1.3438039242771622,-12.0
3,C06,156.3974679465287,2692.692109670512,1713.6472392638036,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3391,400.1613341397563,995.2735048240671,1756.8837504820895,1689.8216541353383,260515_mACPOLR2A_CRC_EU,-1.627926985478382,-0.008388528570024291,847.9378786171603,1.3069687319284138,-12.0
4,C07,157.07454161310324,3101.1116909601005,1736.681070745698,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,2966,378.11655788131617,1009.5776215744397,1789.419582132269,1721.8153169659215,260515_mACPOLR2A_CRC_EU,-0.950853318903853,-0.004899642491756772,862.241995367533,1.3290163769293413,-12.0
5,C08,155.23201074742227,2864.0122295308347,1734.0009996667777,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3511,383.49637387078883,948.8707328765402,1697.4800082076233,1707.8738392571245,260515_mACPOLR2A_CRC_EU,-2.7933841845848235,-0.014394001234986572,801.5351066696335,1.2354458367499048,-12.0
6,C09,155.33836147790583,3290.9148938641742,1728.6091870215093,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3168,379.48057324088063,954.0032456654878,1742.803946166277,1695.059633027523,260515_mACPOLR2A_CRC_EU,-2.687033454101254,-0.01384598762684418,806.6676194585812,1.2433568334166853,-12.0
7,C10,156.1747966807019,3965.576391414158,1652.0458505272811,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3501,382.20679051618464,1047.4100613306045,2001.6745037331643,1627.1760500446828,260515_mACPOLR2A_CRC_EU,-1.8505982513052004,-0.00953592909337322,900.0744351236979,1.3873293937915085,-12.0
8,C11,155.6304035505289,3534.896521870728,1779.0346841913106,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3163,362.4146791889288,961.6058069171609,1797.4233374125588,1731.2361984626136,260515_mACPOLR2A_CRC_EU,-2.394991381478178,-0.012341126971728322,814.2701807102542,1.2550750383572542,-12.0
9,C12,155.04156727317965,3615.95852675542,1698.467893353361,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3898,366.89489119577485,993.1928875920452,1896.174077106133,1670.9410892923304,260515_mACPOLR2A_CRC_EU,-2.983827658827437,-0.015375335495619516,845.8572613851384,1.3037617733363542,-12.0
10,C13,154.85361945325653,4006.203424000426,1710.9475106136626,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3262,346.05840362193425,966.4591568485248,1856.0497830204326,1680.357661444402,260515_mACPOLR2A_CRC_EU,-3.171775478750561,-0.016343809924241146,819.1235306416181,1.262555747457954,-12.0
11,C14,155.489868323565,3589.437861506364,1671.7467036780015,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3071,356.7817843281564,970.5008068924346,1804.295813364323,1632.355473965287,260515_mACPOLR2A_CRC_EU,-2.5355266084420975,-0.013065289527541758,823.165180685528,1.2687853432408456,-12.0
12,C15,155.77926989471356,4004.206926416961,1738.376844494892,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3847,347.2668516639209,964.1691373054254,1877.7824642958813,1688.0173035328046,260515_mACPOLR2A_CRC_EU,-2.246125037293524,-0.011574035085883652,816.8335110985186,1.2590260266920683,-12.0
20,D03,155.72549016697928,2917.846632608103,1683.2183361629882,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3432,368.33283359262407,913.1816273218366,1790.5680648964903,1661.1220752797558,260515_mACPOLR2A_CRC_EU,-2.2999047650278044,-0.011851156103356417,765.8460011149298,1.180436447257175,-12.0
21,D04,156.52140381930494,2862.323172693412,1779.9149871747893,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3472,353.04041659272355,928.032354109779,1810.8107726202327,1737.1864716636198,260515_mACPOLR2A_CRC_EU,-1.5039911127021526,-0.007749900659246837,780.6967279028722,1.203326609434982,-6.0
22,D05,289.9940625945244,3520.2350802022406,2219.125385405961,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3705,273.3756486929514,776.2644064784172,1805.1041667069576,2213.623463114754,260515_mACPOLR2A_CRC_EU,131.9686676625173,0.6800200186556633,628.9287802715105,0.9693991401413317,-8.5
23,D06,342.04509495318734,3499.324558702776,2282.07171671896,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3678,270.7263052936105,912.8982018280753,1721.9380908674707,2300.6610693769335,260515_mACPOLR2A_CRC_EU,184.01970002118026,0.948233259135607,765.5625756211687,1.1799995894784172,-12.0
24,D07,342.55150130646143,3332.3130872765514,2217.327296819788,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3993,269.0331874970669,904.264022397406,1620.600250380849,2210.8132815868908,260515_mACPOLR2A_CRC_EU,184.52610637445434,0.9508427153338118,756.9283961904994,1.1666913002436594,-12.0
25,D08,345.8060310350431,3410.9938483857645,2142.240809582817,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,278.32963545482477,911.8300790893026,1743.0910691903357,2170.133744855967,260515_mACPOLR2A_CRC_EU,187.780636103036,0.9676129487986609,764.4944528823958,1.1783532388946758,-12.0
26,D09,347.0527806861378,4013.364532480608,2225.439229249012,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,278.190912565477,914.1068381990729,1807.659169291359,2253.272371638142,260515_mACPOLR2A_CRC_EU,189.0273857541307,0.9740373125208475,766.7712119921662,1.1818625206966114,-12.0
27,D10,290.31851008248265,3657.0899629037676,2205.589430894309,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4223,268.17104847555686,776.6072265538959,1696.9243507939716,2216.9133633020024,260515_mACPOLR2A_CRC_EU,132.29311515047556,0.6816918608491328,629.2716003469891,0.9699275457363955,-8.5
28,D11,347.9478792630472,3685.9918842599723,2268.173751547668,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4014,278.32274725791046,903.7361090084761,1747.122157922732,2287.1460446247465,260515_mACPOLR2A_CRC_EU,189.9224843310401,0.9786496569640388,756.4004828015693,1.1658776011391647,-12.0
29,D12,344.5458243918724,3641.601878640373,2233.0203572912337,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4085,269.6183710358904,915.9638931272077,1741.0738308403181,2262.197756543415,260515_mACPOLR2A_CRC_EU,186.52042945986528,0.9611192426775198,768.628266920301,1.1847248916152264,-12.0
30,D13,336.7509256772833,3842.103004831873,2206.943800178412,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3682,265.8068880995455,877.0995975905103,1777.0447461450592,2233.114436619718,260515_mACPOLR2A_CRC_EU,178.72553074527622,0.9209529875868093,729.7639713836036,1.1248214242318308,-12.0
31,D14,348.42203099065244,3793.461848379396,2294.1032537960955,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3716,268.72709080304713,901.5701839132098,1768.1606320370904,2321.667531344574,260515_mACPOLR2A_CRC_EU,190.39663605864536,0.9810929086264433,754.2345577063031,1.1625391533040137,-12.0
32,D15,155.67820894417105,3738.824274263534,1704.5191997418522,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3789,347.2151871688358,895.8562656426712,1817.12974686405,1666.6344017772135,260515_mACPOLR2A_CRC_EU,-2.347185987836042,-0.012094791040236606,748.5206394357645,1.153732007515731,-12.0
40,E03,156.54991614701277,2776.183702122401,1711.2237136465324,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3487,366.1151685520178,868.7246613384524,1655.4312313244066,1669.6525984251969,260515_mACPOLR2A_CRC_EU,-1.4754787849943227,-0.007602979772924198,721.3890351315456,1.1119127193734228,-12.0
41,E04,157.3257910772582,3041.8268888139723,1717.5248673740052,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3554,363.8272696732059,863.6145025851943,1766.750733505716,1705.1215112321306,260515_mACPOLR2A_CRC_EU,-0.6996038547488865,-0.0036049816580290914,716.2788763782876,1.1040361780911883,-12.0
42,E05,250.02098961686187,3297.0259562274914,2253.017724649629,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3518,264.2721192681305,621.3503740150339,1711.532895165036,2252.593572009764,260515_mACPOLR2A_CRC_EU,91.99559468485478,0.4740431734433749,474.0147478081272,0.7306224541690349,-8.0
43,E06,293.45551191763974,3151.5929681448856,2249.262347888332,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3561,270.1614604072949,749.7578909263474,1657.111911827435,2264.2118826055835,260515_mACPOLR2A_CRC_EU,135.43011698563265,0.6978564860154766,602.4222647194406,0.9285433323132551,-8.5
44,E07,342.26959269156544,3126.490220360843,2297.472897196262,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4152,267.4399541921391,851.8145138122438,1628.8133784826023,2329.451930355791,260515_mACPOLR2A_CRC_EU,184.24419775955835,0.9493900712709725,704.4788876053371,1.0858482698112757,-12.0
45,E08,341.3595529254411,3311.6626554231652,2128.69406779661,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3813,264.07390295541563,833.4249073978092,1620.4311745664818,2174.527280299875,260515_mACPOLR2A_CRC_EU,183.33415799343402,0.9447007365243353,686.0892811909025,1.0575034568453394,-12.0
46,E09,350.0336084316186,3329.0783188529813,2190.5823823109845,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3750,264.84681764301615,821.7974238022094,1604.586223306329,2206.533473536628,260515_mACPOLR2A_CRC_EU,192.0082134996115,0.9893971897931926,674.4617975953026,1.0395814393559888,-12.0
47,E10,254.50027682261359,3736.052417963024,2193.517786561265,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4022,262.0619589355694,607.4480639622171,1742.1443697099114,2207.1313725490195,260515_mACPOLR2A_CRC_EU,96.4748818906065,0.49712444737885847,460.1124377553104,0.7091941337710388,-8.0
48,E11,293.90963995811444,3618.903339926765,2222.032786885246,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4083,263.59382063159313,707.1685502192029,1672.478582602236,2218.4697709350357,260515_mACPOLR2A_CRC_EU,135.88424502610735,0.7001965578221072,559.8329240122962,0.8628982679502144,-8.5
49,E12,347.998763186987,3519.8666443645097,2243.6224719101124,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3968,265.17150230328014,856.1469123411769,1655.3685178583248,2261.6395786305493,260515_mACPOLR2A_CRC_EU,189.9733682549799,0.9789118562233002,708.8112861342702,1.0925260106627663,-12.0
50,E13,346.3537460560791,3764.4722941107184,2226.547412164715,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3392,264.55921384421663,825.8719878138469,1702.2648209505517,2200.9094955489613,260515_mACPOLR2A_CRC_EU,188.32835112407201,0.9704352640149924,678.5363616069401,1.0458617670707213,-12.0
51,E14,346.2236522019411,3421.9244033412942,2250.0689655172414,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3789,256.65715505628924,833.536897508805,1621.7091829022957,2262.870652173913,260515_mACPOLR2A_CRC_EU,188.198257269934,0.9697649047040675,686.2012713018983,1.0576760727610186,-12.0
52,E15,155.54924478177108,3760.135019301253,1700.855504587156,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3784,342.92523377458474,800.2338147713389,1695.0931872746683,1679.1084959816303,260515_mACPOLR2A_CRC_EU,-2.476150150236009,-0.012759329173980654,652.8981885644321,1.006344378644845,-6.0
60,F03,156.4217137336612,2739.679003626363,1677.6766020864382,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3419,366.8858840789983,838.0731190430819,1733.145164550222,1657.8597829275448,260515_mACPOLR2A_CRC_EU,-1.603681198345896,-0.008263592697667695,690.7374928361751,1.0646679761255302,-12.0
61,F04,156.5023322545885,2779.6026901260393,1706.1073690270582,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3574,341.41477644606294,824.8792722059167,1712.4232461772392,1670.7899356348742,260515_mACPOLR2A_CRC_EU,-1.5230626774185794,-0.00784817433302085,677.5436459990099,1.0443316452398888,-6.0
62,F05,223.0107982633176,3132.1423748163443,2253.56684698609,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3569,247.90000027031132,496.81579557626503,1614.9591588307317,2231.0071725179314,260515_mACPOLR2A_CRC_EU,64.98540333131052,0.3348626304140156,349.4801693693583,0.5386711282903098,-7.5
63,F06,256.80565708895955,3206.815118830218,2152.447013487476,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3681,255.88585200347762,668.716120457925,1631.2358184124269,2142.8484732824427,260515_mACPOLR2A_CRC_EU,98.78026215695246,0.5090038181378181,521.3804942510183,0.8036296297256516,-8.0
64,F07,292.57167078523617,3222.0982408936356,2231.5576995838064,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3651,252.54228614775425,678.661667169729,1504.485641597392,2227.557968347442,260515_mACPOLR2A_CRC_EU,134.54627585322908,0.6933021499447152,531.3260409628222,0.818959194428504,-8.5
65,F08,343.17459452982973,3384.6746774257736,2303.4814963797267,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3960,259.2786058443779,789.2927061643422,1581.789096037458,2316.888711607499,260515_mACPOLR2A_CRC_EU,185.14919959782264,0.9540534461298724,641.9570799574356,0.9894803049873531,-12.0
66,F09,348.1384959850236,3388.935319939104,2282.8128481247677,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4016,261.06081719631396,795.9016523894658,1646.0719320248081,2288.120753323486,260515_mACPOLR2A_CRC_EU,190.11310105301652,0.9796318839511747,648.566026182559,0.9996670017785368,-12.0
