,WELL,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_CONCENTRATION,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,EU_647_Intensity,IF_568_Intensity,DAPI_Intensity_2,NucleusArea_2,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,IF_Intensity_BGS,IF_Intensity_FC,DRUG_CONCENTRATION_LOG
67,F10,225.30485794236105,3548.912549207916,2136.133216168717,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3615,245.95092520258265,488.98033719358193,1597.0034736528294,2187.1871938418476,260515_mACPOLR2A_CRC_EU,67.27946301035396,0.34668366743266404,341.6447109866752,0.526593947444003,-7.5
68,F11,260.4550510749964,3499.5535414026112,2139.37845813353,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4000,252.98819809295463,605.2207942114059,1679.2870858977444,2151.3165020124407,260515_mACPOLR2A_CRC_EU,102.4296561429893,0.5278087436585711,457.8851680044991,0.7057611323740172,-8.0
69,F12,294.3842531005623,3575.8852476268653,2205.9598777225833,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3819,254.0098115739335,693.0336174413428,1652.7594485923669,2211.25197740113,260515_mACPOLR2A_CRC_EU,136.35885816855523,0.7026421871044076,545.6979912344361,0.8411113946020148,-8.5
70,F13,338.98061123085756,3597.6327565682955,2224.4294896030246,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3680,251.29705031738106,788.9673644326169,1626.8823287950156,2226.851960425064,260515_mACPOLR2A_CRC_EU,180.95521629885047,0.9324423118225837,641.6317382257103,0.9889788396308934,-12.0
71,F14,347.8375423558123,3438.420823849016,2285.6131900703963,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3335,252.95641965366192,809.1600238389492,1587.825814669199,2274.8874633431087,260515_mACPOLR2A_CRC_EU,189.8121474238052,0.9780811030258558,661.8243976320425,1.0201027876512316,-12.0
72,F15,156.7378995262103,3332.1517469300325,1694.240843507214,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4027,315.8525982777597,806.7918221456995,1615.6763476196159,1671.1914364640884,260515_mACPOLR2A_CRC_EU,-1.2874954057967898,-0.0066343221112755545,659.4561959387927,1.0164525608574657,-12.0
80,G03,156.6805797542546,2730.7790050979993,1621.8460171750073,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3123,363.80745747644113,805.3977498408578,1624.4799192936016,1608.6982905982907,260515_mACPOLR2A_CRC_EU,-1.34481517775248,-0.0069296845869680915,658.0621236339512,1.0143038080320268,-12.0
81,G04,157.79170608128118,2806.20801804027,1717.5760225669958,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4268,345.4249643977147,834.3556220269411,1706.8625740733983,1690.391034677192,260515_mACPOLR2A_CRC_EU,-0.23368885072591183,-0.0012041729256268814,687.0199958200344,1.0589380134907005,-12.0
82,G05,206.60976249176966,3311.1515617752243,2054.4460132890367,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3375,239.11635771893748,444.4985409283881,1753.9754692963686,2056.6408885232413,260515_mACPOLR2A_CRC_EU,48.58436755976257,0.25034989834747823,297.16291472148134,0.4580319474146745,-7.0
83,G06,227.35019676421103,2956.1506852888438,2299.909722222222,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3597,244.06473080638236,502.06090613705277,1624.679161671324,2314.7258485639686,260515_mACPOLR2A_CRC_EU,69.32480183220395,0.3572230732509333,354.72527993014603,0.5467556774905846,-7.5
84,G07,262.2848191282312,3103.4984211975484,2216.0603817686015,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3870,257.85854076131574,622.0985730039671,1602.2182094443453,2213.9494833524686,260515_mACPOLR2A_CRC_EU,104.25942419622413,0.5372373370340705,474.76294679706035,0.7317756904006688,-8.0
85,G08,294.28310159912417,3163.417488357911,2261.09288468279,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3767,253.891641203505,661.1896727740511,1528.8530526744323,2290.6869933027847,260515_mACPOLR2A_CRC_EU,136.25770666711708,0.7021209645512564,513.8540465671445,0.79202874240433,-8.5
86,G09,348.94034202035283,3286.2348035677423,2104.269987309645,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4101,257.42778496112135,758.0919326359423,1565.4729234915872,2155.154609475032,260515_mACPOLR2A_CRC_EU,190.91494708834574,0.9837637083119235,610.7563064290355,0.9413890043839395,-12.0
87,G10,202.23672118911088,3053.0359415050543,2149.049951659684,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3723,231.96804940542285,412.33900212528965,1583.267532390134,2171.940716612378,260515_mACPOLR2A_CRC_EU,44.21132625710379,0.2278160978561315,265.0033759183829,0.40846285431385176,-7.0
88,G11,233.85427218082341,3310.335787410986,2138.41433860653,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4001,245.0576209246048,510.5591216983295,1615.9643031100575,2135.6348314606744,260515_mACPOLR2A_CRC_EU,75.82887724881633,0.3907378579682667,363.22349549142274,0.5598543988661288,-7.5
89,G12,264.44029256789526,3496.076597524634,2130.53120124805,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3906,249.58572236953916,614.257367420702,1690.1507364082067,2163.761958997722,260515_mACPOLR2A_CRC_EU,106.41489763588817,0.5483442544154031,466.9217412137953,0.7196896511088955,-8.0
90,G13,302.6185858313709,3600.036097113507,2125.5600143317806,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3877,251.50478437426645,672.3167671854364,1631.0212781729983,2124.9323570432357,260515_mACPOLR2A_CRC_EU,144.59319089936383,0.7450727973121352,524.9811409785298,0.8091794852118251,-8.5
91,G14,356.29671802010574,3514.1766120112247,2112.9733198243835,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3619,256.1603689274276,795.3183592008933,1609.0265735833045,2133.541278295606,260515_mACPOLR2A_CRC_EU,198.27132308809865,1.0216703041213384,647.9827329939865,0.998767943040585,-12.0
92,G15,157.2803064844174,3365.9239039747913,1645.4401544401544,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4138,321.8044743580928,769.983171982729,1578.9808655970003,1629.503861003861,260515_mACPOLR2A_CRC_EU,-0.7450884475896942,-0.003839358758442422,622.6475457758222,0.9597175617016908,-6.0
100,H03,157.39456894055647,3054.778109682241,1696.7806637806639,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3180,344.3026311283729,791.2986578261333,1652.9744587839084,1676.1731256791018,260515_mACPOLR2A_CRC_EU,-0.6308259914506209,-0.0032505768988419434,643.9630316192265,0.9925721778306752,-12.0
101,H04,158.5088144997806,3201.7794629865634,1722.9916219839142,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3547,323.04120560023927,804.9679954040992,1700.7671437294744,1705.5937912813738,260515_mACPOLR2A_CRC_EU,0.4834195677735238,0.002491007822679065,657.6323691971925,1.0136414061917327,-6.0
102,H05,196.7488934898615,3039.531206900183,2294.9442453205893,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3660,226.70076751149432,369.6903795545261,1552.3362016355181,2319.789264413519,260515_mACPOLR2A_CRC_EU,38.72349855785441,0.19953792576784443,222.35475334761935,0.3427264158725035,-6.5
103,H06,205.84949384051205,3162.906061366636,2271.9519469759734,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,231.22152961110712,408.35729437597934,1551.2711130495957,2261.7174089068826,260515_mACPOLR2A_CRC_EU,47.824098908504965,0.24643231767042217,261.0216681690726,0.40232565056431246,-7.0
104,H07,231.52064975363982,2929.2166322644002,2188.3564423402095,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4036,240.4321841853027,485.5088420321414,1464.0172821404446,2209.1202277294037,260515_mACPOLR2A_CRC_EU,73.49525482163273,0.3787129584631292,338.17321582523465,0.5212431596758673,-7.5
105,H08,262.49265601671664,2995.0912803868914,2239.2657342657344,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3621,250.71657478459227,555.3231360563334,1531.5566713368928,2293.6294078509645,260515_mACPOLR2A_CRC_EU,104.46726108470955,0.5383082976438012,407.98750984942666,0.6288513956472107,-8.0
106,H09,301.544366449052,3485.3112670090923,2135.832931450224,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4082,253.17265430454205,630.534096133413,1573.1520247683654,2190.325726141079,260515_mACPOLR2A_CRC_EU,143.51897151704492,0.7395374630745201,483.1984699265062,0.7447777808198685,-8.5
107,H10,196.1878660253825,3208.1054626054515,2104.933647798742,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3991,222.6154893491203,373.25548379397236,1556.1475801031695,2117.643561306223,260515_mACPOLR2A_CRC_EU,38.162471093375416,0.19664701299575385,225.91985758706562,0.34822148795799696,-6.5
108,H11,205.48617442577316,3575.615018782075,2166.0030052592037,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4112,227.80560126896395,408.1524375861094,1598.0579426258116,2174.3589081519735,260515_mACPOLR2A_CRC_EU,47.46077949376607,0.2445601727168903,260.81681137920265,0.40200989462789893,-7.0
109,H12,236.37140463467463,3643.425642990895,2100.455501314307,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3496,237.354556273437,509.6789743041571,1655.2990692056035,2139.10635155096,260515_mACPOLR2A_CRC_EU,78.34600970266754,0.4037083644418488,362.3433480972504,0.5584977840094514,-7.5
110,H13,263.110793199707,3589.649895166916,2075.8680959302324,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3205,244.898728805418,579.4322426034265,1638.328357122695,2094.403150733978,260515_mACPOLR2A_CRC_EU,105.08539826769993,0.5414934905093063,432.0966163965198,0.6660119580025196,-8.0
111,H14,303.5581975000304,3398.55762760137,2144.1187673130194,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3652,241.571761283538,660.0136007301268,1578.1151100902543,2172.6234177215188,260515_mACPOLR2A_CRC_EU,145.53280256802333,0.7499145128175527,512.67797452322,0.7902160041994851,-8.5
112,H15,158.37846115188472,3270.490240189795,1675.9443181818183,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4185,321.97024404126495,747.1182967170091,1517.00344690226,1655.3431262614936,260515_mACPOLR2A_CRC_EU,0.35306621987763265,0.0018193113689823587,599.7826705101024,0.9244747947663651,-12.0
120,I03,158.08555243481905,3336.203727454818,1737.2692598187311,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3304,332.6263066953248,808.9024356881017,1789.512560766389,1700.4197434900893,260515_mACPOLR2A_CRC_EU,0.060157502811961194,0.00030998499044547864,661.5668094811949,1.0197057542513062,-12.0
121,I04,159.11150090804222,2998.758551360522,1694.5135566188198,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3527,325.4395007494657,810.8515159536194,1692.0268771409878,1689.099652008858,260515_mACPOLR2A_CRC_EU,1.0861059760351282,0.005596584546675774,663.5158897467127,1.0227099683892624,-12.0
122,I05,197.40242223712914,3269.6292381344074,2165.4988009592325,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3807,225.374714851973,383.0095693031781,1655.7950931850428,2212.191116544417,260515_mACPOLR2A_CRC_EU,39.377027305122056,0.20290548746851605,235.6739430962714,0.36325594400786493,-6.0
123,I06,197.38574432144904,3193.069540326925,2274.3250377073905,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3874,226.04566705337058,372.06014136643466,1575.1878942778615,2299.0533484676503,260515_mACPOLR2A_CRC_EU,39.36034938944195,0.20281954800475693,224.72451515952793,0.3463790473545804,-6.5
124,I07,205.3924236288429,3084.754846596059,2300.0562724014335,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3596,225.09036106892617,391.94579251931583,1484.4857947355845,2326.1993392070485,260515_mACPOLR2A_CRC_EU,47.3670286968358,0.24407708517947166,244.6101663124091,0.37702978831833706,-7.0
125,I08,232.66085987172937,3051.9572058632443,2264.39464993395,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3655,239.11531770424853,468.10546830515756,1494.3311811486471,2277.8660415271265,260515_mACPOLR2A_CRC_EU,74.63546493972228,0.3845883356985611,320.7698420982508,0.49441847609370854,-7.5
126,I09,262.6200924521054,3186.230250492086,2193.9943596549438,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3703,245.84188697811587,541.5973700033329,1426.5527473326101,2210.6331557922767,260515_mACPOLR2A_CRC_EU,104.5946975200983,0.5389649635684135,394.2617437964262,0.607695191277273,-8.0
127,I10,194.71914686116267,3436.3401092913796,2202.0351080246915,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3952,219.36465793349456,356.79092056888226,1520.7870030992483,2223.5229253505117,260515_mACPOLR2A_CRC_EU,36.69375192915558,0.18907886480464822,209.45529436197552,0.3228438395916515,-6.0
128,I11,198.36176617650804,3530.022488420173,2201.4398034398037,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3974,219.98531929056992,370.5925295070966,1557.1301129311403,2216.3443686006826,260515_mACPOLR2A_CRC_EU,40.33637124450095,0.20784888119301698,223.25690330018983,0.34411694436433504,-6.5
129,I12,209.93922432885216,3472.2046451236088,2181.878679109835,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3644,228.40308386117215,409.8292061521184,1558.0168251053772,2168.358417920896,260515_mACPOLR2A_CRC_EU,51.913829396845074,0.2675062487196449,262.49357994521165,0.4045943812297101,-7.0
130,I13,233.83547627575103,3807.1402456269116,2105.8823096726737,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3833,229.3373262830688,490.75449366485117,1605.9953965120424,2137.93700490381,260515_mACPOLR2A_CRC_EU,75.81008134374395,0.3906410047382966,343.41886745794443,0.5293285428571468,-7.5
131,I14,266.2203312340607,3363.8062173409044,2141.218708388815,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3390,231.47342728853536,587.0765894039814,1521.3051983284663,2174.4558219178084,260515_mACPOLR2A_CRC_EU,108.19493630205363,0.5575165977330545,439.7409631970747,0.6777945690832224,-8.0
132,I15,158.304441467496,3267.5355253935422,1674.098628192999,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4632,312.86190358018507,766.9273722242511,1521.5595110766076,1633.6459540922792,260515_mACPOLR2A_CRC_EU,0.27904653548890224,0.0014378960826840093,619.5917460173443,0.9550075058873684,-6.0
140,J03,158.1520031284976,3079.863987991481,1712.556191623983,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3545,319.26324555820827,761.8131370738208,1652.5353624980758,1680.9169901463124,260515_mACPOLR2A_CRC_EU,0.12660819649050836,0.0006523981007340959,614.4775108669141,0.9471246814518777,-12.0
141,J04,160.02856223585803,3281.03732994599,1697.2322820037107,HCT116 OsTIRF74G,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3449,310.8245485868767,804.0353536355572,1693.5290849004002,1688.0578987730062,260515_mACPOLR2A_CRC_EU,2.003167303850944,0.010322100627844966,656.6997274286505,1.0122038791507628,-6.0
142,J05,324.7231184614926,3184.9817282182407,2263.863544610416,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4156,247.37155114598076,699.38488831078,1531.2974482612592,2248.875150060024,260515_mACPOLR2A_CRC_EU,166.69772352948553,0.8589750209062242,552.0492621038732,0.8509009235801274,-12.0
143,J06,195.73440475428296,3272.758128391428,2283.068018588931,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4125,216.76104459761197,355.6254174984128,1542.439344821978,2319.9921121822963,260515_mACPOLR2A_CRC_EU,37.709009822275874,0.194310376978322,208.28979129150605,0.3210473918700869,-6.0
144,J07,201.01867305827136,3175.182486926836,2109.4499217527386,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3788,220.73418616328496,373.47329910132305,1464.7184377810856,2132.211394891945,260515_mACPOLR2A_CRC_EU,42.99327812626427,0.2215396299086397,226.1376728944163,0.3485572175004807,-6.5
145,J08,210.29097925303995,3313.1676419571936,2197.5257657657658,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4044,227.9519490928981,398.35925277574614,1557.8933838504872,2211.077536231884,260515_mACPOLR2A_CRC_EU,52.26558432103286,0.26931880312627193,251.0236265688394,0.3869151728848219,-7.0
146,J09,232.4690561191605,3244.1312808889606,2186.2623311341504,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4009,234.7793863303435,449.1659930195101,1459.79680252734,2219.8159776188995,260515_mACPOLR2A_CRC_EU,74.44366118715342,0.38359999207343903,301.83036681260336,0.4652261229488761,-7.5
147,J10,338.86963785323314,3403.0867259181405,2157.8604258195337,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,245.39890403659115,716.4753738645506,1529.1921831503566,2154.9476510067116,260515_mACPOLR2A_CRC_EU,180.84424292122605,0.93187047822254,569.139747657644,0.8772433370935796,-12.0
148,J11,196.50134051562154,3550.110710137645,2245.8675595238096,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3983,217.94829452573862,352.05743603672397,1559.1846016739328,2244.8885662431944,260515_mACPOLR2A_CRC_EU,38.47594558361445,0.19826231253977558,204.72180982981723,0.31554788497916647,-6.0
149,J12,200.63597736285269,3663.526311375896,2328.7232255354893,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4172,221.83392959653162,383.2380764034676,1597.1153435925487,2364.0181034482757,260515_mACPOLR2A_CRC_EU,42.6105824308456,0.21956764111351476,235.90245019656084,0.3636081533413942,-6.5
150,J13,209.38078718147938,3678.607247490775,2328.7582065652523,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3592,221.50389870975334,400.00724694646937,1558.3648858893641,2350.5354200988468,260515_mACPOLR2A_CRC_EU,51.35539224947229,0.26462868356648606,252.67162073956263,0.38945530808322604,-7.0
151,J14,233.79627161207227,3800.9166993378576,2205.6476868327404,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3613,226.69821211740248,488.6274220785749,1578.2365473272737,2214.513907888737,260515_mACPOLR2A_CRC_EU,75.77087668006519,0.39043898742162264,341.29179587166817,0.5260499818635394,-7.5
152,J15,159.81410283545347,3363.112360354967,1667.5350636386324,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4395,297.6076295132425,723.1078253539779,1499.3350637362053,1654.7960852329038,260515_mACPOLR2A_CRC_EU,1.7887079034463795,0.009217014943135763,575.7721991470712,0.8874662637151031,-12.0
160,K03,158.71438930544184,3103.6524475145065,1743.2992371705964,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3302,324.08868054089874,746.095421878171,1603.4759660386133,1690.2676630434783,260515_mACPOLR2A_CRC_EU,0.6889943734347526,0.0035503121686044177,598.7597956712643,0.9228981870162573,-12.0
161,K04,159.21928999545386,2924.706708587998,1761.2498521584862,HCT116 OsTIRF74G,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3878,333.08156777296017,780.6655840266352,1679.0226105417457,1738.5111375111376,260515_mACPOLR2A_CRC_EU,1.1938950634467744,0.006152009849748402,633.3299578197284,0.9761828935084617,-12.0
162,K05,333.9594179454288,2966.106346095033,2292.3640535372847,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4076,259.1602501704959,725.7911897196375,1541.7117014829198,2324.5701994524834,260515_mACPOLR2A_CRC_EU,175.93402301342172,0.9065686555062007,578.4555635127308,0.8916022663760614,-12.0
163,K06,353.23650305066036,3180.6354940845513,2234.603075644223,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3764,257.0011355004464,760.8755371613258,1517.7702333276318,2255.6631130063965,260515_mACPOLR2A_CRC_EU,195.21110811865327,1.0059013532220664,613.5399109544192,0.9456795121775811,-12.0
164,K07,198.22283310795407,3320.1424413840855,2136.800933786078,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3967,219.66399391795855,358.96992487941174,1538.5600627829099,2153.7533651758577,260515_mACPOLR2A_CRC_EU,40.197438175946985,0.2071329743831402,211.634298672505,0.3262024470703547,-6.0
165,K08,200.8913645713395,3015.038550519935,2154.6148772444117,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3938,222.6799541777216,357.7837252572618,1516.6290371158923,2150.040331292762,260515_mACPOLR2A_CRC_EU,42.865969639332405,0.22088362328834235,210.44809905035504,0.32437409872660145,-6.5
166,K09,209.91864391273793,3293.405092782311,2251.381049069374,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3747,224.64579086206388,384.16134763371247,1509.4514855503949,2295.7457627118642,260515_mACPOLR2A_CRC_EU,51.893248980730846,0.2674002001006975,236.82572142680573,0.3650312371066661,-7.0
167,K10,349.2382001776942,3490.1605175343298,2212.2287793047694,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3962,246.89157860800253,745.9117451395414,1546.52371003006,2254.852038671711,260515_mACPOLR2A_CRC_EU,191.2128052456871,0.9852985386114154,598.5761189326347,0.922615076943898,-12.0
