,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,DRUG_CONCENTRATION_LOG,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
196,260508_mACPOLR2A_CRC_EU,L19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3942,250.01067132314114,116.96431319724098,1.0931456996272122
197,260508_mACPOLR2A_CRC_EU,L20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3818,230.65172344375048,97.60536531785033,0.9122174314641123
198,260508_mACPOLR2A_CRC_EU,L21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3775,210.62538282647114,77.57902470057098,0.7250517265868311
199,260508_mACPOLR2A_CRC_EU,L22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3155,133.28328091887104,0.23692279297088703,0.0022142748091295824
200,260508_mACPOLR2A_CRC_EU,M03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4209,133.79498586556824,0.7486277396680805,0.006996657115916843
201,260508_mACPOLR2A_CRC_EU,M04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3636,134.2883530987458,1.2419949728456459,0.011607655586668805
202,260508_mACPOLR2A_CRC_EU,M05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3769,246.8226383592405,113.77628023334034,1.0633504190882592
203,260508_mACPOLR2A_CRC_EU,M06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3733,247.25548107977082,114.20912295387066,1.0673957568979615
204,260508_mACPOLR2A_CRC_EU,M07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3885,244.76184165128592,111.71548352538576,1.0440902618870829
205,260508_mACPOLR2A_CRC_EU,M08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3908,246.13292093093602,113.08656280503587,1.056904336346444
206,260508_mACPOLR2A_CRC_EU,M09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3760,224.48818204256315,91.441823916663,0.8546131195760898
207,260508_mACPOLR2A_CRC_EU,M10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3631,246.97693751065654,113.93057938475638,1.064792495301216
208,260508_mACPOLR2A_CRC_EU,M11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3972,244.27442612871405,111.2280680028139,1.0395348879626238
209,260508_mACPOLR2A_CRC_EU,M12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3776,246.959342765314,113.91298463941385,1.0646280552281588
210,260508_mACPOLR2A_CRC_EU,M13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4013,245.05111659834577,112.00475847244562,1.0467938186878236
211,260508_mACPOLR2A_CRC_EU,M14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3574,229.31067755013456,96.2643194242344,0.899684048318974
212,260508_mACPOLR2A_CRC_EU,M15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3695,133.26007071184947,0.21371258594930964,0.0019973527642806656
213,260508_mACPOLR2A_CRC_EU,M16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4097,133.10274028012535,0.056382154225190106,0.0005269462773918864
214,260508_mACPOLR2A_CRC_EU,M17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3431,252.64367272009667,119.59731459419652,1.1177536682931821
215,260508_mACPOLR2A_CRC_EU,M18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3624,247.05536244258104,114.00900431668089,1.0655254528566735
216,260508_mACPOLR2A_CRC_EU,M19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3593,251.43313823931572,118.38678011341557,1.1064400417198816
217,260508_mACPOLR2A_CRC_EU,M20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3657,249.94656825165802,116.90021012575787,1.092546593840078
218,260508_mACPOLR2A_CRC_EU,M21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3428,231.14467264483804,98.09831451893788,0.9168245230168565
219,260508_mACPOLR2A_CRC_EU,M22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4492,133.57760085881097,0.5312427329108118,0.004964981993784409
220,260508_mACPOLR2A_CRC_EU,N03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4398,134.06454943962495,1.0181913137247989,0.009515991891638795
221,260508_mACPOLR2A_CRC_EU,N04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3836,133.82261384318156,0.7762557172814013,0.007254867540035427
222,260508_mACPOLR2A_CRC_EU,N05,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3708,133.60018135262936,0.5538232267292074,0.005176018753957685
223,260508_mACPOLR2A_CRC_EU,N06,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",No primary,Goat anti-rabbit Alexa568,AF647 azide click,4335,133.82678729419774,0.7804291682975872,0.007293872514341181
224,260508_mACPOLR2A_CRC_EU,N07,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3289,133.81376118600787,0.7674030601077106,0.0071721308158572165
225,260508_mACPOLR2A_CRC_EU,N08,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",No primary,Goat anti-rabbit Alexa568,AF647 azide click,3887,133.6225640116628,0.5762058857626471,0.005385206554918533
226,260508_mACPOLR2A_CRC_EU,N09,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3365,133.88036623164922,0.8340081057490636,0.007794619994189234
227,260508_mACPOLR2A_CRC_EU,N10,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3860,134.08082559646206,1.034467470561907,0.009668108467768636
228,260508_mACPOLR2A_CRC_EU,N11,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3396,133.84022957168173,0.7938714457815763,0.007419503721186629
229,260508_mACPOLR2A_CRC_EU,N12,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3220,133.61149481544038,0.5651366895402248,0.0052817541093126185
230,260508_mACPOLR2A_CRC_EU,N13,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,No addition,Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3593,133.39710098483812,0.35074285893796286,0.0032780344486478138
231,260508_mACPOLR2A_CRC_EU,N14,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3700,134.13875231241013,1.0923941865099778,0.010209490182423585
232,260508_mACPOLR2A_CRC_EU,N15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,No addition,Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4031,133.6685698699066,0.6222117440064494,0.005815176215938677
233,260508_mACPOLR2A_CRC_EU,N16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4251,133.70026486880914,0.6539067429089869,0.006111396924656653
234,260508_mACPOLR2A_CRC_EU,N17,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4182,133.5031808834353,0.45682275753515,0.004269454667333296
235,260508_mACPOLR2A_CRC_EU,N18,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3284,133.32100760500327,0.2746494791031182,0.002566867523773137
236,260508_mACPOLR2A_CRC_EU,N19,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3952,133.23517079866275,0.1888126727625945,0.0017646387656506063
237,260508_mACPOLR2A_CRC_EU,N20,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,No primary,Goat anti-mouse Alexa568,No click,3995,133.5661394288467,0.5197813029465408,0.004857863740921306
238,260508_mACPOLR2A_CRC_EU,N21,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4318,133.612166732271,0.5658086063708367,0.005288033828090191
239,260508_mACPOLR2A_CRC_EU,N22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,No primary,Goat anti-mouse Alexa568,No click,3536,133.60181190341257,0.5554537775124118,0.005191257842940987
0,260515_mACPOLR2A_CRC_EU,C03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3270,173.11885152123918,15.09345658923209,0.07777492046548307
1,260515_mACPOLR2A_CRC_EU,C04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4202,156.58214632160968,-1.4432486103974043,-0.007436901230806
2,260515_mACPOLR2A_CRC_EU,C05,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3923,156.23415735363594,-1.7912375783711525,-0.009230050079581454
3,260515_mACPOLR2A_CRC_EU,C06,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3391,156.3974679465287,-1.627926985478382,-0.008388528570024291
4,260515_mACPOLR2A_CRC_EU,C07,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,2966,157.07454161310324,-0.950853318903853,-0.004899642491756772
5,260515_mACPOLR2A_CRC_EU,C08,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3511,155.23201074742227,-2.7933841845848235,-0.014394001234986572
6,260515_mACPOLR2A_CRC_EU,C09,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3168,155.33836147790583,-2.687033454101254,-0.01384598762684418
7,260515_mACPOLR2A_CRC_EU,C10,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3501,156.1747966807019,-1.8505982513052004,-0.00953592909337322
8,260515_mACPOLR2A_CRC_EU,C11,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3163,155.6304035505289,-2.394991381478178,-0.012341126971728322
9,260515_mACPOLR2A_CRC_EU,C12,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3898,155.04156727317965,-2.983827658827437,-0.015375335495619516
10,260515_mACPOLR2A_CRC_EU,C13,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3262,154.85361945325653,-3.171775478750561,-0.016343809924241146
11,260515_mACPOLR2A_CRC_EU,C14,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3071,155.489868323565,-2.5355266084420975,-0.013065289527541758
12,260515_mACPOLR2A_CRC_EU,C15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3847,155.77926989471356,-2.246125037293524,-0.011574035085883652
13,260515_mACPOLR2A_CRC_EU,C16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3324,154.87993158550853,-3.145463346498559,-0.016208226402926573
14,260515_mACPOLR2A_CRC_EU,C17,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4113,153.93723077750172,-4.088164154505364,-0.021065859903378843
15,260515_mACPOLR2A_CRC_EU,C18,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3301,154.56566768534668,-3.4597272466604068,-0.017827593689390128
16,260515_mACPOLR2A_CRC_EU,C19,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3982,154.50840623684041,-3.516988695166674,-0.018122655630767457
17,260515_mACPOLR2A_CRC_EU,C20,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3337,154.75012143972458,-3.2752734922825084,-0.016877123795930773
18,260515_mACPOLR2A_CRC_EU,C21,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3958,155.32778887224057,-2.697606059766514,-0.013900467100109113
19,260515_mACPOLR2A_CRC_EU,C22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4082,155.34961241780525,-2.675782514201842,-0.013788012771935
20,260515_mACPOLR2A_CRC_EU,D03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3432,155.72549016697928,-2.2999047650278044,-0.011851156103356417
21,260515_mACPOLR2A_CRC_EU,D04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3472,156.52140381930494,-1.5039911127021526,-0.007749900659246837
22,260515_mACPOLR2A_CRC_EU,D05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3705,289.9940625945244,131.9686676625173,0.6800200186556633
23,260515_mACPOLR2A_CRC_EU,D06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3678,342.04509495318734,184.01970002118026,0.948233259135607
24,260515_mACPOLR2A_CRC_EU,D07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3993,342.55150130646143,184.52610637445434,0.9508427153338118
25,260515_mACPOLR2A_CRC_EU,D08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,345.8060310350431,187.780636103036,0.9676129487986609
26,260515_mACPOLR2A_CRC_EU,D09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3951,347.0527806861378,189.0273857541307,0.9740373125208475
27,260515_mACPOLR2A_CRC_EU,D10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4223,290.31851008248265,132.29311515047556,0.6816918608491328
28,260515_mACPOLR2A_CRC_EU,D11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4014,347.9478792630472,189.9224843310401,0.9786496569640388
29,260515_mACPOLR2A_CRC_EU,D12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4085,344.5458243918724,186.52042945986528,0.9611192426775198
30,260515_mACPOLR2A_CRC_EU,D13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3682,336.7509256772833,178.72553074527622,0.9209529875868093
31,260515_mACPOLR2A_CRC_EU,D14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3716,348.42203099065244,190.39663605864536,0.9810929086264433
32,260515_mACPOLR2A_CRC_EU,D15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3789,155.67820894417105,-2.347185987836042,-0.012094791040236606
33,260515_mACPOLR2A_CRC_EU,D16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3673,155.2508110954912,-2.7745838365158875,-0.014297125110744225
34,260515_mACPOLR2A_CRC_EU,D17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4156,289.47048139854473,131.44508646653765,0.677322062383434
35,260515_mACPOLR2A_CRC_EU,D18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3706,349.93554240205793,191.91014747005084,0.9888918663370079
36,260515_mACPOLR2A_CRC_EU,D19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3969,355.4475483407504,197.42215340874333,1.0172946262318432
37,260515_mACPOLR2A_CRC_EU,D20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3872,347.53785349706914,189.51245856506205,0.9765368393235461
38,260515_mACPOLR2A_CRC_EU,D21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3817,355.95459390314693,197.92919897113984,1.019907376204298
39,260515_mACPOLR2A_CRC_EU,D22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3292,155.58706603106643,-2.438328900940661,-0.012564440439351806
40,260515_mACPOLR2A_CRC_EU,E03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3487,156.54991614701277,-1.4754787849943227,-0.007602979772924198
41,260515_mACPOLR2A_CRC_EU,E04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3554,157.3257910772582,-0.6996038547488865,-0.0036049816580290914
42,260515_mACPOLR2A_CRC_EU,E05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3518,250.02098961686187,91.99559468485478,0.4740431734433749
43,260515_mACPOLR2A_CRC_EU,E06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3561,293.45551191763974,135.43011698563265,0.6978564860154766
44,260515_mACPOLR2A_CRC_EU,E07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4152,342.26959269156544,184.24419775955835,0.9493900712709725
45,260515_mACPOLR2A_CRC_EU,E08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3813,341.3595529254411,183.33415799343402,0.9447007365243353
46,260515_mACPOLR2A_CRC_EU,E09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3750,350.0336084316186,192.0082134996115,0.9893971897931926
47,260515_mACPOLR2A_CRC_EU,E10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4022,254.50027682261359,96.4748818906065,0.49712444737885847
48,260515_mACPOLR2A_CRC_EU,E11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,4083,293.90963995811444,135.88424502610735,0.7001965578221072
49,260515_mACPOLR2A_CRC_EU,E12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3968,347.998763186987,189.9733682549799,0.9789118562233002
50,260515_mACPOLR2A_CRC_EU,E13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3392,346.3537460560791,188.32835112407201,0.9704352640149924
51,260515_mACPOLR2A_CRC_EU,E14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3789,346.2236522019411,188.198257269934,0.9697649047040675
52,260515_mACPOLR2A_CRC_EU,E15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3784,155.54924478177108,-2.476150150236009,-0.012759329173980654
53,260515_mACPOLR2A_CRC_EU,E16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4132,154.50136133565672,-3.524033596350364,-0.018158957231133775
54,260515_mACPOLR2A_CRC_EU,E17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3617,261.8858293509609,103.86043441895379,0.5351813866286558
55,260515_mACPOLR2A_CRC_EU,E18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3458,296.7738748480956,138.7484799160885,0.7149556449434543
56,260515_mACPOLR2A_CRC_EU,E19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,4095,348.2361978824556,190.2108029504485,0.9801353310745806
57,260515_mACPOLR2A_CRC_EU,E20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3686,351.84802838536615,193.82263345335906,0.9987466961014015
58,260515_mACPOLR2A_CRC_EU,E21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3555,352.71368184264384,194.68828691063675,1.003207313084159
59,260515_mACPOLR2A_CRC_EU,E22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (D84LY),Goat anti-rabbit Alexa568,No click,3220,155.03650211084863,-2.9888928211584584,-0.015401435719588161
60,260515_mACPOLR2A_CRC_EU,F03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Total Pol II (F12),Goat anti-mouse Alexa568,AF647 azide click,3419,156.4217137336612,-1.603681198345896,-0.008263592697667695
