,EXPERIMENT,WELL,CELL,DRUG,DRUG_CONCENTRATION,DRUG_CONCENTRATION_LOG,TIME_MINUTES,EU,PRIMARY,SECONDARY,CLICK,TotalNumberCells,GFP_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
97,260508_mACPOLR2A_CRC_EU,G20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3678,156.38273883103545,23.336380705135298,0.21810126110571518
98,260508_mACPOLR2A_CRC_EU,G21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3572,234.9043724853192,101.85801435941903,0.9519625886384654
99,260508_mACPOLR2A_CRC_EU,G22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3365,132.65209825249542,-0.3942598734047351,-0.003684743434701941
100,260508_mACPOLR2A_CRC_EU,H03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3180,132.47577249833776,-0.5705856275623944,-0.005332679754953142
101,260508_mACPOLR2A_CRC_EU,H04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3547,132.55974992607088,-0.48660819982927705,-0.004547828705236743
102,260508_mACPOLR2A_CRC_EU,H05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3660,205.53065875210348,72.48430062620332,0.6774365561092294
103,260508_mACPOLR2A_CRC_EU,H06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3951,188.08911307627565,55.042754950375496,0.5144282835070478
104,260508_mACPOLR2A_CRC_EU,H07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4036,169.8757288917404,36.82937076584025,0.34420642649149596
105,260508_mACPOLR2A_CRC_EU,H08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3621,162.36079008861142,29.314431962711268,0.2739719865068059
106,260508_mACPOLR2A_CRC_EU,H09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4082,156.3372921578387,23.290934031938548,0.21767651757489467
107,260508_mACPOLR2A_CRC_EU,H10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3991,210.77684057959857,77.73048245369841,0.7264672471587106
108,260508_mACPOLR2A_CRC_EU,H11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4112,188.77690599606248,55.730547870162326,0.5208563798378589
109,260508_mACPOLR2A_CRC_EU,H12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3496,170.85875035349733,37.81239222759717,0.3533937217800061
110,260508_mACPOLR2A_CRC_EU,H13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3205,163.5701952633182,30.52383713741804,0.2852750586122965
111,260508_mACPOLR2A_CRC_EU,H14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3652,156.4389573991664,23.392599273266256,0.21862667851134662
112,260508_mACPOLR2A_CRC_EU,H15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4185,132.46177688256932,-0.5845812433308311,-0.005463482448293475
113,260508_mACPOLR2A_CRC_EU,H16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4323,132.6529870283714,-0.39337109752875676,-0.0036764369564249322
114,260508_mACPOLR2A_CRC_EU,H17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4065,204.6263372518661,71.57997912596593,0.668984788796255
115,260508_mACPOLR2A_CRC_EU,H18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3923,181.96129649836948,48.91493837246932,0.4571578549708977
116,260508_mACPOLR2A_CRC_EU,H19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3386,167.47586142181117,34.42950329591102,0.32177732198331627
117,260508_mACPOLR2A_CRC_EU,H20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3831,157.79532077791086,24.748962652010704,0.23130321850954244
118,260508_mACPOLR2A_CRC_EU,H21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,1000,-6.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3630,155.5744089060906,22.528050780190455,0.21054662878086786
119,260508_mACPOLR2A_CRC_EU,H22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3394,133.04416110122907,-0.0021970246710907304,-2.053334051667286e-05
120,260508_mACPOLR2A_CRC_EU,I03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3304,132.71226107986652,-0.33409704603363366,-0.0031224630756728658
121,260508_mACPOLR2A_CRC_EU,I04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3527,132.67537789757975,-0.37098022832040556,-0.003467172423363904
122,260508_mACPOLR2A_CRC_EU,I05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3807,219.50218207386806,86.4558239479679,0.8080140820138445
123,260508_mACPOLR2A_CRC_EU,I06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3874,206.87263900141642,73.82628087551626,0.689978671720572
124,260508_mACPOLR2A_CRC_EU,I07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3596,189.61027651684782,56.56391839094766,0.528645040978085
125,260508_mACPOLR2A_CRC_EU,I08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3655,171.04912853551716,38.002770409617,0.3551729917580795
126,260508_mACPOLR2A_CRC_EU,I09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3703,161.9078799902627,28.861521864362544,0.26973909945951696
127,260508_mACPOLR2A_CRC_EU,I10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3952,228.28451222645617,95.23815410055602,0.8900935315192562
128,260508_mACPOLR2A_CRC_EU,I11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3974,209.43330302510248,76.38694489920232,0.713910577010027
129,260508_mACPOLR2A_CRC_EU,I12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3644,188.8125325207376,55.766174394837435,0.5211893444932884
130,260508_mACPOLR2A_CRC_EU,I13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3833,169.8664083646583,36.82005023875814,0.34411931706624005
131,260508_mACPOLR2A_CRC_EU,I14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3390,160.52080428109252,27.474446155192368,0.2567755227489027
132,260508_mACPOLR2A_CRC_EU,I15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4632,132.73873796370134,-0.30762016219881616,-0.002875010746732565
133,260508_mACPOLR2A_CRC_EU,I16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4756,132.88440480977127,-0.16195331612888708,-0.0015136118549947202
134,260508_mACPOLR2A_CRC_EU,I17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3870,226.3492163434067,93.30285821750655,0.8720063020538531
135,260508_mACPOLR2A_CRC_EU,I18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3821,206.6423776679821,73.59601954208193,0.6878266547544253
136,260508_mACPOLR2A_CRC_EU,I19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3832,185.16398294501755,52.117624819117395,0.4870900866123885
137,260508_mACPOLR2A_CRC_EU,I20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3927,168.53353914442846,35.487181018528304,0.33166235291681867
138,260508_mACPOLR2A_CRC_EU,I21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,300,-6.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3985,158.09104395566598,25.044685829765825,0.23406704032156783
139,260508_mACPOLR2A_CRC_EU,I22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3129,132.71735244799117,-0.32900567790898094,-0.003074879269821779
140,260508_mACPOLR2A_CRC_EU,J03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3545,132.92414952845888,-0.1222085974412721,-0.0011421586559066032
141,260508_mACPOLR2A_CRC_EU,J04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3449,133.21889408435229,0.17253595845213,0.001612516979387985
142,260508_mACPOLR2A_CRC_EU,J05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4156,245.29119288730635,112.2448347614062,1.0490375659957496
143,260508_mACPOLR2A_CRC_EU,J06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4125,229.68208979583756,96.6357316699374,0.9031552583665587
144,260508_mACPOLR2A_CRC_EU,J07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3788,209.87945042957097,76.83309230367081,0.7180802600805559
145,260508_mACPOLR2A_CRC_EU,J08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4044,185.87333117328254,52.82697304738238,0.4937196383454751
146,260508_mACPOLR2A_CRC_EU,J09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4009,170.58004087602328,37.53368275012312,0.3507889096076614
147,260508_mACPOLR2A_CRC_EU,J10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4076,246.82161455248743,113.77525642658728,1.0633408506146045
148,260508_mACPOLR2A_CRC_EU,J11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3983,231.34429224791063,98.29793412201047,0.9186901630971099
149,260508_mACPOLR2A_CRC_EU,J12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4172,210.42580137284813,77.37944324694797,0.7231864430504295
150,260508_mACPOLR2A_CRC_EU,J13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3592,187.2064621194022,54.16010399350205,0.5061790485788611
151,260508_mACPOLR2A_CRC_EU,J14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3613,168.0585803497125,35.01222222381236,0.327223399275734
152,260508_mACPOLR2A_CRC_EU,J15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4395,132.85877936852827,-0.187578757371881,-0.001753106621647096
153,260508_mACPOLR2A_CRC_EU,J16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4126,133.01751310954464,-0.028845016355518283,-0.00026958483936496286
154,260508_mACPOLR2A_CRC_EU,J17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4151,244.93828686288634,111.89192873698619,1.0457393146537637
155,260508_mACPOLR2A_CRC_EU,J18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3969,225.79020762928357,92.74384950338342,0.8667818198575838
156,260508_mACPOLR2A_CRC_EU,J19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3643,204.49998591561746,71.4536277897173,0.6678039122016186
157,260508_mACPOLR2A_CRC_EU,J20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3975,186.73379002709146,53.6874319011913,0.5017614664042712
158,260508_mACPOLR2A_CRC_EU,J21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,100,-7.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3747,167.59346515436764,34.54710702846748,0.3228764436811235
159,260508_mACPOLR2A_CRC_EU,J22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3168,133.1746666087862,0.12830848288604102,0.0011991680407342916
160,260508_mACPOLR2A_CRC_EU,K03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3302,133.4783283899911,0.43197026409094974,0.004037183852493151
161,260508_mACPOLR2A_CRC_EU,K04,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3878,134.29852771960938,1.252169593709226,0.011702747352168287
162,260508_mACPOLR2A_CRC_EU,K05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4076,238.15333909853928,105.10698097263912,0.982327353620112
163,260508_mACPOLR2A_CRC_EU,K06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3764,248.77547726827066,115.72911914237051,1.0816016052587891
164,260508_mACPOLR2A_CRC_EU,K07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3967,226.15207222132062,93.10571409542047,0.870163797760242
165,260508_mACPOLR2A_CRC_EU,K08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3938,209.55474340852834,76.50838528262818,0.7150455559559488
166,260508_mACPOLR2A_CRC_EU,K09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3747,189.61349487845507,56.567136752554916,0.5286751197094061
167,260508_mACPOLR2A_CRC_EU,K10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3962,249.15522803038172,116.10886990448157,1.0851507468831392
168,260508_mACPOLR2A_CRC_EU,K11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3870,248.7901737636518,115.74381563775165,1.0817389583563821
169,260508_mACPOLR2A_CRC_EU,K12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4015,229.4683984265975,96.42204030069735,0.90115810389314
170,260508_mACPOLR2A_CRC_EU,K13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3980,208.3255618518191,75.27920372591893,0.703557654252872
171,260508_mACPOLR2A_CRC_EU,K14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3563,190.55908488008183,57.51272675418167,0.5375125814584925
172,260508_mACPOLR2A_CRC_EU,K15,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4588,133.0724290040716,0.026070878171452705,0.00024365780963095282
173,260508_mACPOLR2A_CRC_EU,K16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,4262,133.20424520969155,0.15788708379139393,0.001475608943919442
174,260508_mACPOLR2A_CRC_EU,K17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3508,253.4210431453393,120.37468501943914,1.1250189538674098
175,260508_mACPOLR2A_CRC_EU,K18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3771,246.68535954683782,113.63900142093766,1.0620674145604176
176,260508_mACPOLR2A_CRC_EU,K19,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3859,227.14323397150127,94.09687584560112,0.879427171991473
177,260508_mACPOLR2A_CRC_EU,K20,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3666,209.7472840810794,76.70092595517926,0.7168450365192862
178,260508_mACPOLR2A_CRC_EU,K21,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,30,-7.5,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3638,187.20124275275634,54.15488462685619,0.5061302685018638
179,260508_mACPOLR2A_CRC_EU,K22,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3293,133.09149372560472,0.045135599704565266,0.0004218362453335437
180,260508_mACPOLR2A_CRC_EU,L03,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3323,133.87023202844938,0.8238739025492237,0.007699905971217356
181,260508_mACPOLR2A_CRC_EU,L04,HCT116 OsTIRF74G,5PhIAA,1000,-6.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4283,134.4047660934352,1.3584079675350438,0.012695648676585418
182,260508_mACPOLR2A_CRC_EU,L05,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4251,246.01589214246022,112.96953401656006,1.0558105880623911
183,260508_mACPOLR2A_CRC_EU,L06,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3586,250.871283514897,117.82492538899683,1.101188960778827
184,260508_mACPOLR2A_CRC_EU,L07,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3810,246.90486431710423,113.85850619120407,1.064118900942078
185,260508_mACPOLR2A_CRC_EU,L08,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4035,227.92729116977623,94.88093304387607,0.8867549519880151
186,260508_mACPOLR2A_CRC_EU,L09,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4018,210.89998667477383,77.85362854887367,0.7276181676462247
187,260508_mACPOLR2A_CRC_EU,L10,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3995,249.05703555264492,116.01067742674476,1.0842330423129194
188,260508_mACPOLR2A_CRC_EU,L11,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3773,246.1937094383732,113.14735131247303,1.057472464296545
189,260508_mACPOLR2A_CRC_EU,L12,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3933,249.48141876181455,116.4350606359144,1.088199317729896
190,260508_mACPOLR2A_CRC_EU,L13,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,3,-8.5,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3871,232.69483469800684,99.64847657210669,0.9313123008340884
191,260508_mACPOLR2A_CRC_EU,L14,HCT116 OsTIRF74G mAC-POLR2A Clone 5,5PhIAA,10,-8.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,3598,210.51088884790659,77.46453072200643,0.7239816685761454
192,260508_mACPOLR2A_CRC_EU,L15,HCT116 OsTIRF74G,Vehicle,0,-12.0,240,"EU 1 mM, 30 mins",Nucleolin (D4C7O) ,Goat anti-rabbit Alexa568,AF647 azide click,4256,133.20445687996448,0.15809875406432639,0.0014775872092746604
193,260508_mACPOLR2A_CRC_EU,L16,HCT116 OsTIRF74G,No addition,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3491,133.0229620855581,-0.023396040342049673,-0.00021865883865865898
194,260508_mACPOLR2A_CRC_EU,L17,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3858,251.00434715878143,117.95798903288127,1.102432570441577
195,260508_mACPOLR2A_CRC_EU,L18,HCT116 OsTIRF74G mAC-POLR2A Clone 5,Vehicle,0,-12.0,240,No addition,Total Pol II (F12),Goat anti-mouse Alexa568,No click,3748,251.8527835104672,118.80642538456704,1.1103620364804077
