,WELL,RFP_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT,GFP_Intensity_BGS,GFP_Intensity_FC,RFP_Intensity_BGS,RFP_Intensity_FC,Alexa647_Intensity_BGS,Alexa647_Intensity_FC,TIME_IN_AUXIN,TIME_IN_AUXIN_HRS
64,F08,332.2254106576875,273.68925590934526,317.99550325494033,1764.3591208791208,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,879,1054.4574732749138,1703.6412228057013,241029_mACmChPOLR2A_ActivePolII,29.14664858569145,0.05030068024441739,142.63280236388084,0.6499815282058559,929.303322724931,0.947244166769675,120,2.0
65,F09,322.9066578556106,504.78525974157026,366.29155875780305,1763.2170542635658,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1029,1103.1675824321974,1690.260978956999,241029_mACmChPOLR2A_ActivePolII,260.2426524179165,0.4491213597593154,133.31404956180393,0.6075157202929323,978.0134318822146,0.9968946583084944,0,0.0
66,F10,338.83874267753083,279.50860495445227,377.91449293498096,1805.2441220610306,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1085,1100.2896592004727,1733.396486825596,241029_mACmChPOLR2A_ActivePolII,34.965997630798455,0.060343591856982084,149.24613438372415,0.6801186606294631,975.1355086504899,0.9939611747762623,120,2.0
67,F11,319.0734678643896,498.3245429830887,370.7228692523616,1733.0584415584415,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1572,1115.0073945875506,1730.0120526608566,241029_mACmChPOLR2A_ActivePolII,253.78193565943488,0.437971589079414,129.48085957058294,0.5900477700942048,989.8532440375678,1.0089630462347547,0,0.0
83,G08,328.9491621899394,281.64201210261336,316.1457467697053,1757.7590745911448,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1225,1038.2688778615006,1742.2273606470899,241029_mACmChPOLR2A_ActivePolII,37.09940477895955,0.06402538156516441,139.3565538961327,0.6350515755543171,913.1147273115179,0.9307430393136948,90,1.5
84,G09,326.1460929013969,523.3240954555292,348.90804858833,1712.715600552232,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1260,1134.0655493873685,1672.616592403989,241029_mACmChPOLR2A_ActivePolII,278.78148813187545,0.4811152970591744,136.55348460759024,0.622277913187468,1008.9113988373857,1.0283891319078224,0,0.0
85,G10,328.37604559408487,276.87756150068213,347.6178729550784,1763.477694235589,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1314,1119.0635972188447,1677.840208423795,241029_mACmChPOLR2A_ActivePolII,32.33495417702832,0.05580299175717409,138.7834373002782,0.6324398677659271,993.909446668862,1.013097556666142,90,1.5
86,G11,319.9226863291306,502.14081858016516,374.33508301031503,1738.9468223086901,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1584,1087.0409423425888,1720.3534856242616,241029_mACmChPOLR2A_ActivePolII,257.5982112565114,0.44455763817417526,130.33007803532394,0.5939176815475661,961.886791792606,0.9804566822667394,0,0.0
103,H08,325.4282290586969,299.27147601146623,328.2878009164965,1745.8494359980382,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1472,1138.2944269840702,1676.0108932461874,241029_mACmChPOLR2A_ActivePolII,54.72886868781242,0.09444994390730059,135.83562076489022,0.6190065882903275,1013.1402764340875,1.0326996509143753,60,1.0
104,H09,319.6257610890853,512.3799766837648,346.16350716497266,1761.1408,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,1236,1061.8714152911461,1697.7268544082458,241029_mACmChPOLR2A_ActivePolII,267.837369360111,0.46222816438328596,130.03315279527862,0.5925645852184679,936.7172647411634,0.9548012400695446,0,0.0
