,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TIME_IN_AUXIN_HRS,TotalNumberCells,Alexa647_Intensity,Alexa647_Intensity_BGS,Alexa647_Intensity_FC
173,241029_mACmChPOLR2A_ActivePolII,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,930,421.60485054328717,274.25841030499,0.9565160054832706
174,241029_mACmChPOLR2A_ActivePolII,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,886,428.5625552578035,281.21611501950633,0.9807820103560488
175,241029_mACmChPOLR2A_ActivePolII,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,875,434.3675722138858,287.0211319755886,1.001027849396754
187,241029_mACmChPOLR2A_ActivePolII,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1535,407.9631305291341,260.6166902908369,0.9089385272890806
188,241029_mACmChPOLR2A_ActivePolII,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1236,396.57522022548864,249.22877998719144,0.8692215375262818
189,241029_mACmChPOLR2A_ActivePolII,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,834,393.56914717898445,246.22270694068726,0.8587374215444399
190,241029_mACmChPOLR2A_ActivePolII,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,825,351.238560684556,203.8921204462588,0.7111033582594238
191,241029_mACmChPOLR2A_ActivePolII,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1128,422.45999005015676,275.11354981185957,0.9594984286087173
192,241029_mACmChPOLR2A_ActivePolII,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1179,370.79290224311836,223.44646200482117,0.7793019621113594
193,241029_mACmChPOLR2A_ActivePolII,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,766,403.59137222685274,256.24493198855555,0.8936913857936337
194,241029_mACmChPOLR2A_ActivePolII,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,819,411.4384871026238,264.0920468643266,0.9210593376722797
206,241029_mACmChPOLR2A_ActivePolII,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,752,380.16232628657804,232.81588604828084,0.811979188125186
207,241029_mACmChPOLR2A_ActivePolII,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1218,401.16284097788747,253.81640073959028,0.8852215306418142
208,241029_mACmChPOLR2A_ActivePolII,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,984,397.02602440398704,249.67958416568985,0.8707937825181234
209,241029_mACmChPOLR2A_ActivePolII,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,768,328.61482848340404,181.26838824510685,0.6321998091208421
210,241029_mACmChPOLR2A_ActivePolII,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,989,297.72287606112894,150.37643582283175,0.5244596421021747
211,241029_mACmChPOLR2A_ActivePolII,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,645,372.941527451595,225.5950872132978,0.7867956043278632
212,241029_mACmChPOLR2A_ActivePolII,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1058,436.7949250879809,289.4484848496837,1.0094935947952117
213,241029_mACmChPOLR2A_ActivePolII,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,780,432.62406747391674,285.27762723561955,0.9949471236040178
71,241111_mACmChPOLR2A_ActivePolII,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1367,480.92554384774905,338.4861860937356,1.2560707456597515
72,241111_mACmChPOLR2A_ActivePolII,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1298,453.18553666560007,310.74617891158664,1.1531317988507386
73,241111_mACmChPOLR2A_ActivePolII,F16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1494,520.5116651046253,378.0723073506119,1.402968819754664
74,241111_mACmChPOLR2A_ActivePolII,F17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1227,410.1325234421573,267.6931656881439,0.9933686160557592
75,241111_mACmChPOLR2A_ActivePolII,F18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1060,381.8935176349906,239.45415988097716,0.8885779612575886
76,241111_mACmChPOLR2A_ActivePolII,F19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,713,408.95920849091056,266.5198507368971,0.9890146227577931
77,241111_mACmChPOLR2A_ActivePolII,F20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,829,411.2069926709135,268.7676349169001,0.9973558079140955
78,241111_mACmChPOLR2A_ActivePolII,F21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,685,362.8521274013922,220.41276964737875,0.8179182587003595
91,241111_mACmChPOLR2A_ActivePolII,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1766,425.4223668076803,282.9830090536669,1.050106898875475
92,241111_mACmChPOLR2A_ActivePolII,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1750,387.4301007559844,244.990743001971,0.9091233789877765
93,241111_mACmChPOLR2A_ActivePolII,G16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1584,444.10495782448663,301.6656000704732,1.1194351521201658
94,241111_mACmChPOLR2A_ActivePolII,G17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1432,409.1262436143356,266.68688586032215,0.9896344646912353
95,241111_mACmChPOLR2A_ActivePolII,G18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1198,359.1496749442545,216.71031719024108,0.804179020853534
96,241111_mACmChPOLR2A_ActivePolII,G19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,585,380.78732104300764,238.3479632889942,0.8844730339807233
97,241111_mACmChPOLR2A_ActivePolII,G20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,794,401.7964812006918,259.3571234466784,0.9624348313866584
98,241111_mACmChPOLR2A_ActivePolII,G21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,909,375.85122748278286,233.41186972876943,0.8661559416633403
111,241111_mACmChPOLR2A_ActivePolII,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1361,417.7448860966617,275.30552834264824,1.021616935864674
112,241111_mACmChPOLR2A_ActivePolII,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1579,379.142152424592,236.70279467057856,0.8783680635028523
113,241111_mACmChPOLR2A_ActivePolII,H16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1376,436.6914667879032,294.2521090338898,1.091924814632761
114,241111_mACmChPOLR2A_ActivePolII,H17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1394,395.40530587450735,252.96594812049392,0.9387181519846234
115,241111_mACmChPOLR2A_ActivePolII,H18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1044,437.69393136657663,295.2545736125632,1.0956448081880756
116,241111_mACmChPOLR2A_ActivePolII,H19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1164,441.4554433567267,299.01608560271325,1.1096032069777015
117,241111_mACmChPOLR2A_ActivePolII,H20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,961,427.0947799332197,284.65542217920625,1.056312969574814
118,241111_mACmChPOLR2A_ActivePolII,H21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,819,369.47496171280045,227.03560395878702,0.842494589356311
131,241111_mACmChPOLR2A_ActivePolII,I14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1412,488.44305849026074,346.0037007362473,1.2839670989245577
132,241111_mACmChPOLR2A_ActivePolII,I15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1386,492.47409827635755,350.0347405223441,1.298925674364043
133,241111_mACmChPOLR2A_ActivePolII,I16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1177,419.60450469458186,277.16514694056843,1.0285176975940922
134,241111_mACmChPOLR2A_ActivePolII,I17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1196,401.2973727434408,258.8580149894274,0.9605827158267911
135,241111_mACmChPOLR2A_ActivePolII,I18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,970,430.8200767482913,288.38071899427786,1.0701369793588207
136,241111_mACmChPOLR2A_ActivePolII,I19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,961,411.7130600698561,269.2737023158427,0.9992337470479776
137,241111_mACmChPOLR2A_ActivePolII,I20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,841,433.42351438647427,290.98415663246084,1.0797979403959885
138,241111_mACmChPOLR2A_ActivePolII,I21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,806,399.4090052000456,256.9696474460322,0.9535752711340402
151,241111_mACmChPOLR2A_ActivePolII,J14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1627,430.86439744998233,288.4250396959689,1.0703014467406766
152,241111_mACmChPOLR2A_ActivePolII,J15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1391,390.361902149539,247.92254439552556,0.920002847970031
153,241111_mACmChPOLR2A_ActivePolII,J16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1064,420.75125497165897,278.31189721764554,1.0327731134272657
154,241111_mACmChPOLR2A_ActivePolII,J17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1290,417.96239072634694,275.5230329723335,1.022424062458365
155,241111_mACmChPOLR2A_ActivePolII,J18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,1060,442.4627604031822,300.02340264916876,1.1133412073027924
156,241111_mACmChPOLR2A_ActivePolII,J19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,1079,397.24441811987623,254.8050603658628,0.9455428177591751
157,241111_mACmChPOLR2A_ActivePolII,J20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,0.0,867,451.5157501676255,309.0763924136121,1.1469354751667267
158,241111_mACmChPOLR2A_ActivePolII,J21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2.0,592,369.91514417615576,227.47578642214233,0.844128039516726
171,241111_mACmChPOLR2A_ActivePolII,K14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1357,453.42198790104527,310.98263014703184,1.1540092334162235
172,241111_mACmChPOLR2A_ActivePolII,K15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1454,405.07600511368355,262.6366473596701,0.9746046457425678
173,241111_mACmChPOLR2A_ActivePolII,K16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1143,386.98832383156935,244.54896607755592,0.9074840120249202
174,241111_mACmChPOLR2A_ActivePolII,K17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,1117,380.00425805517943,237.564900301166,0.8815672063533957
175,241111_mACmChPOLR2A_ActivePolII,K18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,1489,424.1608836504244,281.721525896411,1.0454257267772644
176,241111_mACmChPOLR2A_ActivePolII,K19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,930,419.0542234516597,276.6148656976463,1.0264756876110663
177,241111_mACmChPOLR2A_ActivePolII,K20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,0.0,886,411.55541700726417,269.11605925325074,0.9986487576235551
178,241111_mACmChPOLR2A_ActivePolII,K21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1.5,875,404.3902339807248,261.9508762267114,0.9720598533885044
191,241111_mACmChPOLR2A_ActivePolII,L14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1535,371.040453778036,228.60109602402258,0.8483038922658257
192,241111_mACmChPOLR2A_ActivePolII,L15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1236,388.5716844425789,246.13232668856546,0.913359622389617
193,241111_mACmChPOLR2A_ActivePolII,L16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,834,372.9036453175718,230.46428756355834,0.8552179126380589
194,241111_mACmChPOLR2A_ActivePolII,L17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,825,353.2893293083955,210.84997155438208,0.7824321696818326
195,241111_mACmChPOLR2A_ActivePolII,L18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,1128,410.7280553783735,268.28869762436005,0.9955785444780083
196,241111_mACmChPOLR2A_ActivePolII,L19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,1179,385.46414579159125,243.02478803757782,0.9018280191783957
197,241111_mACmChPOLR2A_ActivePolII,L20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,0.0,766,405.1035581284112,262.66420037439775,0.9747068907888236
198,241111_mACmChPOLR2A_ActivePolII,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,819,388.9784132056025,246.5390554515891,0.914868930957119
211,241111_mACmChPOLR2A_ActivePolII,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,752,340.082791128857,197.6434333748436,0.7334247154923634
212,241111_mACmChPOLR2A_ActivePolII,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1218,339.2214442259137,196.78208647190024,0.7302283881646887
213,241111_mACmChPOLR2A_ActivePolII,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,984,373.5440129943791,231.10465524036567,0.8575942196731738
214,241111_mACmChPOLR2A_ActivePolII,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,768,321.1870537692447,178.74769601523127,0.6633055085936027
215,241111_mACmChPOLR2A_ActivePolII,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,989,260.5532458009584,118.11388804694496,0.4383026709125849
216,241111_mACmChPOLR2A_ActivePolII,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,645,327.1766624408935,184.73730468688007,0.6855320352274683
217,241111_mACmChPOLR2A_ActivePolII,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1058,309.22164555847525,166.78228780446182,0.6189036989160211
218,241111_mACmChPOLR2A_ActivePolII,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,780,343.32800876598543,200.888651011972,0.7454672244772567
