,index,WELL,IF_647_Intensity,IF_488_Intensity,DAPI_Intensity,NucleusArea,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,EXPERIMENT,SIRNA_HUE,IF_647_Intensity_BGS,IF_647_FC
86,86,G09,1770.0264539532907,2086.7060384461943,1297.599176730992,1480.4729291994447,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2161,250822_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,1610.921031543114,1.022196191572819
87,87,G10,1829.0519291657033,1148.7124134546336,1312.244491404509,1433.9766255843604,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2353,250822_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,1669.9465067555266,1.0596503030944175
88,88,G11,1761.8618711522192,1451.0434727862644,1387.0949042982493,1577.651491365777,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2548,250822_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,1602.7564487420425,1.0170154252400079
89,89,G12,2226.3659597263395,488.0681047702157,1242.6003937193918,1436.3665173957975,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2903,250822_PTEFB_SIRNA,INTS8 pool,2067.2605373161628,1.31176253016522
90,90,G13,1650.688105682905,1957.111579067411,1736.3458901561598,1017.9337410805301,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,981,250822_PTEFB_SIRNA,SPT5 pool,1491.5826832727282,0.9464710612144883
91,91,G14,1045.3768117075042,2184.2298178643637,1069.6675144791234,1197.7237569060774,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,181,250822_PTEFB_SIRNA,POLR2B,886.2713892973275,0.5623759458723245
92,92,G15,1817.154100272786,974.4288895735529,1288.1703643300941,1520.8738764044945,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3560,250822_PTEFB_SIRNA,Control,1658.0486778626093,1.0521006373167754
93,93,G16,1758.0144909257388,1336.0780438287045,1183.7342503404575,1675.2311871773975,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3681,250822_PTEFB_SIRNA,HEXIM1,1598.909068515562,1.014574102954164
94,94,G17,1873.7210819956863,2201.174016616153,1348.5626965526965,1456.8760226557583,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1589,250822_PTEFB_SIRNA,HEXIM1,1714.6156595855095,1.0879947327775126
95,95,G18,2762.491217518092,2098.5004225321254,1245.549541892019,1199.8359375,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1152,250822_PTEFB_SIRNA,HEXIM1,2603.3857951079153,1.6519562367404999
96,96,G19,1772.9350430235752,994.8812664384328,1114.0532485291008,1591.4397715472483,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3852,250822_PTEFB_SIRNA,HEXIM2,1613.8296206133984,1.0240418119429544
97,97,G20,1770.8730224380438,942.3213229807874,1138.9228443855893,1495.321125109874,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3413,250822_PTEFB_SIRNA,HEXIM2,1611.767600027867,1.0227333743794718
98,98,G21,1576.9817888482146,884.524525973974,1269.3932284002071,1453.1048906048907,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3108,250822_PTEFB_SIRNA,HEXIM2,1417.8763664380378,0.8997013469404689
99,99,G22,1730.896353557188,883.759351348074,1031.2011986934795,1677.0493482309125,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3222,250822_PTEFB_SIRNA,LARP7,1571.7909311470112,0.9973665203365802
100,100,H03,1785.59871032465,961.6898538035736,1137.7094171549966,1664.5769593956563,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2118,250822_PTEFB_SIRNA,Control,1626.4932879144733,1.0320774339461658
101,101,H04,1815.4276521611216,1025.584562147654,1263.1385222772935,1625.5514764565044,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2506,250822_PTEFB_SIRNA,Control,1656.3222297509449,1.0510051344025195
102,102,H05,1642.2917730732581,900.3861754282392,1154.4250102009778,1635.9070492825952,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3206,250822_PTEFB_SIRNA,Control,1483.1863506630814,0.9411432400185988
103,104,H07,1732.3748924553743,919.6192156516739,1141.226721296835,1649.5236363636363,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3025,250822_PTEFB_SIRNA,Control,1573.2694700451975,0.9983047145752951
104,105,H08,1668.9093885054515,900.3003403212076,1158.7222537507457,1589.9901426718548,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3855,250822_PTEFB_SIRNA,Control,1509.8039660952747,0.9580332207133537
105,106,H09,1675.6779380363216,903.9697217899111,1170.185867389144,1566.2540931989925,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3176,250822_PTEFB_SIRNA,Control,1516.5725156261449,0.9623281460495137
106,107,H10,1675.140725280946,906.3406484862948,1136.9203164497644,1632.173031340532,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3797,250822_PTEFB_SIRNA,Control,1516.0353028707693,0.9619872622806283
107,108,H11,1720.3521346152074,911.6282000380239,1206.9256761214876,1574.202930005426,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3686,250822_PTEFB_SIRNA,Control,1561.2467122050307,0.9906757762004273
108,109,H12,1679.7679426260922,947.8165492785478,1168.0961442979929,1573.212319433088,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3669,250822_PTEFB_SIRNA,Control,1520.6625202159155,0.9649234235543174
109,110,H13,1649.2760627986665,863.6002161440867,1186.0631628194371,1566.780897063569,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3099,250822_PTEFB_SIRNA,Control,1490.1706403884898,0.9455750614538897
110,111,H14,1692.6645797998603,944.2916459715262,1190.4801080720283,1555.6728888888888,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3375,250822_PTEFB_SIRNA,Control,1533.5591573896836,0.97310687460188
111,112,H15,1738.4163282289942,929.7728542663921,1267.8209157123495,1527.4338167232336,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3241,250822_PTEFB_SIRNA,Control,1579.3109058188174,1.0021382560826095
112,113,H16,1633.5371862046736,911.5691706939701,1119.867425990057,1615.884433305486,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3591,250822_PTEFB_SIRNA,Control,1474.4317637944969,0.935588091640352
113,114,H17,1629.6591258394471,938.8474993288734,1208.194937677578,1557.388085106383,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3525,250822_PTEFB_SIRNA,Control,1470.5537034292704,0.9331273015343176
114,115,H18,1618.9527636521611,958.0071166024011,1062.6504892226176,1603.046145638837,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3749,250822_PTEFB_SIRNA,Control,1459.8473412419844,0.9263336707857267
115,116,H19,1566.1260185997573,237.20561467898932,1210.3425160730633,1613.7964091054826,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3119,250822_PTEFB_SIRNA,Control,1407.0205961895806,0.8928129105818394
116,118,H21,1618.3744844258613,238.53742147807503,1234.235954661173,1568.2999135695766,HCT116,No transfection,Total Pol II F12,No primary,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2314,250822_PTEFB_SIRNA,Control,1459.2690620156845,0.925966728638213
117,0,C03,2171.251279781964,773.8257154883046,1043.0845165783583,1503.8214781058055,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5047,251010_PTEFB_SIRNA,Control,2014.0743239248766,1.1696506263325712
118,1,C04,2048.804295327934,740.7533201192244,1066.7047931666434,1488.1949016459253,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4982,251010_PTEFB_SIRNA,Control,1891.6273394708467,1.0985409406780249
119,2,C05,2105.2312376436807,727.0042036203268,952.2020965874783,1511.9876592356688,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5024,251010_PTEFB_SIRNA,Control,1948.0542817865933,1.1313102420079924
120,3,C06,2048.7162525238073,703.1492214586897,1081.877085790832,1497.5152757842936,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4877,251010_PTEFB_SIRNA,Control,1891.5392966667198,1.098489810826575
121,4,C07,2076.9827986209866,697.7007576944593,1124.8338119841803,1570.8295531102629,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4453,251010_PTEFB_SIRNA,Control,1919.8058427638991,1.1149052841554816
122,5,C08,2033.9082317570885,709.8527554809365,975.0197645427512,1482.582448537378,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4615,251010_PTEFB_SIRNA,Control,1876.731275900001,1.089890222142685
123,6,C09,2091.5972633653982,685.6592478894255,948.7921873163162,1520.4905699916178,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4772,251010_PTEFB_SIRNA,Control,1934.4203075083108,1.1233924673933402
124,7,C10,2051.428614444559,703.2710009534926,1014.3235740240764,1474.5754919150595,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5133,251010_PTEFB_SIRNA,Control,1894.2516585874716,1.1000649839876457
125,8,C11,2082.413252108089,681.2528530606467,999.2435427379189,1532.8275785745905,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4518,251010_PTEFB_SIRNA,Control,1925.2362962510017,1.118058957903768
126,9,C12,2103.7137139033107,689.3936550725116,1050.4076771063844,1486.193476044852,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4905,251010_PTEFB_SIRNA,Control,1946.5367580462232,1.1304289574534385
127,10,C13,1991.7704068474275,681.4631405542835,919.5946589744594,1489.444131266358,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4967,251010_PTEFB_SIRNA,Control,1834.59345099034,1.065419162305215
128,11,C14,2008.6102864006998,658.6820808751855,1015.5711709221916,1518.2560770156438,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4155,251010_PTEFB_SIRNA,Control,1851.4333305436123,1.075198729738688
129,12,C15,2128.3546625093186,674.6860169436454,956.8386860429075,1472.3634759594177,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4534,251010_PTEFB_SIRNA,Control,1971.177706652231,1.14473890650948
130,13,C16,1956.4035597717166,668.8639081622102,967.7458577254116,1490.49142030184,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4837,251010_PTEFB_SIRNA,Control,1799.226603914629,1.044880270397343
131,14,C17,1939.451126778774,649.2311217011206,974.0043594706406,1524.1197916666667,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4800,251010_PTEFB_SIRNA,Control,1782.2741709216866,1.0350353388411848
132,15,C18,1930.0299367915522,659.9439372128634,1006.9848202036695,1535.821554404145,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4825,251010_PTEFB_SIRNA,Control,1772.8529809344648,1.029564090517102
133,16,C19,2002.2587360281532,635.014090105359,1001.6935800958688,1495.7816700610997,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4910,251010_PTEFB_SIRNA,Control,1845.0817801710657,1.0715101395098257
134,17,C20,1951.4461631173124,646.0016579104273,1084.7925379546891,1520.4181977252842,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4572,251010_PTEFB_SIRNA,Control,1794.269207260225,1.0420013189937507
135,18,C21,1918.773666625697,636.1519459638604,954.422909204426,1508.1890230015943,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4391,251010_PTEFB_SIRNA,Control,1761.5967107686095,1.0230271403692024
136,19,C22,1918.5421384581678,703.1695596719106,1073.0463554866228,1487.7323681489142,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4835,251010_PTEFB_SIRNA,Control,1761.3651826010803,1.022892683034164
137,20,D03,2070.357098592744,560.715459686801,1302.0754819327794,1475.1310344827587,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2900,251010_PTEFB_SIRNA,HEXIM2,1913.1801427356565,1.1110574846498391
138,21,D04,2049.449024519367,995.925509779975,1256.3765558472503,1536.7934121016829,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2793,251010_PTEFB_SIRNA,HEXIM1,1892.2720686622795,1.0989153597814394
139,22,D05,2777.5923842755997,346.60140746373935,1381.6126889917898,1416.8430583501006,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2982,251010_PTEFB_SIRNA,INTS8 pool,2620.4154284185124,1.5217762873459713
140,23,D06,1926.1280830904038,1065.1635259411403,1874.55457362439,985.617050067659,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,739,251010_PTEFB_SIRNA,SPT5 pool,1768.9511272333164,1.027298133610153
141,24,D07,2105.1957402996527,685.2943665757547,1388.667171287514,1633.8621229925577,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2553,251010_PTEFB_SIRNA,LARP7,1948.0187844425652,1.131289627331472
142,25,D08,1267.885323213164,1055.4326313712443,1376.6561879867477,1199.8492462311558,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,199,251010_PTEFB_SIRNA,POLR2B,1110.7083673560765,0.6450311798917105
143,26,D09,2251.2720290345287,1257.2206330021816,1559.9404535884396,1532.5181818181818,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1650,251010_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,2094.0950731774415,1.216121761171563
144,27,D10,2153.519715952971,740.2092151648213,1481.2867052428496,1670.657486229344,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1997,251010_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,1996.3427600958837,1.159353223455193
145,28,D11,2450.837677649513,1221.7084730173756,1678.9370649353987,1540.196734059098,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1286,251010_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,2293.6607217924256,1.3320172289426364
146,29,D12,1816.670073775293,513.6470099326604,1103.9508412769558,1768.9255827014883,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3561,251010_PTEFB_SIRNA,LARP7,1659.4931179182056,0.9637316466976714
147,30,D13,2422.9390470573003,821.5099652326319,1550.8346238318495,1637.2865979381443,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,970,251010_PTEFB_SIRNA,LARP7,2265.762091200213,1.315815418334966
148,31,D14,1917.5175418690758,582.0147013257356,1135.5524075494168,1587.0718861209964,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4215,251010_PTEFB_SIRNA,LARP7,1760.3405860119883,1.0222976602845397
149,32,D15,1990.766207805639,846.7912695830339,1132.1979923864014,1809.9201759899433,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3182,251010_PTEFB_SIRNA,HEXIM1,1833.5892519485515,1.0648359851978768
150,33,D16,2206.991364271473,1373.167026128427,1657.990324182835,1345.9242618741978,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,779,251010_PTEFB_SIRNA,HEXIM1,2049.8144084143855,1.1904062715993604
151,34,D17,3170.6620191322663,1117.3892273934216,1406.97493878959,1205.0340798442064,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1027,251010_PTEFB_SIRNA,HEXIM1,3013.485063275179,1.7500469817990343
152,35,D18,2071.294654233394,532.4872734120179,1124.5952056198787,1597.5200809014736,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3461,251010_PTEFB_SIRNA,Control,1914.1176983763064,1.1116019593642432
153,36,D19,1875.1226593162526,610.7270658809988,1053.4499314107088,1649.3673238159981,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4413,251010_PTEFB_SIRNA,HEXIM2,1717.945703459165,0.9976773171610677
154,37,D20,1945.1013813025545,577.943111426979,1109.505671981747,1496.0163787300876,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4457,251010_PTEFB_SIRNA,HEXIM2,1787.924425445467,1.0383166595274043
155,38,D21,2084.087867354916,612.5367601044168,1628.7934733259428,1424.7446682464456,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1688,251010_PTEFB_SIRNA,HEXIM2,1926.9109114978285,1.11903147155386
156,39,D22,1986.9275833026556,656.7338281999066,1009.9490183597553,1534.1986388770736,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4702,251010_PTEFB_SIRNA,Control,1829.7506274455682,1.0626067479245371
157,40,E03,2012.074955025062,638.2746888219439,1100.5165899145993,1539.7099254426842,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4292,251010_PTEFB_SIRNA,Control,1854.8979991679746,1.0772107964128828
158,41,E04,2123.4953141493584,560.5904994909453,1124.4864039812733,1509.6420118343194,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3380,251010_PTEFB_SIRNA,HEXIM2,1966.318358292271,1.1419168955313947
159,42,E05,2023.5143432249463,1054.7614070357577,1392.667537115591,1457.7069099378882,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2576,251010_PTEFB_SIRNA,HEXIM1,1866.3373873678588,1.0838540902645126
160,43,E06,2676.455649114654,339.10444869550787,1289.76370997646,1486.0618811881188,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2828,251010_PTEFB_SIRNA,INTS8 pool,2519.278693257567,1.4630422852185285
161,44,E07,1795.524203824295,1102.5087876175267,1813.9510322174388,945.8399071925754,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,431,251010_PTEFB_SIRNA,SPT5 pool,1638.3472479672075,0.9514514245932887
162,45,E08,2208.0595442292833,709.4114578109153,1434.785094300351,1676.7698098256735,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2524,251010_PTEFB_SIRNA,LARP7,2050.882588372196,1.191026604891855
163,46,E09,1232.6426193326854,1096.1635034525816,1302.099882397227,1156.8522727272727,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,176,251010_PTEFB_SIRNA,POLR2B,1075.465663475598,0.624564382724501
164,47,E10,2428.846731398262,1328.4646355543612,1709.9993828662841,1290.4138309549944,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,911,251010_PTEFB_SIRNA,HEXIM1 pool + HEXIM2 pool,2271.6697755411747,1.3192462384429924
165,48,E11,2166.6403405915507,725.5056972359333,1528.2498837791752,1726.6632478632478,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1755,251010_PTEFB_SIRNA,HEXIM2 pool + LARP7 pool,2009.4633847344633,1.1669728761383587
166,49,E12,2407.346132360385,1182.2098836454409,1606.8905896914462,1596.5597897503285,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1522,251010_PTEFB_SIRNA,HEXIM1 pool + LARP7 pool,2250.169176503298,1.3067600114788498
167,50,E13,1779.363564521611,520.6351662486126,1091.6917195518888,1736.062774122807,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3648,251010_PTEFB_SIRNA,LARP7,1622.1866086645234,0.942066318166092
168,51,E14,2377.396798012881,830.2279119613111,1581.1751118030247,1688.6969130028065,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1069,251010_PTEFB_SIRNA,LARP7,2220.2198421557937,1.2893672781215535
169,52,E15,1696.077299301749,559.3112234484124,1036.985533556498,1596.8007537688443,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3980,251010_PTEFB_SIRNA,LARP7,1538.9003434446615,0.893698772280558
170,53,E16,1836.1512033138517,818.2839198010545,1089.5486456573576,1888.8428949691086,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3399,251010_PTEFB_SIRNA,HEXIM1,1678.9742474567643,0.9750450898490827
171,54,E17,2117.242353689798,1323.0525141883977,1564.5456827898263,1287.5340632603406,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,822,251010_PTEFB_SIRNA,HEXIM1,1960.0653978327107,1.1382855602668127
172,55,E18,3178.469780749326,1126.8186025802177,1335.6406741339765,1201.3697996918336,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,649,251010_PTEFB_SIRNA,HEXIM1,3021.292824892239,1.7545812500517834
173,56,E19,1981.0549104048264,508.91452874613395,1150.2146709703397,1586.8457142857144,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3675,251010_PTEFB_SIRNA,Control,1823.877954547739,1.0591962603116438
174,57,E20,1882.098368430241,577.3730034829413,962.3922244645241,1578.8688591983555,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4865,251010_PTEFB_SIRNA,HEXIM2,1724.9214125731535,1.0017283804398003
175,58,E21,1796.117058957262,577.636186106219,1070.9633705987076,1436.847684729064,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5075,251010_PTEFB_SIRNA,HEXIM2,1638.9401031001746,0.9517957184305926
176,59,E22,1932.9116949493955,590.9066443087354,1503.5324546808117,1333.0828157349897,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1449,251010_PTEFB_SIRNA,HEXIM2,1775.734739092308,1.0312376386052837
177,60,F03,1974.5768801505358,565.6911119998531,1494.2194224395355,1328.826388888889,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1584,251010_PTEFB_SIRNA,HEXIM2,1817.3999242934483,1.0554342183381544
178,61,F04,1909.787948309445,605.1901602640513,997.2493559025311,1493.5308919803601,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4888,251010_PTEFB_SIRNA,Control,1752.6109924523576,1.0178087872370445
179,62,F05,1974.7990358456873,525.563022805184,1148.3336002274568,1456.4300549786194,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3274,251010_PTEFB_SIRNA,HEXIM2,1817.6220799885998,1.0555632327170634
180,63,F06,1977.9310042997365,995.5099063403019,1327.161007659493,1461.5701881331404,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2073,251010_PTEFB_SIRNA,HEXIM1,1820.754048442649,1.0573820875728235
181,64,F07,2516.8482984896477,338.2188513562481,1269.9209909529422,1433.890052356021,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3056,251010_PTEFB_SIRNA,INTS8 pool,2359.6713426325605,1.3703521419560776
182,65,F08,1791.127126127551,1031.7396158507242,1655.1443515638596,957.8076923076923,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,520,251010_PTEFB_SIRNA,SPT5 pool,1633.9501702704636,0.9488978720153445
