,EXPERIMENT,WELL,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,IF_647_Intensity_BGS,IF_647_FC
103,250822_PTEFB_SIRNA,N07,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2820,1392.4273817872574,1.0210895036672127
104,250822_PTEFB_SIRNA,N08,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2406,1329.6272485315667,0.9750371509664344
105,250822_PTEFB_SIRNA,N09,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2215,1495.2927806687194,1.0965223631916956
106,250822_PTEFB_SIRNA,N10,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2663,1333.088000778233,0.9775749765220679
107,250822_PTEFB_SIRNA,N11,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2144,1565.0917588804305,1.1477070820150173
108,250822_PTEFB_SIRNA,N12,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1968,1377.750134116914,1.010326440734857
109,250822_PTEFB_SIRNA,N13,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,1054,1580.7361586425661,1.1591793732075293
110,250822_PTEFB_SIRNA,N14,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2459,1243.9631841111523,0.912218308012568
111,250822_PTEFB_SIRNA,N15,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2652,1315.3740450762223,0.9645850465103982
112,250822_PTEFB_SIRNA,N16,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2340,1234.7917721622407,0.9054927634008114
113,250822_PTEFB_SIRNA,N17,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2177,1480.9242638854048,1.0859856976085491
114,250822_PTEFB_SIRNA,N19,HCT116,No transfection,pSer2 3E10,No primary,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2194,1410.2176719360357,1.034135410962425
115,250822_PTEFB_SIRNA,N20,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2735,1347.1256331217505,0.9878689991977117
116,250822_PTEFB_SIRNA,N21,HCT116,No transfection,pSer2 3E10,No primary,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,2743,1442.0312827989624,1.057464845984158
117,251010_PTEFB_SIRNA,I03,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4521,1748.6256722650094,0.9829817515775707
118,251010_PTEFB_SIRNA,I04,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4716,1770.2935962747154,0.9951622738208027
119,251010_PTEFB_SIRNA,I05,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4742,1680.2141079431428,0.9445245103326998
120,251010_PTEFB_SIRNA,I06,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4890,1717.8810477764034,0.9656988045691017
121,251010_PTEFB_SIRNA,I07,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4707,1768.6252973482842,0.9942244473740858
122,251010_PTEFB_SIRNA,I08,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4505,1671.935752995662,0.9398708717778482
123,251010_PTEFB_SIRNA,I09,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4908,1538.3787105359252,0.8647924043763383
124,251010_PTEFB_SIRNA,I10,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4573,1771.6219959138755,0.9959090274712883
125,251010_PTEFB_SIRNA,I11,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4881,1489.4149257582894,0.8372676415365913
126,251010_PTEFB_SIRNA,I12,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4592,1724.7079671909974,0.9695365254206686
127,251010_PTEFB_SIRNA,I13,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4243,1696.6153644104852,0.9537444000243901
128,251010_PTEFB_SIRNA,I14,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4776,1715.7183154778184,0.9644830347123646
129,251010_PTEFB_SIRNA,I15,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4871,1442.7811696076997,0.8110526934029687
130,251010_PTEFB_SIRNA,I16,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4688,1706.182345151304,0.9591224335481331
131,251010_PTEFB_SIRNA,I17,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4707,1640.2200306370262,0.9220420266389929
132,251010_PTEFB_SIRNA,I18,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4976,1674.6200690536746,0.9413798475079571
133,251010_PTEFB_SIRNA,I19,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4764,1519.6713871613385,0.8542761699473539
134,251010_PTEFB_SIRNA,I20,HCT116,No transfection,pSer2 3E10,HEXIM1,Goat anti-rat Alexa647,Goat anti-rabbit Alexa488+,4477,1685.506775352846,0.9474997585881876
