,EXPERIMENT,WELL,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,IF_488_Intensity_BGS,IF_488_FC
112,250822_PTEFB_SIRNA,H16,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3591,671.813242519866,0.9152086840678102
113,250822_PTEFB_SIRNA,H17,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3525,699.0915711547692,0.9523698498106555
114,250822_PTEFB_SIRNA,H18,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3749,718.2511884282969,0.9784709252321179
115,250822_PTEFB_SIRNA,H20,HCT116,No transfection,No primary,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3547,684.9768309753964,0.933141391709607
116,250822_PTEFB_SIRNA,H22,HCT116,No transfection,No primary,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3357,702.5604783933425,0.957095529252549
117,251010_PTEFB_SIRNA,C03,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5047,574.3996727941768,1.3437899764761776
118,251010_PTEFB_SIRNA,C04,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4982,541.3272774250967,1.266418147242995
119,251010_PTEFB_SIRNA,C05,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,5024,527.5781609261991,1.2342525214397186
120,251010_PTEFB_SIRNA,C06,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4877,503.7231787645619,1.178444540627528
121,251010_PTEFB_SIRNA,C07,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4453,498.2747150003315,1.1656980309403784
