,EXPERIMENT,WELL,CELL,SIRNA,PRIMARY_1,PRIMARY_2,SECONDARY_1,SECONDARY_2,TotalNumberCells,IF_647_Intensity_BGS,IF_647_FC
54,250822_PTEFB_SIRNA,E17,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3789,1706.7604386844448,1.0830102693979886
55,250822_PTEFB_SIRNA,E18,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3799,1634.6066009969427,1.0372256675166183
56,250822_PTEFB_SIRNA,E19,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2437,1679.089588216304,1.0654519674003917
57,250822_PTEFB_SIRNA,E20,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,4211,1464.1084265409772,0.9290375060944166
58,250822_PTEFB_SIRNA,E21,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1299,2140.745165714357,1.3583915739339416
59,250822_PTEFB_SIRNA,E22,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2910,1563.2440099592268,0.9919431444436867
60,250822_PTEFB_SIRNA,F03,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2883,1646.38144047448,1.044697291410429
61,250822_PTEFB_SIRNA,F04,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2998,1519.2101467005132,0.9640018323359301
62,250822_PTEFB_SIRNA,F05,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3079,1700.6640330242426,1.079141847218304
63,250822_PTEFB_SIRNA,F06,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3237,1614.7353666175275,1.024616545339455
64,250822_PTEFB_SIRNA,F07,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2555,1807.6619030836735,1.147036432452184
65,250822_PTEFB_SIRNA,F08,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2018,1650.9004794703549,1.0475648090358756
66,250822_PTEFB_SIRNA,F09,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2338,1760.93719309676,1.1173876665190605
67,250822_PTEFB_SIRNA,F10,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2376,1699.2249217607855,1.078228671448697
68,250822_PTEFB_SIRNA,F11,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2659,2157.6158634264734,1.3690967311780446
69,250822_PTEFB_SIRNA,F12,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1014,1532.4997869769047,0.9724346601480341
70,250822_PTEFB_SIRNA,F13,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,152,977.1929500471722,0.6200694462429296
71,250822_PTEFB_SIRNA,F14,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2764,1794.1260713934964,1.1384473859796727
72,250822_PTEFB_SIRNA,F15,HCT116,HEXIM1 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3428,1641.9441789695518,1.041881664993903
73,250822_PTEFB_SIRNA,F16,HCT116,HEXIM1 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1615,1720.198560112267,1.0915373146574665
74,250822_PTEFB_SIRNA,F17,HCT116,HEXIM1 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1627,2203.366305999804,1.3981272840391195
75,250822_PTEFB_SIRNA,F18,HCT116,HEXIM2 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3962,1694.1030540353554,1.074978633997973
76,250822_PTEFB_SIRNA,F19,HCT116,HEXIM2 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3296,1740.308084713136,1.1042976418608785
77,250822_PTEFB_SIRNA,F20,HCT116,HEXIM2 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2212,1707.8920992995056,1.0837283549827055
78,250822_PTEFB_SIRNA,F21,HCT116,LARP7 #1,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3289,1611.713359766797,1.0226989566847433
79,250822_PTEFB_SIRNA,F22,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,820,2174.34916235454,1.379714703196409
80,250822_PTEFB_SIRNA,G03,HCT116,LARP7 #2,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,1029,2078.866606647395,1.3191270624031235
81,250822_PTEFB_SIRNA,G04,HCT116,LARP7 #3,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3634,1524.709931886372,0.967491674085695
82,250822_PTEFB_SIRNA,G05,HCT116,No transfection,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3027,1539.524587881161,0.9768921876061056
83,250822_PTEFB_SIRNA,G06,HCT116,HEXIM1 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2939,1602.8989492960166,1.0171058477503092
84,250822_PTEFB_SIRNA,G07,HCT116,HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3183,1567.6909479275018,0.9947649109774422
85,250822_PTEFB_SIRNA,G08,HCT116,LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2744,1671.2921962343191,1.0605041988679078
86,250822_PTEFB_SIRNA,G09,HCT116,HEXIM1 pool + HEXIM2 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2161,1610.921031543114,1.022196191572819
87,250822_PTEFB_SIRNA,G10,HCT116,HEXIM2 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2353,1669.9465067555266,1.0596503030944175
88,250822_PTEFB_SIRNA,G11,HCT116,HEXIM1 pool + LARP7 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2548,1602.7564487420425,1.0170154252400079
89,250822_PTEFB_SIRNA,G12,HCT116,INTS8 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,2903,2067.2605373161628,1.31176253016522
90,250822_PTEFB_SIRNA,G13,HCT116,SPT5 pool,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,981,1491.5826832727282,0.9464710612144883
91,250822_PTEFB_SIRNA,G14,HCT116,POLR2B,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,181,886.2713892973275,0.5623759458723245
92,250822_PTEFB_SIRNA,G15,HCT116,Scrambled,Total Pol II F12,CDK9,Goat anti-mouse Alexa647,Goat anti-rabbit Alexa488+,3560,1658.0486778626093,1.0521006373167754
