,EXPERIMENT,WELL,CELL,CELL_STAIN,DRUG,DRUG_TIME_MINUTES,PRIMARY_1,SECONDARY_1,PRIMARY_2,SECONDARY_2,TotalNumberCells,CellArea,NucleusArea,NucleusArea,CELL_IF_561_Intensity,NUCLEUS_IF_561_Intensity,CYTOPLASM_IF_561_Intensity,CELL_IF_561_Intensity_BGS,NUCLEUS_IF_561_Intensity_BGS,CYTOPLASM_IF_561_Intensity_BGS,NUCLEUS_IF_561_Intensity_NORMED,CYTOPLASM_IF_561_Intensity_NORMED,CELL_IF_647_Intensity,NUCLEUS_IF_647_Intensity,CYTOPLASM_IF_647_Intensity,CELL_IF_647_Intensity_BGS,NUCLEUS_IF_647_Intensity_BGS,CYTOPLASM_IF_647_Intensity_BGS,NUCLEUS_IF_647_Intensity_NORMED,CYTOPLASM_IF_647_Intensity_NORMED
30,260306_CytoplasmicPOLR2A,E20,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132 plus leptomycin B,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,117887,14456.10417603298,6719.373442364298,6719.373442364298,688.1637034703845,837.4796943912371,547.0270180272512,566.7804631443579,716.0964540652105,425.6437777012246,0.9569081938869838,1.5641709251037619,285.29064814493677,340.16425756374497,234.2012603352075,137.76643242383395,192.64004184264215,86.67704461410469,0.8160315555137896,1.7312438615197334
31,260306_CytoplasmicPOLR2A,E21,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,181908,11884.727241242826,6172.289976251732,6172.289976251732,551.6201178251957,720.3887430052212,328.57996682562856,430.23687749916917,599.0055026791946,207.196726499602,0.800441435568002,0.761413915452196,273.11610354459617,340.5735093506855,186.1872226733636,125.59188782349335,193.0492936295827,38.66300695226079,0.8177651637974023,0.7722355296260773
40,260306_CytoplasmicPOLR2A,F14,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,208914,9277.471505021205,5489.882233837847,5489.882233837847,679.4528966224863,843.1841526645587,423.5481299049151,558.0696562964597,721.8009123385322,302.1648895788885,0.9645309698865571,1.1104063059938543,310.5432661360092,376.63940699322046,210.3478777664054,163.0190504149064,229.11519127211764,62.82366204530257,0.970541867294381,1.2548083492964601
41,260306_CytoplasmicPOLR2A,F15,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132 plus leptomycin B,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,147134,12931.428609294928,6280.893015890277,6280.893015890277,801.2576477374255,985.4953632150815,619.4778160228328,679.8744074113989,864.112122889055,498.09457569680626,1.1546991555893313,1.830415699871272,312.6428956639482,381.21548459461,244.76218678275126,165.11867994284538,233.6912688735072,97.23797106164844,0.9899263300856839,1.9421825150660301
42,260306_CytoplasmicPOLR2A,F16,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Vehicle,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,209565,11195.069925798678,5997.664199651659,5997.664199651659,705.7349860683556,919.279178507915,407.3347668557644,584.3517457423291,797.8959381818885,285.95152652973786,1.0662155311355066,1.050824861583701,312.8671346009562,395.9291726445183,199.70420860957196,165.34291887985339,248.40495692341548,52.179992888469144,1.0522541495351787,1.042217034331203
43,260306_CytoplasmicPOLR2A,F17,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,160998,13144.806488279357,6656.261549832917,6656.261549832917,759.637586402763,1050.2621626434618,415.2253689347805,638.2543460767364,928.8789223174352,293.8421286087539,1.2412459897665162,1.0798215273407268,331.55169552057765,427.9026815118459,214.50989852035474,184.02747979947483,280.3784657907431,66.98568279925192,1.187695317044642,1.3379384665480585
44,260306_CytoplasmicPOLR2A,F18,HCT116 mChPOLR2A clone 2,Concanavalin A 488,CB6644,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,199901,12246.210604249103,6244.997913967414,6244.997913967414,549.9387926802023,597.7453103549448,487.5657372178105,428.5555523541757,476.3620700289182,366.18249689178396,0.6365549856865049,1.3456604910646135,246.86301557793135,275.5875406382075,211.49191131254295,99.33879985682853,128.06332491710467,63.96769559144013,0.542481787466266,1.277658702154488
45,260306_CytoplasmicPOLR2A,F19,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Leptomycin B,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,201605,10889.383983532154,6402.81288162496,6402.81288162496,554.652029415877,573.8442013643875,522.8672083625061,433.26878908985043,452.4609610383609,401.4839680364795,0.6046163174998204,1.475387595443152,248.80130967847774,266.47876997495035,221.16391515865047,101.27709395737492,118.95455425384753,73.63969943754765,0.50389664067094,1.4708424610345652
46,260306_CytoplasmicPOLR2A,F20,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132 plus CB6644,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,120427,15860.678211696713,6774.40385461732,6774.40385461732,625.2192912791808,781.0284617845824,497.502657678608,503.8360509531542,659.6452214585559,376.1194173525814,0.8814733181385154,1.382177040545946,254.24958801496834,311.7036011670092,207.82284194896468,106.72537229386552,164.17938544590638,60.29862622786186,0.6954709831207306,1.2043745489918483
47,260306_CytoplasmicPOLR2A,F21,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,261735,10442.931465031425,5939.107761667336,5939.107761667336,566.2379756427812,711.7612626515253,334.4838767000272,444.8547353167546,590.3780223254987,213.10063637400066,0.7889126720946128,0.7831098138859554,267.2611966384495,321.7574616091742,182.98187529897294,119.7369809173467,174.23324588807137,35.45765957787012,0.7380595711269567,0.708213527137898
56,260306_CytoplasmicPOLR2A,G14,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,277461,8841.702041007566,5499.22329264293,5499.22329264293,657.4878980134733,790.3215985793308,394.3274494285292,536.1046576874468,668.9383582533043,272.9442091025026,0.8938915876262702,1.0030251078949293,302.7885482798357,356.0704052982142,200.75483241562594,155.2643325587329,208.5461895771114,53.23061669452312,0.8834106858017373,1.0632016678416707
57,260306_CytoplasmicPOLR2A,G15,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132 plus CB6644,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,192733,11395.705805440688,6165.260458769386,6165.260458769386,707.1804459679095,803.0008254109463,575.0613059108483,585.7972056418829,681.6175850849197,453.67806558482175,0.9108346348630599,1.667192325417269,276.6596104084776,314.9296728845502,223.74391619882687,129.13539468737477,167.40545716344738,76.21970047772405,0.7091367625541386,1.5223741091589993
58,260306_CytoplasmicPOLR2A,G16,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132 plus leptomycin B,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,161001,11865.386742939485,6243.242694144757,6243.242694144757,772.414588773527,907.2364354723377,612.7341998856829,651.0313484475005,785.8531951463111,491.3509595596563,1.050123006975947,1.8056340189343203,292.587041504339,341.5975806142084,234.41095150325577,145.0628257832362,194.0733648931056,86.88673578215295,0.8221031739957815,1.7354321278492408
59,260306_CytoplasmicPOLR2A,G17,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Vehicle,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,265825,10338.193239913477,5952.779584312988,5952.779584312988,636.7835210285125,801.9681825407358,371.41575910165466,515.4002807024859,680.5849422147093,250.0325187756281,0.9094547307757631,0.9188284116626302,291.34921632369685,355.43579170069194,191.05090084728386,143.82500060259403,207.91157597958912,43.526685126181036,0.8807224351338968,0.8693802006343542
60,260306_CytoplasmicPOLR2A,G18,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Mg132,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,108039,15660.813530299243,6931.644850470663,6931.644850470663,638.6724058162131,943.8663846600302,358.4260287848365,517.2891654901865,822.4831443340037,237.04278845880992,1.0990710199431708,0.8710932877140595,285.2914837950327,397.16638937646394,184.26953364384784,137.7672680739299,249.64217365536112,36.745317922745016,1.0574950531636256,0.7339325697658993
61,260306_CytoplasmicPOLR2A,G19,HCT116 mChPOLR2A clone 2,Concanavalin A 488,CB6644,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,187336,11242.233879233036,6170.392188367426,6170.392188367426,509.99850392576036,548.9705342678205,449.6432190947778,388.6152635997338,427.587293941794,328.25997876875124,0.5713780355315166,1.2063014698306527,243.12466317096482,267.62686089332215,206.47879014372492,95.600447449862,120.10264517221933,58.9545744226221,0.5087600034953494,1.1775291316412064
62,260306_CytoplasmicPOLR2A,G20,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Leptomycin B,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,195452,11308.189361070748,6441.60024967767,6441.60024967767,481.15438126844117,501.01040798716355,450.0671248553146,359.7711409424146,379.627167661137,328.68388452928804,0.5072896888328526,1.2078592538283341,230.2798027231871,243.5056120257259,210.25153848486224,82.75558700208427,95.98139630462308,62.72732276375942,0.4065813492234695,1.2528841167555682
63,260306_CytoplasmicPOLR2A,G21,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,202770,11162.438408048527,6084.733407308773,6084.733407308773,541.5649100782235,694.1029588057183,326.10535187373154,420.18166975219697,572.7197184796918,204.72211154770497,0.7653161641880676,0.7523201122266703,266.85032189645904,328.2085376331441,182.86152505508616,119.32610617535622,180.68432191204127,35.33730933398334,0.7653866083940998,0.7058097116653124
72,260306_CytoplasmicPOLR2A,H14,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,No primary,Goat anti-mouse Alexa647,No primary,Goat anti-rabbit Alexa568,293655,7756.099082256389,5203.176022883997,5203.176022883997,143.85392454762416,149.76432426637,129.3424792331693,22.470684221597594,28.381083940343444,7.959238907142748,0.03792518678138267,0.029248894819381515,146.41545107646382,146.54677212485402,146.46132859625473,-1.1087646446389954,-0.9774435962488042,-1.0628871248480891,-0.004140493381565206,-0.02122957489579861
73,260306_CytoplasmicPOLR2A,H15,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,No primary,Goat anti-rabbit Alexa568,240318,9732.23700263817,5649.51447665177,5649.51447665177,140.6491104647686,148.13311480030703,128.11870545627465,19.26587013874203,26.74987447428046,6.7354651302480875,0.03574542776266319,0.024751727326270203,306.15618197340444,374.3063454554037,199.99047684545002,158.63196625230162,226.78212973430087,52.4662611243472,0.960658917635508,1.0479348126463084
74,260306_CytoplasmicPOLR2A,H16,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,No primary,Goat anti-mouse Alexa647,Total Pol II (D8L4Y),Goat anti-rabbit Alexa568,298097,9190.773439518009,5425.5170196278395,5425.5170196278395,502.420456203686,634.8160462451909,273.23757449668454,381.03721587765943,513.4328059191644,151.85433417065798,0.6860920148470577,0.558039719606714,148.0154483357967,148.69440656285715,147.30288072783014,0.49123261469387103,1.1701908417543336,-0.22133499327267714,0.00495697905643521,-0.004420834260660513
75,260306_CytoplasmicPOLR2A,H17,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,No primary,Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,296312,8954.33956775291,5400.69202394773,5400.69202394773,694.3039257726839,857.0940432140586,409.2305825179886,572.9206854466573,735.710802888032,287.847342191962,0.9831185332899579,1.0577916725499565,149.36315575229423,150.23622099765402,148.17294596867322,1.838940031191413,2.7120052765511957,0.6487302475703984,0.011488171738425137,0.012957412933131652
76,260306_CytoplasmicPOLR2A,H18,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,175019,12146.03716167959,6285.47379998743,6285.47379998743,571.5739989452293,748.7450310397568,345.34539612908105,450.1907586192027,627.3617907137302,223.9621558030545,0.838333487978578,0.8230241126104183,265.02271049945335,330.75995088583596,183.0151721267529,117.49849477835053,183.23573516473314,35.49095640565008,0.776194505368361,0.7088785812933411
77,260306_CytoplasmicPOLR2A,H19,HCT116 mChPOLR2A clone 2,Concanavalin A 488,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,162634,12540.134221626475,6536.195365052818,6536.195365052818,585.4319400154833,767.2966367151226,348.3813914843153,464.0486996894567,645.9133963890961,226.99815115828875,0.863123700777064,0.8341808965508637,272.97791908209564,343.19011105240605,184.71540854863204,125.45370336099282,195.66589533130323,37.19119282752922,0.8288492018633782,0.7428382517183703
78,260306_CytoplasmicPOLR2A,H20,HCT116 mChPOLR2A clone 2,No addition,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,178876,11494.174623761712,6653.345032312887,6653.345032312887,568.4729854257083,719.1053322483068,318.4030975307297,447.08974509968175,597.7220919222802,197.01985720470316,0.7987264343800444,0.7240155934430448,268.9316080666425,324.2158961758764,177.75978057631863,121.4073923455397,176.6916804547736,30.235564855215813,0.7484736063628586,0.6039100235618348
79,260306_CytoplasmicPOLR2A,H21,HCT116 mChPOLR2A clone 2,No addition,Media only,480,Total Pol II (F12),Goat anti-mouse Alexa647,mCherry,Goat anti-rabbit Alexa568,107767,12584.26043222879,7056.3005651080575,7056.3005651080575,531.7748115402472,683.1314471222796,302.00771960508723,410.3915712142207,561.748206796253,180.62447927906067,0.7506551092846269,0.6637652742773801,254.9701592913095,308.17707309533426,174.3912702574474,107.44594357020668,160.65285737423144,26.86705453634457,0.6805324575662011,0.5366290861697591
