,WELL,RFP_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,NucleusArea2,EXPERIMENT
92,G15,227.2983009095333,203.6560976116975,573.1366112155489,1790.9622857142858,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1750,236.5070387811594,1739.6664704150721,241026_mACmChPOLR2A_ActivePolII
93,G16,228.93115781799006,264.43975560794803,591.1181888302995,1805.542297979798,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,1584,228.28624508757878,1725.0273115220484,241026_mACmChPOLR2A_ActivePolII
94,G17,228.02189212959627,203.38826170850038,573.8577974642116,1762.0719273743016,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1432,225.3585877929834,1658.5569744597249,241026_mACmChPOLR2A_ActivePolII
95,G18,229.32538208984386,269.15402865615243,576.5789955166198,1776.1227045075125,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,1198,227.81017049269846,1716.2103756708407,241026_mACmChPOLR2A_ActivePolII
96,G19,228.59990234328967,201.50012904587282,578.1984345612068,1654.931623931624,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,585,236.88872284608078,1645.5375816993464,241026_mACmChPOLR2A_ActivePolII
97,G20,232.32657790411815,267.40738877907336,618.8073199838773,1742.051637279597,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,794,230.16298490494827,1720.208295350957,241026_mACmChPOLR2A_ActivePolII
98,G21,234.64946721808846,202.61657706592706,630.9507145957302,1743.3542354235424,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,909,238.8953138337779,1677.397188049209,241026_mACmChPOLR2A_ActivePolII
99,G22,182.33016467474872,364.3073044394617,585.164111630855,1857.1285046728972,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,428,217.75849473093308,1868.720520673813,241026_mACmChPOLR2A_ActivePolII
100,H03,172.87371743609808,186.99147004591043,427.11057339617406,1693.8158009602794,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,2291,490.1989959732344,1650.119676945668,241026_mACmChPOLR2A_ActivePolII
101,H04,226.95565032462767,277.1834114788598,503.8895930853317,1745.303317535545,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1055,327.19364694720895,1727.0211952744962,241026_mACmChPOLR2A_ActivePolII
102,H05,229.74223926608514,203.4062259121762,522.3496573316472,1751.9859620148638,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1211,283.3240047492432,1698.9232804232804,241026_mACmChPOLR2A_ActivePolII
103,H06,218.15341640902093,266.69348203359766,485.2204361745485,1765.8640120210368,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1331,337.22815385678285,1740.6124401913876,241026_mACmChPOLR2A_ActivePolII
104,H07,220.86239282666023,199.8733370311798,484.3439037438003,1779.2966666666666,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1500,285.3795402130864,1739.6827566152951,241026_mACmChPOLR2A_ActivePolII
105,H08,219.61564007227346,265.2492131725665,497.6741980526587,1805.1304347826087,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1472,527.4110587112992,1736.562074554295,241026_mACmChPOLR2A_ActivePolII
106,H09,224.7874271318785,198.4563760828163,521.8921237998699,1737.495145631068,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1236,517.5912503312733,1707.1161137440758,241026_mACmChPOLR2A_ActivePolII
107,H10,218.54908916718577,262.89783260275107,506.32368694387185,1774.3653350515465,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1552,528.2456530106211,1747.6962259171285,241026_mACmChPOLR2A_ActivePolII
108,H11,223.31259880849063,200.8992421894872,528.3883001948368,1824.2557122022363,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,2057,487.68124493932777,1747.5344452501813,241026_mACmChPOLR2A_ActivePolII
109,H12,251.2471291641327,185.03027172509093,455.2080816846176,1673.1836133215443,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,3393,313.98407197525256,1660.0548890221955,241026_mACmChPOLR2A_ActivePolII
110,H13,246.57316227998763,184.54661410511807,453.53401575243623,1695.8516594516595,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,3465,422.57522894430565,1691.9481761006289,241026_mACmChPOLR2A_ActivePolII
111,H14,222.8022975919149,265.4186611331528,547.5853666854704,1844.6752387950037,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,1361,208.2147238250397,1743.7253948967193,241026_mACmChPOLR2A_ActivePolII
112,H15,228.7193706680584,200.49661470398192,573.9941270378611,1821.8150728309056,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1579,227.4621163100019,1727.4120357040024,241026_mACmChPOLR2A_ActivePolII
113,H16,221.77019043758358,261.5650473043042,548.1330143630864,1804.0552325581396,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,1376,224.0611583020114,1705.299264963248,241026_mACmChPOLR2A_ActivePolII
114,H17,231.7167238721605,201.03442006829974,609.7471036214095,1816.1377331420374,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1394,233.66376584628446,1737.5337670384138,241026_mACmChPOLR2A_ActivePolII
115,H18,227.00846382568528,263.72961603800144,584.472287425619,1772.8486590038315,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,1044,230.55534381179734,1678.2153846153847,241026_mACmChPOLR2A_ActivePolII
116,H19,230.04119018490738,196.50484565715644,604.3194186676094,1715.2929553264605,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,1164,232.91543701669417,1671.8623583718002,241026_mACmChPOLR2A_ActivePolII
117,H20,231.49276947068867,271.0015091440046,609.3383637682191,1673.2289281997919,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,90,No primary,No secondary,961,236.6796465386667,1673.1193029490616,241026_mACmChPOLR2A_ActivePolII
118,H21,221.75330122281576,193.78308126618302,560.1241015010842,1847.2478632478633,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,90,No primary,No secondary,819,248.6432887261254,1741.269826372595,241026_mACmChPOLR2A_ActivePolII
119,H22,251.73359869379067,183.19031264182257,524.5853351394106,1739.276393831554,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,2529,236.75664872778083,1611.1603599918183,241026_mACmChPOLR2A_ActivePolII
120,I03,173.4494936473817,188.96522955656232,428.1325945259082,1710.3378151260504,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2380,317.03836370234296,1637.359965635739,241026_mACmChPOLR2A_ActivePolII
121,I04,216.96757212876247,259.9290239632984,465.4783079878233,1725.431388660641,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,1217,355.58563633228675,1693.7114586658156,241026_mACmChPOLR2A_ActivePolII
122,I05,220.96331391111744,198.71422458657577,480.89799063758306,1731.0458874458875,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,1155,322.43837798064925,1727.7175820604484,241026_mACmChPOLR2A_ActivePolII
123,I06,224.7406801405963,278.6244824042615,505.9947992970105,1701.9589392643286,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,1169,341.0272759658041,1715.3456310679612,241026_mACmChPOLR2A_ActivePolII
124,I07,221.19679876988397,199.4598304651455,462.6301374639214,1762.4411566913247,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,Total Pol II F12,Goat anti-mouse Alexa647,1487,280.94922425018353,1730.685472880894,241026_mACmChPOLR2A_ActivePolII
125,I08,223.43431937061885,260.3160988227682,504.76518205808514,1808.9167664670658,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1670,483.6950082902591,1763.558561236623,241026_mACmChPOLR2A_ActivePolII
126,I09,224.0960288956155,197.58760995329072,517.3237829361381,1820.765279583875,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1538,490.2037515100231,1781.1586975652683,241026_mACmChPOLR2A_ActivePolII
127,I10,226.72907217813113,274.2823649339127,553.0990042965662,1649.360902255639,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,1064,536.4940054326457,1695.8945225758698,241026_mACmChPOLR2A_ActivePolII
128,I11,225.47777734840733,196.50470810982407,547.0762727865186,1748.083894672382,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,120,pSer2 3E10,Goat anti-rat Alexa647,1633,519.6603750872363,1716.2035281727224,241026_mACmChPOLR2A_ActivePolII
129,I12,184.31520251047542,386.99725773471664,607.7234745567148,1834.9869822485207,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,845,341.6296843772952,1813.780362959516,241026_mACmChPOLR2A_ActivePolII
130,I13,183.66227178831275,376.78898627041065,611.1473433198651,1838.455990220049,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,818,516.7736242145606,1823.79886417416,241026_mACmChPOLR2A_ActivePolII
131,I14,223.2989328242568,267.49183193375904,545.4999287583486,1785.669971671388,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1412,237.93074211862864,1734.751214771623,241026_mACmChPOLR2A_ActivePolII
132,I15,229.3578791509939,196.09065983876079,594.6721168395044,1766.8953823953823,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,1386,268.8970836220857,1689.3163859111792,241026_mACmChPOLR2A_ActivePolII
133,I16,219.25613894898893,261.81426175812953,543.9094159482624,1772.9745114698385,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,1177,231.7695750225526,1703.1632255551226,241026_mACmChPOLR2A_ActivePolII
134,I17,222.72256102617288,193.30547569271684,567.9421419240238,1810.2073578595318,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,1196,222.09251151133375,1678.6654411764705,241026_mACmChPOLR2A_ActivePolII
135,I18,219.78320331123555,260.6519147497991,545.391142306322,1722.8948453608248,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,970,239.25553691394833,1671.464731814842,241026_mACmChPOLR2A_ActivePolII
136,I19,224.76522191064504,193.34576309865236,567.4352675911033,1803.792924037461,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,961,230.25322963954886,1671.807392996109,241026_mACmChPOLR2A_ActivePolII
137,I20,219.29523074648515,258.2147586570309,526.9299294625466,1699.281807372176,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,120,No primary,No secondary,841,240.81384754425463,1616.001679731243,241026_mACmChPOLR2A_ActivePolII
138,I21,228.72714233735576,193.50619002796248,590.0551638942111,1737.5248138957816,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,806,225.8691511956551,1681.4762959680993,241026_mACmChPOLR2A_ActivePolII
139,I22,179.1277286143053,239.11459793912914,564.1445300379553,1897.1506550218342,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,458,197.23339216984562,1852.1444665341285,241026_mACmChPOLR2A_ActivePolII
140,J03,167.8110917066362,185.23182573801242,383.2773530673978,1703.267292912041,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,2342,485.50110679608986,1634.320764203117,241026_mACmChPOLR2A_ActivePolII
141,J04,217.75438906591265,267.92839381869163,444.660113754658,1748.4050736497545,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,1222,341.686135712929,1729.2868824531515,241026_mACmChPOLR2A_ActivePolII
142,J05,214.09933417174003,224.59244802945176,437.67630429322753,1744.1316225165563,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,1208,289.60848944675723,1715.6122311827958,241026_mACmChPOLR2A_ActivePolII
143,J06,217.47723392665714,272.32522991810686,459.6145257855995,1830.8065749235475,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,1308,338.12199459934857,1746.4,241026_mACmChPOLR2A_ActivePolII
144,J07,216.3797196903524,223.8132963703185,478.1642237268485,1881.4735062006764,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,1774,285.1933068648951,1783.8812664907653,241026_mACmChPOLR2A_ActivePolII
145,J08,217.38931703343889,270.7185604503252,481.5813354839688,1750.6303854875284,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,1764,518.8392855512667,1723.0363586659378,241026_mACmChPOLR2A_ActivePolII
146,J09,217.9317920652648,217.85412068647813,488.052901474449,1818.0869809203143,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,1782,487.1295929110426,1779.633818281636,241026_mACmChPOLR2A_ActivePolII
147,J10,220.5839392975271,270.63804638368293,517.9641924114835,1767.6227598566309,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,1116,534.524185899905,1685.373190685966,241026_mACmChPOLR2A_ActivePolII
148,J11,222.9568961436121,225.15755562564178,541.9399742057429,1790.7385915492957,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,1775,508.42832327376146,1713.114039533705,241026_mACmChPOLR2A_ActivePolII
149,J12,242.42578319845595,184.02386790778192,451.5559831964987,1724.2350584307178,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,2995,303.27246287043727,1646.0846175799086,241026_mACmChPOLR2A_ActivePolII
150,J13,241.12582792683642,183.99684922552873,455.77135997102744,1650.0036641221375,HCT116 mChPOLR2A Clone 2,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,3275,446.29882613750084,1644.024144297685,241026_mACmChPOLR2A_ActivePolII
151,J14,219.27267241610383,264.0299989812984,527.4742838632887,1792.582667486171,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,1627,240.24561659188979,1729.981768707483,241026_mACmChPOLR2A_ActivePolII
152,J15,220.2131018450079,219.6026425777447,542.8557662909925,1808.0445722501797,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,1391,251.7471823623582,1727.2860817376393,241026_mACmChPOLR2A_ActivePolII
153,J16,219.1628993152768,260.84079662442457,541.645260648723,1744.281015037594,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,1064,206.6365384432613,1673.3951847239518,241026_mACmChPOLR2A_ActivePolII
154,J17,220.48394755793052,217.82019502521996,549.5085457569779,1847.9837209302325,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,1290,257.802860698988,1691.0611730838432,241026_mACmChPOLR2A_ActivePolII
155,J18,218.95218555477146,259.4355994488283,532.5614766244028,1763.5330188679245,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,1060,238.19945047280666,1625.5858156028369,241026_mACmChPOLR2A_ActivePolII
156,J19,223.28363787878072,219.04906857053106,568.3398582316147,1671.9620018535682,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,1079,228.6447534713682,1654.7703798548869,241026_mACmChPOLR2A_ActivePolII
157,J20,221.31605609415516,264.70801083479546,561.817972269124,1714.2583621683968,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,867,234.57148291887833,1626.4908328968047,241026_mACmChPOLR2A_ActivePolII
158,J21,223.26001256792665,216.40974415145763,558.6161776422396,1729.7601351351352,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,592,237.91361976134303,1637.1419185282523,241026_mACmChPOLR2A_ActivePolII
159,J22,250.87370809859982,182.70140144979143,518.469210658907,1777.9557522123894,HCT116 mChPOLR2A Clone 2,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,2147,249.62747782846756,1584.3956993569132,241026_mACmChPOLR2A_ActivePolII
160,K03,171.0881980813027,185.62681065801613,422.293926986121,1698.118539592224,HCT116 OsTIRF74G,No addition,No addition,No addition,Total Pol II F12,Goat anti-mouse Alexa647,2109,306.62672645196324,1630.5384909264565,241026_mACmChPOLR2A_ActivePolII
161,K04,217.59130372963725,270.04107097475656,479.7636175297794,1792.7357032457496,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,1294,350.7761056832704,1747.1969242310577,241026_mACmChPOLR2A_ActivePolII
162,K05,218.82711731296266,204.46688178323075,481.23463000262217,1778.4072164948454,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,970,287.0803103008955,1745.3856103476153,241026_mACmChPOLR2A_ActivePolII
163,K06,219.69869410646734,271.40826876968555,496.5679047306211,1778.7662082514735,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,Total Pol II F12,Goat anti-mouse Alexa647,1527,342.4639695285166,1724.1751152073732,241026_mACmChPOLR2A_ActivePolII
164,K07,220.70107822734207,207.2238057936731,503.0425642242072,1756.006646971935,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,Total Pol II F12,Goat anti-mouse Alexa647,1354,281.0478948817523,1750.1703964194373,241026_mACmChPOLR2A_ActivePolII
165,K08,218.98537928988662,272.68301131526545,503.63961958156654,1776.2677725118483,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,1688,524.0329292639145,1701.2080838323354,241026_mACmChPOLR2A_ActivePolII
166,K09,221.33300376088013,204.8468120629501,523.2043855068572,1805.1465638148668,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1426,503.31634842533003,1723.8311214333112,241026_mACmChPOLR2A_ActivePolII
167,K10,221.186055782667,251.61323056457786,540.0279345609028,1833.9593984962405,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,60,pSer2 3E10,Goat anti-rat Alexa647,1330,511.6207941822061,1793.3129149064575,241026_mACmChPOLR2A_ActivePolII
168,K11,220.92465495511607,204.23339370517493,537.4287289610623,1763.7766463000678,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,60,pSer2 3E10,Goat anti-rat Alexa647,1473,529.8362702323321,1730.1062788018432,241026_mACmChPOLR2A_ActivePolII
169,K12,182.41012429853828,387.9870934893112,594.5605922792694,1880.2461355529133,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,Total Pol II F12,Goat anti-mouse Alexa647,841,337.18796534253806,1843.0938189845474,241026_mACmChPOLR2A_ActivePolII
170,K13,187.40270168615785,384.8350636927458,653.313149212033,1860.896551724138,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,No addition,Vehicle,120,pSer2 3E10,Goat anti-rat Alexa647,812,528.9222422678716,1759.4225774225774,241026_mACmChPOLR2A_ActivePolII
171,K14,223.24066020508215,272.76619957249954,561.8752448663441,1756.8563006632278,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,1357,231.6070912761007,1729.4244492708656,241026_mACmChPOLR2A_ActivePolII
172,K15,226.41678326458808,203.18231543246443,595.8481595256217,1909.5935350756533,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1454,239.60425754917097,1753.5014586709888,241026_mACmChPOLR2A_ActivePolII
173,K16,223.9414171072812,267.6985474677738,570.2350233491369,1834.1863517060367,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,1143,232.5732412461177,1666.802067381317,241026_mACmChPOLR2A_ActivePolII
174,K17,221.1050958059817,200.6694549430223,563.3455757631799,1760.5559534467322,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1117,235.08881385721128,1650.9967346938774,241026_mACmChPOLR2A_ActivePolII
175,K18,216.09363869825088,260.2564831321681,525.2727392131378,1847.680993955675,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,1489,228.400810972032,1766.0547990700763,241026_mACmChPOLR2A_ActivePolII
176,K19,229.1054899009521,199.79928418538788,644.2827993913083,1693.7903225806451,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,930,235.99977695822585,1672.7633228840125,241026_mACmChPOLR2A_ActivePolII
177,K20,225.61291929983338,267.32549851961517,575.5503970501823,1664.0632054176072,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,60,No primary,No secondary,886,232.46338387145363,1650.5231431646932,241026_mACmChPOLR2A_ActivePolII
178,K21,230.70927902700993,203.11343204870292,631.7638809790732,1730.6662857142858,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,875,237.67615681517958,1634.104077253219,241026_mACmChPOLR2A_ActivePolII
179,K22,178.59404474979246,234.47983831974116,568.1621733636714,1812.2441558441558,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,"EU 1 mM, 30 mins",10 µM 5PhIAA,120,No primary,No secondary,385,188.1043790667579,1773.3397212543555,241026_mACmChPOLR2A_ActivePolII
180,L03,170.94285157927797,186.27813599423564,430.2973465480335,1613.8424336973478,HCT116 OsTIRF74G,No addition,No addition,No addition,pSer2 3E10,Goat anti-rat Alexa647,1923,498.1552062259295,1615.1565462981641,241026_mACmChPOLR2A_ActivePolII
181,L04,213.72166107549745,264.5725952557169,462.7239600853864,1812.1006404391583,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1093,343.9235396003616,1726.6987664146438,241026_mACmChPOLR2A_ActivePolII
182,L05,222.8590750996029,201.68419979523085,486.66818558171315,1766.8924103419515,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1199,277.08850770226445,1695.1050613496932,241026_mACmChPOLR2A_ActivePolII
183,L06,221.79973954279285,273.8335535987278,498.03710697817996,1749.7607843137255,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,Total Pol II F12,Goat anti-mouse Alexa647,1020,354.99910597565673,1704.3114686468648,241026_mACmChPOLR2A_ActivePolII
184,L07,220.77276114053944,198.6981289750923,499.19106466764646,1748.0022421524664,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,Total Pol II F12,Goat anti-mouse Alexa647,1338,276.39436043556594,1733.7464251668255,241026_mACmChPOLR2A_ActivePolII
185,L08,213.78730906251954,265.41284347350694,488.380273735016,1822.7036011080334,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,90,pSer2 3E10,Goat anti-rat Alexa647,1444,499.267049983447,1732.509027557808,241026_mACmChPOLR2A_ActivePolII
186,L09,217.283219963025,197.09086245624965,488.6135419178586,1765.802155504234,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,90,pSer2 3E10,Goat anti-rat Alexa647,1299,505.99236106384467,1721.5073924731182,241026_mACmChPOLR2A_ActivePolII
