,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
44,E07,2884.4041744540414,287.5344919322118,375.5352875915991,612.4648283841047,1598.0968824940048,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2085,251017_mACmChPOLR2A_7SK
45,E08,2773.136831038671,283.05615255839393,513.7045851350698,598.752983995052,1649.504301515772,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2441,251017_mACmChPOLR2A_7SK
46,E09,2719.5413412611106,283.30960035489005,513.5876444760582,612.0968453951107,1554.6096436058701,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2385,251017_mACmChPOLR2A_7SK
47,E10,2967.932701534756,293.74031260227514,528.2222872699841,651.4083720201089,1609.6645126548196,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1857,251017_mACmChPOLR2A_7SK
48,E11,2956.912990616178,289.70144003142957,525.0261510196532,615.4533962446199,1564.3141025641025,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2184,251017_mACmChPOLR2A_7SK
49,E12,3187.7178120620583,296.27183559389783,538.6158687296675,642.7677245633258,1527.0533260032985,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1819,251017_mACmChPOLR2A_7SK
50,E13,2835.27195981296,320.59171898820796,278.57067446881933,674.4845807663098,1497.7551020408164,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,833,251017_mACmChPOLR2A_7SK
51,E14,3186.3427978588147,316.78153882058103,282.66014461143635,647.8644433168577,1292.5640138408305,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,289,251017_mACmChPOLR2A_7SK
52,E15,3113.6497667477474,314.07134352436776,281.2697142876832,690.0899997510509,1205.3618090452262,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,398,251017_mACmChPOLR2A_7SK
53,E16,3076.5678907487945,302.03649818438436,297.6980943122369,634.4160072514085,1189.1042654028436,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,211,251017_mACmChPOLR2A_7SK
54,E17,3198.766567841409,301.69314151875784,331.16072754650065,634.987284569911,1227.319209039548,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,354,251017_mACmChPOLR2A_7SK
55,E18,499.88912353557345,212.98275174105856,433.60026030781955,195.26036714217622,496.42857142857144,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,7,251017_mACmChPOLR2A_7SK
56,E19,2915.9763146896594,292.4390860418992,532.268044181824,665.0709344873285,1270.6666666666667,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,630,251017_mACmChPOLR2A_7SK
57,E20,2850.0735930867518,284.5351679784422,507.4937816882168,611.8235758928024,1421.0583832335328,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,668,251017_mACmChPOLR2A_7SK
58,E21,2947.626426729751,288.6548970253132,523.8188122967244,636.5721674805401,1236.168181818182,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,440,251017_mACmChPOLR2A_7SK
59,E22,2655.2547218489517,249.77429182951832,459.20867368771513,467.7100099824352,1009.4642857142857,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,28,251017_mACmChPOLR2A_7SK
60,F03,3434.6514651838834,323.7481644605705,265.9260211474787,621.9287187125933,1604.5085574572126,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,818,251017_mACmChPOLR2A_7SK
61,F04,3393.9569568132138,314.14170345957285,271.62819750165494,650.6156536568726,1457.1021126760563,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1136,251017_mACmChPOLR2A_7SK
62,F05,3372.4810905296226,306.84513491857695,283.11924309483845,652.8787203867148,1528.7569515962925,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,971,251017_mACmChPOLR2A_7SK
63,F06,3332.0935071924514,295.87579595968776,323.5299308150845,635.7283303914953,1557.1221804511279,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1064,251017_mACmChPOLR2A_7SK
64,F07,3144.7612539629495,294.1438500990557,381.4008683039548,642.1688244465957,1564.2380165289255,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1210,251017_mACmChPOLR2A_7SK
65,F08,3973.363681998656,306.53580713399595,567.13995057851,680.007046243285,1464.2525951557093,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,578,251017_mACmChPOLR2A_7SK
66,F09,3578.2797785126277,302.8257562308685,567.9251290364376,680.4599167513184,1583.2769607843138,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,816,251017_mACmChPOLR2A_7SK
67,F10,3669.319428021009,302.9214729866222,569.8208119070206,684.9491864802651,1493.436768149883,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,854,251017_mACmChPOLR2A_7SK
68,F11,3539.301425082327,305.27468250280054,576.9040173063406,704.3900349969063,1537.4478976234004,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1094,251017_mACmChPOLR2A_7SK
69,F12,3794.627975742429,307.41165881447756,581.7094061734463,693.3571880111411,1465.910138248848,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,868,251017_mACmChPOLR2A_7SK
70,F13,2485.80714402408,310.8905412578998,271.84780776064076,539.4797387199786,1677.7139398132135,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2891,251017_mACmChPOLR2A_7SK
71,F14,2648.5746089249174,304.5278763384791,274.9135431923527,563.4758939915779,1619.505216693419,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2492,251017_mACmChPOLR2A_7SK
72,F15,2605.755543548186,290.1467847792961,281.5532754710696,557.843458812721,1616.1051303616484,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2378,251017_mACmChPOLR2A_7SK
73,F16,2778.833689677713,280.6323797711591,322.3321283037881,562.2006195421023,1626.510935318753,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2149,251017_mACmChPOLR2A_7SK
74,F17,2607.6913482347986,280.056708062046,375.0449257676634,535.7078366590232,1573.326813655761,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2812,251017_mACmChPOLR2A_7SK
75,F18,2736.440530621694,280.67641674249995,512.8328044122318,569.7409565402403,1598.0044731610337,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2012,251017_mACmChPOLR2A_7SK
76,F19,2426.441402098478,275.8765178712963,486.99097544880595,516.2597635946969,1637.6547696301104,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,3082,251017_mACmChPOLR2A_7SK
77,F20,2563.829067096924,273.293163692512,480.7692449017993,525.3126017297495,1630.1028505392912,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2596,251017_mACmChPOLR2A_7SK
78,F21,2843.6181269082144,281.2626631920512,492.5846319973815,583.7651168312124,1558.6516741629187,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2001,251017_mACmChPOLR2A_7SK
79,F22,2599.557890829133,267.3559186142116,467.9789005137142,528.6176722565389,1613.9702680067003,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,2388,251017_mACmChPOLR2A_7SK
80,G03,2969.5472429412052,274.2181155148705,535.507271469988,542.5428193472744,1049.0,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,73,251017_mACmChPOLR2A_7SK
81,G04,3139.9325730949913,286.2967699895282,532.9753050410004,594.9288353739769,1208.008097165992,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,247,251017_mACmChPOLR2A_7SK
82,G05,2916.907554989556,293.3915391685633,539.179300572203,599.8746452519068,1297.6352941176472,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,255,251017_mACmChPOLR2A_7SK
83,G06,3089.861271402308,288.51838938965864,547.4908749524255,560.4942284444161,1346.8,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,110,251017_mACmChPOLR2A_7SK
84,G07,3155.330072855952,290.8561033559878,565.8367886067448,587.9511243326134,1287.9581395348837,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,215,251017_mACmChPOLR2A_7SK
85,G08,2882.5735741504354,320.863720269031,285.27828568982903,576.6632313156271,1230.6666666666667,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,87,251017_mACmChPOLR2A_7SK
86,G09,2983.312321031616,317.80766737777327,282.2327327323897,622.4175569055878,1300.0224719101125,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,267,251017_mACmChPOLR2A_7SK
87,G10,3066.877076674924,310.1337665372903,287.2827131987281,615.7197940579159,1252.6050420168067,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,238,251017_mACmChPOLR2A_7SK
88,G11,3238.9087205996893,308.83282444243224,309.748480684405,646.8609321923999,1203.7340067340067,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,297,251017_mACmChPOLR2A_7SK
89,G12,3188.0058611170607,301.15225204497546,342.8980254282375,595.7997916276056,1194.8140703517588,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,HEXIM1 + HEXIM2 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,199,251017_mACmChPOLR2A_7SK
90,G13,3456.9061252496517,307.66726772302565,580.0514804435376,699.642280137047,1516.4825306893295,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,1059,251017_mACmChPOLR2A_7SK
91,G14,3667.8086068701077,305.14984077457746,562.6195411759743,672.6610106798252,1510.9634300126104,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,793,251017_mACmChPOLR2A_7SK
92,G15,3630.9278510778295,306.8262589482425,559.9766429998505,699.3222411033686,1468.7217125382263,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,LARP7 pool,pSer2 Pol II (3E10,Goat anti-mouse Alexa647,981,251017_mACmChPOLR2A_7SK
