,WELL,IF_561_Intensity,GFP_Intensity,DAPI_Intensity_x,NucleusArea,CELL,EU,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,Alexa647_Intensity,DAPI_Intensity_y,NucleusArea2,EXPERIMENT
84,G07,2591.0009871944876,177.75496761313244,448.73642849964097,1523.9500713266762,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,826.3551054245349,1965.9302688952662,1460.1391767012042,260127_ARMC5mAC_PhosphoEU
85,G08,3029.7801831505803,203.84222196889408,451.974980738614,1454.967619047619,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1050,671.3881436324233,2019.728978992095,1364.408051689861,260127_ARMC5mAC_PhosphoEU
86,G09,2808.995629415243,196.43390213645802,471.9839686385592,1376.3175275190517,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,803.3760307024787,2272.26791860895,1274.9485043544112,260127_ARMC5mAC_PhosphoEU
87,G10,2520.236967341993,175.81864487108874,425.017151739259,1564.502617801047,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1337,752.1024699122667,1875.0657665931524,1468.8304039469626,260127_ARMC5mAC_PhosphoEU
88,G11,5305.361427139988,177.46755725283728,449.40812018861146,1532.2931242460795,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,829,575.080953215816,1968.3596179149697,1550.6478016838166,260127_ARMC5mAC_PhosphoEU
89,G12,4302.890645199976,178.94544256182377,445.27574097955335,1500.548284960422,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1895,690.2001022546827,2044.4491852529432,1401.1714787848355,260127_ARMC5mAC_PhosphoEU
90,G13,2570.4817223847604,177.6219399355792,443.31776639171954,1520.1333775713338,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1507,793.6177567070612,2018.757074537826,1459.446319018405,260127_ARMC5mAC_PhosphoEU
91,G14,3068.9741785716956,206.4885368832333,468.59398491384667,1416.8552894211577,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1002,614.7744783445097,2080.9185601174117,1450.5025737014507,260127_ARMC5mAC_PhosphoEU
92,G15,2773.4540493479444,193.99316953693645,475.0060845549076,1394.077168367347,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1568,790.3987273330886,2231.275420220301,1322.252652710066,260127_ARMC5mAC_PhosphoEU
93,G16,2598.083418529497,179.12232994569035,450.49214190865064,1563.600142551675,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1403,636.9595905186899,1965.3063573131096,1502.922411029176,260127_ARMC5mAC_PhosphoEU
94,G17,5307.457622765758,180.0986077962631,433.93046685211556,1551.8389261744967,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,549.814169412971,1975.020425394544,1519.6056415929204,260127_ARMC5mAC_PhosphoEU
95,G18,4350.408612436026,181.9515767379399,457.5452192986808,1458.2183833116037,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1534,643.3966849823333,2021.447727708568,1411.493817204301,260127_ARMC5mAC_PhosphoEU
96,G19,2681.602305671556,181.07681978727697,463.3260811620818,1488.0467289719627,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1284,796.915625801998,2079.5430750268733,1453.7532509752925,260127_ARMC5mAC_PhosphoEU
97,G20,3218.5606982328127,209.06987974026836,466.7256159241933,1441.8507890961262,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,697,614.8545977361032,2118.8152792159776,1438.2190656565656,260127_ARMC5mAC_PhosphoEU
98,G21,2852.992788696664,210.6951154771055,476.19389228538216,1375.292050209205,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1195,770.5752271075849,2349.293813495743,1356.6020786933927,260127_ARMC5mAC_PhosphoEU
99,G22,2600.958878296355,183.22984906808517,433.0065281547873,1621.5595823095823,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,663.9624380807822,1960.1386239540627,1504.002771789344,260127_ARMC5mAC_PhosphoEU
100,H03,2718.607918928477,177.85428490021434,436.6729865029036,1548.8984375,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1408,726.6992144045118,1909.8317743024313,1450.572577824414,260127_ARMC5mAC_PhosphoEU
101,H04,2592.459765733573,180.52934930133094,437.3365486176585,1573.9882434301521,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,685.2308415975982,1874.4069500167623,1519.6990544506032,260127_ARMC5mAC_PhosphoEU
102,H05,5039.016755316928,179.54794266135468,442.07357634216913,1554.1237993596585,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,937,574.2906487430492,1928.3932260350934,1499.9800833719314,260127_ARMC5mAC_PhosphoEU
103,H06,4329.695020778772,179.8261646334372,431.0889630819474,1484.6724738675957,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1722,682.678236957685,1992.2685646084262,1395.6944444444443,260127_ARMC5mAC_PhosphoEU
104,H07,2590.5546888538256,176.5959499515363,443.7378712374644,1560.675505050505,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1584,784.1301623416716,1924.1774020276944,1514.8140987507436,260127_ARMC5mAC_PhosphoEU
105,H08,3054.688955666297,208.8679522375071,458.8457878522412,1378.4848800834202,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,959,656.4993437582336,1983.1574835990941,1374.2292637465052,260127_ARMC5mAC_PhosphoEU
106,H09,2810.5246138652474,197.63257571033301,461.4802892417568,1358.0226480836236,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1148,755.8843414338638,2163.621136881728,1285.7008862629248,260127_ARMC5mAC_PhosphoEU
107,H10,2599.6712879343886,175.64716171222534,437.6545701511518,1516.7180192572214,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1454,720.7238480257043,1843.4121838262292,1466.168034032209,260127_ARMC5mAC_PhosphoEU
108,H11,5315.578957195186,177.14853881510774,447.83283892066646,1540.360465116279,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,946,537.2046774018322,1899.9118055679548,1538.301054650048,260127_ARMC5mAC_PhosphoEU
109,H12,4512.080184695794,178.78098044447128,446.1507707135609,1460.6374184191443,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1379,632.9696414405046,1977.4172455673647,1385.2955528103769,260127_ARMC5mAC_PhosphoEU
110,H13,2666.3049758582615,178.69938163201425,442.7080683534744,1512.1257689678741,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1463,752.9588050376564,1979.366776571203,1427.4192668888215,260127_ARMC5mAC_PhosphoEU
111,H14,2942.428059587937,206.17350137048751,456.0770615373096,1498.3258527827647,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1114,652.6216236410163,2074.1450699145194,1415.9847878302642,260127_ARMC5mAC_PhosphoEU
112,H15,2768.864060062388,201.3159605465963,475.6810609695329,1414.4515173945226,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1351,753.4018197389456,2222.4020441923312,1330.715593331154,260127_ARMC5mAC_PhosphoEU
113,H16,2521.551070345499,179.3496464714755,443.1608428642711,1628.823732718894,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1736,673.1582623971116,1885.09445769581,1526.893492628368,260127_ARMC5mAC_PhosphoEU
114,H17,5207.346252536211,179.972040649395,439.1341407026024,1540.8910891089108,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1010,532.9201255785173,1932.128690603009,1535.5695833333334,260127_ARMC5mAC_PhosphoEU
115,H18,4445.4272899048965,180.93210028455252,453.91406536721513,1474.25920964501,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1493,655.6230297075808,2026.3657280194927,1381.531713900135,260127_ARMC5mAC_PhosphoEU
116,H19,2556.6791466855357,179.63306259447148,436.15933169124804,1535.6406984553391,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1489,790.8906933022813,1920.8451935030382,1488.315459212778,260127_ARMC5mAC_PhosphoEU
117,H20,3180.924184413079,209.56063209415723,477.26218277015397,1356.1181818181817,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,770,619.0102193997113,1990.9045511365518,1389.4389291689906,260127_ARMC5mAC_PhosphoEU
118,H21,2931.806563877248,210.08160256404187,478.81518249357816,1333.4625482625484,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,48,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1295,751.1877964145882,2179.270552681322,1337.4518469656991,260127_ARMC5mAC_PhosphoEU
119,H22,2668.6346288082764,181.82284760089306,441.5285572159736,1562.2981407702523,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1506,566.3656106776291,1957.1025088000981,1484.8976323119778,260127_ARMC5mAC_PhosphoEU
120,I03,2656.614678813367,177.56922272052012,424.9413508635221,1614.1802985074628,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1675,749.927106674793,1887.519852875671,1488.045930428909,260127_ARMC5mAC_PhosphoEU
121,I04,2837.893194574366,179.32750368855838,456.943817165195,1477.1104883907126,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1249,755.899308414304,1931.4313000664545,1421.1675874769796,260127_ARMC5mAC_PhosphoEU
122,I05,3261.30451889058,207.4327133159444,465.535642350793,1438.1374663072777,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,742,622.0796175284164,2003.8500066054078,1423.9606741573034,260127_ARMC5mAC_PhosphoEU
123,I06,2964.160945303903,205.27057959800817,492.96846382881927,1299.3400182315406,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1097,712.4087835907159,2211.576035510548,1262.3093080724877,260127_ARMC5mAC_PhosphoEU
124,I07,2714.05675729519,177.29500030073197,442.6862050283325,1501.2901315789475,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1520,712.4715823381088,1954.9982510023724,1416.5847513089004,260127_ARMC5mAC_PhosphoEU
125,I08,3322.377177848211,178.26076911073014,467.6131935985048,1468.9470954356846,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,964,547.2538715577225,2054.114866975907,1433.2277179236044,260127_ARMC5mAC_PhosphoEU
126,I09,3051.7611026245404,178.839146408164,460.9468553905799,1394.9428129829985,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1294,657.4222314870823,2157.536727202868,1345.655907036798,260127_ARMC5mAC_PhosphoEU
127,I10,2687.41237249661,177.36522376926527,445.9957980759462,1477.4486873508354,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1257,718.866969677215,1883.1061594411633,1401.7295509919945,260127_ARMC5mAC_PhosphoEU
128,I11,2986.385107877872,204.76806044344627,452.99849210429835,1441.0757211538462,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,832,567.4613939692913,2029.3799633405984,1387.1639004149379,260127_ARMC5mAC_PhosphoEU
129,I12,2755.4686122607627,205.0414404181724,452.19201214774057,1374.947080291971,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1096,658.2782863272149,2075.980212056579,1268.130341113106,260127_ARMC5mAC_PhosphoEU
130,I13,2651.4513224261113,177.43123395676022,433.3580375489829,1578.4869960988296,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1538,618.514306401801,1920.5643319383673,1472.4062695924765,260127_ARMC5mAC_PhosphoEU
131,I14,3288.9388378262697,180.0509921113479,467.3928217367384,1496.2338262476894,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1082,521.0069494165251,2035.2406635731647,1425.635340186001,260127_ARMC5mAC_PhosphoEU
132,I15,3080.3641536329465,181.80427191785236,457.78171274177816,1437.6985677083333,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1536,655.6816510804802,2202.2753273309627,1333.6846991037132,260127_ARMC5mAC_PhosphoEU
133,I16,2532.200202167371,181.58913024965037,446.5954457111943,1569.274819197896,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1521,693.6355159272904,1946.9983212339391,1461.593921852388,260127_ARMC5mAC_PhosphoEU
134,I17,3164.450612005234,205.2205890263102,467.48523457693153,1356.8925729442972,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,754,593.6417299282648,2088.2294848764345,1388.2649006622516,260127_ARMC5mAC_PhosphoEU
135,I18,2916.82183466812,207.1339458876187,479.1078253456547,1347.2781350482314,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1244,675.3279997331518,2153.4340911378804,1302.760434340007,260127_ARMC5mAC_PhosphoEU
136,I19,2811.2959854414794,178.7812610215703,457.5164543181906,1506.2482380579484,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1277,658.2177782323727,1945.6104407061077,1450.3820816864295,260127_ARMC5mAC_PhosphoEU
137,I20,3397.0247457040996,181.0680497176689,458.89299173778386,1456.372340425532,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,752,515.040868339765,1916.653859332521,1440.1963123644252,260127_ARMC5mAC_PhosphoEU
138,I21,3330.095078336121,183.20956454358293,476.60427129678806,1399.6932409012131,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,2,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1154,660.581900633999,2227.270201040419,1324.741533670689,260127_ARMC5mAC_PhosphoEU
139,I22,2711.3092032607888,183.63747607872622,445.6827124848254,1518.024860161591,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1609,654.1022574972995,1900.7609048682325,1451.6168032786886,260127_ARMC5mAC_PhosphoEU
140,J03,2599.192062943188,177.03538205316428,423.1092178844225,1551.1533333333334,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1650,698.750093678871,1837.3869028531692,1459.253555324315,260127_ARMC5mAC_PhosphoEU
141,J04,3032.1473289244786,179.05426161987208,452.1142021347305,1379.8551502145922,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,932,779.8933728760636,1936.9602052661464,1350.9516198704105,260127_ARMC5mAC_PhosphoEU
142,J05,3116.4335092186907,209.72675630625767,458.0990721320106,1525.4472906403942,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1015,649.158882833347,1933.3156198068043,1433.0324098274962,260127_ARMC5mAC_PhosphoEU
143,J06,2881.309200465714,202.48023389916762,458.15705958034016,1364.9646226415093,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1272,758.8648875055034,2170.0985109617013,1289.594217687075,260127_ARMC5mAC_PhosphoEU
144,J07,2807.374953339204,178.79095754408192,463.05539934975724,1416.3629560336763,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1069,625.9407707364464,1944.3883845546193,1377.928514056225,260127_ARMC5mAC_PhosphoEU
145,J08,4239.567713274503,180.5171514972568,461.66351374361346,1414.9333333333334,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,795,541.0134579179676,2039.951379227713,1422.424126984127,260127_ARMC5mAC_PhosphoEU
146,J09,4035.4383461939515,180.54847765112854,479.73098389634015,1396.349376114082,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1122,679.8595612492439,2168.3081531802763,1325.2795399093761,260127_ARMC5mAC_PhosphoEU
147,J10,2692.7445757888595,178.18034568662216,447.0064405657969,1473.517980636238,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1446,722.4085422801828,1940.5233732555898,1419.8583478766725,260127_ARMC5mAC_PhosphoEU
148,J11,3160.1279123136837,209.809154100636,482.0397119902532,1353.0080428954423,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,746,587.6006181187159,2037.0277545467663,1349.0041039671682,260127_ARMC5mAC_PhosphoEU
149,J12,2778.309846241123,204.56773504476124,454.32572749193605,1390.0735411670664,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1251,713.1497734953003,2087.3534379222447,1289.3857449856735,260127_ARMC5mAC_PhosphoEU
150,J13,2842.229412848881,178.2538392951798,454.0227622966102,1440.2485436893203,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1030,688.0868372632947,1956.891822986498,1420.9679973606071,260127_ARMC5mAC_PhosphoEU
151,J14,4588.751861243157,180.84285872960768,475.5121283615065,1363.1431767337808,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,894,533.6233762376221,2002.351103624582,1364.1097622660598,260127_ARMC5mAC_PhosphoEU
152,J15,3944.9898858064585,181.84115620915915,464.79870835129276,1439.358761329305,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,715.328126686901,2143.3240777260344,1338.3471337579617,260127_ARMC5mAC_PhosphoEU
153,J16,2728.3491312956507,179.1853012711094,440.2669769467295,1458.0534950071326,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1402,752.725342894869,1972.5425832002143,1389.0407534246576,260127_ARMC5mAC_PhosphoEU
154,J17,3106.5043169898913,208.8223580333491,473.33248123576004,1447.6690307328606,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,846,586.8304068511138,2044.2193400177002,1410.8539666498232,260127_ARMC5mAC_PhosphoEU
155,J18,2890.551277892522,209.03086436202827,479.0564239063291,1328.3608562691131,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1308,718.7531707342033,2145.0377059064194,1276.1110752340976,260127_ARMC5mAC_PhosphoEU
156,J19,2685.248442094383,179.64628012858176,448.03191366360585,1497.2629582806574,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1582,695.49769216414,1823.3600323802573,1460.9928400954655,260127_ARMC5mAC_PhosphoEU
157,J20,4503.184907780227,181.91417136406966,461.16534566951356,1437.766149870801,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,774,533.7472833034507,1989.4775235551792,1368.1024159663866,260127_ARMC5mAC_PhosphoEU
158,J21,3858.214137225045,181.40767213400568,466.3641437538081,1399.2326283987916,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,8,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1324,659.9031817126778,2206.0858505878077,1321.9305555555557,260127_ARMC5mAC_PhosphoEU
159,J22,2685.797451596287,180.38262267362285,436.1868189280499,1583.063670411985,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1602,596.4190376649684,1853.5736111822891,1494.749126706891,260127_ARMC5mAC_PhosphoEU
160,K03,2513.176788893754,176.90919101877893,410.09764652267273,1575.5466666666666,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",No addition,No addition,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1800,733.2363290964204,1816.2355621194365,1489.6997286704855,260127_ARMC5mAC_PhosphoEU
161,K04,2708.897898822669,177.6883686377849,430.28223328054776,1494.4530059271804,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1181,736.3504272036441,1883.013929659211,1433.7634926091441,260127_ARMC5mAC_PhosphoEU
162,K05,3309.2324933660707,209.2671484747589,460.86490721252466,1297.9209770114942,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,696,644.5063591388781,2021.1447729486204,1330.7503966155473,260127_ARMC5mAC_PhosphoEU
163,K06,2951.8828351859715,202.01278831095,457.1314052745336,1356.5310734463276,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1062,730.7982212532469,2141.6393934889697,1287.0368852459017,260127_ARMC5mAC_PhosphoEU
164,K07,2685.2767482506993,177.85846229840104,418.43015626391735,1517.225407166124,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1535,673.7642369794245,1885.4034606991038,1473.055728429986,260127_ARMC5mAC_PhosphoEU
165,K08,5199.3028372584195,179.88253445844398,458.33248785096686,1437.7654867256638,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,904,549.1992587391375,2023.2328766007279,1364.2686640471513,260127_ARMC5mAC_PhosphoEU
166,K09,4525.495882578263,181.14722069990023,451.41335090353874,1416.719734660033,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,"EU 1 mM, 30 mins",10 µM 5PhIAA,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1206,675.8961022792445,2171.3994295265456,1319.0939824205545,260127_ARMC5mAC_PhosphoEU
167,K10,2609.8921229123553,177.70715955402707,419.4301870691113,1536.1898034398034,HCT116 OsTIRF74G,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,1628,746.3861286468882,1890.3688732943574,1405.9834162520729,260127_ARMC5mAC_PhosphoEU
168,K11,3179.097826130625,210.6208075739713,444.8859762609673,1454.8079847908746,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,"EU 1 mM, 30 mins",Vehicle,24,pSer5 Pol II 3E8,Goat anti-rat Alexa568,526,572.044403550385,1990.6616731018642,1393.5438596491229,260127_ARMC5mAC_PhosphoEU
