,WELL,IF_647_Intensity,RFP_561_Intensity,GFP_488_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
11,C14,612.8159549211548,151.80420173319922,231.91601325111327,552.1094337721677,1661.8164354322305,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2811,241026_mACmChPOLR2A_TotalPolII
12,C15,580.8886118928292,151.3637781336219,231.6687755715896,548.1922464914217,1675.0381747688637,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3353,241026_mACmChPOLR2A_TotalPolII
13,C16,594.0036332047406,150.902766231137,228.80691042811418,534.8419507221612,1628.1467483827034,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2937,241026_mACmChPOLR2A_TotalPolII
14,C17,642.7672495109708,153.01437336249137,231.2244349510898,577.2721491613563,1605.627111984283,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2545,241026_mACmChPOLR2A_TotalPolII
15,C18,591.0734708364677,150.86995689681254,231.96800977862003,530.9366633655326,1623.6005147269088,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3497,241026_mACmChPOLR2A_TotalPolII
16,C19,609.5806478287996,152.7224787679316,234.69642690663437,548.6613601512195,1643.7182280319535,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2754,241026_mACmChPOLR2A_TotalPolII
17,C20,628.0694875695583,154.0429730975077,239.94368892742253,554.8684739114032,1621.4162143826322,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2948,241026_mACmChPOLR2A_TotalPolII
18,C21,619.4229697417207,152.7004557166243,236.60426185252533,528.9700753794125,1588.8401048492792,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3052,241026_mACmChPOLR2A_TotalPolII
19,C22,624.0314324668454,155.1188027747341,242.25356839705563,549.3035683551639,1637.6120042872456,HCT116 OsTIRF74G,No addition,No addition,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2799,241026_mACmChPOLR2A_TotalPolII
20,D03,592.740522391909,154.64552404901661,241.97381335026228,528.6494908726537,1657.9233676975946,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2910,241026_mACmChPOLR2A_TotalPolII
21,D04,650.4756754310346,206.06109898827404,502.65194248954657,555.0720219504631,1733.280545359203,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1907,241026_mACmChPOLR2A_TotalPolII
22,D05,566.8027998977125,243.30247383245975,241.2707805694935,543.4197525056868,1655.4485907105995,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2519,241026_mACmChPOLR2A_TotalPolII
23,D06,624.6386975751159,157.1426325641248,836.32557675549,567.2937188335726,1941.561669829222,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,527,241026_mACmChPOLR2A_TotalPolII
24,D07,541.387582390381,207.45656752856198,356.94618636008505,574.7214287047406,1699.3422459893047,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,374,241026_mACmChPOLR2A_TotalPolII
25,D08,571.3430004848731,239.17633124867154,238.67222510171865,512.7516134015345,1631.5573147561747,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1579,241026_mACmChPOLR2A_TotalPolII
26,D09,525.0257755278191,156.88377992205886,676.2986498970257,599.1167852809466,1841.5218181818182,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1100,241026_mACmChPOLR2A_TotalPolII
27,D10,708.4795972971665,207.85729231129812,516.6014322307352,581.0687878259691,1672.0529164161155,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1663,241026_mACmChPOLR2A_TotalPolII
28,D11,564.5522899082073,235.37104672904917,235.51929786035416,524.1103383824009,1645.8484419263457,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3530,241026_mACmChPOLR2A_TotalPolII
29,D12,663.5462765770343,155.38303122219963,840.2812541255812,566.0185669936479,1830.59765625,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1024,241026_mACmChPOLR2A_TotalPolII
30,D13,583.205938357952,209.14274135463447,359.77913087809463,610.5720185399013,1786.7945278969958,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1864,241026_mACmChPOLR2A_TotalPolII
31,D14,581.8552693339267,242.52237865489622,235.69878027440416,532.5997703306605,1631.092582710779,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3748,241026_mACmChPOLR2A_TotalPolII
32,D15,516.2727557756214,158.3859253054031,669.3526409965916,627.366746005548,1938.4045037531275,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1199,241026_mACmChPOLR2A_TotalPolII
33,D16,678.5979354656346,203.62543510153043,502.66113707718034,567.2248378544666,1683.5993836671803,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1947,241026_mACmChPOLR2A_TotalPolII
34,D17,591.9588750092356,240.41176826337286,238.57067375567757,553.3422352970732,1623.3383338653048,HCT116 mChPOLR2A Clone 2,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3133,241026_mACmChPOLR2A_TotalPolII
35,D18,656.3241462386882,157.5584870117383,867.8879888831627,614.6794493955501,1934.4127617148554,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1003,241026_mACmChPOLR2A_TotalPolII
36,D19,573.6626207432618,204.7206242497174,358.16523651133923,585.8570563105677,1737.766174801362,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1762,241026_mACmChPOLR2A_TotalPolII
37,D20,595.4338152765503,235.97906409679905,238.04271989191022,530.0583239163116,1648.872551973486,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3319,241026_mACmChPOLR2A_TotalPolII
38,D21,516.1391752466657,160.57535969867814,673.2452097955036,646.0095751121423,1856.5076923076922,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,30,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,975,241026_mACmChPOLR2A_TotalPolII
39,D22,632.1252221358185,154.88890203939104,238.41964208183333,571.776560586195,1600.4257528556593,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2889,241026_mACmChPOLR2A_TotalPolII
40,E03,649.6069851614303,156.6076527131895,242.90570007710593,549.0442365908972,1604.2216383307573,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3235,241026_mACmChPOLR2A_TotalPolII
41,E04,684.0610913203645,208.70774023944946,511.6250026561731,578.2275120179985,1787.614345114345,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1924,241026_mACmChPOLR2A_TotalPolII
42,E05,595.6937805840464,242.02721825803215,237.19515593903589,565.0161313916637,1695.592974540767,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3103,241026_mACmChPOLR2A_TotalPolII
43,E06,675.9709812505143,159.27204460134314,851.0656732438102,610.5783326301344,1926.3477777777778,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,900,241026_mACmChPOLR2A_TotalPolII
44,E07,551.2748874668096,208.1105017016731,307.31506556661,560.4669494424346,1743.1814615007356,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2039,241026_mACmChPOLR2A_TotalPolII
45,E08,621.1256370022975,242.8077287939516,240.3262278260514,536.4481075702524,1623.1222008957134,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3126,241026_mACmChPOLR2A_TotalPolII
46,E09,399.371059229077,156.4213300370812,519.3741729121792,569.4888295121569,2004.098376313276,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1047,241026_mACmChPOLR2A_TotalPolII
47,E10,704.2952770000618,209.54861307427916,523.0118632868391,590.7045959973283,1749.9914724275156,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1759,241026_mACmChPOLR2A_TotalPolII
48,E11,597.032450247991,242.63685186048667,235.54442598681842,540.5711939653862,1643.4821486008364,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3109,241026_mACmChPOLR2A_TotalPolII
49,E12,696.7692444884483,160.03706652965997,950.8832604489648,618.5402282324467,1794.0981595092026,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,978,241026_mACmChPOLR2A_TotalPolII
50,E13,522.366768226818,208.02998872664236,306.28191370473627,567.5222665148528,1798.7997299729973,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2222,241026_mACmChPOLR2A_TotalPolII
51,E14,555.8032999071877,238.03277024728612,234.71942056701153,509.33895398860903,1630.653784733312,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3131,241026_mACmChPOLR2A_TotalPolII
52,E15,423.7150957892831,158.46927319657365,566.6623964384542,597.6983730168138,1860.4501018329938,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,982,241026_mACmChPOLR2A_TotalPolII
53,E16,697.5209916036422,211.41530011426664,537.0289577773307,590.5028704502105,1656.8519324986391,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1837,241026_mACmChPOLR2A_TotalPolII
54,E17,601.3166653198186,241.55101580197436,234.68964269626386,525.3758387576581,1617.2806056701031,HCT116 mChPOLR2A Clone 2,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3104,241026_mACmChPOLR2A_TotalPolII
55,E18,653.0830262581871,159.1593648978514,912.5001715795908,602.867158691152,1795.126984126984,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1008,241026_mACmChPOLR2A_TotalPolII
56,E19,526.4407552835503,209.0182461925265,305.4295375040102,568.2150652502976,1725.2026041666666,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1920,241026_mACmChPOLR2A_TotalPolII
57,E20,600.9264309881357,242.993371947681,241.09092311247235,523.2822891210986,1633.1357798165138,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2725,241026_mACmChPOLR2A_TotalPolII
58,E21,419.254770408824,160.03139884576277,553.5099792026664,621.5134900285474,1760.8605482717521,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,60,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,839,241026_mACmChPOLR2A_TotalPolII
59,E22,636.6821052333208,156.97037846854786,244.568128590064,569.005529007154,1535.115785089546,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2401,241026_mACmChPOLR2A_TotalPolII
60,F03,606.1875390179896,155.59329704381744,243.0241474367504,553.3036507408036,1630.699344262295,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3050,241026_mACmChPOLR2A_TotalPolII
61,F04,667.3157691567957,209.21559624275957,531.5893976148003,538.2998586200089,1781.122958693564,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2082,241026_mACmChPOLR2A_TotalPolII
62,F05,588.3347260252897,244.27398444869178,240.78315300245794,523.5432883898459,1662.1805355600345,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3473,241026_mACmChPOLR2A_TotalPolII
63,F06,678.1774712506593,159.20110518563217,898.0426957312148,575.2824124334733,1928.7197696737044,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1042,241026_mACmChPOLR2A_TotalPolII
64,F07,551.7282563572842,214.56885339180815,283.9595123518471,585.3876173400706,1728.7664570230609,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2385,241026_mACmChPOLR2A_TotalPolII
65,F08,594.9295882899615,244.6738071747894,240.58866378158862,522.9219310273395,1659.597287735849,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3392,241026_mACmChPOLR2A_TotalPolII
66,F09,335.79436327178837,157.98922408858522,444.0783484414875,599.173183971209,1880.216606498195,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1385,241026_mACmChPOLR2A_TotalPolII
67,F10,675.5439955805417,209.91090176690622,535.533440855373,589.8370071468241,1744.3670473083198,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1839,241026_mACmChPOLR2A_TotalPolII
68,F11,568.622197658634,242.55652148862296,239.99536875360556,502.8673225350231,1665.128093645485,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2990,241026_mACmChPOLR2A_TotalPolII
69,F12,675.5503721234343,159.19100954466745,901.8040882982208,604.1363416797578,1807.0219683655537,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1138,241026_mACmChPOLR2A_TotalPolII
70,F13,537.4488054021103,212.9298250424355,287.4417423589329,581.4293833528629,1753.074193548387,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2170,241026_mACmChPOLR2A_TotalPolII
71,F14,603.1436140368905,243.82421686896075,240.62785188602484,525.3777607325349,1653.8201413427562,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2830,241026_mACmChPOLR2A_TotalPolII
72,F15,325.84896832153805,158.35271294030133,443.2096334029818,595.2636204708889,1875.7828773168578,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1133,241026_mACmChPOLR2A_TotalPolII
73,F16,676.3518168625968,206.32041340402645,521.5118736061455,583.2584746982045,1745.9435736677117,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1914,241026_mACmChPOLR2A_TotalPolII
74,F17,581.6806967762772,241.29771918022433,237.71938949955987,517.9382623315482,1623.7612597358618,HCT116 mChPOLR2A Clone 2,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2953,241026_mACmChPOLR2A_TotalPolII
75,F18,653.1525305257006,157.68970676860383,893.6712583991178,597.8744807050707,1807.1573122529644,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1265,241026_mACmChPOLR2A_TotalPolII
76,F19,504.91676623748,211.47156367622011,280.20614949323016,567.5068175541753,1686.6232091690545,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2094,241026_mACmChPOLR2A_TotalPolII
77,F20,593.1215752014864,242.32562765596518,241.94146589750164,508.8138863647013,1639.7005555555556,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3600,241026_mACmChPOLR2A_TotalPolII
78,F21,341.47434549090576,160.85731892894304,449.917052564583,623.5615890186434,1937.3030612244897,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,120,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,980,241026_mACmChPOLR2A_TotalPolII
79,F22,620.181192420302,154.67433459567846,242.1501002076687,545.0109436626066,1576.7670495333812,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2786,241026_mACmChPOLR2A_TotalPolII
80,G03,618.2630118922284,155.19817532749218,240.22094504371117,547.8724521756028,1638.3683437385237,HCT116 OsTIRF74G,Vehicle,1440,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2723,241026_mACmChPOLR2A_TotalPolII
81,G04,708.3174265904279,211.0665614116701,533.0399007129038,581.8426682675325,1796.1850393700788,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2032,241026_mACmChPOLR2A_TotalPolII
82,G05,572.7559238429261,247.80552684000574,242.8784624124718,538.2872527725447,1646.5427027027026,HCT116 mChPOLR2A Clone 2,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3700,241026_mACmChPOLR2A_TotalPolII
83,G06,634.4449322222589,160.17432226671264,885.0553061104242,588.9567832581012,1985.9792490118577,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1012,241026_mACmChPOLR2A_TotalPolII
84,G07,570.7080349325225,222.47072990784127,275.8638436842275,587.5957386184764,1766.3684450524395,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2193,241026_mACmChPOLR2A_TotalPolII
85,G08,602.1165151304463,245.63676515595068,239.30064373689135,524.3378987847185,1707.0094610091744,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3488,241026_mACmChPOLR2A_TotalPolII
86,G09,304.0173771073526,159.5052019792893,392.32943387017167,606.2469386360038,1898.1041214750542,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1383,241026_mACmChPOLR2A_TotalPolII
87,G10,678.9185732734961,212.83279264292187,528.272524534286,590.3197396356474,1716.4858812074,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2054,241026_mACmChPOLR2A_TotalPolII
88,G11,574.329655309404,250.9769587083679,241.9594313666727,542.9135586363607,1621.1414113785559,HCT116 mChPOLR2A Clone 2,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3656,241026_mACmChPOLR2A_TotalPolII
89,G12,679.3051338771704,161.7299593172083,952.1744331495984,639.3583440789998,1846.6515151515152,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1056,241026_mACmChPOLR2A_TotalPolII
90,G13,537.1396024228228,219.4079864816619,276.1471106250588,587.6216182546019,1755.1204414587332,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2084,241026_mACmChPOLR2A_TotalPolII
91,G14,540.881372310451,244.4476666903282,245.15686644407617,524.1768965217972,1674.8364189002486,HCT116 mChPOLR2A Clone 2,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3619,241026_mACmChPOLR2A_TotalPolII
92,G15,319.3595440416714,162.64710038437357,410.6782027006034,636.008145295018,1704.765558397272,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,1173,241026_mACmChPOLR2A_TotalPolII
93,G16,583.6794757170061,223.66951828785122,293.13246193164684,566.7691563676557,1735.3056265984656,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2346,241026_mACmChPOLR2A_TotalPolII
94,G17,560.3142320878727,241.90408813257272,238.4788219662558,525.9745892163111,1676.1616968951737,HCT116 mChPOLR2A Clone 2,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,3253,241026_mACmChPOLR2A_TotalPolII
95,G18,580.6130932556005,158.3930717539788,859.5844342727768,587.2094733922743,1848.2525150905433,HCT116 OsTIRF74G mAC-POLR2A-delHyg Clone 5,Vehicle,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,994,241026_mACmChPOLR2A_TotalPolII
96,G19,532.6517977025851,226.29072036637976,280.6509451308395,600.9048060306541,1716.563834620627,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Santa Cruz mouse anti-RPB1 (F12),Alexa647 goat anti-mouse,2201,241026_mACmChPOLR2A_TotalPolII
