,WELL,Alexa647_Intensity,GFP_Intensity,DAPI_Intensity,NucleusArea,CELL,DRUG,DRUG TIME HOURS,PRIMARY,SECONDARY,TotalNumberCells,EXPERIMENT
101,H08,509.7510875775073,332.9792024329785,794.9680158464467,1369.0746733042938,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1607,250210_ARMC5mAC_PhosphoPolII
102,H09,525.3820880753277,258.3062608735688,755.5483639306707,1434.7284980744544,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1558,250210_ARMC5mAC_PhosphoPolII
103,H10,503.2716431373395,263.4866171099006,809.5252391774445,1364.421325648415,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1735,250210_ARMC5mAC_PhosphoPolII
104,H11,452.80297467880234,321.94606099637167,701.876484368383,1530.315740308267,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,2141,250210_ARMC5mAC_PhosphoPolII
105,H12,495.46551094278226,342.4150057818575,793.741539146983,1356.3676742751388,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer2 Pol II 3E10,Goat anti-rat Alexa647,1621,250210_ARMC5mAC_PhosphoPolII
106,H13,1346.7084587829188,270.97748069109576,780.3065903819328,1428.5304918032787,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1525,250210_ARMC5mAC_PhosphoPolII
107,H14,1273.324643103861,264.1891166108807,787.5206962617422,1375.3267641449459,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1573,250210_ARMC5mAC_PhosphoPolII
108,H15,1323.267848232956,322.8072848316482,727.8680658589453,1473.53125,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1408,250210_ARMC5mAC_PhosphoPolII
109,H16,1276.2085486233811,332.4395649117489,800.2895166829364,1394.4477011494253,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1740,250210_ARMC5mAC_PhosphoPolII
110,H17,1321.264622313166,257.0696264937528,722.0723665610393,1466.232104121475,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1383,250210_ARMC5mAC_PhosphoPolII
111,H18,1341.029167209626,263.41447205201115,814.7904957952491,1377.0533689126084,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,10 µM 5PhIAA,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1499,250210_ARMC5mAC_PhosphoPolII
112,H19,1362.7893296287575,329.03377140747045,752.997491300881,1406.2891104294479,HCT116 OsTIRF74G ARMC5mAC Clone 5A1,Vehicle,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1304,250210_ARMC5mAC_PhosphoPolII
113,H20,1320.010899183209,336.7137844791363,792.4690923743565,1337.0335533553355,HCT116 OsTIRF74G ARMC5mAC Clone 5F9,Vehicle,0.5,pSer5 Pol II 3E8,Goat anti-rat Alexa647,1818,250210_ARMC5mAC_PhosphoPolII
